Format Version,1.23,Take Name,Take 2024-04-16 11.26.20 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.26.21.092 AM,Capture Start Frame,160692,Total Frames in Take,6521,Total Exported Frames,6521,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1203,Unlabeled 1203,Unlabeled 1203,Unlabeled 1204,Unlabeled 1204,Unlabeled 1204,Unlabeled 1205,Unlabeled 1205,Unlabeled 1205,Unlabeled 1206,Unlabeled 1206,Unlabeled 1206,Unlabeled 1207,Unlabeled 1207,Unlabeled 1207,Unlabeled 1208,Unlabeled 1208,Unlabeled 1208,Unlabeled 1209,Unlabeled 1209,Unlabeled 1209
,ID,"CE7E0","CE7E0","CE7E0","CE7F0","CE7F0","CE7F0","CE8A0","CE8A0","CE8A0","CE900","CE900","CE900","CE8F0","CE8F0","CE8F0","CE910","CE910","CE910","CE940","CE940","CE940"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1092,9.100000,-0.071420,-0.083595,0.039469,-0.038541,-0.094756,0.099645,-0.011277,-0.109029,-0.013793,,,,,,,,,,,,
1093,9.108333,-0.071470,-0.083482,0.039547,-0.038558,-0.094651,0.099705,-0.011260,-0.108927,-0.013727,,,,,,,,,,,,
1094,9.116667,-0.071589,-0.083384,0.039585,-0.038489,-0.094493,0.099764,-0.011316,-0.108837,-0.013670,,,,,,,,,,,,
1095,9.125000,-0.071606,-0.083270,0.039614,-0.038535,-0.094338,0.099801,-0.011400,-0.108755,-0.013628,,,,,,,,,,,,
1096,9.133333,-0.071613,-0.083121,0.039638,-0.038595,-0.094240,0.099810,-0.011472,-0.108653,-0.013605,,,,,,,,,,,,
1097,9.141667,-0.071609,-0.082970,0.039634,-0.038684,-0.094110,0.099815,-0.011548,-0.108536,-0.013581,,,,,,,,,,,,
1098,9.150000,-0.071747,-0.082851,0.039634,-0.038771,-0.094018,0.099808,-0.011567,-0.108404,-0.013582,,,,,,,,,,,,
1099,9.158333,-0.071740,-0.082680,0.039629,-0.038839,-0.093919,0.099780,-0.011473,-0.108199,-0.013625,,,,,,,,,,,,
1100,9.166667,-0.071884,-0.082504,0.039594,-0.038981,-0.093812,0.099737,-0.011521,-0.107996,-0.013665,,,,,,,,,,,,
1101,9.175000,-0.071920,-0.082286,0.039538,-0.039053,-0.093672,0.099688,-0.011699,-0.107803,-0.013720,,,,,,,,,,,,
1102,9.183333,-0.071919,-0.082048,0.039480,-0.039178,-0.093510,0.099601,-0.011786,-0.107584,-0.013812,,,,,,,,,,,,
1103,9.191667,-0.072126,-0.081836,0.039382,-0.039267,-0.093351,0.099522,-0.011920,-0.107417,-0.013890,,,,,,,,,,,,
1104,9.200000,-0.072163,-0.081551,0.039287,-0.039270,-0.093114,0.099430,-0.011992,-0.107226,-0.013986,,,,,,,,,,,,
1105,9.208333,-0.072185,-0.081245,0.039186,-0.039419,-0.092941,0.099326,-0.012007,-0.106993,-0.014083,,,,,,,,,,,,
1106,9.216667,-0.072331,-0.081000,0.039089,-0.039545,-0.092721,0.099248,-0.012088,-0.106784,-0.014146,,,,,,,,,,,,
1107,9.225000,-0.072376,-0.080731,0.038996,-0.039655,-0.092557,0.099162,-0.012093,-0.106565,-0.014224,,,,,,,,,,,,
1108,9.233333,-0.072386,-0.080488,0.038928,-0.039824,-0.092398,0.099095,-0.012066,-0.106320,-0.014288,,,,,,,,,,,,
1109,9.241667,-0.072526,-0.080327,0.038890,-0.039998,-0.092268,0.099055,-0.012177,-0.106120,-0.014310,,,,,,,,,,,,
1110,9.250000,-0.072656,-0.080157,0.038870,-0.040064,-0.092079,0.099040,-0.012377,-0.105953,-0.014312,,,,,,,,,,,,
1111,9.258333,-0.072738,-0.080004,0.038856,-0.040235,-0.091894,0.099025,-0.012414,-0.105787,-0.014340,,,,,,,,,,,,
1112,9.266667,-0.072878,-0.079910,0.038849,-0.040251,-0.091718,0.099030,-0.012478,-0.105670,-0.014345,,,,,,,,,,,,
1113,9.275000,-0.072963,-0.079784,0.038837,-0.040334,-0.091631,0.099027,-0.012546,-0.105545,-0.014342,,,,,,,,,,,,
1114,9.283333,-0.072984,-0.079681,0.038831,-0.040437,-0.091540,0.099019,-0.012627,-0.105452,-0.014340,,,,,,,,,,,,
1115,9.291667,-0.073129,-0.079591,0.038842,-0.040544,-0.091474,0.099014,-0.012704,-0.105350,-0.014345,,,,,,,,,,,,
1116,9.300000,-0.073263,-0.079518,0.038859,-0.040610,-0.091380,0.099023,-0.012863,-0.105248,-0.014335,,,,,,,,,,,,
1117,9.308333,-0.073322,-0.079407,0.038879,-0.040745,-0.091281,0.099042,-0.012943,-0.105130,-0.014332,,,,,,,,,,,,
1118,9.316667,-0.073401,-0.079285,0.038914,-0.040793,-0.091188,0.099068,-0.013017,-0.104985,-0.014313,,,,,,,,,,,,
1119,9.325000,-0.073440,-0.079141,0.038934,-0.040881,-0.091128,0.099088,-0.013098,-0.104840,-0.014297,,,,,,,,,,,,
1120,9.333333,-0.073583,-0.079017,0.038960,-0.040943,-0.091014,0.099129,-0.013168,-0.104681,-0.014274,,,,,,,,,,,,
1121,9.341667,-0.073675,-0.078837,0.039000,-0.041060,-0.090930,0.099155,-0.013336,-0.104507,-0.014223,,,,,,,,,,,,
1122,9.350000,-0.073721,-0.078650,0.039063,-0.041211,-0.090851,0.099187,-0.013437,-0.104373,-0.014172,,,,,,,,,,,,
1123,9.358333,-0.073883,-0.078511,0.039107,-0.041295,-0.090684,0.099258,-0.013450,-0.104206,-0.014131,,,,,,,,,,,,
1124,9.366667,-0.073972,-0.078330,0.039151,-0.041462,-0.090493,0.099320,-0.013513,-0.104036,-0.014079,,,,,,,,,,,,
1125,9.375000,-0.074053,-0.078134,0.039193,-0.041563,-0.090300,0.099368,-0.013715,-0.103872,-0.013987,,,,,,,,,,,,
1126,9.383333,-0.074143,-0.077932,0.039227,-0.041722,-0.090104,0.099412,-0.013832,-0.103654,-0.013912,,,,,,,,,,,,
1127,9.391667,-0.074310,-0.077720,0.039260,-0.041888,-0.089806,0.099481,-0.013910,-0.103483,-0.013854,,,,,,,,,,,,
1128,9.400000,-0.074446,-0.077460,0.039308,-0.042116,-0.089571,0.099528,-0.013969,-0.103241,-0.013798,,,,,,,,,,,,
1129,9.408333,-0.074493,-0.077157,0.039333,-0.042151,-0.089232,0.099590,-0.014156,-0.102976,-0.013718,,,,,,,,,,,,
1130,9.416667,-0.074630,-0.076843,0.039374,-0.042362,-0.088902,0.099639,-0.014263,-0.102765,-0.013662,,,,,,,,,,,,
1131,9.425000,-0.074705,-0.076466,0.039420,-0.042578,-0.088608,0.099684,-0.014427,-0.102505,-0.013575,,,,,,,,,,,,
1132,9.433333,-0.074853,-0.076068,0.039473,-0.042678,-0.088158,0.099774,-0.014560,-0.102119,-0.013504,,,,,,,,,,,,
1133,9.441667,-0.074948,-0.075626,0.039534,-0.042828,-0.087771,0.099846,-0.014699,-0.101796,-0.013413,,,,,,,,,,,,
1134,9.450000,-0.075111,-0.075166,0.039610,-0.042931,-0.087275,0.099932,-0.014809,-0.101350,-0.013335,,,,,,,,,,,,
1135,9.458333,-0.075260,-0.074694,0.039660,-0.043146,-0.086845,0.100006,-0.014979,-0.100989,-0.013216,,,,,,,,,,,,
1136,9.466667,-0.075296,-0.074167,0.039735,-0.043293,-0.086300,0.100080,-0.015061,-0.100518,-0.013150,,,,,,,,,,,,
1137,9.475000,-0.075458,-0.073610,0.039820,-0.043335,-0.085696,0.100185,-0.015192,-0.100119,-0.013032,,,,,,,,,,,,
1138,9.483333,-0.075495,-0.072987,0.039901,-0.043487,-0.085133,0.100286,-0.015369,-0.099596,-0.012922,,,,,,,,,,,,
1139,9.491667,-0.075633,-0.072354,0.039985,-0.043598,-0.084498,0.100389,-0.015410,-0.099068,-0.012827,,,,,,,,,,,,
1140,9.500000,-0.075653,-0.071641,0.040079,-0.043765,-0.083824,0.100497,-0.015516,-0.098439,-0.012711,,,,,,,,,,,,
1141,9.508333,-0.075801,-0.070914,0.040185,-0.043832,-0.083136,0.100605,-0.015644,-0.097760,-0.012586,,,,,,,,,,,,
1142,9.516667,-0.075903,-0.070167,0.040293,-0.043929,-0.082478,0.100730,-0.015792,-0.097115,-0.012456,,,,,,,,,,,,
1143,9.525000,-0.075993,-0.069391,0.040389,-0.044019,-0.081726,0.100835,-0.015882,-0.096443,-0.012337,,,,,,,,,,,,
1144,9.533333,-0.076067,-0.068582,0.040483,-0.044037,-0.080891,0.100955,-0.015928,-0.095797,-0.012248,,,,,,,,,,,,
1145,9.541667,-0.076124,-0.067721,0.040547,-0.044111,-0.080015,0.101038,-0.016026,-0.095092,-0.012169,,,,,,,,,,,,
1146,9.550000,-0.076193,-0.066829,0.040615,-0.044141,-0.079062,0.101116,-0.016167,-0.094384,-0.012068,,,,,,,,,,,,
1147,9.558333,-0.076242,-0.065905,0.040670,-0.044175,-0.078107,0.101181,-0.016319,-0.093647,-0.011954,,,,,,,,,,,,
1148,9.566667,-0.076323,-0.064991,0.040723,-0.044281,-0.077153,0.101258,-0.016455,-0.092855,-0.011844,,,,,,,,,,,,
1149,9.575000,-0.076357,-0.064025,0.040770,-0.044470,-0.076203,0.101332,-0.016532,-0.091992,-0.011749,,,,,,,,,,,,
1150,9.583333,-0.076418,-0.063064,0.040815,-0.044655,-0.075198,0.101431,-0.016588,-0.091071,-0.011646,,,,,,,,,,,,
1151,9.591667,-0.076491,-0.062057,0.040882,-0.044799,-0.074099,0.101543,-0.016686,-0.090106,-0.011532,,,,,,,,,,,,
1152,9.600000,-0.076653,-0.061016,0.040955,-0.044895,-0.072953,0.101651,-0.016756,-0.089143,-0.011410,,,,,,,,,,,,
1153,9.608333,-0.076728,-0.059878,0.041005,-0.045020,-0.071750,0.101724,-0.016812,-0.088167,-0.011278,,,,,,,,,,,,
1154,9.616667,-0.076676,-0.058625,0.041074,-0.045020,-0.070337,0.101831,-0.016912,-0.087184,-0.011149,,,,,,,,,,,,
1155,9.625000,-0.076688,-0.057293,0.041157,-0.044949,-0.068911,0.101891,-0.016983,-0.086182,-0.011020,,,,,,,,,,,,
1156,9.633333,-0.076584,-0.055823,0.041233,-0.044947,-0.067394,0.101983,-0.017109,-0.085110,-0.010907,,,,,,,,,,,,
1157,9.641667,-0.076609,-0.054342,0.041312,-0.045012,-0.065964,0.102054,-0.017233,-0.083979,-0.010815,,,,,,,,,,,,
1158,9.650000,-0.076635,-0.052796,0.041423,-0.044887,-0.064426,0.102172,-0.017374,-0.082795,-0.010726,,,,,,,,,,,,
1159,9.658333,-0.076496,-0.051179,0.041503,-0.044900,-0.062963,0.102251,-0.017446,-0.081401,-0.010660,,,,,,,,,,,,
1160,9.666667,-0.076520,-0.049636,0.041572,-0.044872,-0.061531,0.102357,-0.017574,-0.080045,-0.010600,,,,,,,,,,,,
1161,9.675000,-0.076589,-0.048115,0.041608,-0.045054,-0.060174,0.102426,-0.017650,-0.078574,-0.010544,,,,,,,,,,,,
1162,9.683333,-0.076661,-0.046614,0.041635,-0.045125,-0.058826,0.102472,-0.017739,-0.077129,-0.010508,,,,,,,,,,,,
1163,9.691667,-0.076682,-0.045159,0.041577,-0.045041,-0.057378,0.102506,-0.017755,-0.075713,-0.010500,,,,,,,,,,,,
1164,9.700000,-0.076673,-0.043659,0.041517,-0.045151,-0.055973,0.102485,-0.017780,-0.074366,-0.010518,,,,,,,,,,,,
1165,9.708333,-0.076660,-0.042183,0.041390,-0.045272,-0.054591,0.102430,-0.017831,-0.073135,-0.010542,,,,,,,,,,,,
1166,9.716667,-0.076667,-0.040735,0.041241,-0.045289,-0.053049,0.102323,-0.017861,-0.071905,-0.010599,,,,,,,,,,,,
1167,9.725000,-0.076669,-0.039248,0.041087,-0.045528,-0.051602,0.102227,-0.018065,-0.070759,-0.010652,,,,,,,,,,,,
1168,9.733333,-0.076743,-0.037873,0.040894,-0.045508,-0.050075,0.102118,-0.018070,-0.069587,-0.010749,,,,,,,,,,,,
1169,9.741667,-0.076784,-0.036468,0.040709,-0.045734,-0.048619,0.102021,-0.018169,-0.068494,-0.010811,,,,,,,,,,,,
1170,9.750000,-0.076855,-0.035184,0.040520,-0.045851,-0.047199,0.101884,-0.018212,-0.067372,-0.010876,,,,,,,,,,,,
1171,9.758333,-0.076864,-0.033894,0.040367,-0.045873,-0.045724,0.101809,-0.018248,-0.066319,-0.010926,,,,,,,,,,,,
1172,9.766667,-0.076958,-0.032678,0.040199,-0.046008,-0.044348,0.101739,-0.018354,-0.065238,-0.010952,,,,,,,,,,,,
1173,9.775000,-0.077073,-0.031549,0.040051,-0.045976,-0.042904,0.101670,-0.018433,-0.064194,-0.010995,,,,,,,,,,,,
1174,9.783333,-0.077133,-0.030340,0.039897,-0.046153,-0.041633,0.101569,-0.018519,-0.063188,-0.011036,,,,,,,,,,,,
1175,9.791667,-0.077237,-0.029172,0.039726,-0.046398,-0.040415,0.101454,-0.018688,-0.062191,-0.011070,,,,,,,,,,,,
1176,9.800000,-0.077313,-0.028009,0.039549,-0.046314,-0.039062,0.101366,-0.018731,-0.061167,-0.011152,,,,,,,,,,,,
1177,9.808333,-0.077393,-0.026860,0.039359,-0.046572,-0.037980,0.101251,-0.018849,-0.060230,-0.011258,,,,,,,,,,,,
1178,9.816667,-0.077426,-0.025720,0.039180,-0.046741,-0.036896,0.101130,-0.018914,-0.059282,-0.011355,,,,,,,,,,,,
1179,9.825000,-0.077442,-0.025120,0.039139,-0.046640,-0.035859,0.100969,-0.018997,-0.058410,-0.011424,,,,,,,,,,,,
1180,9.833333,-0.077536,-0.024543,0.039080,-0.046781,-0.035275,0.100939,-0.019016,-0.057912,-0.011504,,,,,,,,,,,,
1181,9.841667,-0.077678,-0.024042,0.039014,-0.046982,-0.034605,0.100958,-0.019101,-0.057258,-0.011538,,,,,,,,,,,,
1182,9.850000,-0.077829,-0.023546,0.038882,-0.047143,-0.034012,0.100902,-0.019029,-0.056624,-0.011551,,,,,,,,,,,,
1183,9.858333,-0.077983,-0.022943,0.038754,-0.047416,-0.033393,0.100868,-0.019089,-0.056056,-0.011561,,,,,,,,,,,,
1184,9.866667,-0.078063,-0.022703,0.038691,-0.047451,-0.032867,0.100855,-0.019066,-0.055676,-0.011583,,,,,,,,,,,,
1185,9.875000,-0.078024,-0.022231,0.038559,-0.047610,-0.032387,0.100845,-0.019166,-0.055329,-0.011580,,,,,,,,,,,,
1186,9.883333,-0.078079,-0.021923,0.038506,-0.047568,-0.031919,0.100832,-0.019184,-0.055053,-0.011609,,,,,,,,,,,,
1187,9.891667,-0.078160,-0.021615,0.038436,-0.047595,-0.031455,0.100809,-0.019132,-0.054739,-0.011607,,,,,,,,,,,,
1188,9.900000,-0.078148,-0.021294,0.038347,-0.047679,-0.030999,0.100761,-0.019057,-0.054419,-0.011639,,,,,,,,,,,,
1189,9.908333,-0.078213,-0.021001,0.038224,-0.047616,-0.030540,0.100748,-0.019162,-0.054162,-0.011622,,,,,,,,,,,,
1190,9.916667,-0.078121,-0.020575,0.038116,-0.047767,-0.030105,0.100691,-0.019142,-0.053868,-0.011663,,,,,,,,,,,,
1191,9.925000,-0.078020,-0.020163,0.038005,-0.047781,-0.029629,0.100658,-0.019106,-0.053546,-0.011712,,,,,,,,,,,,
1192,9.933333,-0.077997,-0.019788,0.037906,-0.047793,-0.029036,0.100599,-0.018949,-0.053133,-0.011800,,,,,,,,,,,,
1193,9.941667,-0.077994,-0.019441,0.037739,-0.047690,-0.028247,0.100567,-0.018831,-0.052696,-0.011893,,,,,,,,,,,,
1194,9.950000,-0.078061,-0.019455,0.037726,-0.047711,-0.027924,0.100692,-0.018752,-0.052476,-0.011964,,,,,,,,,,,,
1195,9.958333,-0.078147,-0.019544,0.037653,-0.047917,-0.027866,0.100827,-0.018634,-0.052403,-0.011985,,,,,,,,,,,,
1196,9.966667,-0.078032,-0.019641,0.037474,-0.047981,-0.027833,0.100999,-0.018437,-0.052487,-0.012042,,,,,,,,,,,,
1197,9.975000,-0.077954,-0.019743,0.037233,-0.048012,-0.027804,0.101114,-0.018155,-0.052516,-0.012126,,,,,,,,,,,,
1198,9.983333,-0.077913,-0.019875,0.037066,-0.047994,-0.027791,0.101192,-0.018031,-0.052663,-0.012210,,,,,,,,,,,,
1199,9.991667,-0.077761,-0.020030,0.036859,-0.047982,-0.027810,0.101232,-0.017801,-0.052911,-0.012372,,,,,,,,,,,,
1200,10.000000,-0.077426,-0.020272,0.036671,-0.047952,-0.027830,0.101246,-0.017547,-0.053236,-0.012542,,,,,,,,,,,,
1201,10.008333,-0.077078,-0.020637,0.036492,-0.047906,-0.027854,0.101254,-0.017233,-0.053621,-0.012749,,,,,,,,,,,,
1202,10.016667,-0.076733,-0.021075,0.036298,-0.047822,-0.027918,0.101263,-0.016958,-0.054156,-0.012995,,,,,,,,,,,,
1203,10.025000,-0.076421,-0.021603,0.036069,-0.047741,-0.027984,0.101249,-0.016624,-0.054748,-0.013243,,,,,,,,,,,,
1204,10.033333,-0.076028,-0.022142,0.035763,-0.047739,-0.028110,0.101206,-0.016321,-0.055395,-0.013502,,,,,,,,,,,,
1205,10.041667,-0.075547,-0.022718,0.035442,-0.047565,-0.028164,0.101130,-0.016009,-0.056074,-0.013795,,,,,,,,,,,,
1206,10.050000,-0.075094,-0.023336,0.035059,-0.047489,-0.028217,0.101004,-0.015538,-0.056790,-0.014110,,,,,,,,,,,,
1207,10.058333,-0.074492,-0.023964,0.034451,-0.047379,-0.028298,0.100842,-0.015036,-0.057524,-0.014458,,,,,,,,,,,,
1208,10.066667,-0.073850,-0.024622,0.033696,-0.046943,-0.028375,0.100591,-0.014495,-0.058357,-0.014834,,,,,,,,,,,,
1209,10.075000,-0.073072,-0.025363,0.032818,-0.046484,-0.028636,0.100236,-0.013869,-0.059175,-0.015293,,,,,,,,,,,,
1210,10.083333,-0.072321,-0.026261,0.031809,-0.045855,-0.028989,0.099806,-0.013210,-0.060033,-0.015770,,,,,,,,,,,,
1211,10.091667,-0.071457,-0.027327,0.030769,-0.045281,-0.029612,0.099386,-0.012338,-0.060837,-0.016317,,,,,,,,,,,,
1212,10.100000,-0.070729,-0.028544,0.029646,-0.044449,-0.030380,0.099070,-0.011477,-0.061737,-0.016957,,,,,,,,,,,,
1213,10.108333,-0.069948,-0.029807,0.028513,-0.043442,-0.031415,0.098956,-0.010494,-0.062596,-0.017673,,,,,,,,,,,,
1214,10.116667,-0.068953,-0.031028,0.027361,-0.042431,-0.032651,0.098815,-0.009422,-0.063488,-0.018532,,,,,,,,,,,,
1215,10.125000,-0.067921,-0.032265,0.026232,-0.041344,-0.033946,0.098531,-0.008220,-0.064345,-0.019421,,,,,,,,,,,,
1216,10.133333,-0.066703,-0.033543,0.025122,-0.040042,-0.035138,0.097967,-0.006986,-0.065261,-0.020423,,,,,,,,,,,,
1217,10.141667,-0.065448,-0.034831,0.024016,-0.038735,-0.036292,0.097082,-0.005819,-0.066181,-0.021489,,,,,,,,,,,,
1218,10.150000,-0.064025,-0.036079,0.022941,-0.037152,-0.037282,0.095941,-0.004269,-0.067152,-0.022688,,,,,,,,,,,,
1219,10.158333,-0.062495,-0.037370,0.021881,-0.035792,-0.038337,0.094587,-0.002715,-0.068233,-0.023935,,,,,,,,,,,,
1220,10.166667,-0.060917,-0.038738,0.020720,-0.034106,-0.039302,0.093064,-0.001112,-0.069389,-0.025248,,,,,,,,,,,,
1221,10.175000,-0.059186,-0.040151,0.019477,-0.032439,-0.040321,0.091400,0.000713,-0.070581,-0.026682,,,,,,,,,,,,
1222,10.183333,-0.057427,-0.041551,0.018212,-0.030655,-0.041334,0.089593,0.002536,-0.071873,-0.028163,,,,,,,,,,,,
1223,10.191667,-0.055525,-0.042956,0.016861,-0.028739,-0.042275,0.087665,0.004513,-0.073196,-0.029726,,,,,,,,,,,,
1224,10.200000,-0.053504,-0.044335,0.015398,-0.026779,-0.043222,0.085671,0.006522,-0.074540,-0.031348,,,,,,,,,,,,
1225,10.208333,-0.051446,-0.045610,0.013803,-0.024705,-0.044160,0.083648,0.008769,-0.075827,-0.033041,,,,,,,,,,,,
1226,10.216667,-0.049336,-0.046790,0.012156,-0.022446,-0.045052,0.081661,0.011014,-0.077189,-0.034769,,,,,,,,,,,,
1227,10.225000,-0.046958,-0.047822,0.010454,-0.020201,-0.046052,0.079664,0.013298,-0.078438,-0.036547,,,,,,,,,,,,
1228,10.233333,-0.044511,-0.048731,0.008764,-0.017582,-0.046888,0.077638,0.015747,-0.079627,-0.038412,,,,,,,,,,,,
1229,10.241667,-0.041979,-0.049580,0.007069,-0.015051,-0.047846,0.075582,0.018476,-0.080816,-0.040355,,,,,,,,,,,,
1230,10.250000,-0.039317,-0.050411,0.005364,-0.012302,-0.048779,0.073518,0.021262,-0.081955,-0.042317,,,,,,,,,,,,
1231,10.258333,-0.036541,-0.051192,0.003666,-0.009420,-0.049690,0.071485,0.023926,-0.083072,-0.044336,,,,,,,,,,,,
1232,10.266667,-0.033547,-0.051865,0.001944,-0.006402,-0.050591,0.069480,0.026813,-0.084108,-0.046384,,,,,,,,,,,,
1233,10.275000,-0.030561,-0.052518,0.000217,-0.003416,-0.051502,0.067410,0.029711,-0.085091,-0.048448,,,,,,,,,,,,
1234,10.283333,-0.027514,-0.053138,-0.001503,-0.000346,-0.052429,0.065323,0.032767,-0.086025,-0.050546,,,,,,,,,,,,
1235,10.291667,-0.024450,-0.053769,-0.003227,0.002824,-0.053357,0.063231,0.035691,-0.086971,-0.052663,,,,,,,,,,,,
1236,10.300000,-0.021261,-0.054382,-0.005033,0.006092,-0.054248,0.061137,0.038727,-0.087856,-0.054807,,,,,,,,,,,,
1237,10.308333,-0.017846,-0.054932,-0.006944,0.009201,-0.055222,0.058976,0.042085,-0.088646,-0.057011,,,,,,,,,,,,
1238,10.316667,-0.014604,-0.055573,-0.008873,0.012562,-0.056119,0.056804,0.045333,-0.089468,-0.059206,,,,,,,,,,,,
1239,10.325000,-0.011292,-0.056191,-0.010819,0.016045,-0.057029,0.054708,0.048600,-0.090295,-0.061403,,,,,,,,,,,,
1240,10.333333,-0.007770,-0.056841,-0.012762,0.019544,-0.057961,0.052606,0.051933,-0.091104,-0.063611,,,,,,,,,,,,
1241,10.341667,-0.004321,-0.057583,-0.014638,0.023235,-0.058836,0.050524,0.055380,-0.091894,-0.065852,,,,,,,,,,,,
1242,10.350000,-0.000703,-0.058346,-0.016543,0.026819,-0.059813,0.048498,0.058856,-0.092657,-0.068069,,,,,,,,,,,,
1243,10.358333,0.002943,-0.059095,-0.018424,0.030691,-0.060654,0.046439,0.062320,-0.093422,-0.070263,,,,,,,,,,,,
1244,10.366667,0.006541,-0.059905,-0.020287,0.034370,-0.061550,0.044447,0.065765,-0.094186,-0.072422,,,,,,,,,,,,
1245,10.375000,0.010230,-0.060638,-0.022141,0.038408,-0.062346,0.042413,0.069299,-0.094906,-0.074590,,,,,,,,,,,,
1246,10.383333,0.013995,-0.061333,-0.023970,0.042289,-0.063191,0.040473,0.072911,-0.095564,-0.076777,,,,,,,,,,,,
1247,10.391667,0.017847,-0.062003,-0.025837,0.046455,-0.063899,0.038473,0.076471,-0.096234,-0.078920,,,,,,,,,,,,
1248,10.400000,0.021701,-0.062700,-0.027667,0.050331,-0.064678,0.036489,0.080161,-0.096816,-0.081094,,,,,,,,,,,,
1249,10.408333,0.025520,-0.063427,-0.029477,0.054548,-0.065352,0.034488,0.083901,-0.097390,-0.083284,,,,,,,,,,,,
1250,10.416667,0.029395,-0.064183,-0.031290,0.058796,-0.066014,0.032509,0.087679,-0.097925,-0.085450,,,,,,,,,,,,
1251,10.425000,0.033466,-0.064891,-0.033077,0.063130,-0.066602,0.030477,0.091449,-0.098415,-0.087613,,,,,,,,,,,,
1252,10.433333,0.037390,-0.065591,-0.034800,0.067367,-0.067136,0.028439,0.095260,-0.098838,-0.089772,,,,,,,,,,,,
1253,10.441667,0.041584,-0.066144,-0.036507,0.071880,-0.067547,0.026389,0.099071,-0.099209,-0.091902,,,,,,,,,,,,
1254,10.450000,0.045691,-0.066624,-0.038163,0.076493,-0.067908,0.024381,0.102984,-0.099468,-0.094025,,,,,,,,,,,,
1255,10.458333,0.049707,-0.066957,-0.039692,0.080954,-0.068143,0.022352,0.106814,-0.099649,-0.096089,,,,,,,,,,,,
1256,10.466667,0.053878,-0.067231,-0.041252,0.085364,-0.068328,0.020370,0.110619,-0.099758,-0.098103,,,,,,,,,,,,
1257,10.475000,0.058183,-0.067235,-0.042710,0.089723,-0.068431,0.018384,0.114374,-0.099784,-0.100077,,,,,,,,,,,,
1258,10.483333,0.062271,-0.067279,-0.044110,0.094176,-0.068365,0.016393,0.118298,-0.099689,-0.102092,,,,,,,,,,,,
1259,10.491667,0.066461,-0.067173,-0.045527,0.098624,-0.068284,0.014433,0.122089,-0.099516,-0.104079,,,,,,,,,,,,
1260,10.500000,0.070584,-0.067016,-0.046943,0.103125,-0.068072,0.012477,0.125721,-0.099268,-0.105996,,,,,,,,,,,,
1261,10.508333,0.074760,-0.066716,-0.048350,0.107613,-0.067763,0.010506,0.129354,-0.098977,-0.107948,,,,,,,,,,,,
1262,10.516667,0.078856,-0.066355,-0.049715,0.111932,-0.067448,0.008549,0.132958,-0.098632,-0.109909,,,,,,,,,,,,
1263,10.525000,0.082867,-0.065963,-0.051011,0.116122,-0.067095,0.006619,0.136572,-0.098213,-0.111808,,,,,,,,,,,,
1264,10.533333,0.087089,-0.065476,-0.052369,0.120411,-0.066702,0.004722,0.140075,-0.097765,-0.113711,,,,,,,,,,,,
1265,10.541667,0.090958,-0.065034,-0.053594,0.124656,-0.066256,0.002877,0.143548,-0.097269,-0.115562,,,,,,,,,,,,
1266,10.550000,0.094812,-0.064585,-0.054816,0.129035,-0.065813,0.001080,0.146965,-0.096763,-0.117378,,,,,,,,,,,,
1267,10.558333,0.098766,-0.064070,-0.056038,0.133279,-0.065375,-0.000635,0.150183,-0.096251,-0.119142,,,,,,,,,,,,
1268,10.566667,0.102604,-0.063561,-0.057175,0.137346,-0.064982,-0.002297,0.153649,-0.095651,-0.120927,,,,,,,,,,,,
1269,10.575000,0.106319,-0.062996,-0.058287,0.141309,-0.064559,-0.003947,0.156731,-0.095064,-0.122648,,,,,,,,,,,,
1270,10.583333,0.110027,-0.062400,-0.059438,0.145230,-0.064051,-0.005553,0.159970,-0.094387,-0.124392,,,,,,,,,,,,
1271,10.591667,0.113660,-0.061731,-0.060591,0.149301,-0.063465,-0.007143,0.162892,-0.093712,-0.126062,,,,,,,,,,,,
1272,10.600000,0.117104,-0.061098,-0.061764,0.153075,-0.062867,-0.008761,0.165809,-0.092983,-0.127704,,,,,,,,,,,,
1273,10.608333,0.120440,-0.060363,-0.062902,0.156645,-0.062263,-0.010406,0.168643,-0.092232,-0.129370,,,,,,,,,,,,
1274,10.616667,0.123725,-0.059603,-0.064015,0.160175,-0.061603,-0.012060,0.171521,-0.091446,-0.131012,,,,,,,,,,,,
1275,10.625000,0.127127,-0.058815,-0.065168,0.163942,-0.060832,-0.013723,0.174103,-0.090732,-0.132577,,,,,,,,,,,,
1276,10.633333,0.130246,-0.058058,-0.066269,0.167063,-0.060107,-0.015341,0.176654,-0.089986,-0.134139,,,,,,,,,,,,
