Format Version,1.23,Take Name,Take 2024-04-16 11.26.20 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.26.21.092 AM,Capture Start Frame,160692,Total Frames in Take,6521,Total Exported Frames,6521,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1203,Unlabeled 1203,Unlabeled 1203,Unlabeled 1204,Unlabeled 1204,Unlabeled 1204,Unlabeled 1205,Unlabeled 1205,Unlabeled 1205,Unlabeled 1206,Unlabeled 1206,Unlabeled 1206,Unlabeled 1207,Unlabeled 1207,Unlabeled 1207,Unlabeled 1208,Unlabeled 1208,Unlabeled 1208,Unlabeled 1209,Unlabeled 1209,Unlabeled 1209
,ID,"CE7E0","CE7E0","CE7E0","CE7F0","CE7F0","CE7F0","CE8A0","CE8A0","CE8A0","CE900","CE900","CE900","CE8F0","CE8F0","CE8F0","CE910","CE910","CE910","CE940","CE940","CE940"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2540,21.166667,0.131165,-0.072335,-0.059366,0.166612,-0.073405,-0.009459,0.178590,-0.099817,-0.130478,,,,,,,,,,,,
2541,21.175000,0.134347,-0.071373,-0.060783,0.169838,-0.072482,-0.011140,0.181291,-0.099122,-0.132172,,,,,,,,,,,,
2542,21.183333,0.137188,-0.070467,-0.062096,0.172946,-0.071578,-0.012785,0.183693,-0.098465,-0.133799,,,,,,,,,,,,
2543,21.191667,0.140179,-0.069511,-0.063335,0.176182,-0.070608,-0.014430,0.186109,-0.097747,-0.135330,,,,,,,,,,,,
2544,21.200000,0.142938,-0.068603,-0.064501,0.179286,-0.069688,-0.016027,0.188404,-0.097006,-0.136815,,,,,,,,,,,,
2545,21.208333,0.145792,-0.067674,-0.065584,0.182288,-0.068791,-0.017570,0.190551,-0.096277,-0.138223,,,,,,,,,,,,
2546,21.216667,0.148593,-0.066735,-0.066592,0.185225,-0.067867,-0.019140,0.192850,-0.095456,-0.139614,,,,,,,,,,,,
2547,21.225000,0.151248,-0.065795,-0.067575,0.187912,-0.067060,-0.020628,0.194986,-0.094629,-0.140946,,,,,,,,,,,,
2548,21.233333,0.153771,-0.064842,-0.068482,0.190721,-0.066186,-0.022013,0.197051,-0.093800,-0.142214,,,,,,,,,,,,
2549,21.241667,0.156025,-0.063939,-0.069384,0.193401,-0.065382,-0.023295,0.199278,-0.092978,-0.143457,,,,,,,,,,,,
2550,21.250000,0.158560,-0.062945,-0.070322,0.196059,-0.064620,-0.024433,0.200990,-0.092228,-0.144571,,,,,,,,,,,,
2551,21.258333,0.160997,-0.061948,-0.071244,0.198554,-0.063914,-0.025502,0.203049,-0.091448,-0.145705,,,,,,,,,,,,
2552,21.266667,0.163396,-0.060978,-0.072139,0.201233,-0.063149,-0.026504,0.205146,-0.090677,-0.146814,,,,,,,,,,,,
2553,21.275000,0.165854,-0.060056,-0.072987,0.203596,-0.062425,-0.027518,0.206816,-0.090010,-0.147787,,,,,,,,,,,,
2554,21.283333,0.167950,-0.059269,-0.073742,0.205998,-0.061690,-0.028498,0.208648,-0.089348,-0.148744,,,,,,,,,,,,
2555,21.291667,0.169906,-0.058565,-0.074421,0.208314,-0.060931,-0.029443,0.210459,-0.088647,-0.149650,,,,,,,,,,,,
2556,21.300000,0.172118,-0.057807,-0.075125,0.210520,-0.060222,-0.030356,0.212337,-0.087959,-0.150563,,,,,,,,,,,,
2557,21.308333,0.174054,-0.057154,-0.075745,0.212829,-0.059559,-0.031218,0.213938,-0.087311,-0.151389,,,,,,,,,,,,
2558,21.316667,0.176032,-0.056477,-0.076374,0.214841,-0.058991,-0.032055,0.215449,-0.086699,-0.152198,,,,,,,,,,,,
2559,21.325000,0.177920,-0.055797,-0.077011,0.216787,-0.058424,-0.032828,0.216931,-0.086115,-0.152959,,,,,,,,,,,,
2560,21.333333,0.179693,-0.055116,-0.077622,0.218699,-0.057856,-0.033598,0.218481,-0.085451,-0.153748,,,,,,,,,,,,
2561,21.341667,0.181465,-0.054398,-0.078249,0.220582,-0.057251,-0.034382,0.219976,-0.084820,-0.154506,,,,,,,,,,,,
2562,21.350000,0.183265,-0.053650,-0.078895,0.222261,-0.056613,-0.035128,0.221420,-0.084141,-0.155266,,,,,,,,,,,,
2563,21.358333,0.184855,-0.052871,-0.079506,0.224196,-0.055886,-0.035872,0.222539,-0.083555,-0.155912,,,,,,,,,,,,
2564,21.366667,0.186286,-0.052120,-0.080119,0.225873,-0.055160,-0.036597,0.223940,-0.082868,-0.156654,,,,,,,,,,,,
2565,21.375000,0.187832,-0.051316,-0.080747,0.227364,-0.054441,-0.037361,0.225022,-0.082246,-0.157278,,,,,,,,,,,,
2566,21.383333,0.189291,-0.050531,-0.081342,0.228978,-0.053706,-0.038072,0.226472,-0.081554,-0.158005,,,,,,,,,,,,
2567,21.391667,0.190654,-0.049749,-0.081910,0.230425,-0.052965,-0.038762,0.227428,-0.080974,-0.158578,,,,,,,,,,,,
2568,21.400000,0.192125,-0.048893,-0.082465,0.231761,-0.052167,-0.039475,0.228709,-0.080263,-0.159237,,,,,,,,,,,,
2569,21.408333,0.193611,-0.048076,-0.083035,0.233370,-0.051302,-0.040152,0.229655,-0.079598,-0.159782,,,,,,,,,,,,
2570,21.416667,0.194701,-0.047330,-0.083543,0.234573,-0.050494,-0.040762,0.230820,-0.078906,-0.160378,,,,,,,,,,,,
2571,21.425000,0.195910,-0.046501,-0.084077,0.235830,-0.049677,-0.041396,0.231826,-0.078218,-0.160934,,,,,,,,,,,,
2572,21.433333,0.196998,-0.045669,-0.084562,0.236856,-0.048895,-0.041958,0.232657,-0.077550,-0.161390,,,,,,,,,,,,
2573,21.441667,0.198182,-0.044761,-0.085038,0.238352,-0.047982,-0.042579,0.233826,-0.076814,-0.161952,,,,,,,,,,,,
2574,21.450000,0.199349,-0.043821,-0.085495,0.239540,-0.047150,-0.043123,0.234719,-0.076050,-0.162419,,,,,,,,,,,,
2575,21.458333,0.200481,-0.042873,-0.085931,0.240551,-0.046260,-0.043698,0.235433,-0.075331,-0.162820,,,,,,,,,,,,
2576,21.466667,0.201658,-0.041859,-0.086364,0.241538,-0.045401,-0.044230,0.236433,-0.074480,-0.163320,,,,,,,,,,,,
2577,21.475000,0.202559,-0.040969,-0.086722,0.242816,-0.044435,-0.044753,0.237170,-0.073707,-0.163713,,,,,,,,,,,,
2578,21.483333,0.203646,-0.039976,-0.087087,0.243689,-0.043557,-0.045218,0.237873,-0.072954,-0.164066,,,,,,,,,,,,
2579,21.491667,0.204679,-0.039052,-0.087468,0.244870,-0.042604,-0.045684,0.238682,-0.072140,-0.164460,,,,,,,,,,,,
2580,21.500000,0.205375,-0.038167,-0.087755,0.245457,-0.041815,-0.046066,0.239481,-0.071398,-0.164815,,,,,,,,,,,,
2581,21.508333,0.206205,-0.037251,-0.088085,0.246477,-0.040920,-0.046514,0.239926,-0.070668,-0.165052,,,,,,,,,,,,
2582,21.516667,0.206953,-0.036321,-0.088440,0.247295,-0.040022,-0.046842,0.240533,-0.069984,-0.165321,,,,,,,,,,,,
2583,21.525000,0.207666,-0.035386,-0.088750,0.248130,-0.039162,-0.047218,0.241088,-0.069217,-0.165573,,,,,,,,,,,,
2584,21.533333,0.208444,-0.034473,-0.089106,0.248960,-0.038215,-0.047628,0.241802,-0.068549,-0.165875,,,,,,,,,,,,
2585,21.541667,0.209128,-0.033574,-0.089420,0.249574,-0.037396,-0.047982,0.242450,-0.067852,-0.166139,,,,,,,,,,,,
2586,21.550000,0.209754,-0.032752,-0.089697,0.250120,-0.036497,-0.048391,0.242724,-0.067262,-0.166296,,,,,,,,,,,,
2587,21.558333,0.210276,-0.031951,-0.089980,0.250556,-0.035712,-0.048745,0.243141,-0.066700,-0.166469,,,,,,,,,,,,
2588,21.566667,0.211059,-0.031058,-0.090313,0.251141,-0.034859,-0.049049,0.243470,-0.066069,-0.166606,,,,,,,,,,,,
2589,21.575000,0.211398,-0.030247,-0.090567,0.251725,-0.034021,-0.049416,0.243928,-0.065473,-0.166802,,,,,,,,,,,,
2590,21.583333,0.211665,-0.029492,-0.090806,0.252175,-0.033199,-0.049700,0.244450,-0.064793,-0.167007,,,,,,,,,,,,
2591,21.591667,0.212059,-0.028890,-0.091045,0.252433,-0.032457,-0.049957,0.244827,-0.064149,-0.167168,,,,,,,,,,,,
2592,21.600000,0.212388,-0.028290,-0.091319,0.252849,-0.031707,-0.050215,0.245192,-0.063604,-0.167310,,,,,,,,,,,,
2593,21.608333,0.212700,-0.027767,-0.091515,0.253424,-0.031071,-0.050423,0.245438,-0.063017,-0.167390,,,,,,,,,,,,
2594,21.616667,0.212896,-0.027417,-0.091687,0.253515,-0.031016,-0.050239,0.245644,-0.062497,-0.167465,,,,,,,,,,,,
2595,21.625000,0.212941,-0.027235,-0.091825,0.253664,-0.030982,-0.050082,0.245916,-0.062011,-0.167551,,,,,,,,,,,,
2596,21.633333,0.213045,-0.027086,-0.091990,0.253884,-0.030950,-0.049956,0.246113,-0.061581,-0.167614,,,,,,,,,,,,
2597,21.641667,0.213279,-0.026930,-0.092198,0.254094,-0.030906,-0.049917,0.246256,-0.061195,-0.167685,,,,,,,,,,,,
2598,21.650000,0.213448,-0.026826,-0.092368,0.254193,-0.030881,-0.049941,0.246391,-0.060895,-0.167763,,,,,,,,,,,,
2599,21.658333,0.213494,-0.026796,-0.092509,0.254347,-0.030868,-0.050008,0.246502,-0.060658,-0.167836,,,,,,,,,,,,
2600,21.666667,0.213468,-0.026817,-0.092634,0.254415,-0.030872,-0.050082,0.246581,-0.060452,-0.167916,,,,,,,,,,,,
2601,21.675000,0.213549,-0.026798,-0.092762,0.254507,-0.030853,-0.050161,0.246794,-0.060211,-0.168065,,,,,,,,,,,,
2602,21.683333,0.213536,-0.026794,-0.092836,0.254624,-0.030825,-0.050248,0.246940,-0.060021,-0.168193,,,,,,,,,,,,
2603,21.691667,0.213523,-0.026775,-0.092874,0.254697,-0.030781,-0.050304,0.247040,-0.059850,-0.168305,,,,,,,,,,,,
2604,21.700000,0.213510,-0.026744,-0.092892,0.254712,-0.030754,-0.050343,0.247033,-0.059711,-0.168382,,,,,,,,,,,,
2605,21.708333,0.213523,-0.026692,-0.092897,0.254674,-0.030737,-0.050350,0.247018,-0.059586,-0.168444,,,,,,,,,,,,
2606,21.716667,0.213459,-0.026659,-0.092898,0.254640,-0.030744,-0.050344,0.247026,-0.059484,-0.168504,,,,,,,,,,,,
2607,21.725000,0.213336,-0.026614,-0.092884,0.254645,-0.030726,-0.050334,0.246970,-0.059408,-0.168540,,,,,,,,,,,,
2608,21.733333,0.213293,-0.026548,-0.092880,0.254520,-0.030732,-0.050291,0.246904,-0.059340,-0.168549,,,,,,,,,,,,
2609,21.741667,0.213207,-0.026479,-0.092859,0.254399,-0.030715,-0.050221,0.246915,-0.059277,-0.168559,,,,,,,,,,,,
2610,21.750000,0.213027,-0.026433,-0.092807,0.254213,-0.030690,-0.050182,0.246853,-0.059257,-0.168537,,,,,,,,,,,,
2611,21.758333,0.212958,-0.026374,-0.092748,0.254077,-0.030668,-0.050118,0.246732,-0.059296,-0.168464,,,,,,,,,,,,
2612,21.766667,0.212872,-0.026353,-0.092663,0.253837,-0.030668,-0.050041,0.246615,-0.059402,-0.168354,,,,,,,,,,,,
2613,21.775000,0.212827,-0.026325,-0.092549,0.253663,-0.030644,-0.049963,0.246363,-0.059593,-0.168176,,,,,,,,,,,,
2614,21.783333,0.212842,-0.026342,-0.092412,0.253411,-0.030687,-0.049830,0.246212,-0.059821,-0.167976,,,,,,,,,,,,
2615,21.791667,0.212799,-0.026414,-0.092171,0.253122,-0.030717,-0.049689,0.246070,-0.060101,-0.167702,,,,,,,,,,,,
2616,21.800000,0.212556,-0.026595,-0.091895,0.252949,-0.030708,-0.049595,0.246047,-0.060401,-0.167451,,,,,,,,,,,,
2617,21.808333,0.212315,-0.026855,-0.091644,0.252658,-0.030738,-0.049519,0.245988,-0.060722,-0.167177,,,,,,,,,,,,
2618,21.816667,0.211958,-0.027264,-0.091344,0.252340,-0.030841,-0.049418,0.245424,-0.061219,-0.166696,,,,,,,,,,,,
2619,21.825000,0.211479,-0.027833,-0.090981,0.251912,-0.031170,-0.049180,0.245223,-0.061657,-0.166349,,,,,,,,,,,,
2620,21.833333,0.211138,-0.028549,-0.090601,0.251329,-0.031805,-0.048668,0.245085,-0.062171,-0.166007,,,,,,,,,,,,
2621,21.841667,0.210645,-0.029363,-0.090186,0.251055,-0.032725,-0.047990,0.244480,-0.062875,-0.165492,,,,,,,,,,,,
2622,21.850000,0.209922,-0.030410,-0.089693,0.250349,-0.033897,-0.047175,0.244138,-0.063556,-0.165087,,,,,,,,,,,,
2623,21.858333,0.209205,-0.031568,-0.089233,0.249630,-0.035226,-0.046316,0.243772,-0.064345,-0.164675,,,,,,,,,,,,
2624,21.866667,0.208235,-0.032831,-0.088656,0.248884,-0.036636,-0.045505,0.242913,-0.065283,-0.164102,,,,,,,,,,,,
2625,21.875000,0.207601,-0.034038,-0.088164,0.248244,-0.038012,-0.044725,0.242475,-0.066196,-0.163669,,,,,,,,,,,,
2626,21.883333,0.206616,-0.035394,-0.087571,0.247214,-0.039474,-0.044003,0.241726,-0.067281,-0.163095,,,,,,,,,,,,
2627,21.891667,0.205619,-0.036797,-0.087003,0.245988,-0.041032,-0.043210,0.241050,-0.068310,-0.162555,,,,,,,,,,,,
2628,21.900000,0.204538,-0.038237,-0.086379,0.244949,-0.042566,-0.042486,0.240211,-0.069503,-0.161952,,,,,,,,,,,,
2629,21.908333,0.203435,-0.039714,-0.085722,0.243750,-0.044135,-0.041784,0.239341,-0.070764,-0.161324,,,,,,,,,,,,
2630,21.916667,0.202269,-0.041232,-0.085091,0.242354,-0.045816,-0.041002,0.238258,-0.072112,-0.160620,,,,,,,,,,,,
2631,21.925000,0.200842,-0.042863,-0.084379,0.240770,-0.047513,-0.040232,0.237513,-0.073380,-0.159993,,,,,,,,,,,,
2632,21.933333,0.199542,-0.044513,-0.083681,0.239217,-0.049230,-0.039416,0.236048,-0.074858,-0.159135,,,,,,,,,,,,
2633,21.941667,0.198131,-0.046182,-0.082942,0.237636,-0.050963,-0.038550,0.235020,-0.076278,-0.158407,,,,,,,,,,,,
2634,21.950000,0.196385,-0.047951,-0.082180,0.235647,-0.052799,-0.037672,0.233671,-0.077804,-0.157582,,,,,,,,,,,,
2635,21.958333,0.194611,-0.049735,-0.081379,0.234002,-0.054561,-0.036746,0.232341,-0.079322,-0.156701,,,,,,,,,,,,
2636,21.966667,0.193073,-0.051452,-0.080569,0.231796,-0.056400,-0.035816,0.231016,-0.080834,-0.155836,,,,,,,,,,,,
2637,21.975000,0.191268,-0.053202,-0.079737,0.229878,-0.058163,-0.034830,0.229515,-0.082349,-0.154929,,,,,,,,,,,,
2638,21.983333,0.189142,-0.055020,-0.078835,0.227593,-0.060030,-0.033803,0.227920,-0.083862,-0.153950,,,,,,,,,,,,
2639,21.991667,0.187114,-0.056779,-0.077911,0.225397,-0.061843,-0.032715,0.226217,-0.085347,-0.152932,,,,,,,,,,,,
2640,22.000000,0.185157,-0.058487,-0.076962,0.222967,-0.063690,-0.031592,0.224506,-0.086818,-0.151925,,,,,,,,,,,,
2641,22.008333,0.182870,-0.060265,-0.075942,0.220855,-0.065435,-0.030431,0.222676,-0.088293,-0.150840,,,,,,,,,,,,
2642,22.016667,0.180653,-0.061970,-0.074871,0.218150,-0.067269,-0.029249,0.220866,-0.089752,-0.149728,,,,,,,,,,,,
2643,22.025000,0.178368,-0.063634,-0.073788,0.215745,-0.068956,-0.028021,0.218913,-0.091204,-0.148575,,,,,,,,,,,,
2644,22.033333,0.175955,-0.065298,-0.072683,0.213339,-0.070650,-0.026796,0.216907,-0.092610,-0.147348,,,,,,,,,,,,
2645,22.041667,0.173807,-0.066832,-0.071546,0.210629,-0.072341,-0.025530,0.214824,-0.093998,-0.146101,,,,,,,,,,,,
2646,22.050000,0.171198,-0.068381,-0.070351,0.207847,-0.073935,-0.024182,0.212665,-0.095365,-0.144838,,,,,,,,,,,,
2647,22.058333,0.168716,-0.069855,-0.069130,0.205188,-0.075492,-0.022886,0.210519,-0.096673,-0.143512,,,,,,,,,,,,
2648,22.066667,0.165999,-0.071315,-0.067913,0.202266,-0.076951,-0.021529,0.208138,-0.097987,-0.142173,,,,,,,,,,,,
2649,22.075000,0.163298,-0.072687,-0.066675,0.199404,-0.078353,-0.020180,0.205980,-0.099152,-0.140849,,,,,,,,,,,,
2650,22.083333,0.160688,-0.073985,-0.065470,0.196356,-0.079640,-0.018837,0.203610,-0.100355,-0.139507,,,,,,,,,,,,
2651,22.091667,0.157917,-0.075251,-0.064258,0.193325,-0.080871,-0.017485,0.201156,-0.101491,-0.138136,,,,,,,,,,,,
2652,22.100000,0.154958,-0.076483,-0.062998,0.190482,-0.082036,-0.016173,0.198806,-0.102611,-0.136781,,,,,,,,,,,,
2653,22.108333,0.151974,-0.077696,-0.061764,0.187075,-0.083227,-0.014789,0.196234,-0.103677,-0.135414,,,,,,,,,,,,
2654,22.116667,0.149122,-0.078837,-0.060568,0.184025,-0.084303,-0.013459,0.193774,-0.104739,-0.134026,,,,,,,,,,,,
2655,22.125000,0.146309,-0.079886,-0.059353,0.180733,-0.085412,-0.012100,0.191042,-0.105796,-0.132627,,,,,,,,,,,,
2656,22.133333,0.143139,-0.080944,-0.058122,0.177564,-0.086462,-0.010721,0.188259,-0.106797,-0.131163,,,,,,,,,,,,
2657,22.141667,0.140012,-0.081923,-0.056882,0.174270,-0.087495,-0.009327,0.185700,-0.107743,-0.129756,,,,,,,,,,,,
2658,22.150000,0.137150,-0.082774,-0.055702,0.170976,-0.088467,-0.007917,0.182974,-0.108667,-0.128345,,,,,,,,,,,,
2659,22.158333,0.133963,-0.083642,-0.054517,0.167578,-0.089395,-0.006478,0.180414,-0.109472,-0.126930,,,,,,,,,,,,
2660,22.166667,0.130825,-0.084451,-0.053307,0.164366,-0.090228,-0.005087,0.177559,-0.110288,-0.125477,,,,,,,,,,,,
2661,22.175000,0.127858,-0.085192,-0.052130,0.160747,-0.091059,-0.003679,0.174818,-0.111049,-0.124035,,,,,,,,,,,,
2662,22.183333,0.124499,-0.085996,-0.050921,0.157519,-0.091756,-0.002302,0.172043,-0.111796,-0.122566,,,,,,,,,,,,
2663,22.191667,0.121458,-0.086687,-0.049731,0.154136,-0.092497,-0.000900,0.169155,-0.112568,-0.121098,,,,,,,,,,,,
2664,22.200000,0.118273,-0.087379,-0.048524,0.150718,-0.093220,0.000447,0.166438,-0.113283,-0.119663,,,,,,,,,,,,
2665,22.208333,0.115179,-0.088040,-0.047352,0.147193,-0.093926,0.001858,0.163697,-0.113973,-0.118223,,,,,,,,,,,,
2666,22.216667,0.111999,-0.088709,-0.046063,0.143978,-0.094593,0.003283,0.160703,-0.114691,-0.116734,,,,,,,,,,,,
2667,22.225000,0.108819,-0.089375,-0.044797,0.140665,-0.095263,0.004718,0.157933,-0.115354,-0.115259,,,,,,,,,,,,
2668,22.233333,0.105650,-0.090047,-0.043529,0.137192,-0.095933,0.006169,0.154977,-0.115999,-0.113787,,,,,,,,,,,,
2669,22.241667,0.102260,-0.090718,-0.042214,0.133720,-0.096646,0.007661,0.152225,-0.116542,-0.112334,,,,,,,,,,,,
2670,22.250000,0.099113,-0.091279,-0.041030,0.130309,-0.097268,0.009105,0.149296,-0.117091,-0.110865,,,,,,,,,,,,
2671,22.258333,0.096053,-0.091750,-0.039814,0.126972,-0.097756,0.010512,0.146479,-0.117619,-0.109405,,,,,,,,,,,,
2672,22.266667,0.092601,-0.092293,-0.038550,0.123416,-0.098241,0.011891,0.143512,-0.118133,-0.107910,,,,,,,,,,,,
2673,22.275000,0.089478,-0.092707,-0.037352,0.119845,-0.098705,0.013274,0.140622,-0.118616,-0.106422,,,,,,,,,,,,
2674,22.283333,0.086289,-0.093180,-0.036141,0.116579,-0.098996,0.014648,0.137902,-0.119015,-0.104980,,,,,,,,,,,,
2675,22.291667,0.083092,-0.093569,-0.034916,0.113150,-0.099343,0.016055,0.134966,-0.119405,-0.103475,,,,,,,,,,,,
2676,22.300000,0.079927,-0.093923,-0.033714,0.109664,-0.099669,0.017488,0.132121,-0.119806,-0.101957,,,,,,,,,,,,
2677,22.308333,0.076796,-0.094210,-0.032472,0.106373,-0.099844,0.018893,0.129416,-0.120165,-0.100495,,,,,,,,,,,,
2678,22.316667,0.073602,-0.094492,-0.031256,0.103129,-0.099974,0.020297,0.126490,-0.120498,-0.098957,,,,,,,,,,,,
2679,22.325000,0.070575,-0.094687,-0.030018,0.099658,-0.100124,0.021729,0.123683,-0.120750,-0.097416,,,,,,,,,,,,
2680,22.333333,0.067370,-0.094908,-0.028803,0.096297,-0.100160,0.023175,0.121054,-0.120968,-0.095933,,,,,,,,,,,,
2681,22.341667,0.064268,-0.095029,-0.027594,0.093138,-0.100107,0.024591,0.118208,-0.121128,-0.094333,,,,,,,,,,,,
2682,22.350000,0.061175,-0.095137,-0.026330,0.089947,-0.100021,0.025995,0.115552,-0.121351,-0.092819,,,,,,,,,,,,
2683,22.358333,0.058092,-0.095292,-0.025087,0.086501,-0.099969,0.027410,0.112828,-0.121539,-0.091235,,,,,,,,,,,,
2684,22.366667,0.055267,-0.095404,-0.023894,0.083164,-0.099825,0.028805,0.110237,-0.121711,-0.089670,,,,,,,,,,,,
2685,22.375000,0.052077,-0.095555,-0.022632,0.080055,-0.099576,0.030183,0.107620,-0.121856,-0.088077,,,,,,,,,,,,
2686,22.383333,0.049222,-0.095594,-0.021447,0.076933,-0.099261,0.031573,0.105065,-0.121978,-0.086474,,,,,,,,,,,,
2687,22.391667,0.046057,-0.095621,-0.020242,0.073803,-0.098857,0.032998,0.102520,-0.122079,-0.084843,,,,,,,,,,,,
2688,22.400000,0.043381,-0.095448,-0.019068,0.070820,-0.098299,0.034431,0.099923,-0.122103,-0.083205,,,,,,,,,,,,
2689,22.408333,0.040331,-0.095307,-0.017836,0.067739,-0.097772,0.035891,0.097310,-0.122106,-0.081526,,,,,,,,,,,,
2690,22.416667,0.037732,-0.094936,-0.016623,0.064975,-0.097111,0.037374,0.094952,-0.121999,-0.079890,,,,,,,,,,,,
2691,22.425000,0.034907,-0.094504,-0.015344,0.062239,-0.096400,0.038887,0.092529,-0.121799,-0.078235,,,,,,,,,,,,
2692,22.433333,0.032312,-0.093962,-0.014042,0.059593,-0.095641,0.040399,0.090020,-0.121525,-0.076566,,,,,,,,,,,,
2693,22.441667,0.029705,-0.093367,-0.012724,0.056836,-0.094943,0.041912,0.087535,-0.121152,-0.074950,,,,,,,,,,,,
2694,22.450000,0.027111,-0.092699,-0.011435,0.054006,-0.094212,0.043405,0.085040,-0.120729,-0.073323,,,,,,,,,,,,
2695,22.458333,0.024678,-0.091950,-0.010114,0.051441,-0.093491,0.044861,0.082665,-0.120218,-0.071722,,,,,,,,,,,,
2696,22.466667,0.022215,-0.091130,-0.008784,0.048790,-0.092696,0.046302,0.080371,-0.119626,-0.070160,,,,,,,,,,,,
2697,22.475000,0.019619,-0.090382,-0.007477,0.046231,-0.091944,0.047760,0.078021,-0.119049,-0.068598,,,,,,,,,,,,
2698,22.483333,0.017147,-0.089554,-0.006213,0.043563,-0.091193,0.049203,0.075691,-0.118426,-0.067085,,,,,,,,,,,,
2699,22.491667,0.014884,-0.088684,-0.004967,0.040909,-0.090349,0.050617,0.073306,-0.117795,-0.065568,,,,,,,,,,,,
2700,22.500000,0.012398,-0.087877,-0.003721,0.038632,-0.089450,0.052002,0.071152,-0.117078,-0.064104,,,,,,,,,,,,
2701,22.508333,0.010022,-0.087028,-0.002540,0.035906,-0.088597,0.053363,0.068799,-0.116448,-0.062600,,,,,,,,,,,,
2702,22.516667,0.007717,-0.086119,-0.001339,0.033550,-0.087576,0.054710,0.066676,-0.115716,-0.061189,,,,,,,,,,,,
2703,22.525000,0.005394,-0.085217,-0.000212,0.031265,-0.086499,0.056053,0.064298,-0.115012,-0.059718,,,,,,,,,,,,
2704,22.533333,0.003124,-0.084211,0.000911,0.028877,-0.085401,0.057408,0.062244,-0.114267,-0.058338,,,,,,,,,,,,
2705,22.541667,0.000912,-0.083166,0.002037,0.026741,-0.084249,0.058731,0.060229,-0.113411,-0.056976,,,,,,,,,,,,
2706,22.550000,-0.001454,-0.082152,0.003053,0.024463,-0.083180,0.060077,0.057871,-0.112622,-0.055579,,,,,,,,,,,,
2707,22.558333,-0.003465,-0.080988,0.004077,0.022261,-0.082032,0.061403,0.055913,-0.111728,-0.054285,,,,,,,,,,,,
2708,22.566667,-0.005599,-0.079887,0.005062,0.020112,-0.080893,0.062669,0.053960,-0.110793,-0.053025,,,,,,,,,,,,
2709,22.575000,-0.007768,-0.078774,0.006054,0.017923,-0.079780,0.063884,0.051720,-0.109941,-0.051752,,,,,,,,,,,,
2710,22.583333,-0.009936,-0.077683,0.006998,0.015602,-0.078684,0.065036,0.049715,-0.108997,-0.050522,,,,,,,,,,,,
2711,22.591667,-0.012026,-0.076566,0.007897,0.013496,-0.077528,0.066153,0.047673,-0.108050,-0.049372,,,,,,,,,,,,
2712,22.600000,-0.014097,-0.075415,0.008735,0.011335,-0.076410,0.067294,0.045808,-0.107072,-0.048244,,,,,,,,,,,,
2713,22.608333,-0.016107,-0.074245,0.009567,0.009319,-0.075210,0.068432,0.043904,-0.106096,-0.047169,,,,,,,,,,,,
2714,22.616667,-0.018074,-0.073072,0.010382,0.007294,-0.074030,0.069546,0.041945,-0.105157,-0.046076,,,,,,,,,,,,
2715,22.625000,-0.020079,-0.071923,0.011149,0.005205,-0.072870,0.070626,0.040080,-0.104137,-0.045035,,,,,,,,,,,,
2716,22.633333,-0.022005,-0.070719,0.011887,0.003241,-0.071638,0.071628,0.038222,-0.103111,-0.044022,,,,,,,,,,,,
2717,22.641667,-0.023881,-0.069440,0.012595,0.001148,-0.070411,0.072603,0.036360,-0.102078,-0.043033,,,,,,,,,,,,
2718,22.650000,-0.025874,-0.068164,0.013269,-0.000743,-0.069095,0.073562,0.034589,-0.100953,-0.042105,,,,,,,,,,,,
2719,22.658333,-0.027722,-0.066808,0.013930,-0.002636,-0.067730,0.074493,0.032785,-0.099842,-0.041207,,,,,,,,,,,,
2720,22.666667,-0.029545,-0.065426,0.014574,-0.004419,-0.066288,0.075405,0.031150,-0.098727,-0.040301,,,,,,,,,,,,
2721,22.675000,-0.031219,-0.064037,0.015241,-0.006204,-0.064893,0.076316,0.029299,-0.097652,-0.039403,,,,,,,,,,,,
2722,22.683333,-0.032930,-0.062703,0.015845,-0.007841,-0.063496,0.077267,0.027695,-0.096475,-0.038541,,,,,,,,,,,,
2723,22.691667,-0.034754,-0.061460,0.016396,-0.009644,-0.062161,0.078235,0.026025,-0.095330,-0.037692,,,,,,,,,,,,
2724,22.700000,-0.036431,-0.060110,0.016898,-0.011291,-0.060821,0.079197,0.024341,-0.094219,-0.036857,,,,,,,,,,,,
2725,22.708333,-0.038106,-0.058730,0.017422,-0.012846,-0.059407,0.080143,0.022893,-0.093001,-0.036032,,,,,,,,,,,,
2726,22.716667,-0.039699,-0.057356,0.017971,-0.014459,-0.058021,0.081017,0.021286,-0.091812,-0.035232,,,,,,,,,,,,
