Format Version,1.23,Take Name,Take 2024-04-16 11.40.08 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.40.09.257 AM,Capture Start Frame,260084,Total Frames in Take,7112,Total Exported Frames,7112,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1220,Unlabeled 1220,Unlabeled 1220,Unlabeled 1221,Unlabeled 1221,Unlabeled 1221,Unlabeled 1222,Unlabeled 1222,Unlabeled 1222,Unlabeled 1223,Unlabeled 1223,Unlabeled 1223,Unlabeled 1224,Unlabeled 1224,Unlabeled 1224,Unlabeled 1225,Unlabeled 1225,Unlabeled 1225,Unlabeled 1226,Unlabeled 1226,Unlabeled 1226,Unlabeled 1227,Unlabeled 1227,Unlabeled 1227,Unlabeled 1228,Unlabeled 1228,Unlabeled 1228,Unlabeled 1229,Unlabeled 1229,Unlabeled 1229
,ID,"D0330","D0330","D0330","D0340","D0340","D0340","D0350","D0350","D0350","D02D0","D02D0","D02D0","D0370","D0370","D0370","D0380","D0380","D0380","D0390","D0390","D0390","D03A0","D03A0","D03A0","D03B0","D03B0","D03B0","D03D0","D03D0","D03D0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
78,0.650000,0.232321,-0.050126,-0.207092,0.230095,-0.030354,-0.089187,0.194714,-0.026181,-0.130906,,,,,,,,,,,,,,,,,,,,,
79,0.658333,0.232308,-0.050132,-0.207083,0.230078,-0.030358,-0.089184,0.194737,-0.026167,-0.130909,,,,,,,,,,,,,,,,,,,,,
80,0.666667,0.232317,-0.050124,-0.207074,0.230074,-0.030352,-0.089181,0.194702,-0.026178,-0.130903,,,,,,,,,,,,,,,,,,,,,
81,0.675000,0.232321,-0.050122,-0.207071,0.230070,-0.030354,-0.089169,0.194692,-0.026171,-0.130901,,,,,,,,,,,,,,,,,,,,,
82,0.683333,0.232321,-0.050127,-0.207070,0.230064,-0.030360,-0.089166,0.194717,-0.026165,-0.130911,,,,,,,,,,,,,,,,,,,,,
83,0.691667,0.232295,-0.050143,-0.207058,0.230065,-0.030373,-0.089167,0.194697,-0.026175,-0.130910,,,,,,,,,,,,,,,,,,,,,
84,0.700000,0.232292,-0.050144,-0.207048,0.230083,-0.030370,-0.089162,0.194709,-0.026172,-0.130919,,,,,,,,,,,,,,,,,,,,,
85,0.708333,0.232306,-0.050143,-0.207036,0.230090,-0.030371,-0.089154,0.194697,-0.026171,-0.130922,,,,,,,,,,,,,,,,,,,,,
86,0.716667,0.232283,-0.050157,-0.207018,0.230140,-0.030357,-0.089151,0.194742,-0.026157,-0.130935,,,,,,,,,,,,,,,,,,,,,
87,0.725000,0.232283,-0.050162,-0.207006,0.230096,-0.030368,-0.089142,0.194742,-0.026151,-0.130944,,,,,,,,,,,,,,,,,,,,,
88,0.733333,0.232284,-0.050164,-0.206998,0.230141,-0.030346,-0.089139,0.194702,-0.026155,-0.130944,,,,,,,,,,,,,,,,,,,,,
89,0.741667,0.232289,-0.050163,-0.206986,0.230135,-0.030342,-0.089136,0.194730,-0.026131,-0.130958,,,,,,,,,,,,,,,,,,,,,
90,0.750000,0.232270,-0.050187,-0.206965,0.230157,-0.030342,-0.089120,0.194774,-0.026127,-0.130967,,,,,,,,,,,,,,,,,,,,,
91,0.758333,0.232288,-0.050212,-0.206957,0.230148,-0.030357,-0.089106,0.194763,-0.026140,-0.130975,,,,,,,,,,,,,,,,,,,,,
92,0.766667,0.232261,-0.050243,-0.206932,0.230181,-0.030361,-0.089088,0.194790,-0.026139,-0.130985,,,,,,,,,,,,,,,,,,,,,
93,0.775000,0.232272,-0.050254,-0.206918,0.230153,-0.030366,-0.089070,0.194768,-0.026139,-0.130989,,,,,,,,,,,,,,,,,,,,,
94,0.783333,0.232248,-0.050266,-0.206885,0.230144,-0.030352,-0.089052,0.194765,-0.026124,-0.130990,,,,,,,,,,,,,,,,,,,,,
95,0.791667,0.232233,-0.050283,-0.206846,0.230150,-0.030348,-0.089020,0.194763,-0.026111,-0.130981,,,,,,,,,,,,,,,,,,,,,
96,0.800000,0.232212,-0.050351,-0.206803,0.230173,-0.030354,-0.088994,0.194755,-0.026128,-0.130974,,,,,,,,,,,,,,,,,,,,,
97,0.808333,0.232229,-0.050422,-0.206758,0.230217,-0.030372,-0.088952,0.194770,-0.026137,-0.130958,,,,,,,,,,,,,,,,,,,,,
98,0.816667,0.232253,-0.050493,-0.206710,0.230216,-0.030394,-0.088919,0.194767,-0.026156,-0.130935,,,,,,,,,,,,,,,,,,,,,
99,0.825000,0.232231,-0.050576,-0.206645,0.230229,-0.030391,-0.088882,0.194722,-0.026170,-0.130894,,,,,,,,,,,,,,,,,,,,,
100,0.833333,0.232242,-0.050641,-0.206584,0.230138,-0.030409,-0.088843,0.194674,-0.026184,-0.130851,,,,,,,,,,,,,,,,,,,,,
101,0.841667,0.232232,-0.050701,-0.206524,0.230134,-0.030404,-0.088826,0.194633,-0.026193,-0.130808,,,,,,,,,,,,,,,,,,,,,
102,0.850000,0.232212,-0.050748,-0.206458,0.230078,-0.030392,-0.088810,0.194571,-0.026192,-0.130752,,,,,,,,,,,,,,,,,,,,,
103,0.858333,0.232137,-0.050835,-0.206377,0.230010,-0.030432,-0.088803,0.194525,-0.026210,-0.130700,,,,,,,,,,,,,,,,,,,,,
104,0.866667,0.232101,-0.050924,-0.206298,0.229883,-0.030501,-0.088797,0.194451,-0.026247,-0.130660,,,,,,,,,,,,,,,,,,,,,
105,0.875000,0.232008,-0.051036,-0.206212,0.229776,-0.030574,-0.088820,0.194394,-0.026291,-0.130639,,,,,,,,,,,,,,,,,,,,,
106,0.883333,0.231984,-0.051080,-0.206139,0.229629,-0.030689,-0.088843,0.194312,-0.026321,-0.130620,,,,,,,,,,,,,,,,,,,,,
107,0.891667,0.231923,-0.051074,-0.206048,0.229410,-0.030850,-0.088862,0.194269,-0.026343,-0.130601,,,,,,,,,,,,,,,,,,,,,
108,0.900000,0.231903,-0.051081,-0.205951,0.229089,-0.031149,-0.088860,0.194220,-0.026444,-0.130514,,,,,,,,,,,,,,,,,,,,,
109,0.908333,0.231872,-0.051186,-0.205829,0.228784,-0.031629,-0.088829,0.194285,-0.026693,-0.130447,,,,,,,,,,,,,,,,,,,,,
110,0.916667,0.231902,-0.051384,-0.205734,0.228638,-0.032231,-0.088738,0.194146,-0.027178,-0.130413,,,,,,,,,,,,,,,,,,,,,
111,0.925000,0.231962,-0.051647,-0.205635,0.228400,-0.032899,-0.088559,0.193791,-0.027866,-0.130329,,,,,,,,,,,,,,,,,,,,,
112,0.933333,0.231856,-0.051986,-0.205483,0.228394,-0.033527,-0.088325,0.193810,-0.028506,-0.130294,,,,,,,,,,,,,,,,,,,,,
113,0.941667,0.231920,-0.052306,-0.205366,0.228322,-0.034146,-0.088121,0.193586,-0.029272,-0.130142,,,,,,,,,,,,,,,,,,,,,
114,0.950000,0.231699,-0.052843,-0.205132,0.228178,-0.034779,-0.087934,0.193453,-0.030108,-0.129945,,,,,,,,,,,,,,,,,,,,,
115,0.958333,0.231631,-0.053420,-0.204924,0.228222,-0.035419,-0.087746,0.193297,-0.031027,-0.129734,,,,,,,,,,,,,,,,,,,,,
116,0.966667,0.231504,-0.054051,-0.204696,0.227942,-0.036075,-0.087527,0.193085,-0.031951,-0.129511,,,,,,,,,,,,,,,,,,,,,
117,0.975000,0.231279,-0.054689,-0.204430,0.227754,-0.036674,-0.087291,0.192753,-0.032893,-0.129282,,,,,,,,,,,,,,,,,,,,,
118,0.983333,0.231152,-0.055223,-0.204184,0.227501,-0.037264,-0.087059,0.192260,-0.033814,-0.128990,,,,,,,,,,,,,,,,,,,,,
119,0.991667,0.230754,-0.055839,-0.203866,0.227063,-0.037878,-0.086802,0.191817,-0.034696,-0.128715,,,,,,,,,,,,,,,,,,,,,
120,1.000000,0.230345,-0.056474,-0.203599,0.226477,-0.038698,-0.086520,0.191214,-0.035693,-0.128425,,,,,,,,,,,,,,,,,,,,,
121,1.008333,0.229754,-0.057232,-0.203353,0.225716,-0.039628,-0.086254,0.190466,-0.036785,-0.128124,,,,,,,,,,,,,,,,,,,,,
