Format Version,1.23,Take Name,Take 2024-04-16 11.18.04 AM_004,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.53.18.899 AM,Capture Start Frame,433325,Total Frames in Take,3649,Total Exported Frames,3649,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1320,Unlabeled 1320,Unlabeled 1320,Unlabeled 1321,Unlabeled 1321,Unlabeled 1321,Unlabeled 1322,Unlabeled 1322,Unlabeled 1322,Unlabeled 1324,Unlabeled 1324,Unlabeled 1324
,ID,"CF6B0","CF6B0","CF6B0","CF6D0","CF6D0","CF6D0","CF6E0","CF6E0","CF6E0","CF720","CF720","CF720"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
764,6.366667,-0.042969,0.087394,0.152586,0.047229,0.028405,0.022527,-0.042308,0.023761,0.056614,,,
765,6.375000,-0.043247,0.086668,0.152580,0.046828,0.027693,0.022420,-0.042646,0.022825,0.056670,,,
766,6.383333,-0.043544,0.085922,0.152633,0.046514,0.027009,0.022317,-0.042969,0.022002,0.056637,,,
767,6.391667,-0.043809,0.085216,0.152590,0.046204,0.026377,0.022214,-0.043236,0.021086,0.056781,,,
768,6.400000,-0.044150,0.084674,0.152260,0.046019,0.025693,0.022221,-0.043477,0.020307,0.056743,,,
769,6.408333,-0.044378,0.084032,0.152372,0.045748,0.025144,0.022128,-0.043706,0.019545,0.056724,,,
770,6.416667,-0.044639,0.083376,0.152357,0.045563,0.024596,0.022051,-0.043911,0.018761,0.056796,,,
771,6.425000,-0.044903,0.082807,0.152215,0.045354,0.024122,0.021974,-0.044122,0.018072,0.056756,,,
772,6.433333,-0.045161,0.082288,0.152038,0.045176,0.023731,0.021838,-0.044297,0.017413,0.056722,,,
773,6.441667,-0.045465,0.081737,0.151886,0.044991,0.023430,0.021683,-0.044476,0.016739,0.056685,,,
774,6.450000,-0.045726,0.081068,0.152045,0.044712,0.023089,0.021564,-0.044632,0.015963,0.056762,,,
775,6.458333,-0.045941,0.080598,0.151991,0.044417,0.022797,0.021342,-0.044821,0.015230,0.056863,,,
776,6.466667,-0.046145,0.080077,0.151944,0.044106,0.022427,0.021132,-0.045084,0.014583,0.056855,,,
777,6.475000,-0.046333,0.079657,0.151839,0.043823,0.022006,0.020952,-0.045308,0.013947,0.056956,,,
778,6.483333,-0.046544,0.079285,0.151664,0.043382,0.021780,0.020589,-0.045571,0.013278,0.057059,,,
779,6.491667,-0.046698,0.078855,0.151740,0.043065,0.021321,0.020461,-0.045821,0.012793,0.057013,,,
780,6.500000,-0.046797,0.078472,0.151738,0.042797,0.020920,0.020358,-0.046069,0.012265,0.057045,,,
781,6.508333,-0.046902,0.078141,0.151673,0.042406,0.020726,0.020002,-0.046294,0.011752,0.057199,,,
782,6.516667,-0.046988,0.077904,0.151607,0.042046,0.020565,0.019655,-0.046488,0.011327,0.057238,,,
783,6.525000,-0.047022,0.077629,0.151563,0.041833,0.020381,0.019388,-0.046710,0.011054,0.057081,,,
784,6.533333,-0.047040,0.077403,0.151529,0.041699,0.020417,0.019177,-0.046858,0.010960,0.057036,,,
785,6.541667,-0.047014,0.077297,0.151432,0.041610,0.020532,0.018927,-0.046962,0.010915,0.056927,,,
786,6.550000,-0.046972,0.077272,0.151351,0.041562,0.020647,0.018708,-0.047034,0.010954,0.056772,,,
787,6.558333,-0.046890,0.077313,0.151133,0.041563,0.020784,0.018453,-0.047093,0.010972,0.056607,,,
788,6.566667,-0.046766,0.077376,0.150936,0.041546,0.021017,0.018074,-0.047112,0.010977,0.056487,,,
789,6.575000,-0.046657,0.077424,0.150843,0.041614,0.021204,0.017796,-0.047119,0.010965,0.056373,,,
790,6.583333,-0.046535,0.077426,0.150830,0.041742,0.021294,0.017660,-0.047130,0.010977,0.056223,,,
791,6.591667,-0.046430,0.077487,0.150742,0.041909,0.021421,0.017478,-0.047132,0.010963,0.056135,,,
792,6.600000,-0.046344,0.077602,0.150559,0.042145,0.021518,0.017346,-0.047121,0.010967,0.056048,,,
793,6.608333,-0.046272,0.077708,0.150426,0.042334,0.021629,0.017266,-0.047110,0.010975,0.055984,,,
794,6.616667,-0.046222,0.077777,0.150359,0.042555,0.021730,0.017220,-0.047094,0.010995,0.055919,,,
795,6.625000,-0.046175,0.077941,0.150094,0.042753,0.021826,0.017126,-0.047091,0.011030,0.055897,,,
796,6.633333,-0.046111,0.078080,0.150004,0.042958,0.021830,0.017175,-0.047129,0.011085,0.055871,,,
797,6.641667,-0.046034,0.078180,0.150017,0.043088,0.021886,0.017200,-0.047188,0.011137,0.055903,,,
798,6.650000,-0.045981,0.078327,0.149888,0.043151,0.021964,0.017162,-0.047273,0.011215,0.055938,,,
799,6.658333,-0.045923,0.078448,0.149869,0.043205,0.022063,0.017141,-0.047384,0.011280,0.055993,,,
800,6.666667,-0.045878,0.078548,0.149873,0.043249,0.022111,0.017165,-0.047535,0.011307,0.056149,,,
801,6.675000,-0.045790,0.078575,0.150008,0.043251,0.022211,0.017137,-0.047695,0.011434,0.056216,,,
802,6.683333,-0.045691,0.078629,0.150142,0.043212,0.022417,0.017027,-0.047878,0.011572,0.056295,,,
803,6.691667,-0.045601,0.078694,0.150272,0.043208,0.022589,0.016948,-0.048121,0.011637,0.056485,,,
804,6.700000,-0.045511,0.078771,0.150365,0.043253,0.022738,0.016986,-0.048556,0.011745,0.056665,,,
805,6.708333,-0.045445,0.078877,0.150454,0.043277,0.022924,0.016941,-0.049334,0.011830,0.056972,,,
806,6.716667,-0.045395,0.078968,0.150545,0.043316,0.023133,0.016906,-0.050368,0.011950,0.057333,,,
807,6.725000,-0.045362,0.079034,0.150729,0.043326,0.023352,0.016851,-0.051585,0.011986,0.057904,,,
808,6.733333,-0.045375,0.079083,0.150882,0.043434,0.023656,0.016884,-0.052935,0.012120,0.058427,,,
809,6.741667,-0.045408,0.079130,0.151052,0.043434,0.024078,0.016787,-0.054368,0.012300,0.058989,,,
810,6.750000,-0.045449,0.079156,0.151254,0.043595,0.024567,0.016745,-0.055824,0.012406,0.059664,,,
811,6.758333,-0.045513,0.079221,0.151326,0.045756,0.027506,0.016682,-0.057261,0.012399,0.060493,,,
812,6.766667,-0.045492,0.079298,0.151581,0.048388,0.032563,0.017060,-0.058659,0.012340,0.061428,,,
813,6.775000,-0.045419,0.079491,0.151632,0.049101,0.037320,0.015989,-0.059726,0.012319,0.062232,,,
814,6.783333,-0.045291,0.079753,0.151546,0.048744,0.040695,0.014490,-0.060456,0.012880,0.062563,,,
815,6.791667,-0.045168,0.080136,0.151525,0.048871,0.042747,0.013831,-0.061233,0.013450,0.062831,,,
816,6.800000,-0.045084,0.080600,0.151290,0.049716,0.043993,0.014146,-0.062039,0.013879,0.063157,,,
817,6.808333,-0.045033,0.080867,0.151192,0.050246,0.045323,0.014214,-0.062711,0.014369,0.063334,,,
818,6.816667,-0.044958,0.081381,0.150759,0.050358,0.046880,0.013688,-0.063317,0.014964,0.063419,,,
819,6.825000,-0.044881,0.081868,0.150474,0.050351,0.048024,0.013198,-0.063929,0.015349,0.063568,,,
820,6.833333,-0.044818,0.082154,0.150271,0.050529,0.048546,0.013119,-0.064467,0.015609,0.063722,,,
821,6.841667,-0.044765,0.082345,0.150217,0.050686,0.048683,0.013142,-0.064881,0.015745,0.063879,,,
822,6.850000,-0.044701,0.082572,0.150047,0.050711,0.048776,0.012992,-0.065258,0.015848,0.064024,,,
823,6.858333,-0.044656,0.082765,0.149915,0.050676,0.048790,0.012833,-0.065499,0.015938,0.064131,,,
824,6.866667,-0.044590,0.083055,0.149667,0.050661,0.048707,0.012663,-0.065682,0.016116,0.064143,,,
825,6.875000,-0.044549,0.083364,0.149367,0.050673,0.048526,0.012511,-0.065838,0.016372,0.064026,,,
826,6.883333,-0.044501,0.083696,0.149133,0.050699,0.048244,0.012354,-0.065917,0.016631,0.063970,,,
827,6.891667,-0.044428,0.084074,0.148993,0.050791,0.048010,0.012245,-0.065983,0.017018,0.063848,,,
828,6.900000,-0.044377,0.084478,0.148801,0.050880,0.047970,0.012150,-0.066015,0.017484,0.063611,,,
829,6.908333,-0.044339,0.084876,0.148636,0.050969,0.048162,0.011988,-0.066000,0.018042,0.063275,,,
830,6.916667,-0.044232,0.085333,0.148575,0.051028,0.048638,0.011644,-0.065880,0.018619,0.063003,,,
831,6.925000,-0.044170,0.085873,0.148204,0.051075,0.049202,0.011332,-0.065760,0.019293,0.062619,,,
832,6.933333,-0.044098,0.086426,0.148020,0.051135,0.049862,0.011018,-0.065580,0.020025,0.062207,,,
833,6.941667,-0.044012,0.086985,0.147802,0.051303,0.050608,0.010709,-0.065381,0.020754,0.061772,,,
834,6.950000,-0.043903,0.087594,0.147676,0.051520,0.051352,0.010514,-0.065149,0.021569,0.061259,,,
835,6.958333,-0.043817,0.088198,0.147443,0.051717,0.052044,0.010241,-0.064840,0.022316,0.060758,,,
836,6.966667,-0.043687,0.088932,0.147111,0.051943,0.052499,0.010043,-0.064469,0.023147,0.060173,,,
837,6.975000,-0.043544,0.089626,0.146850,0.052138,0.052867,0.009747,-0.064088,0.023920,0.059669,,,
838,6.983333,-0.043406,0.090240,0.146714,0.052368,0.053107,0.009638,-0.063740,0.024738,0.059141,,,
839,6.991667,-0.043253,0.090908,0.146546,0.052525,0.053420,0.009364,-0.063391,0.025573,0.058593,,,
840,7.000000,-0.043078,0.091577,0.146135,0.052732,0.053674,0.009205,-0.063022,0.026289,0.058089,,,
841,7.008333,-0.042880,0.092159,0.145956,0.052849,0.054023,0.008894,-0.062587,0.026915,0.057693,,,
842,7.016667,-0.042676,0.092669,0.145873,0.052976,0.054327,0.008582,-0.062116,0.027441,0.057247,,,
843,7.025000,-0.042423,0.093185,0.145684,0.053084,0.054483,0.008352,-0.061557,0.027866,0.056853,,,
844,7.033333,-0.042188,0.093664,0.145439,0.053161,0.054629,0.008042,-0.061017,0.028273,0.056419,,,
845,7.041667,-0.041953,0.094083,0.145394,0.053262,0.054644,0.007786,-0.060409,0.028537,0.056063,,,
846,7.050000,-0.041720,0.094574,0.145050,0.053308,0.054518,0.007585,-0.059661,0.028723,0.055650,,,
847,7.058333,-0.041429,0.095009,0.144912,0.053327,0.054319,0.007341,-0.058816,0.028853,0.055167,,,
848,7.066667,-0.041180,0.095376,0.144835,0.053215,0.054265,0.006901,-0.058002,0.028942,0.054738,,,
849,7.075000,-0.040924,0.095802,0.144555,0.053118,0.054322,0.006416,-0.057272,0.029025,0.054415,,,
850,7.083333,-0.040678,0.096183,0.144342,0.053104,0.054408,0.006029,-0.056577,0.029209,0.054085,,,
851,7.091667,-0.040399,0.096403,0.144379,0.053153,0.054557,0.005648,-0.055924,0.029437,0.053747,,,
852,7.100000,-0.040155,0.096731,0.144132,0.053342,0.054565,0.005412,-0.055376,0.029664,0.053378,,,
853,7.108333,-0.039921,0.097018,0.143920,0.053690,0.054330,0.005385,-0.054823,0.029724,0.053223,,,
854,7.116667,-0.039698,0.097246,0.143859,0.053947,0.054100,0.005238,-0.054305,0.029772,0.053052,,,
855,7.125000,-0.039439,0.097462,0.143660,0.054344,0.053760,0.005233,-0.053821,0.029924,0.052744,,,
856,7.133333,-0.039218,0.097707,0.143438,0.054676,0.053394,0.005173,-0.053252,0.029939,0.052563,,,
857,7.141667,-0.039006,0.097894,0.143322,0.055137,0.052831,0.005293,-0.052676,0.029912,0.052429,,,
858,7.150000,-0.038824,0.098150,0.142988,0.055516,0.052297,0.005313,-0.052225,0.030041,0.052090,,,
859,7.158333,-0.038581,0.098328,0.142768,0.055957,0.051652,0.005433,-0.051741,0.030048,0.051921,,,
860,7.166667,-0.038401,0.098435,0.142683,0.056295,0.050919,0.005544,-0.051312,0.030049,0.051738,,,
861,7.175000,-0.038255,0.098555,0.142505,0.056734,0.050045,0.005836,-0.050890,0.030125,0.051433,,,
862,7.183333,-0.038112,0.098674,0.142226,0.057010,0.049366,0.005965,-0.050548,0.030085,0.051315,,,
863,7.191667,-0.037986,0.098683,0.142153,0.057264,0.048828,0.006034,-0.050287,0.030114,0.051115,,,
864,7.200000,-0.037927,0.098700,0.141977,0.057554,0.048133,0.006280,-0.050050,0.029977,0.051068,,,
865,7.208333,-0.037900,0.098672,0.141817,0.057669,0.047506,0.006338,-0.049898,0.029874,0.050926,,,
866,7.216667,-0.037893,0.098633,0.141693,0.057803,0.046757,0.006514,-0.049760,0.029650,0.050878,,,
867,7.225000,-0.037932,0.098553,0.141611,0.057855,0.046023,0.006647,-0.049689,0.029392,0.050894,,,
868,7.233333,-0.037979,0.098461,0.141508,0.057850,0.045262,0.006735,-0.049686,0.029108,0.050894,,,
869,7.241667,-0.038049,0.098373,0.141385,0.057827,0.044455,0.006841,-0.049681,0.028789,0.050918,,,
870,7.250000,-0.038151,0.098267,0.141225,0.057895,0.043522,0.007138,-0.049721,0.028488,0.050887,,,
871,7.258333,-0.038258,0.098106,0.141165,0.057883,0.042639,0.007334,-0.049771,0.028143,0.050891,,,
872,7.266667,-0.038378,0.097984,0.140977,0.057846,0.041790,0.007465,-0.049822,0.027780,0.050948,,,
873,7.275000,-0.038495,0.097823,0.140926,0.057793,0.040932,0.007595,-0.049912,0.027506,0.050870,,,
874,7.283333,-0.038652,0.097633,0.140798,0.057782,0.040069,0.007826,-0.049977,0.027174,0.050839,,,
875,7.291667,-0.038816,0.097490,0.140591,0.057711,0.039364,0.007900,-0.050060,0.026837,0.050808,,,
876,7.300000,-0.038955,0.097296,0.140525,0.057608,0.038670,0.007939,-0.050125,0.026546,0.050687,,,
877,7.308333,-0.039110,0.097041,0.140504,0.057493,0.037907,0.008056,-0.050140,0.026123,0.050674,,,
878,7.316667,-0.039258,0.096841,0.140322,0.057434,0.037151,0.008205,-0.050235,0.025796,0.050564,,,
879,7.325000,-0.039432,0.096643,0.140093,0.057335,0.036454,0.008269,-0.050311,0.025337,0.050612,,,
880,7.333333,-0.039581,0.096397,0.139976,0.057219,0.035671,0.008443,-0.050407,0.024926,0.050589,,,
881,7.341667,-0.039762,0.096090,0.139913,0.057097,0.034827,0.008625,-0.050490,0.024529,0.050501,,,
882,7.350000,-0.039979,0.095874,0.139717,0.056916,0.034008,0.008759,-0.050582,0.024085,0.050504,,,
883,7.358333,-0.040179,0.095536,0.139635,0.056648,0.033239,0.008806,-0.050685,0.023658,0.050447,,,
884,7.366667,-0.040382,0.095216,0.139604,0.056481,0.032467,0.008933,-0.050769,0.023194,0.050406,,,
885,7.375000,-0.040594,0.094940,0.139493,0.056316,0.031712,0.009124,-0.050865,0.022723,0.050397,,,
886,7.383333,-0.040808,0.094639,0.139339,0.056067,0.031006,0.009174,-0.050995,0.022271,0.050301,,,
887,7.391667,-0.041044,0.094355,0.139189,0.055809,0.030258,0.009275,-0.051084,0.021790,0.050303,,,
888,7.400000,-0.041250,0.094063,0.139026,0.055568,0.029520,0.009352,-0.051167,0.021268,0.050297,,,
889,7.408333,-0.041442,0.093680,0.139117,0.055333,0.028838,0.009396,-0.051260,0.020784,0.050248,,,
890,7.416667,-0.041663,0.093443,0.138901,0.055045,0.028109,0.009503,-0.051327,0.020318,0.050184,,,
891,7.425000,-0.041858,0.093152,0.138786,0.054791,0.027355,0.009629,-0.051385,0.019813,0.050165,,,
892,7.433333,-0.042100,0.092880,0.138618,0.054494,0.026599,0.009751,-0.051432,0.019376,0.050090,,,
893,7.441667,-0.042286,0.092650,0.138476,0.054162,0.025866,0.009839,-0.051472,0.018870,0.050075,,,
894,7.450000,-0.042504,0.092321,0.138393,0.053833,0.025066,0.009996,-0.051479,0.018410,0.050004,,,
895,7.458333,-0.042746,0.092049,0.138323,0.053521,0.024338,0.010121,-0.051510,0.017904,0.049966,,,
896,7.466667,-0.042927,0.091754,0.138254,0.053300,0.023639,0.010283,-0.051500,0.017420,0.049944,,,
897,7.475000,-0.043168,0.091532,0.137967,0.053051,0.022892,0.010445,-0.051411,0.016908,0.049851,,,
898,7.483333,-0.043317,0.091218,0.137946,0.052737,0.022187,0.010577,-0.051280,0.016378,0.049799,,,
899,7.491667,-0.043483,0.090933,0.137834,0.052507,0.021341,0.010809,-0.051154,0.015841,0.049795,,,
900,7.500000,-0.043639,0.090650,0.137757,0.052179,0.020485,0.010993,-0.051063,0.015405,0.049706,,,
901,7.508333,-0.043834,0.090412,0.137719,0.051863,0.019443,0.011322,-0.050986,0.014978,0.049644,,,
902,7.516667,-0.044009,0.090187,0.137628,0.051441,0.018428,0.011618,-0.050921,0.014615,0.049566,,,
903,7.525000,-0.044246,0.090074,0.137298,0.051030,0.017360,0.011915,-0.050850,0.014224,0.049494,,,
904,7.533333,-0.044429,0.089920,0.137131,0.050468,0.016303,0.012204,-0.050731,0.013930,0.049368,,,
905,7.541667,-0.044611,0.089816,0.136986,0.049745,0.015228,0.012429,-0.050577,0.013713,0.049197,,,
906,7.550000,-0.044809,0.089744,0.136842,0.048972,0.014203,0.012640,-0.050378,0.013504,0.049013,,,
907,7.558333,-0.045001,0.089609,0.136758,0.048209,0.013325,0.012861,-0.050153,0.013404,0.048793,,,
908,7.566667,-0.045283,0.089569,0.136585,0.047370,0.012554,0.013088,-0.049830,0.013314,0.048552,,,
909,7.575000,-0.045529,0.089541,0.136425,0.046405,0.011866,0.013204,-0.049493,0.013249,0.048335,,,
910,7.583333,-0.045781,0.089463,0.136319,0.045683,0.011415,0.013251,-0.049064,0.013279,0.047974,,,
911,7.591667,-0.046051,0.089468,0.136096,0.045479,0.011538,0.013271,-0.048696,0.013182,0.047790,,,
912,7.600000,-0.046267,0.089492,0.135888,0.045302,0.011519,0.013288,-0.048475,0.013094,0.047577,,,
913,7.608333,-0.046345,0.089544,0.135635,0.045176,0.011262,0.013311,-0.048319,0.012993,0.047461,,,
914,7.616667,-0.046384,0.089623,0.135373,0.045086,0.011015,0.013457,-0.048165,0.013008,0.047330,,,
915,7.625000,-0.046445,0.089721,0.135157,0.044933,0.010896,0.013438,-0.048031,0.013016,0.047205,,,
916,7.633333,-0.046536,0.089833,0.134902,0.044835,0.010734,0.013558,-0.047950,0.013046,0.047087,,,
917,7.641667,-0.046591,0.089888,0.134762,0.044719,0.010597,0.013664,-0.047882,0.013026,0.047047,,,
918,7.650000,-0.046625,0.089939,0.134690,0.044621,0.010462,0.013771,-0.047839,0.012980,0.047062,,,
919,7.658333,-0.046703,0.089992,0.134655,0.044542,0.010340,0.013925,-0.047823,0.012934,0.047093,,,
920,7.666667,-0.046779,0.090001,0.134667,0.044470,0.010297,0.014045,-0.047809,0.012864,0.047174,,,
921,7.675000,-0.046875,0.090031,0.134675,0.044432,0.010276,0.014205,-0.047816,0.012827,0.047252,,,
922,7.683333,-0.046953,0.090009,0.134855,0.044335,0.010267,0.014430,-0.047841,0.012785,0.047428,,,
923,7.691667,-0.047065,0.090079,0.134905,0.044242,0.010329,0.014613,-0.047842,0.012835,0.047548,,,
924,7.700000,-0.047161,0.090098,0.135160,0.044154,0.010503,0.014761,-0.047866,0.012998,0.047676,,,
925,7.708333,-0.047245,0.090142,0.135398,0.044088,0.010796,0.014935,-0.047887,0.013218,0.047870,,,
926,7.716667,-0.047320,0.090251,0.135666,0.044026,0.011126,0.015079,-0.047897,0.013440,0.048005,,,
927,7.725000,-0.047420,0.090369,0.136090,0.043913,0.011552,0.015226,-0.047911,0.013723,0.048273,,,
928,7.733333,-0.047468,0.090533,0.136339,0.043801,0.011972,0.015438,-0.047935,0.014067,0.048431,,,
929,7.741667,-0.047558,0.090763,0.136651,0.043718,0.012455,0.015691,-0.047975,0.014511,0.048648,,,
930,7.750000,-0.047635,0.091051,0.137029,0.043607,0.012976,0.015923,-0.048029,0.014907,0.048919,,,
931,7.758333,-0.047761,0.091268,0.137423,0.043504,0.013574,0.016108,-0.048095,0.015464,0.049112,,,
932,7.766667,-0.047797,0.091552,0.137889,0.043373,0.014278,0.016259,-0.048165,0.015980,0.049346,,,
933,7.775000,-0.047882,0.091860,0.138330,0.043236,0.015018,0.016484,-0.048211,0.016507,0.049620,,,
934,7.783333,-0.047969,0.092201,0.138691,0.043142,0.015777,0.016745,-0.048252,0.017116,0.049891,,,
935,7.791667,-0.048028,0.092496,0.139307,0.043031,0.016615,0.016935,-0.048286,0.017751,0.050180,,,
936,7.800000,-0.048090,0.092924,0.139772,0.042948,0.017465,0.017172,-0.048326,0.018400,0.050498,,,
937,7.808333,-0.048137,0.093327,0.140211,0.042830,0.018362,0.017383,-0.048358,0.019087,0.050785,,,
938,7.816667,-0.048219,0.093791,0.140670,0.042751,0.019260,0.017610,-0.048384,0.019743,0.051117,,,
939,7.825000,-0.048248,0.094222,0.141304,0.042714,0.020139,0.017869,-0.048384,0.020429,0.051464,,,
940,7.833333,-0.048280,0.094763,0.141679,0.042692,0.020986,0.018177,-0.048373,0.021179,0.051741,,,
941,7.841667,-0.048282,0.095278,0.142206,0.042646,0.021880,0.018456,-0.048357,0.021947,0.052034,,,
942,7.850000,-0.048263,0.095840,0.142679,0.042631,0.022802,0.018713,-0.048321,0.022723,0.052345,,,
943,7.858333,-0.048242,0.096393,0.143197,0.042594,0.023720,0.018970,-0.048291,0.023523,0.052677,,,
944,7.866667,-0.048203,0.096944,0.143806,0.042558,0.024683,0.019185,-0.048261,0.024359,0.052956,,,
945,7.875000,-0.048153,0.097616,0.144218,0.042546,0.025629,0.019428,-0.048212,0.025175,0.053271,,,
946,7.883333,-0.048101,0.098337,0.144580,0.042546,0.026594,0.019672,-0.048155,0.026041,0.053593,,,
947,7.891667,-0.048032,0.099074,0.144973,0.042578,0.027586,0.019943,-0.048073,0.026933,0.053878,,,
948,7.900000,-0.047948,0.099797,0.145401,0.042625,0.028680,0.020190,-0.047985,0.027895,0.054100,,,
949,7.908333,-0.047862,0.100486,0.145926,0.042696,0.029778,0.020416,-0.047885,0.028905,0.054310,,,
950,7.916667,-0.047756,0.101226,0.146371,0.042804,0.030923,0.020668,-0.047758,0.029871,0.054576,,,
951,7.925000,-0.047657,0.102000,0.146778,0.042926,0.032121,0.020917,-0.047584,0.030826,0.054885,,,
952,7.933333,-0.047551,0.102785,0.147178,0.043104,0.033329,0.021171,-0.047382,0.031863,0.055079,,,
953,7.941667,-0.047429,0.103597,0.147630,0.043261,0.034611,0.021331,-0.047194,0.032930,0.055322,,,
954,7.950000,-0.047301,0.104466,0.148014,0.043470,0.035834,0.021598,-0.047001,0.034084,0.055438,,,
955,7.958333,-0.047177,0.105369,0.148367,0.043685,0.037059,0.021873,-0.046794,0.035230,0.055601,,,
956,7.966667,-0.047038,0.106259,0.148777,0.043983,0.038236,0.022230,-0.046555,0.036373,0.055812,,,
957,7.975000,-0.046887,0.107207,0.149111,0.044214,0.039493,0.022500,-0.046351,0.037611,0.055882,,,
958,7.983333,-0.046738,0.108148,0.149475,0.044467,0.040843,0.022697,-0.046123,0.038860,0.056037,,,
959,7.991667,-0.046564,0.109075,0.149866,0.044731,0.042145,0.022950,-0.045885,0.040126,0.056117,,,
960,8.000000,-0.046378,0.110010,0.150289,0.044975,0.043493,0.023185,-0.045628,0.041387,0.056292,,,
961,8.008333,-0.046196,0.110993,0.150658,0.045255,0.044857,0.023450,-0.045377,0.042705,0.056380,,,
962,8.016667,-0.046011,0.112018,0.150982,0.045543,0.046292,0.023604,-0.045103,0.044001,0.056512,,,
963,8.025000,-0.045807,0.113036,0.151343,0.045846,0.047667,0.023897,-0.044840,0.045355,0.056583,,,
964,8.033333,-0.045616,0.114018,0.151697,0.046110,0.049141,0.024074,-0.044559,0.046642,0.056739,,,
965,8.041667,-0.045408,0.115030,0.152059,0.046369,0.050684,0.024205,-0.044298,0.048021,0.056810,,,
966,8.050000,-0.045178,0.116023,0.152490,0.046662,0.052178,0.024460,-0.044045,0.049399,0.056840,,,
967,8.058333,-0.044925,0.116984,0.152964,0.046998,0.053717,0.024656,-0.043761,0.050720,0.057001,,,
968,8.066667,-0.044686,0.117965,0.153323,0.047265,0.055261,0.024861,-0.043509,0.052120,0.057079,,,
969,8.075000,-0.044463,0.118940,0.153610,0.047524,0.056775,0.025072,-0.043250,0.053464,0.057149,,,
970,8.083333,-0.044216,0.119884,0.154009,0.047698,0.058351,0.025071,-0.043005,0.054784,0.057335,,,
971,8.091667,-0.043971,0.120888,0.154320,0.047907,0.059770,0.025229,-0.042797,0.056118,0.057421,,,
972,8.100000,-0.043705,0.121877,0.154668,0.048160,0.061100,0.025472,-0.042586,0.057422,0.057540,,,
973,8.108333,-0.043475,0.122835,0.154972,0.048396,0.062509,0.025616,-0.042368,0.058713,0.057628,,,
974,8.116667,-0.043175,0.123669,0.155532,0.048570,0.063972,0.025639,-0.042134,0.059944,0.057780,,,
975,8.125000,-0.042931,0.124522,0.155905,0.048789,0.065362,0.025786,-0.041895,0.061170,0.057819,,,
976,8.133333,-0.042710,0.125417,0.156078,0.049025,0.066788,0.025874,-0.041623,0.062349,0.057864,,,
977,8.141667,-0.042476,0.126236,0.156350,0.049320,0.068110,0.026008,-0.041350,0.063435,0.057987,,,
978,8.150000,-0.042259,0.127090,0.156502,0.049683,0.069317,0.026255,-0.041034,0.064493,0.058044,,,
979,8.158333,-0.042028,0.127890,0.156758,0.049935,0.070655,0.026204,-0.040710,0.065524,0.058072,,,
980,8.166667,-0.041761,0.128647,0.157109,0.050258,0.071801,0.026377,-0.040366,0.066461,0.058215,,,
981,8.175000,-0.041501,0.129434,0.157403,0.050663,0.072875,0.026550,-0.040044,0.067509,0.058116,,,
982,8.183333,-0.041249,0.130260,0.157484,0.050949,0.074013,0.026562,-0.039662,0.068384,0.058270,,,
983,8.191667,-0.041003,0.131043,0.157581,0.051321,0.075012,0.026719,-0.039344,0.069339,0.058237,,,
984,8.200000,-0.040770,0.131808,0.157701,0.051675,0.076014,0.026770,-0.038991,0.070222,0.058290,,,
985,8.208333,-0.040549,0.132558,0.157815,0.051989,0.077036,0.026871,-0.038648,0.071069,0.058372,,,
986,8.216667,-0.040268,0.133188,0.158113,0.052304,0.078058,0.026850,-0.038312,0.071959,0.058318,,,
987,8.225000,-0.040024,0.133904,0.158106,0.052682,0.078974,0.027041,-0.037986,0.072756,0.058387,,,
988,8.233333,-0.039771,0.134589,0.158210,0.052939,0.079987,0.027013,-0.037639,0.073581,0.058382,,,
989,8.241667,-0.039557,0.135232,0.158336,0.053268,0.080981,0.027055,-0.037300,0.074362,0.058445,,,
990,8.250000,-0.039370,0.135830,0.158426,0.053618,0.081929,0.027156,-0.037001,0.075198,0.058401,,,
991,8.258333,-0.039154,0.136450,0.158554,0.053878,0.082934,0.027105,-0.036668,0.076024,0.058375,,,
992,8.266667,-0.038892,0.137075,0.158684,0.054213,0.083805,0.027268,-0.036368,0.076809,0.058436,,,
993,8.275000,-0.038673,0.137606,0.158852,0.054576,0.084652,0.027400,-0.036101,0.077669,0.058315,,,
994,8.283333,-0.038469,0.138111,0.159002,0.054804,0.085557,0.027357,-0.035857,0.078451,0.058271,,,
995,8.291667,-0.038303,0.138693,0.159045,0.055080,0.086342,0.027472,-0.035619,0.079170,0.058308,,,
996,8.300000,-0.038132,0.139120,0.159148,0.055321,0.087136,0.027444,-0.035379,0.079890,0.058193,,,
997,8.308333,-0.037986,0.139622,0.159202,0.055616,0.087785,0.027615,-0.035153,0.080529,0.058230,,,
998,8.316667,-0.037845,0.140018,0.159159,0.055805,0.088442,0.027663,-0.034960,0.081128,0.058223,,,
999,8.325000,-0.037632,0.140395,0.159323,0.056046,0.089031,0.027728,-0.034779,0.081686,0.058142,,,
