Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
5.61,0.249101,0.920035,0.218267,-0.993045,2.277713,0.261375,-0.247442,2.94406,0.401387,-0.126953,0.861273,0.206167,-0.631932,2.477339,0.678153,0.815545,1.763376,0.300838,-0.07398,1.516276,-0.381564,0.577085,2.824408,0.449832,0.667207,2.213294,0.688513,0.448858,1.80496,0.557351,-0.27908,1.974602,0.397637
5.62,0.249293,0.903128,0.204924,-0.99617,2.269952,0.247671,-0.253466,2.924903,0.408397,-0.132649,0.839854,0.194486,-0.637334,2.459413,0.673347,0.804538,1.742634,0.297017,-0.07073,1.497046,-0.386539,0.57539,2.803608,0.455633,0.662241,2.188399,0.685909,0.446868,1.782988,0.554471,-0.279819,1.955521,0.390812
5.63,0.250125,0.888292,0.192313,-0.997802,2.260964,0.234241,-0.254638,2.908245,0.410614,-0.137826,0.816213,0.183182,-0.64185,2.440828,0.665913,0.793821,1.722622,0.29378,-0.068878,1.478367,-0.390607,0.573171,2.784363,0.461218,0.657234,2.165034,0.682839,0.444831,1.76336,0.552181,-0.282299,1.937693,0.384523
5.64,0.251349,0.875054,0.180291,-0.998404,2.252432,0.220959,-0.254352,2.893104,0.410752,-0.144194,0.793188,0.173178,-0.644938,2.4228,0.658464,0.783879,1.704038,0.290597,-0.065084,1.456835,-0.393388,0.570988,2.766674,0.466277,0.653363,2.145089,0.68142,0.44297,1.746209,0.55116,-0.284261,1.919919,0.378883
5.65,0.251316,0.862981,0.168596,-0.998161,2.243827,0.207405,-0.253683,2.87876,0.409414,-0.149278,0.769349,0.165249,-0.648112,2.405423,0.650751,0.775309,1.687019,0.288217,-0.064243,1.436604,-0.396239,0.568608,2.749903,0.470551,0.648425,2.126818,0.680794,0.440444,1.731402,0.55074,-0.285728,1.902548,0.373138
5.66,0.251273,0.853875,0.15743,-0.996294,2.235048,0.19289,-0.256171,2.864067,0.410174,-0.157071,0.748396,0.159214,-0.649289,2.389113,0.64439,0.767116,1.672044,0.286161,-0.0645,1.416649,-0.398375,0.566211,2.734874,0.474637,0.643873,2.111212,0.681903,0.437763,1.718293,0.550439,-0.287345,1.886505,0.368254
5.67,0.250749,0.845959,0.148336,-0.994392,2.226901,0.180041,-0.258709,2.851432,0.41024,-0.163245,0.72748,0.155602,-0.649843,2.374289,0.637551,0.763592,1.661552,0.285561,-0.066943,1.395695,-0.401329,0.564014,2.72179,0.477991,0.637926,2.097172,0.683266,0.434596,1.706001,0.553173,-0.288882,1.872101,0.362827
5.68,0.249016,0.838827,0.142148,-0.992388,2.219568,0.165327,-0.257447,2.841835,0.405471,-0.169375,0.707876,0.155066,-0.650334,2.361295,0.630139,0.755182,1.651063,0.282826,-0.066756,1.374716,-0.396863,0.561985,2.711094,0.481224,0.631768,2.08532,0.685997,0.436437,1.700019,0.552815,-0.28942,1.859073,0.357659
5.69,0.246357,0.832736,0.138885,-0.988127,2.210655,0.153776,-0.261396,2.834415,0.405369,-0.175967,0.69101,0.157803,-0.650394,2.350954,0.622607,0.751437,1.646413,0.283298,-0.068122,1.356587,-0.397285,0.559895,2.702707,0.483898,0.625926,2.076721,0.689704,0.435122,1.69315,0.552188,-0.291306,1.849399,0.35336
5.7,0.244229,0.829002,0.138667,-0.984805,2.203782,0.142357,-0.259363,2.830364,0.398829,-0.183607,0.675912,0.164353,-0.650936,2.342788,0.61507,0.747098,1.642874,0.284433,-0.071806,1.336099,-0.391222,0.557716,2.697206,0.485704,0.620538,2.071395,0.694239,0.4346,1.688534,0.551637,-0.292223,1.840808,0.350626
5.71,0.24219,0.826584,0.140055,-0.980657,2.197701,0.129871,-0.261341,2.82874,0.39495,-0.190629,0.663532,0.173409,-0.652003,2.337365,0.606907,0.744367,1.64317,0.28773,-0.070229,1.316015,-0.383698,0.555785,2.694646,0.4869,0.614773,2.068543,0.698587,0.434273,1.68695,0.550438,-0.293592,1.835062,0.348162
5.72,0.239819,0.82506,0.142322,-0.976471,2.191409,0.120798,-0.26234,2.829417,0.389936,-0.198787,0.653774,0.186708,-0.652236,2.335598,0.598534,0.743597,1.646691,0.291778,-0.080231,1.302862,-0.38194,0.55181,2.694368,0.490177,0.610863,2.070582,0.703738,0.434242,1.688463,0.549322,-0.294529,1.832095,0.348007
5.73,0.240506,0.828276,0.14619,-0.970134,2.186391,0.109274,-0.264353,2.831387,0.384457,-0.206177,0.645827,0.203364,-0.653301,2.336408,0.590604,0.742441,1.65256,0.297449,-0.086184,1.286254,-0.373022,0.551295,2.697407,0.48433,0.6078,2.076406,0.708736,0.43423,1.693254,0.548632,-0.296434,1.832091,0.348281
5.74,0.241359,0.83211,0.151252,-0.964635,2.183657,0.099212,-0.266339,2.836183,0.378673,-0.213788,0.640216,0.222687,-0.655102,2.340617,0.58203,0.743197,1.661709,0.30416,-0.089836,1.270638,-0.360543,0.549905,2.706176,0.484723,0.605358,2.086297,0.71371,0.431482,1.698502,0.546084,-0.297782,1.833835,0.349965
5.75,0.244177,0.838904,0.159064,-0.957987,2.181575,0.08848,-0.267687,2.844227,0.371117,-0.221086,0.634771,0.245029,-0.65659,2.347224,0.574019,0.743632,1.672746,0.312301,-0.09835,1.256201,-0.348615,0.548101,2.716564,0.481546,0.602658,2.099821,0.718808,0.431261,1.708497,0.545918,-0.299861,1.838273,0.351675
5.76,0.245573,0.845183,0.169631,-0.950652,2.180469,0.07787,-0.268878,2.854051,0.362735,-0.227637,0.630092,0.270694,-0.658371,2.356522,0.565748,0.74446,1.68657,0.321401,-0.107859,1.243047,-0.333766,0.546335,2.729535,0.477308,0.600468,2.116867,0.724167,0.430043,1.720116,0.54583,-0.301396,1.846419,0.352984
5.77,0.248428,0.854671,0.182423,-0.942262,2.181207,0.066896,-0.269446,2.865774,0.354589,-0.234772,0.628571,0.298266,-0.659551,2.368512,0.557958,0.74688,1.701919,0.33158,-0.11752,1.228703,-0.316118,0.54439,2.744892,0.47266,0.598206,2.136891,0.729607,0.429978,1.734129,0.546482,-0.302565,1.854942,0.355034
5.78,0.250976,0.86531,0.196528,-0.933274,2.183538,0.056247,-0.271573,2.879009,0.347762,-0.242193,0.626185,0.328404,-0.661073,2.381876,0.549662,0.747517,1.719522,0.34241,-0.129034,1.216093,-0.296278,0.542468,2.762211,0.467597,0.596864,2.159116,0.735592,0.429888,1.749531,0.547781,-0.302484,1.866289,0.356351
5.79,0.252999,0.876849,0.211043,-0.923374,2.186705,0.045742,-0.27402,2.893353,0.341105,-0.248463,0.624575,0.359765,-0.662357,2.397179,0.542211,0.74948,1.737314,0.352964,-0.140438,1.201972,-0.275166,0.540835,2.781537,0.463055,0.595662,2.183259,0.741312,0.429173,1.765851,0.549464,-0.302582,1.879248,0.357064
5.8,0.254518,0.890717,0.226243,-0.913276,2.190393,0.036454,-0.277428,2.909406,0.336179,-0.254218,0.622654,0.394087,-0.664698,2.413533,0.533905,0.751326,1.758234,0.364875,-0.152799,1.188304,-0.251752,0.538819,2.801804,0.459126,0.594668,2.208603,0.746821,0.428592,1.783307,0.551521,-0.302156,1.893539,0.358862
5.81,0.257889,0.905829,0.239178,-0.902119,2.195462,0.027318,-0.27543,2.926809,0.324804,-0.262567,0.620671,0.427246,-0.665448,2.430947,0.526352,0.753323,1.779441,0.376252,-0.165296,1.17602,-0.224626,0.536942,2.823362,0.455761,0.594965,2.235187,0.752982,0.428447,1.801832,0.554747,-0.301758,1.909303,0.359843
5.82,0.258254,0.921683,0.251673,-0.890828,2.200883,0.018372,-0.276742,2.944437,0.317698,-0.268774,0.619427,0.46099,-0.66733,2.44746,0.518151,0.755318,1.801117,0.387351,-0.179941,1.165917,-0.197672,0.535075,2.844958,0.452884,0.595917,2.26234,0.759677,0.427849,1.820359,0.55795,-0.301579,1.925955,0.360146
5.83,0.259619,0.938591,0.261773,-0.879901,2.206784,0.010369,-0.278338,2.960781,0.311482,-0.273883,0.617291,0.496154,-0.667564,2.464558,0.510275,0.756327,1.822474,0.397811,-0.188946,1.15332,-0.165934,0.533142,2.866694,0.450647,0.596597,2.289342,0.766217,0.426576,1.839098,0.561832,-0.301281,1.941621,0.362271
5.84,0.260196,0.95541,0.27086,-0.869079,2.213066,0.002914,-0.278604,2.978227,0.303393,-0.280457,0.61264,0.532571,-0.668777,2.481179,0.501971,0.759661,1.845228,0.40909,-0.200042,1.144032,-0.134035,0.531003,2.887345,0.448624,0.597247,2.31595,0.772827,0.425958,1.858349,0.565951,-0.301837,1.957159,0.363381
5.85,0.263532,0.974308,0.277925,-0.858399,2.218624,-0.004694,-0.279321,2.993695,0.296181,-0.285829,0.607858,0.56648,-0.669277,2.496386,0.493824,0.761423,1.866487,0.419504,-0.210746,1.134396,-0.100293,0.528532,2.906925,0.446625,0.598055,2.342123,0.780316,0.426419,1.878258,0.572075,-0.301121,1.971982,0.367134
5.86,0.266107,0.991884,0.282134,-0.847481,2.223496,-0.012153,-0.279663,3.009166,0.28849,-0.290786,0.602314,0.603353,-0.66925,2.511067,0.486086,0.762971,1.88644,0.430449,-0.22013,1.127052,-0.066028,0.526184,2.92507,0.444575,0.597302,2.366405,0.786737,0.424381,1.896283,0.576592,-0.30131,1.985755,0.370376
5.87,0.270143,1.009435,0.283092,-0.836509,2.227773,-0.019477,-0.279462,3.021721,0.280438,-0.295455,0.595259,0.638992,-0.672196,2.523067,0.47646,0.765767,1.90508,0.44214,-0.228314,1.119652,-0.030353,0.523726,2.941419,0.442327,0.596815,2.388942,0.793983,0.423069,1.914364,0.581692,-0.302216,1.997978,0.374093
5.88,0.273832,1.026464,0.28163,-0.824956,2.23125,-0.027371,-0.280205,3.032494,0.273703,-0.300107,0.58739,0.674746,-0.672446,2.534265,0.469087,0.769536,1.922206,0.455205,-0.234715,1.112516,0.005275,0.521342,2.955574,0.440313,0.595486,2.409582,0.801048,0.418216,1.928621,0.5836,-0.30379,2.009152,0.378193
5.89,0.276932,1.041183,0.277502,-0.813312,2.233817,-0.035618,-0.279787,3.04013,0.265586,-0.303837,0.579417,0.710229,-0.67353,2.54301,0.461185,0.772695,1.936572,0.468914,-0.240946,1.105666,0.041217,0.517551,2.96685,0.440833,0.594225,2.428405,0.8088,0.415691,1.942695,0.587043,-0.305875,2.01918,0.381795
5.9,0.280506,1.053952,0.270643,-0.801679,2.233275,-0.042843,-0.279785,3.044334,0.258096,-0.306987,0.57122,0.747246,-0.674955,2.548732,0.453003,0.775119,1.947822,0.483206,-0.246903,1.098119,0.076741,0.515846,2.975987,0.438398,0.590782,2.443589,0.815434,0.413975,1.954543,0.589988,-0.308603,2.02638,0.386114
5.91,0.283999,1.064002,0.261822,-0.790796,2.232302,-0.050662,-0.279219,3.047416,0.249826,-0.309407,0.561633,0.782653,-0.675613,2.552043,0.445187,0.779365,1.956467,0.499021,-0.252467,1.089526,0.111529,0.515961,2.98261,0.434071,0.587041,2.455857,0.822597,0.412309,1.963116,0.591724,-0.310961,2.030992,0.390106
5.92,0.287317,1.072561,0.252639,-0.780035,2.227287,-0.058459,-0.280045,3.045823,0.241972,-0.311142,0.552209,0.819187,-0.676358,2.552385,0.43713,0.780938,1.960662,0.514696,-0.255016,1.080229,0.146879,0.515093,2.985359,0.432279,0.583076,2.465073,0.82973,0.411468,1.968897,0.594686,-0.314068,2.033887,0.394239
5.93,0.289873,1.079044,0.243057,-0.769262,2.220342,-0.064911,-0.280955,3.042827,0.233874,-0.31368,0.542194,0.853947,-0.676817,2.54934,0.427602,0.783068,1.962215,0.529972,-0.258047,1.069666,0.181756,0.514412,2.98476,0.430769,0.578626,2.470719,0.836809,0.407349,1.969629,0.598666,-0.316217,2.034226,0.396541
5.94,0.290445,1.082742,0.233964,-0.758848,2.210616,-0.070496,-0.280911,3.03745,0.225443,-0.312354,0.527957,0.893703,-0.676895,2.543807,0.419172,0.784243,1.961029,0.546712,-0.260995,1.05845,0.217274,0.514176,2.981242,0.429677,0.572951,2.471899,0.842725,0.396341,1.963106,0.608569,-0.31901,2.031915,0.398452
5.95,0.289511,1.083366,0.226021,-0.748815,2.198064,-0.075214,-0.282968,3.030918,0.220464,-0.313083,0.515197,0.929701,-0.675708,2.535493,0.410103,0.78604,1.957699,0.564309,-0.263497,1.045547,0.253376,0.514281,2.975374,0.429325,0.566315,2.469159,0.847902,0.404956,1.967548,0.588533,-0.322037,2.027026,0.399986
5.96,0.288162,1.082353,0.220166,-0.738685,2.182589,-0.078659,-0.281952,3.022658,0.211906,-0.311383,0.502191,0.965669,-0.673836,2.523018,0.399811,0.784981,1.949653,0.580811,-0.266219,1.032425,0.290247,0.513953,2.967321,0.429805,0.559397,2.463571,0.852544,0.405627,1.963478,0.592359,-0.325324,2.019655,0.40155
5.97,0.285835,1.077164,0.215125,-0.730342,2.163727,-0.081157,-0.282045,3.012786,0.20592,-0.310697,0.488436,1.000606,-0.669561,2.507608,0.392982,0.784472,1.939587,0.598444,-0.267726,1.016626,0.325854,0.513432,2.957312,0.431184,0.55252,2.455352,0.857133,0.40445,1.956665,0.590611,-0.328425,2.010051,0.40206
5.98,0.282705,1.069046,0.212909,-0.722343,2.14136,-0.082462,-0.283052,3.000761,0.201441,-0.309768,0.472621,1.035785,-0.664555,2.489955,0.387774,0.780567,1.925754,0.615092,-0.269875,1.00233,0.362331,0.512485,2.945761,0.433071,0.545371,2.444947,0.861502,0.403153,1.948118,0.588665,-0.331294,1.998212,0.402463
5.99,0.280325,1.058983,0.212595,-0.714936,2.116076,-0.082283,-0.287011,2.98656,0.201561,-0.305916,0.45363,1.072853,-0.657693,2.469964,0.384729,0.776573,1.909829,0.632455,-0.271226,0.986246,0.398549,0.511155,2.933174,0.435791,0.53665,2.43183,0.864666,0.39873,1.936225,0.588386,-0.333285,1.983971,0.402662
6,0.27705,1.045357,0.212886,-0.707598,2.087673,-0.081384,-0.288753,2.97176,0.199341,-0.303997,0.436231,1.105716,-0.651182,2.44662,0.380885,0.772151,1.891895,0.650226,-0.271521,0.969674,0.434851,0.50927,2.919054,0.438589,0.528365,2.417555,0.868143,0.394347,1.922175,0.588982,-0.335661,1.966903,0.402677
6.01,0.273983,1.029548,0.213977,-0.701196,2.056243,-0.077785,-0.291042,2.954706,0.198739,-0.302614,0.417301,1.137164,-0.642181,2.421539,0.378132,0.766018,1.871469,0.667914,-0.272215,0.954031,0.470607,0.506504,2.903635,0.441112,0.519004,2.401177,0.870654,0.393457,1.908011,0.585919,-0.338202,1.947825,0.402691
6.02,0.271128,1.011325,0.214549,-0.694224,2.023384,-0.074625,-0.291233,2.93667,0.194987,-0.299838,0.396661,1.166206,-0.633954,2.394037,0.375201,0.759124,1.849416,0.685775,-0.271908,0.935148,0.506251,0.503568,2.886406,0.443599,0.508933,2.383026,0.872616,0.391846,1.890956,0.5831,-0.340361,1.926382,0.402907
6.03,0.26765,0.990383,0.215222,-0.687047,1.987426,-0.068869,-0.296726,2.914863,0.198502,-0.298952,0.374605,1.196362,-0.623626,2.364866,0.374812,0.751528,1.825504,0.703069,-0.273505,0.919232,0.539496,0.499998,2.867158,0.44599,0.49917,2.363153,0.875117,0.390692,1.87205,0.579213,-0.342922,1.903115,0.403012
6.04,0.263876,0.967512,0.215432,-0.680224,1.949424,-0.062047,-0.300469,2.89156,0.199199,-0.297365,0.350602,1.224456,-0.613917,2.333686,0.37598,0.742356,1.799434,0.720104,-0.247191,0.922087,0.53587,0.495856,2.845967,0.448555,0.489128,2.341652,0.877233,0.390056,1.851211,0.574403,-0.344626,1.878264,0.401798
6.05,0.260616,0.942641,0.214098,-0.672647,1.91038,-0.053799,-0.304273,2.866254,0.198915,-0.295016,0.327065,1.252876,-0.604135,2.300927,0.378013,0.733252,1.772026,0.73601,-0.271505,0.881137,0.603548,0.491588,2.822903,0.45137,0.479648,2.31883,0.879695,0.389466,1.828327,0.570247,-0.346918,1.851805,0.402212
6.06,0.258877,0.917724,0.210812,-0.665199,1.870281,-0.044856,-0.306052,2.839706,0.196344,-0.293757,0.31009,1.280611,-0.595304,2.266489,0.380905,0.72496,1.74441,0.752486,-0.269713,0.858947,0.632911,0.48749,2.798285,0.454724,0.469447,2.293205,0.882505,0.389726,1.804542,0.5656,-0.348901,1.823559,0.402165
6.07,0.260837,0.896085,0.2051,-0.657815,1.829891,-0.035019,-0.310207,2.812543,0.196022,-0.291538,0.29466,1.312624,-0.587779,2.232603,0.3836,0.714698,1.714679,0.767653,-0.267401,0.838312,0.652903,0.483364,2.772493,0.458822,0.4603,2.266585,0.885114,0.389873,1.779474,0.562057,-0.350822,1.794338,0.401966
6.08,0.260983,0.874854,0.198379,-0.650278,1.790127,-0.02255,-0.315351,2.784348,0.196615,-0.291096,0.283232,1.333448,-0.579899,2.199152,0.387037,0.706396,1.686426,0.781802,-0.26343,0.816457,0.668656,0.479027,2.746297,0.463123,0.452506,2.238617,0.887466,0.389276,1.75387,0.560519,-0.351509,1.766374,0.403005
6.09,0.262313,0.855649,0.191524,-0.642897,1.751018,-0.008684,-0.31919,2.756692,0.196003,-0.285979,0.262976,1.34978,-0.57253,2.166852,0.39112,0.695638,1.657102,0.79618,-0.2572,0.791745,0.684925,0.474838,2.721077,0.467762,0.445211,2.210221,0.888206,0.389502,1.729905,0.558898,-0.351425,1.739448,0.402831
6.1,0.264892,0.839409,0.184078,-0.636066,1.713944,0.007264,-0.322217,2.731878,0.195511,-0.280348,0.244414,1.361751,-0.565996,2.137467,0.39561,0.690804,1.633672,0.808031,-0.252376,0.769161,0.691851,0.470507,2.698258,0.472154,0.438254,2.183319,0.88808,0.389795,1.708547,0.558093,-0.353702,1.719155,0.403233
6.11,0.266774,0.825292,0.176208,-0.629905,1.678557,0.025555,-0.327228,2.707723,0.197454,-0.276107,0.231391,1.369924,-0.559491,2.111963,0.400488,0.682986,1.610332,0.819553,-0.25122,0.754102,0.687427,0.466762,2.67845,0.476213,0.430471,2.158409,0.886493,0.388771,1.6902,0.559481,-0.354662,1.697247,0.40358
6.12,0.270462,0.816261,0.166977,-0.624122,1.646402,0.046446,-0.329673,2.688492,0.198224,-0.272772,0.223626,1.376904,-0.553353,2.090808,0.405058,0.67704,1.591975,0.82978,-0.248601,0.732272,0.684191,0.461615,2.661073,0.482434,0.423797,2.138103,0.884611,0.388514,1.676922,0.559848,-0.354113,1.683106,0.400351
6.13,0.271732,0.809727,0.157843,-0.619053,1.617475,0.069196,-0.331826,2.673868,0.200491,-0.272794,0.22459,1.375292,-0.547953,2.074636,0.409455,0.671723,1.577662,0.83836,-0.248479,0.718376,0.668358,0.459158,2.649083,0.48582,0.415323,2.12148,0.881234,0.387852,1.666592,0.560796,-0.354489,1.66917,0.397061
6.14,0.272098,0.804898,0.14968,-0.614551,1.594363,0.093849,-0.332365,2.664574,0.201987,-0.274822,0.232631,1.368827,-0.542706,2.063344,0.413672,0.667649,1.568441,0.844716,-0.2495,0.706792,0.64452,0.459661,2.642824,0.486216,0.407676,2.111065,0.878606,0.386764,1.658782,0.561891,-0.352913,1.65965,0.390958
6.15,0.272221,0.802313,0.1425,-0.612785,1.577745,0.120177,-0.333651,2.659926,0.206409,-0.278492,0.248294,1.355773,-0.538505,2.057669,0.419968,0.665422,1.565015,0.849582,-0.250683,0.692254,0.619755,0.459376,2.640513,0.488166,0.4011,2.106214,0.876649,0.386104,1.653462,0.561923,-0.352058,1.654585,0.383852
6.16,0.271382,0.801151,0.13873,-0.610257,1.566037,0.146262,-0.33793,2.659052,0.215664,-0.283778,0.269822,1.336026,-0.534861,2.058027,0.429472,0.663297,1.565457,0.852492,-0.253701,0.684893,0.582023,0.459745,2.642274,0.489596,0.395513,2.105947,0.875463,0.385432,1.651118,0.561467,-0.35152,1.653677,0.375858
6.17,0.270001,0.800532,0.137535,-0.612003,1.561778,0.173796,-0.338388,2.662696,0.221143,-0.289344,0.294999,1.307111,-0.53265,2.06358,0.442969,0.66406,1.570716,0.851917,-0.257233,0.680711,0.534986,0.460706,2.647265,0.490612,0.392962,2.110972,0.876482,0.384874,1.65171,0.559595,-0.350615,1.655537,0.367528
6.18,0.269073,0.800967,0.137277,-0.616323,1.564717,0.199045,-0.337893,2.670316,0.225573,-0.296712,0.322019,1.267933,-0.53141,2.073144,0.460298,0.664003,1.576216,0.846322,-0.261357,0.681437,0.481639,0.461998,2.655026,0.489214,0.392841,2.119782,0.878222,0.384561,1.655055,0.556303,-0.350874,1.660823,0.360954
6.19,0.265663,0.801955,0.140129,-0.623206,1.573405,0.224652,-0.342159,2.679139,0.236841,-0.30389,0.348724,1.219958,-0.530177,2.085754,0.479766,0.669819,1.588502,0.838325,-0.262509,0.689045,0.423231,0.464198,2.66432,0.486638,0.397906,2.132711,0.881663,0.383264,1.660706,0.55308,-0.351508,1.66946,0.354642
6.2,0.264565,0.805564,0.143587,-0.63318,1.587464,0.248054,-0.341889,2.692036,0.242709,-0.309915,0.373186,1.16696,-0.529356,2.101822,0.501191,0.671413,1.599046,0.824867,-0.261448,0.701449,0.367375,0.466131,2.67481,0.482595,0.406564,2.147634,0.885049,0.381,1.668132,0.550276,-0.354356,1.679744,0.348001
6.21,0.262972,0.810312,0.148606,-0.64572,1.606227,0.270888,-0.34443,2.705739,0.251427,-0.31562,0.395078,1.112687,-0.52914,2.119628,0.523048,0.68217,1.615301,0.807224,-0.260291,0.715187,0.313696,0.468017,2.686634,0.477917,0.418326,2.16466,0.88812,0.377379,1.677023,0.547875,-0.355983,1.692279,0.343893
6.22,0.261742,0.81565,0.154501,-0.661022,1.629285,0.291314,-0.346632,2.722404,0.259927,-0.32285,0.414258,1.055004,-0.529141,2.140881,0.545268,0.689757,1.632347,0.786974,-0.258073,0.736165,0.260576,0.469752,2.700071,0.472858,0.433363,2.183371,0.890157,0.373803,1.688015,0.544262,-0.359934,1.709939,0.337991
6.23,0.261753,0.823656,0.162174,-0.67779,1.654967,0.310925,-0.349346,2.740022,0.267731,-0.327663,0.436746,0.987499,-0.532113,2.163064,0.566104,0.69886,1.651434,0.76536,-0.255763,0.762369,0.207659,0.470857,2.715099,0.467795,0.450301,2.203114,0.890103,0.369478,1.700101,0.541897,-0.364165,1.72771,0.334621
6.24,0.259246,0.83142,0.172063,-0.696534,1.683743,0.327606,-0.351265,2.760475,0.276242,-0.328523,0.452825,0.927291,-0.532978,2.18752,0.584769,0.707315,1.671651,0.74189,-0.251432,0.794286,0.154036,0.47164,2.732243,0.462528,0.467515,2.22299,0.888009,0.364822,1.713396,0.539773,-0.37003,1.747107,0.335519
6.25,0.258687,0.842104,0.182367,-0.718295,1.715428,0.342605,-0.355104,2.780878,0.285237,-0.326892,0.46597,0.863894,-0.534407,2.213008,0.60301,0.716009,1.692841,0.718859,-0.248985,0.831767,0.098579,0.471934,2.750916,0.457141,0.485144,2.243959,0.884057,0.360336,1.728593,0.537105,-0.370774,1.770714,0.328817
6.26,0.255522,0.853012,0.193762,-0.740941,1.749687,0.355187,-0.355762,2.806287,0.292508,-0.32286,0.479784,0.798779,-0.534672,2.240921,0.617643,0.723895,1.714577,0.696551,-0.244752,0.872864,0.044922,0.471941,2.77142,0.451592,0.502171,2.265937,0.878286,0.35513,1.744142,0.535888,-0.376988,1.800876,0.316896
6.27,0.25195,0.864761,0.205508,-0.765912,1.787109,0.364561,-0.358746,2.829517,0.301297,-0.318879,0.492609,0.730959,-0.539509,2.268802,0.628441,0.733855,1.736857,0.67343,-0.243793,0.921902,-0.007335,0.472566,2.793377,0.446107,0.517062,2.28717,0.871089,0.349796,1.761143,0.535107,-0.378643,1.82488,0.317903
6.28,0.248239,0.879108,0.217037,-0.791532,1.825456,0.373176,-0.360606,2.856596,0.309122,-0.314113,0.506914,0.661184,-0.545102,2.297204,0.637038,0.741911,1.760388,0.65207,-0.240644,0.972509,-0.054649,0.471285,2.816119,0.439837,0.529882,2.308819,0.861902,0.344191,1.77918,0.534624,-0.381406,1.853226,0.314397
6.29,0.24285,0.894402,0.228694,-0.817878,1.864423,0.379398,-0.363054,2.882945,0.316567,-0.309292,0.520596,0.588867,-0.552251,2.326522,0.643613,0.751555,1.785194,0.629431,-0.239552,1.025406,-0.099966,0.470489,2.839748,0.43371,0.541241,2.33093,0.851774,0.33789,1.797875,0.535313,-0.384871,1.884556,0.309025
6.3,0.235732,0.911206,0.239359,-0.844555,1.905283,0.383803,-0.364389,2.909824,0.322784,-0.303918,0.53696,0.515115,-0.56017,2.356309,0.649556,0.754791,1.806504,0.615955,-0.23737,1.081756,-0.143802,0.469361,2.864127,0.427794,0.550857,2.353074,0.840814,0.331755,1.81742,0.535792,-0.386983,1.915915,0.306185
6.31,0.228698,0.929017,0.248026,-0.871655,1.948272,0.386107,-0.364645,2.938301,0.328471,-0.299968,0.550359,0.438844,-0.567784,2.38617,0.654192,0.768872,1.835476,0.58496,-0.234902,1.138417,-0.184842,0.468402,2.888739,0.422224,0.559491,2.375305,0.830068,0.326335,1.838284,0.535788,-0.38912,1.947439,0.302692
6.32,0.221772,0.949102,0.255803,-0.899071,1.99157,0.38877,-0.36482,2.965524,0.332548,-0.292196,0.564728,0.363157,-0.577157,2.415236,0.656316,0.775141,1.862704,0.561815,-0.232004,1.196695,-0.22346,0.467138,2.913059,0.416818,0.566248,2.396434,0.818996,0.320858,1.859018,0.536326,-0.390654,1.978996,0.299771
6.33,0.213803,0.969039,0.26234,-0.925899,2.036248,0.387723,-0.366556,2.990134,0.337011,-0.285322,0.58303,0.283064,-0.586146,2.44552,0.657457,0.780817,1.889454,0.537932,-0.229102,1.253493,-0.258086,0.465709,2.936521,0.411602,0.57263,2.417232,0.808458,0.31511,1.879416,0.537897,-0.39199,2.00945,0.297485
6.34,0.206127,0.988968,0.267237,-0.952177,2.081416,0.386923,-0.364847,3.018359,0.337682,-0.278287,0.602624,0.202323,-0.596141,2.474944,0.657359,0.785493,1.915829,0.512975,-0.224058,1.310821,-0.290704,0.464086,2.958801,0.407329,0.57704,2.435843,0.79811,0.309873,1.899925,0.532602,-0.39298,2.038629,0.294557
6.35,0.198067,1.008313,0.270784,-0.978664,2.127277,0.383276,-0.366484,3.042497,0.341079,-0.270016,0.623011,0.120003,-0.607087,2.503371,0.656323,0.789409,1.941344,0.489324,-0.220504,1.367661,-0.320602,0.462109,2.979186,0.403089,0.582636,2.454354,0.789233,0.312337,1.922859,0.536568,-0.39328,2.065801,0.291571
6.36,0.189966,1.026247,0.272088,-1.003231,2.171115,0.376763,-0.365448,3.065085,0.340764,-0.262163,0.645058,0.037675,-0.619608,2.531015,0.653868,0.791309,1.964868,0.466334,-0.21462,1.420935,-0.347036,0.459978,2.997517,0.399551,0.587081,2.4708,0.780663,0.307392,1.940877,0.537329,-0.395511,2.091811,0.292908
6.37,0.182239,1.042587,0.271885,-1.027981,2.216181,0.367742,-0.365997,3.085565,0.341263,-0.252414,0.667698,-0.045493,-0.633298,2.55735,0.651225,0.791895,1.985827,0.444271,-0.211083,1.474169,-0.371691,0.457927,3.01371,0.396432,0.59053,2.485089,0.772397,0.301936,1.956448,0.537431,-0.397098,2.115514,0.29238
6.38,0.175251,1.056934,0.269283,-1.052234,2.259562,0.35621,-0.365346,3.102467,0.340632,-0.244425,0.693892,-0.126445,-0.646359,2.582057,0.64822,0.791942,2.003037,0.422977,-0.205589,1.523427,-0.393094,0.45566,3.027514,0.393455,0.593729,2.497476,0.764825,0.297804,1.970488,0.536463,-0.398336,2.135585,0.29158
6.39,0.168385,1.068301,0.266216,-1.076447,2.302645,0.343468,-0.36492,3.117676,0.339741,-0.226313,0.711934,-0.195141,-0.661747,2.604384,0.643591,0.790202,2.020174,0.404186,-0.202691,1.571192,-0.412159,0.453813,3.038521,0.391184,0.597605,2.50735,0.758078,0.293141,1.979798,0.533999,-0.40045,2.154135,0.290946
