Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2.78,0.322156,0.94039,0.668624,-0.042245,1.629263,0.051783,-0.190682,2.835783,0.233193,-0.307343,0.12335,0.711541,-0.307159,2.174776,0.215889,0.486157,1.674392,1.07566,-0.206668,0.9011,0.433667,0.278306,2.864921,0.936216,0.186817,2.218803,1.076608,0.250233,0.080055,0.752455,-0.208926,1.876961,0.364587
2.79,0.322033,0.940231,0.666881,-0.043444,1.630459,0.050235,-0.1921,2.835722,0.233121,-0.307345,0.123163,0.711733,-0.309353,2.175127,0.217446,0.493082,1.675659,1.068818,-0.207861,0.901557,0.434697,0.28181,2.865689,0.93342,0.193649,2.220349,1.076602,0.250378,0.080453,0.751938,-0.210817,1.877652,0.366046
2.8,0.321448,0.939836,0.665845,-0.044645,1.631794,0.048814,-0.194713,2.836331,0.23473,-0.307374,0.12313,0.71179,-0.310189,2.174645,0.220382,0.499528,1.676431,1.061721,-0.20857,0.901819,0.435361,0.284451,2.866193,0.930526,0.198802,2.22015,1.075128,0.250145,0.080387,0.751694,-0.213984,1.878227,0.365682
2.81,0.321401,0.940007,0.664194,-0.04581,1.632862,0.048052,-0.19752,2.836177,0.236282,-0.307306,0.123134,0.711783,-0.313208,2.174598,0.222188,0.506137,1.677253,1.054253,-0.20965,0.902346,0.436324,0.288164,2.867146,0.927429,0.205441,2.221292,1.074183,0.249943,0.08042,0.750972,-0.217277,1.879382,0.365523
2.82,0.321356,0.939903,0.662503,-0.047448,1.634021,0.047587,-0.200816,2.835714,0.238167,-0.307122,0.123124,0.712064,-0.314218,2.173346,0.225413,0.513133,1.678483,1.04643,-0.210938,0.903145,0.437264,0.292073,2.868125,0.924203,0.212949,2.222782,1.07349,0.249807,0.080335,0.750763,-0.218262,1.878925,0.367568
2.83,0.32129,0.939552,0.660652,-0.049102,1.634917,0.047042,-0.204496,2.83537,0.240333,-0.307144,0.12312,0.712122,-0.317221,2.173558,0.227316,0.52021,1.679454,1.038515,-0.211916,0.903651,0.437664,0.295174,2.868712,0.921096,0.218838,2.223231,1.071737,0.249714,0.080271,0.750612,-0.221591,1.880087,0.37088
2.84,0.321068,0.938671,0.658684,-0.051407,1.63586,0.046881,-0.206867,2.835847,0.241836,-0.307045,0.123039,0.712431,-0.31875,2.173149,0.230762,0.526299,1.680541,1.029831,-0.212797,0.903425,0.438613,0.299206,2.869611,0.917715,0.225842,2.223952,1.070342,0.249518,0.080274,0.75049,-0.221987,1.880296,0.371857
2.85,0.321009,0.938565,0.657315,-0.05397,1.636384,0.046985,-0.210116,2.835553,0.24381,-0.307047,0.123038,0.712453,-0.321828,2.173083,0.233173,0.53311,1.681107,1.020629,-0.213378,0.903295,0.439417,0.302735,2.870365,0.914299,0.233375,2.225141,1.068889,0.249356,0.080451,0.749988,-0.223319,1.880892,0.37363
2.86,0.32109,0.938434,0.655628,-0.056396,1.637313,0.046982,-0.21376,2.835167,0.246443,-0.307048,0.12305,0.712425,-0.323015,2.171889,0.237249,0.539794,1.682152,1.011514,-0.213806,0.903156,0.439641,0.306226,2.870987,0.910972,0.241072,2.226197,1.067381,0.251682,0.092169,0.740931,-0.21989,1.877944,0.38216
2.87,0.321162,0.938637,0.65391,-0.058922,1.638116,0.047272,-0.216484,2.835073,0.248139,-0.307049,0.123028,0.712531,-0.326943,2.172371,0.240386,0.546496,1.683105,1.001966,-0.214592,0.90346,0.440583,0.310181,2.871751,0.907403,0.24785,2.226433,1.064855,0.249251,0.080296,0.749699,-0.221882,1.877796,0.384264
2.88,0.322305,0.939497,0.650399,-0.062541,1.638766,0.048322,-0.219374,2.835429,0.25053,-0.307111,0.123012,0.712498,-0.328272,2.171722,0.244498,0.553698,1.683866,0.992336,-0.215232,0.903641,0.44138,0.314787,2.872721,0.903726,0.255514,2.227329,1.062892,0.251677,0.092096,0.740457,-0.227449,1.880893,0.380122
2.89,0.322089,0.938714,0.64935,-0.065749,1.639153,0.049673,-0.22263,2.835068,0.253042,-0.307166,0.122973,0.71252,-0.330108,2.171205,0.24884,0.560533,1.685033,0.98234,-0.216029,0.903736,0.442122,0.318072,2.873057,0.89987,0.263285,2.22822,1.060875,0.249809,0.081154,0.747731,-0.229816,1.880833,0.38147
2.9,0.32226,0.938606,0.64718,-0.069682,1.639201,0.050524,-0.226268,2.834431,0.255751,-0.307152,0.12292,0.712554,-0.33551,2.173041,0.248788,0.567302,1.685693,0.9723,-0.216932,0.904061,0.443103,0.323066,2.874027,0.896179,0.270315,2.22832,1.057862,0.382285,1.868379,0.801113,-0.231509,1.880744,0.383369
2.91,0.322537,0.938487,0.644441,-0.073912,1.639747,0.051875,-0.228895,2.834857,0.257908,-0.307254,0.122944,0.712646,-0.336189,2.170679,0.256695,0.573441,1.686678,0.96097,-0.217437,0.904473,0.443195,0.327334,2.874771,0.892415,0.277707,2.229334,1.055071,0.253587,0.09145,0.739039,-0.233392,1.880475,0.384932
2.92,0.322674,0.938694,0.64186,-0.077729,1.640036,0.053587,-0.231701,2.835371,0.260593,-0.307303,0.122937,0.712653,-0.33917,2.171041,0.26096,0.579429,1.687558,0.951873,-0.217671,0.904244,0.443435,0.331408,2.875312,0.888576,0.285431,2.230097,1.052217,0.253346,0.091311,0.739086,-0.230284,1.877431,0.395188
2.93,0.323911,0.93919,0.638341,-0.082539,1.64043,0.055239,-0.234995,2.834867,0.263213,-0.307381,0.122907,0.712649,-0.341952,2.171047,0.265932,0.585635,1.688489,0.941891,-0.217746,0.904203,0.443576,0.335703,2.875888,0.884651,0.292191,2.230528,1.048647,0.253532,0.09169,0.738769,-0.236817,1.881356,0.389281
2.94,0.324879,0.939406,0.63452,-0.088216,1.640425,0.057079,-0.238808,2.834618,0.266605,-0.307398,0.122889,0.7126,-0.344545,2.171083,0.270785,0.592427,1.689237,0.931693,-0.218058,0.904173,0.443461,0.338177,2.875781,0.880774,0.299504,2.230742,1.045261,0.253361,0.091468,0.73898,-0.238322,1.881911,0.391615
2.95,0.324759,0.939833,0.630838,-0.093253,1.640677,0.059128,-0.241149,2.835325,0.269042,-0.307737,0.122686,0.712326,-0.348464,2.171432,0.27576,0.598135,1.690079,0.92148,-0.218077,0.90413,0.443264,0.342842,2.876418,0.876648,0.306025,2.230877,1.041398,0.253274,0.091084,0.739244,-0.239961,1.882328,0.393778
2.96,0.325375,0.939653,0.626697,-0.099456,1.640669,0.061407,-0.243878,2.83596,0.271977,-0.307531,0.122859,0.712225,-0.351417,2.171128,0.280752,0.604112,1.691103,0.911281,-0.217961,0.903909,0.443122,0.346936,2.876708,0.872625,0.313164,2.231533,1.037648,0.253488,0.091664,0.738706,-0.241274,1.882077,0.396253
2.97,0.3267,0.939749,0.621349,-0.10577,1.641169,0.063762,-0.246965,2.836107,0.274988,-0.307436,0.122936,0.712225,-0.354402,2.171805,0.286033,0.609355,1.69165,0.901548,-0.218049,0.904158,0.442543,0.351138,2.876985,0.868456,0.319373,2.231521,1.033453,0.253334,0.09145,0.738951,-0.242539,1.882048,0.399417
2.98,0.32747,0.93976,0.616175,-0.112067,1.641346,0.066545,-0.250217,2.835918,0.278123,-0.307342,0.122883,0.712126,-0.357367,2.171979,0.291396,0.614722,1.692537,0.891402,-0.217653,0.904409,0.441318,0.356067,2.877464,0.863814,0.326055,2.231622,1.029202,0.253749,0.091904,0.738398,-0.244235,1.882252,0.40185
2.99,0.328372,0.940172,0.61027,-0.119839,1.641487,0.069448,-0.253133,2.836525,0.281458,-0.30697,0.122956,0.712315,-0.364687,2.173993,0.297389,0.62046,1.693595,0.880443,-0.216777,0.903471,0.440228,0.360514,2.877726,0.858339,0.332525,2.231885,1.024965,0.253754,0.092091,0.738192,-0.245191,1.882028,0.404523
3,0.329298,0.939752,0.604505,-0.127278,1.641258,0.072246,-0.255299,2.837164,0.2841,-0.306754,0.123463,0.711861,-0.367768,2.17404,0.302663,0.625594,1.694597,0.870241,-0.216676,0.903023,0.438947,0.364958,2.877728,0.853927,0.338901,2.231338,1.020401,0.254612,0.093363,0.736486,-0.246579,1.881832,0.407004
3.01,0.329587,0.93952,0.599104,-0.135017,1.641861,0.075578,-0.257917,2.837864,0.287157,-0.306324,0.123853,0.711859,-0.369958,2.177341,0.29891,0.630585,1.694927,0.860042,-0.216223,0.903333,0.437986,0.369617,2.877603,0.849351,0.345477,2.231416,1.015823,0.254178,0.092769,0.736635,-0.24817,1.882398,0.409744
3.02,0.329989,0.938668,0.594422,-0.143749,1.641812,0.078967,-0.261494,2.838274,0.291252,-0.303967,0.122901,0.712972,-0.373973,2.17563,0.316561,0.636321,1.695513,0.84924,-0.215572,0.903245,0.435101,0.373632,2.877004,0.845963,0.351761,2.230836,1.010784,0.254371,0.092962,0.735789,-0.250003,1.882515,0.412837
3.03,0.330558,0.93804,0.589804,-0.152019,1.642126,0.082682,-0.265051,2.837947,0.295268,-0.303658,0.127267,0.714872,-0.377277,2.175383,0.322687,0.640902,1.695567,0.839173,-0.215942,0.904626,0.430626,0.378323,2.876677,0.840965,0.35834,2.230437,1.006031,0.254783,0.093081,0.73467,-0.251429,1.882422,0.41551
3.04,0.330541,0.937278,0.586251,-0.16132,1.641982,0.086729,-0.269188,2.838608,0.297926,-0.302827,0.12625,0.713265,-0.381757,2.175516,0.329335,0.64581,1.695938,0.828653,-0.214014,0.902598,0.426848,0.383116,2.876245,0.835726,0.364855,2.229736,1.001029,0.25506,0.092967,0.734263,-0.253143,1.882478,0.418951
3.05,0.33091,0.936985,0.583986,-0.170633,1.641695,0.090967,-0.270289,2.839988,0.301861,-0.301742,0.127965,0.712302,-0.386253,2.177114,0.336583,0.650718,1.696329,0.817338,-0.213091,0.902323,0.420967,0.387965,2.875829,0.830164,0.371972,2.22932,0.99627,0.25501,0.092882,0.734001,-0.254331,1.882566,0.423146
3.06,0.330832,0.936284,0.582331,-0.180113,1.642029,0.095753,-0.27381,2.84066,0.305856,-0.299765,0.129265,0.712429,-0.390204,2.178091,0.344058,0.653824,1.695946,0.806534,-0.21275,0.901984,0.41393,0.39362,2.875417,0.822829,0.378923,2.229282,0.991529,0.255196,0.092781,0.733847,-0.257327,1.881538,0.426716
3.07,0.331753,0.93594,0.580721,-0.189991,1.642004,0.100891,-0.278719,2.840061,0.311388,-0.293895,0.128195,0.715971,-0.394587,2.177735,0.350919,0.657807,1.69599,0.795503,-0.212584,0.900982,0.406762,0.398408,2.87475,0.817737,0.385426,2.228306,0.985601,0.255863,0.093031,0.7331,-0.259836,1.881578,0.430568
3.08,0.331904,0.93573,0.580356,-0.200673,1.641811,0.106199,-0.280542,2.841507,0.31491,-0.292999,0.130565,0.713932,-0.399637,2.178686,0.358635,0.662116,1.696215,0.784551,-0.212767,0.901201,0.398264,0.403095,2.873808,0.810848,0.392362,2.228138,0.980465,0.255923,0.092601,0.733364,-0.262208,1.881117,0.435805
3.09,0.332106,0.9356,0.580266,-0.211199,1.641941,0.112142,-0.284512,2.842713,0.318519,-0.288312,0.137902,0.712463,-0.404825,2.180656,0.367301,0.665111,1.695448,0.77355,-0.211971,0.900733,0.38942,0.408749,2.873432,0.803351,0.399521,2.228163,0.97431,0.25636,0.09257,0.733042,-0.265974,1.880536,0.439132
3.1,0.331757,0.935712,0.580288,-0.221707,1.642604,0.118356,-0.289821,2.842948,0.324573,-0.28158,0.139172,0.713299,-0.409616,2.181955,0.375956,0.669507,1.695776,0.762518,-0.212664,0.900844,0.380596,0.414166,2.872939,0.795157,0.405262,2.227273,0.967774,0.255933,0.090639,0.734447,-0.270005,1.880284,0.442872
3.11,0.330969,0.935806,0.580473,-0.232991,1.642934,0.124932,-0.292953,2.842923,0.327596,-0.274904,0.143207,0.712372,-0.415733,2.183333,0.384733,0.672063,1.695557,0.751548,-0.213166,0.901744,0.371424,0.419123,2.872461,0.786094,0.412523,2.227716,0.961559,0.25613,0.090737,0.734117,-0.273615,1.880054,0.447926
3.12,0.329903,0.936033,0.5809,-0.245116,1.643432,0.132724,-0.299003,2.844071,0.336001,-0.267995,0.147808,0.714163,-0.420196,2.184472,0.394499,0.67382,1.695027,0.741097,-0.213621,0.903493,0.362594,0.424076,2.872216,0.776374,0.420133,2.228396,0.95531,0.255912,0.090239,0.734232,-0.276221,1.880754,0.4517
3.13,0.328503,0.936068,0.581148,-0.257674,1.644655,0.140503,-0.304166,2.846062,0.341466,-0.259146,0.152498,0.714634,-0.425311,2.187253,0.404536,0.676889,1.694994,0.73054,-0.213599,0.906077,0.353601,0.429446,2.872063,0.766094,0.426659,2.228981,0.947961,0.255944,0.090252,0.733828,-0.27971,1.881076,0.454935
3.14,0.327024,0.935853,0.581408,-0.270824,1.645849,0.148896,-0.310047,2.847588,0.340187,-0.250193,0.155965,0.714666,-0.430424,2.188976,0.415015,0.675269,1.692566,0.725235,-0.213901,0.907222,0.345602,0.434286,2.872033,0.754882,0.433733,2.229798,0.940883,0.255643,0.089746,0.733973,-0.283587,1.881385,0.457329
3.15,0.325038,0.935471,0.581355,-0.284497,1.647433,0.157865,-0.315244,2.848953,0.35275,-0.241333,0.160503,0.713861,-0.436258,2.190712,0.426112,0.680285,1.69451,0.709553,-0.213962,0.909333,0.338069,0.438586,2.872158,0.743302,0.441428,2.231529,0.933547,0.255339,0.089544,0.733811,-0.287527,1.881609,0.462149
3.16,0.323135,0.935368,0.581058,-0.299534,1.648054,0.167875,-0.319678,2.850999,0.348499,-0.232005,0.163797,0.713024,-0.440395,2.194544,0.438583,0.67711,1.691236,0.706486,-0.214912,0.912178,0.33112,0.442629,2.872473,0.731504,0.44801,2.233003,0.925227,0.254764,0.089107,0.734034,-0.289916,1.882798,0.461819
3.17,0.321537,0.935276,0.580442,-0.315203,1.649024,0.179458,-0.323733,2.853852,0.357715,-0.222836,0.168222,0.709875,-0.444504,2.197182,0.450731,0.686056,1.695835,0.689488,-0.215221,0.91476,0.324285,0.446226,2.872925,0.719107,0.455006,2.234467,0.917138,0.254585,0.089196,0.733821,-0.294256,1.88294,0.465912
3.18,0.319635,0.934898,0.579017,-0.3332,1.650402,0.190548,-0.330219,2.855808,0.36457,-0.213859,0.1704,0.708957,-0.4482,2.200093,0.463522,0.684165,1.69373,0.678326,-0.214142,0.916562,0.317297,0.44929,2.873605,0.706775,0.462606,2.236974,0.908771,0.254371,0.089314,0.733729,-0.295053,1.884596,0.463985
3.19,0.318326,0.934385,0.577087,-0.352085,1.651777,0.203197,-0.334176,2.857568,0.36786,-0.205189,0.173446,0.707713,-0.452668,2.203116,0.47495,0.686592,1.694934,0.668744,-0.2134,0.918668,0.311488,0.451375,2.874471,0.694826,0.468863,2.238838,0.899212,0.254114,0.089645,0.733674,-0.298589,1.885923,0.465446
3.2,0.317089,0.93446,0.573946,-0.372313,1.65241,0.21601,-0.338402,2.8587,0.372019,-0.197028,0.175737,0.705111,-0.455623,2.205757,0.487693,0.688773,1.69601,0.658595,-0.210975,0.920321,0.305123,0.452879,2.875399,0.683167,0.475263,2.240728,0.889623,0.254141,0.090085,0.733503,-0.298589,1.885923,0.465446
3.21,0.31599,0.93434,0.569789,-0.393454,1.65336,0.227312,-0.343362,2.859297,0.376219,-0.189145,0.17883,0.702902,-0.459241,2.208707,0.498977,0.684353,1.691531,0.652886,-0.208586,0.921772,0.299203,0.453904,2.876312,0.67196,0.481308,2.242526,0.879613,0.256017,0.093191,0.730723,-0.298589,1.885923,0.465446
3.22,0.31517,0.933764,0.563887,-0.414579,1.653534,0.239026,-0.347584,2.859531,0.379097,-0.182255,0.180727,0.702694,-0.463144,2.210065,0.51162,0.683918,1.689013,0.644939,-0.206366,0.922646,0.29397,0.454428,2.877088,0.66178,0.487413,2.24399,0.86972,0.255338,0.092897,0.731346,-0.298589,1.885923,0.465446
3.23,0.314778,0.933536,0.556345,-0.436324,1.653242,0.250132,-0.351361,2.859073,0.381736,-0.177103,0.183617,0.699759,-0.468488,2.210383,0.520118,0.685723,1.68755,0.635026,-0.205426,0.923991,0.289929,0.454425,2.877458,0.652,0.492491,2.244436,0.859585,0.255577,0.095053,0.729999,-0.310641,1.885396,0.467059
3.24,0.313847,0.932592,0.546882,-0.459956,1.65248,0.260687,-0.356186,2.857574,0.385172,-0.171947,0.185439,0.700688,-0.471846,2.209988,0.527471,0.687841,1.685623,0.624493,-0.200972,0.921877,0.286219,0.453978,2.877464,0.643139,0.497219,2.244872,0.849633,0.255059,0.09623,0.728807,-0.316033,1.880793,0.470243
3.25,0.312995,0.931288,0.53493,-0.483216,1.650683,0.270878,-0.359634,2.855697,0.387056,-0.167123,0.186497,0.702125,-0.477409,2.210432,0.532669,0.690775,1.683649,0.613938,-0.196902,0.919293,0.283015,0.452868,2.876749,0.63515,0.501575,2.244734,0.839585,0.254605,0.096426,0.728763,-0.314979,1.880729,0.464615
3.26,0.312419,0.928924,0.520319,-0.507116,1.649843,0.278903,-0.365583,2.852483,0.390116,-0.16163,0.186724,0.705595,-0.484151,2.209843,0.537427,0.694265,1.681549,0.603369,-0.194211,0.917086,0.28149,0.45149,2.875475,0.627576,0.504422,2.243266,0.829327,0.254428,0.097063,0.72826,-0.311326,1.882159,0.453662
3.27,0.312669,0.926986,0.502474,-0.532166,1.64832,0.28672,-0.36876,2.849507,0.390368,-0.158472,0.185226,0.706802,-0.491094,2.206811,0.539935,0.6973,1.679159,0.594071,-0.193169,0.915224,0.281167,0.449663,2.873535,0.620853,0.507298,2.241158,0.819901,0.254195,0.097675,0.727809,-0.313631,1.877653,0.453635
3.28,0.313504,0.92405,0.48214,-0.55714,1.648415,0.292204,-0.371759,2.846397,0.390317,-0.157383,0.182011,0.706105,-0.498874,2.206055,0.543151,0.702021,1.677724,0.583467,-0.190593,0.910311,0.281783,0.44717,2.870925,0.614645,0.508984,2.238058,0.810349,0.254098,0.098651,0.727002,-0.312282,1.875551,0.447451
3.29,0.315664,0.920586,0.45874,-0.583346,1.649491,0.295484,-0.377307,2.84239,0.391937,-0.155184,0.177457,0.707292,-0.507226,2.202968,0.543891,0.707514,1.677223,0.572502,-0.189927,0.906889,0.281831,0.444228,2.867782,0.609783,0.51129,2.235065,0.801815,0.254133,0.100224,0.725553,-0.313216,1.872452,0.444069
3.3,0.31779,0.917511,0.433846,-0.609171,1.651047,0.297259,-0.382141,2.838284,0.392988,-0.153602,0.173828,0.708473,-0.517242,2.201663,0.546165,0.713581,1.677179,0.560632,-0.189949,0.901254,0.282071,0.440896,2.863788,0.605662,0.511905,2.230273,0.793947,0.25449,0.102134,0.723639,-0.3142,1.86711,0.441582
3.31,0.320185,0.913911,0.407676,-0.635965,1.654165,0.295512,-0.385406,2.833832,0.391811,-0.153307,0.169482,0.709575,-0.529737,2.197523,0.547588,0.720357,1.678261,0.548205,-0.189092,0.895929,0.280788,0.437497,2.858888,0.602531,0.511953,2.224992,0.78694,0.421665,1.85252,0.646158,-0.314468,1.86278,0.438712
3.32,0.322022,0.910323,0.381324,-0.661811,1.656827,0.293391,-0.387547,2.82885,0.3907,-0.154334,0.164915,0.71112,-0.540826,2.194845,0.548434,0.73599,1.684918,0.531195,-0.188067,0.890344,0.277915,0.434781,2.853543,0.600254,0.511733,2.219134,0.781775,0.418768,1.841698,0.637547,-0.315921,1.856642,0.437676
3.33,0.324568,0.907298,0.353886,-0.686464,1.661444,0.286751,-0.391404,2.822637,0.390596,-0.152666,0.157574,0.715005,-0.552621,2.190474,0.548249,0.741572,1.686483,0.518147,-0.187408,0.883742,0.273376,0.431854,2.847113,0.598719,0.511867,2.212931,0.77862,0.416755,1.83016,0.629969,-0.316416,1.850323,0.436663
3.34,0.327309,0.905754,0.325689,-0.71159,1.666807,0.278031,-0.393986,2.816146,0.389423,-0.154533,0.15864,0.711933,-0.564571,2.185684,0.547588,0.744135,1.687379,0.504858,-0.186289,0.876884,0.268715,0.429542,2.840276,0.597648,0.511045,2.205229,0.776227,0.415259,1.818182,0.623331,-0.318397,1.842883,0.436844
3.35,0.330309,0.905377,0.295269,-0.734253,1.671951,0.268437,-0.396177,2.809507,0.387336,-0.155264,0.154368,0.711509,-0.577349,2.180699,0.545967,0.755158,1.693263,0.493817,-0.184589,0.870788,0.263401,0.427208,2.832982,0.597035,0.510598,2.197299,0.775356,0.413459,1.806708,0.620897,-0.319468,1.835999,0.438127
3.36,0.334503,0.908067,0.264826,-0.757066,1.678423,0.256472,-0.399402,2.802368,0.387202,-0.153708,0.150624,0.71257,-0.59031,2.175724,0.543278,0.76017,1.697522,0.481715,-0.18534,0.864634,0.25854,0.424929,2.825702,0.596691,0.51013,2.190246,0.7752,0.417874,1.799796,0.616574,-0.321326,1.828521,0.439682
3.37,0.337082,0.912991,0.233479,-0.7778,1.68533,0.243537,-0.401281,2.795836,0.386571,-0.155056,0.149507,0.710973,-0.602517,2.172168,0.540647,0.765553,1.70299,0.470904,-0.185979,0.859806,0.254841,0.422919,2.819105,0.5967,0.508781,2.183369,0.77558,0.417973,1.791796,0.612622,-0.324096,1.821741,0.442466
3.38,0.341687,0.922633,0.201038,-0.798176,1.695154,0.228383,-0.401574,2.790445,0.384507,-0.153033,0.146381,0.712425,-0.615472,2.170051,0.538983,0.769382,1.708638,0.461585,-0.18902,0.857427,0.252161,0.420669,2.813286,0.59712,0.507308,2.177525,0.777414,0.417699,1.786329,0.609639,-0.326786,1.816261,0.44539
3.39,0.346476,0.935333,0.169608,-0.817006,1.706593,0.212498,-0.403617,2.785886,0.384725,-0.151255,0.139635,0.716448,-0.62581,2.167533,0.535535,0.774139,1.716094,0.45294,-0.188087,0.851826,0.253104,0.418583,2.808347,0.598189,0.504557,2.17241,0.779231,0.417002,1.781699,0.606746,-0.328619,1.812124,0.448022
3.4,0.35204,0.950491,0.139889,-0.834917,1.720746,0.195251,-0.405663,2.781932,0.385718,-0.151514,0.139014,0.715028,-0.638232,2.167425,0.533555,0.778313,1.724934,0.444788,-0.18938,0.849544,0.253827,0.417325,2.804689,0.599297,0.50207,2.169341,0.782328,0.416367,1.778643,0.603852,-0.32995,1.809314,0.450161
3.41,0.357041,0.966149,0.110855,-0.851872,1.737898,0.178193,-0.407037,2.780292,0.386734,-0.150762,0.134446,0.718833,-0.647864,2.167588,0.532125,0.782047,1.735071,0.437118,-0.190734,0.847001,0.255437,0.415042,2.801569,0.599755,0.498487,2.166668,0.785886,0.416137,1.777098,0.601826,-0.330597,1.807326,0.451328
3.42,0.361529,0.983298,0.083943,-0.865489,1.755869,0.161906,-0.408035,2.778808,0.386587,-0.149018,0.131696,0.72024,-0.656654,2.169287,0.53093,0.784446,1.746008,0.430143,-0.194072,0.845261,0.257638,0.414321,2.799755,0.601018,0.494737,2.165214,0.789609,0.416072,1.776495,0.599966,-0.331334,1.805463,0.45186
3.43,0.365601,1.003099,0.058084,-0.879372,1.776171,0.146775,-0.408462,2.779001,0.386423,-0.148218,0.129369,0.720612,-0.662941,2.171564,0.529644,0.786394,1.758153,0.423555,-0.194138,0.843332,0.262178,0.412537,2.798846,0.601583,0.491657,2.165293,0.793685,0.416396,1.776996,0.597994,-0.331286,1.805169,0.451811
3.44,0.370812,1.025095,0.03234,-0.890274,1.798959,0.131897,-0.409874,2.780555,0.387351,-0.146224,0.126884,0.721834,-0.667813,2.175115,0.529083,0.787694,1.77192,0.417665,-0.19443,0.842203,0.267395,0.412738,2.7995,0.602742,0.488777,2.166131,0.798303,0.417123,1.779475,0.59603,-0.330925,1.805739,0.4516
3.45,0.374932,1.049092,0.008603,-0.900245,1.822782,0.118901,-0.410401,2.783774,0.38773,-0.145639,0.126271,0.722589,-0.67243,2.180101,0.528443,0.787712,1.786057,0.412584,-0.193924,0.842954,0.274099,0.411127,2.801486,0.603378,0.486603,2.169142,0.802864,0.418676,1.784038,0.594715,-0.330242,1.808275,0.451525
3.46,0.378439,1.075215,-0.013667,-0.908206,1.847277,0.106723,-0.41058,2.790164,0.387678,-0.145312,0.126279,0.723285,-0.675901,2.187318,0.528559,0.787154,1.800663,0.40807,-0.194653,0.846581,0.280644,0.410633,2.805775,0.604534,0.484562,2.174368,0.80733,0.419059,1.790346,0.592268,-0.330247,1.812131,0.452159
3.47,0.383143,1.103795,-0.034944,-0.914283,1.873294,0.095947,-0.411695,2.797685,0.388683,-0.144815,0.127806,0.723546,-0.678359,2.195395,0.527803,0.785876,1.815961,0.404934,-0.194472,0.851488,0.287829,0.410059,2.811955,0.605892,0.482364,2.180949,0.81167,0.41917,1.7989,0.589622,-0.330088,1.818024,0.453004
3.48,0.385177,1.133623,-0.054186,-0.918702,1.89925,0.08678,-0.410887,2.807161,0.388487,-0.14496,0.129413,0.723625,-0.678295,2.20561,0.527303,0.784405,1.831719,0.402897,-0.194241,0.856547,0.295211,0.410112,2.82015,0.607066,0.480251,2.190025,0.815368,0.42012,1.810812,0.587709,-0.329407,1.825173,0.453656
3.49,0.386527,1.163916,-0.072246,-0.921321,1.925253,0.078337,-0.410203,2.818614,0.388271,-0.145702,0.132707,0.723198,-0.679537,2.217815,0.526795,0.782123,1.846936,0.401623,-0.194038,0.86411,0.302037,0.409942,2.82977,0.607967,0.478545,2.200583,0.819582,0.419505,1.82311,0.583673,-0.32954,1.833604,0.454712
3.5,0.388267,1.195732,-0.089598,-0.922335,1.950951,0.07202,-0.412204,2.831297,0.390887,-0.145808,0.137197,0.723581,-0.680959,2.230732,0.525558,0.779194,1.861798,0.40108,-0.19456,0.872786,0.311395,0.410193,2.840599,0.608144,0.476857,2.212841,0.823531,0.417611,1.837085,0.583247,-0.329495,1.842675,0.455507
3.51,0.38887,1.227578,-0.106238,-0.921829,1.975507,0.066208,-0.410938,2.845065,0.390084,-0.146668,0.142335,0.722065,-0.681054,2.245363,0.52528,0.775652,1.875992,0.401321,-0.192843,0.880941,0.319284,0.410756,2.852268,0.608035,0.475036,2.226027,0.827032,0.423058,1.856832,0.58084,-0.328703,1.852469,0.456688
3.52,0.390096,1.259688,-0.122403,-0.920564,1.999356,0.062085,-0.409338,2.859635,0.388908,-0.146864,0.148702,0.719688,-0.681128,2.261291,0.525166,0.772272,1.889264,0.402289,-0.192407,0.89123,0.326277,0.411694,2.864678,0.607417,0.47387,2.23972,0.830513,0.42397,1.874707,0.578166,-0.328809,1.863076,0.458534
3.53,0.390046,1.291921,-0.136957,-0.91766,2.02155,0.058493,-0.407673,2.874334,0.38779,-0.146498,0.157294,0.720065,-0.680884,2.277336,0.525622,0.768307,1.901616,0.404149,-0.191493,0.902277,0.33216,0.412574,2.877336,0.606244,0.472743,2.253874,0.833675,0.424588,1.892696,0.575632,-0.328784,1.874074,0.459704
3.54,0.38921,1.323478,-0.150904,-0.913839,2.042471,0.055831,-0.40267,2.890329,0.382838,-0.144782,0.162928,0.717858,-0.679477,2.293329,0.526451,0.765218,1.913373,0.406759,-0.192817,0.913698,0.336939,0.413697,2.890105,0.604778,0.473062,2.268661,0.837034,0.421103,1.908143,0.573399,-0.328338,1.884673,0.4622
3.55,0.388746,1.354855,-0.163796,-0.908705,2.061677,0.053895,-0.402969,2.905252,0.384208,-0.14495,0.17411,0.714789,-0.6762,2.310493,0.529029,0.760589,1.922561,0.409306,-0.19276,0.925582,0.339791,0.415051,2.902665,0.602948,0.472535,2.282861,0.839741,0.427963,1.930937,0.573161,-0.327461,1.894859,0.464935
3.56,0.387863,1.384757,-0.175429,-0.903845,2.07917,0.052638,-0.399859,2.920199,0.382344,-0.145093,0.183524,0.711279,-0.675975,2.325432,0.528876,0.756862,1.931064,0.412919,-0.190248,0.935539,0.34141,0.416541,2.914593,0.600484,0.472558,2.29668,0.842163,0.432611,1.951479,0.577433,-0.327108,1.905369,0.468282
