Format Version,1.0,
Take Name,Group1_BME384_partD4,
Capture Frame Rate,1000.00,
Export Frame Rate,100.00,
Capture Start Time,27 Feb 2024 11:02:12 -0500,
Total Frames In Take,849,
Total Exported Frames,8490,
Coordinate Space,World,
Device Name,NIDAQ PCI-6221 22859738,
Device Type,1,
Device Channel Count,15,
Mocap Rate,100.00,
Mocap Rate Multiple,10.00

MocapFrame, MocapTime, DeviceFrame,Dev1/ai0,Dev1/ai1,Dev1/ai2,Dev1/ai3,Dev1/ai4,Dev1/ai5,Dev1/ai6,Dev1/ai7,Dev1/ai8,Dev1/ai9,Dev1/ai10,Dev1/ai11,Dev1/ai12,Dev1/ai13,Dev1/ai14
0,0.000000,0,-0.104452,-0.037938,0.033768,2.585011,1.045440,-1.058371,-0.080118,-0.018794,-0.068113,-0.022039,-0.058703,0.066539,-0.032746,-0.054485,-0.028528
0,0.000000,1,-0.105101,-0.040533,0.031497,2.585336,1.046089,-1.060643,-0.079469,-0.019119,-0.068113,-0.022688,-0.058703,0.066863,-0.032422,-0.054161,-0.028853
0,0.000000,2,-0.104777,-0.039885,0.035391,2.582416,1.045116,-1.059020,-0.076873,-0.018794,-0.068437,-0.022688,-0.058703,0.067188,-0.032422,-0.053836,-0.028204
0,0.000000,3,-0.104777,-0.039885,0.034417,2.584687,1.043818,-1.057398,-0.081740,-0.019443,-0.067788,-0.022364,-0.058703,0.067188,-0.032422,-0.053836,-0.028528
0,0.000000,4,-0.105426,-0.039885,0.035715,2.585660,1.045116,-1.060967,-0.080118,-0.018794,-0.067788,-0.022039,-0.058703,0.067188,-0.033071,-0.054161,-0.028204
0,0.000000,5,-0.105426,-0.037613,0.032470,2.584363,1.048685,-1.059669,-0.080442,-0.019119,-0.067788,-0.023337,-0.059028,0.066863,-0.033071,-0.053836,-0.028204
0,0.000000,6,-0.105426,-0.037613,0.032470,2.585011,1.046414,-1.060318,-0.079793,-0.019768,-0.067464,-0.022688,-0.058703,0.066863,-0.033071,-0.054161,-0.028204
0,0.000000,7,-0.105101,-0.040209,0.033768,2.583389,1.046089,-1.060643,-0.079469,-0.019768,-0.067788,-0.023013,-0.058703,0.066863,-0.033071,-0.054161,-0.028528
0,0.000000,8,-0.105101,-0.037938,0.037013,2.586958,1.047711,-1.061940,-0.081416,-0.019443,-0.068113,-0.022364,-0.058379,0.067188,-0.032746,-0.053836,-0.028204
0,0.000000,9,-0.105101,-0.037938,0.034742,2.585336,1.045116,-1.060318,-0.079469,-0.019768,-0.067788,-0.022364,-0.059028,0.067512,-0.033071,-0.053836,-0.028204
1,0.010000,10,-0.105426,-0.036640,0.034417,2.584363,1.043818,-1.065185,-0.080118,-0.019768,-0.068113,-0.023013,-0.058703,0.067512,-0.032422,-0.053836,-0.028528
1,0.010000,11,-0.105101,-0.039236,0.036040,2.585336,1.047063,-1.065510,-0.079469,-0.019768,-0.067464,-0.022364,-0.058379,0.067512,-0.032746,-0.054161,-0.028528
1,0.010000,12,-0.106075,-0.035667,0.036688,2.584038,1.046089,-1.063563,-0.080118,-0.019768,-0.067139,-0.022688,-0.058379,0.066539,-0.032422,-0.054485,-0.028528
1,0.010000,13,-0.105750,-0.038587,0.035066,2.584687,1.045765,-1.065185,-0.078171,-0.019768,-0.067464,-0.022688,-0.058703,0.067188,-0.033071,-0.054161,-0.028528
1,0.010000,14,-0.105426,-0.037613,0.036364,2.585985,1.045116,-1.063887,-0.080767,-0.020417,-0.067139,-0.023013,-0.058703,0.066539,-0.032422,-0.054485,-0.028204
1,0.010000,15,-0.105426,-0.039885,0.038960,2.587283,1.045440,-1.066159,-0.080767,-0.020092,-0.067464,-0.022364,-0.058703,0.067837,-0.032422,-0.054485,-0.028204
1,0.010000,16,-0.105426,-0.036640,0.036040,2.588256,1.045765,-1.064212,-0.078820,-0.020092,-0.068113,-0.022688,-0.058703,0.067512,-0.032746,-0.053836,-0.028853
1,0.010000,17,-0.105426,-0.038911,0.036040,2.588580,1.046089,-1.066807,-0.078820,-0.020092,-0.067788,-0.022364,-0.058703,0.067512,-0.032746,-0.054485,-0.028528
1,0.010000,18,-0.105426,-0.038911,0.037013,2.586309,1.045765,-1.067456,-0.077198,-0.019768,-0.067788,-0.022688,-0.058379,0.067188,-0.032746,-0.054161,-0.028528
1,0.010000,19,-0.105101,-0.036640,0.035066,2.589229,1.048360,-1.067132,-0.081091,-0.020092,-0.067788,-0.022688,-0.058379,0.066863,-0.032746,-0.053836,-0.027879
2,0.020000,20,-0.105101,-0.040209,0.037662,2.586634,1.045116,-1.066483,-0.080767,-0.020092,-0.067788,-0.023013,-0.058379,0.066863,-0.032746,-0.054161,-0.028204
2,0.020000,21,-0.105426,-0.035991,0.035391,2.586958,1.045440,-1.065834,-0.080118,-0.019443,-0.067788,-0.022688,-0.058379,0.067188,-0.032097,-0.054485,-0.028204
2,0.020000,22,-0.105750,-0.040209,0.036364,2.588256,1.044142,-1.068105,-0.080767,-0.019768,-0.067139,-0.022364,-0.058379,0.067512,-0.032746,-0.054161,-0.029177
2,0.020000,23,-0.106075,-0.038911,0.033444,2.586309,1.045440,-1.068430,-0.080442,-0.020092,-0.067464,-0.022688,-0.058379,0.067512,-0.032422,-0.054161,-0.027879
2,0.020000,24,-0.106399,-0.035991,0.038960,2.589229,1.046738,-1.069403,-0.079469,-0.020092,-0.067139,-0.022688,-0.058703,0.067188,-0.032422,-0.053836,-0.028528
2,0.020000,25,-0.105750,-0.034369,0.035066,2.587283,1.045765,-1.069403,-0.079793,-0.020092,-0.067464,-0.022364,-0.058703,0.067188,-0.032422,-0.053836,-0.028528
2,0.020000,26,-0.105426,-0.039560,0.039284,2.588905,1.046414,-1.070701,-0.080118,-0.020092,-0.067788,-0.022364,-0.059028,0.067188,-0.032746,-0.054161,-0.028528
2,0.020000,27,-0.106075,-0.036640,0.035715,2.588580,1.043818,-1.070052,-0.079793,-0.020092,-0.067464,-0.022688,-0.058703,0.067188,-0.032422,-0.054161,-0.028528
2,0.020000,28,-0.105750,-0.035667,0.036688,2.589229,1.044142,-1.072323,-0.079793,-0.020092,-0.067788,-0.022688,-0.058703,0.067188,-0.032746,-0.054161,-0.027879
2,0.020000,29,-0.105750,-0.035991,0.036688,2.587283,1.044791,-1.069079,-0.078496,-0.019768,-0.067464,-0.022688,-0.058379,0.067188,-0.032422,-0.053836,-0.028528
3,0.030000,30,-0.105750,-0.037938,0.037337,2.587607,1.043494,-1.071350,-0.081091,-0.020417,-0.068113,-0.022364,-0.058703,0.067837,-0.032746,-0.054161,-0.028204
3,0.030000,31,-0.106075,-0.035018,0.037013,2.587607,1.044467,-1.071674,-0.080442,-0.020417,-0.067788,-0.022364,-0.058054,0.067512,-0.032422,-0.053836,-0.028204
3,0.030000,32,-0.105750,-0.036640,0.035066,2.589554,1.043494,-1.071999,-0.082065,-0.020417,-0.067788,-0.022364,-0.058379,0.067512,-0.032422,-0.054161,-0.028528
3,0.030000,33,-0.105750,-0.036315,0.037337,2.589554,1.045116,-1.071999,-0.083038,-0.021066,-0.067788,-0.022688,-0.058379,0.067837,-0.031773,-0.054161,-0.028528
3,0.030000,34,-0.105426,-0.035342,0.034417,2.589229,1.045765,-1.071350,-0.082065,-0.020741,-0.068437,-0.022364,-0.057730,0.067188,-0.032422,-0.053836,-0.027555
3,0.030000,35,-0.105426,-0.035991,0.036364,2.588580,1.044467,-1.073621,-0.083038,-0.021390,-0.068437,-0.022364,-0.058379,0.067512,-0.033071,-0.053836,-0.027879
3,0.030000,36,-0.106399,-0.035667,0.037013,2.589554,1.041222,-1.071999,-0.083038,-0.021390,-0.067788,-0.023337,-0.058379,0.067188,-0.032746,-0.054161,-0.028528
3,0.030000,37,-0.106399,-0.034369,0.035066,2.588905,1.042845,-1.071350,-0.083362,-0.021715,-0.068113,-0.022364,-0.058703,0.067512,-0.033071,-0.054485,-0.028853
3,0.030000,38,-0.106399,-0.035667,0.036364,2.587932,1.041871,-1.073946,-0.083687,-0.021715,-0.068113,-0.022688,-0.058379,0.066863,-0.032097,-0.054161,-0.028204
3,0.030000,39,-0.106724,-0.036964,0.037662,2.588580,1.042845,-1.073297,-0.083038,-0.022039,-0.067788,-0.022364,-0.058054,0.067512,-0.032746,-0.053836,-0.028853
4,0.040000,40,-0.106724,-0.034044,0.033768,2.589229,1.039276,-1.074270,-0.083038,-0.022039,-0.068437,-0.022688,-0.058379,0.067188,-0.032097,-0.054161,-0.028528
4,0.040000,41,-0.106724,-0.034044,0.034093,2.588256,1.042520,-1.074594,-0.084336,-0.021715,-0.068437,-0.022364,-0.058703,0.067837,-0.032746,-0.054161,-0.028204
4,0.040000,42,-0.107373,-0.033071,0.037337,2.589229,1.040573,-1.074270,-0.085958,-0.022688,-0.068113,-0.022364,-0.058703,0.066863,-0.032097,-0.054485,-0.027879
4,0.040000,43,-0.107373,-0.032746,0.035715,2.587607,1.041222,-1.074594,-0.085309,-0.022688,-0.068113,-0.022688,-0.058703,0.067837,-0.032746,-0.053836,-0.027879
4,0.040000,44,-0.107697,-0.035018,0.033768,2.588580,1.040898,-1.075568,-0.084660,-0.023013,-0.068437,-0.022688,-0.058379,0.068161,-0.032097,-0.054485,-0.028204
4,0.040000,45,-0.108022,-0.033720,0.032795,2.586958,1.038951,-1.076866,-0.087580,-0.023661,-0.068113,-0.022364,-0.058379,0.067512,-0.032422,-0.054161,-0.028528
4,0.040000,46,-0.108022,-0.032422,0.034742,2.587283,1.038302,-1.075892,-0.086607,-0.023661,-0.068437,-0.022364,-0.058379,0.067512,-0.032097,-0.054485,-0.028528
4,0.040000,47,-0.108022,-0.031449,0.035066,2.587283,1.041871,-1.074594,-0.086607,-0.024310,-0.069411,-0.022364,-0.058054,0.067512,-0.032097,-0.054161,-0.027879
4,0.040000,48,-0.108670,-0.032746,0.036688,2.588256,1.039276,-1.077515,-0.087256,-0.024310,-0.069086,-0.022688,-0.058379,0.067512,-0.032746,-0.054161,-0.028528
4,0.040000,49,-0.108995,-0.031124,0.037337,2.587283,1.041222,-1.076217,-0.084985,-0.024310,-0.069086,-0.022688,-0.058703,0.067512,-0.032746,-0.053836,-0.028528
5,0.050000,50,-0.108670,-0.030475,0.034742,2.586309,1.038627,-1.076217,-0.088229,-0.024959,-0.069086,-0.023013,-0.058379,0.067512,-0.032097,-0.053836,-0.027879
5,0.050000,51,-0.108670,-0.034369,0.034417,2.587932,1.040573,-1.074919,-0.086283,-0.024959,-0.069086,-0.023013,-0.058703,0.066863,-0.032422,-0.053512,-0.027879
5,0.050000,52,-0.108995,-0.032422,0.034742,2.585660,1.038951,-1.078488,-0.086932,-0.025608,-0.069411,-0.023013,-0.058703,0.067188,-0.032746,-0.054161,-0.028204
5,0.050000,53,-0.108995,-0.030475,0.035066,2.589878,1.039924,-1.075568,-0.089203,-0.025933,-0.069411,-0.023013,-0.058054,0.067188,-0.032097,-0.054810,-0.028204
5,0.050000,54,-0.109644,-0.029826,0.036688,2.586634,1.038302,-1.078812,-0.086283,-0.025608,-0.068762,-0.022688,-0.058054,0.067837,-0.032746,-0.054485,-0.028204
5,0.050000,55,-0.109968,-0.032422,0.033768,2.588256,1.038627,-1.079137,-0.089203,-0.025608,-0.069086,-0.023013,-0.058054,0.067512,-0.032097,-0.053836,-0.028204
5,0.050000,56,-0.110293,-0.029177,0.032470,2.585985,1.038302,-1.076541,-0.092123,-0.026582,-0.069411,-0.022688,-0.058054,0.067512,-0.032422,-0.053836,-0.027879
5,0.050000,57,-0.110617,-0.030151,0.033119,2.586309,1.037978,-1.079461,-0.086607,-0.026906,-0.069086,-0.023337,-0.058379,0.067837,-0.032422,-0.054485,-0.028528
5,0.050000,58,-0.110617,-0.030151,0.033119,2.586634,1.036031,-1.077190,-0.088878,-0.027231,-0.069411,-0.023013,-0.058379,0.067512,-0.032422,-0.054161,-0.027555
5,0.050000,59,-0.110942,-0.030151,0.032146,2.585985,1.036031,-1.080435,-0.090825,-0.027231,-0.070059,-0.022688,-0.058703,0.067837,-0.032097,-0.054161,-0.027879
6,0.060000,60,-0.110617,-0.030475,0.033444,2.588580,1.035058,-1.080759,-0.089203,-0.027231,-0.069735,-0.023013,-0.058703,0.067512,-0.032097,-0.054161,-0.027555
