Format Version,1.24,Take Name,Group1_BME384_partC2,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-02-27 10.59.07.228 AM,Capture Start Frame,474849,Total Frames in Take,660,Total Exported Frames,660,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Skeleton 002:Skeleton 002,Skeleton 002:Skeleton 002,Skeleton 002:Skeleton 002,Skeleton 002:Skeleton 002,Skeleton 002:Skeleton 002,Skeleton 002:Skeleton 002,Skeleton 002:Skeleton 002,Skeleton 002:Ab,Skeleton 002:Ab,Skeleton 002:Ab,Skeleton 002:Ab,Skeleton 002:Ab,Skeleton 002:Ab,Skeleton 002:Ab,Skeleton 002:Chest,Skeleton 002:Chest,Skeleton 002:Chest,Skeleton 002:Chest,Skeleton 002:Chest,Skeleton 002:Chest,Skeleton 002:Chest,Skeleton 002:Neck,Skeleton 002:Neck,Skeleton 002:Neck,Skeleton 002:Neck,Skeleton 002:Neck,Skeleton 002:Neck,Skeleton 002:Neck,Skeleton 002:Head,Skeleton 002:Head,Skeleton 002:Head,Skeleton 002:Head,Skeleton 002:Head,Skeleton 002:Head,Skeleton 002:Head,Skeleton 002:LShoulder,Skeleton 002:LShoulder,Skeleton 002:LShoulder,Skeleton 002:LShoulder,Skeleton 002:LShoulder,Skeleton 002:LShoulder,Skeleton 002:LShoulder,Skeleton 002:LUArm,Skeleton 002:LUArm,Skeleton 002:LUArm,Skeleton 002:LUArm,Skeleton 002:LUArm,Skeleton 002:LUArm,Skeleton 002:LUArm,Skeleton 002:LFArm,Skeleton 002:LFArm,Skeleton 002:LFArm,Skeleton 002:LFArm,Skeleton 002:LFArm,Skeleton 002:LFArm,Skeleton 002:LFArm,Skeleton 002:LHand,Skeleton 002:LHand,Skeleton 002:LHand,Skeleton 002:LHand,Skeleton 002:LHand,Skeleton 002:LHand,Skeleton 002:LHand,Skeleton 002:LThumb1,Skeleton 002:LThumb1,Skeleton 002:LThumb1,Skeleton 002:LThumb1,Skeleton 002:LThumb1,Skeleton 002:LThumb1,Skeleton 002:LThumb1,Skeleton 002:LThumb2,Skeleton 002:LThumb2,Skeleton 002:LThumb2,Skeleton 002:LThumb2,Skeleton 002:LThumb2,Skeleton 002:LThumb2,Skeleton 002:LThumb2,Skeleton 002:LThumb3,Skeleton 002:LThumb3,Skeleton 002:LThumb3,Skeleton 002:LThumb3,Skeleton 002:LThumb3,Skeleton 002:LThumb3,Skeleton 002:LThumb3,Skeleton 002:LIndex1,Skeleton 002:LIndex1,Skeleton 002:LIndex1,Skeleton 002:LIndex1,Skeleton 002:LIndex1,Skeleton 002:LIndex1,Skeleton 002:LIndex1,Skeleton 002:LIndex2,Skeleton 002:LIndex2,Skeleton 002:LIndex2,Skeleton 002:LIndex2,Skeleton 002:LIndex2,Skeleton 002:LIndex2,Skeleton 002:LIndex2,Skeleton 002:LIndex3,Skeleton 002:LIndex3,Skeleton 002:LIndex3,Skeleton 002:LIndex3,Skeleton 002:LIndex3,Skeleton 002:LIndex3,Skeleton 002:LIndex3,Skeleton 002:LMiddle1,Skeleton 002:LMiddle1,Skeleton 002:LMiddle1,Skeleton 002:LMiddle1,Skeleton 002:LMiddle1,Skeleton 002:LMiddle1,Skeleton 002:LMiddle1,Skeleton 002:LMiddle2,Skeleton 002:LMiddle2,Skeleton 002:LMiddle2,Skeleton 002:LMiddle2,Skeleton 002:LMiddle2,Skeleton 002:LMiddle2,Skeleton 002:LMiddle2,Skeleton 002:LMiddle3,Skeleton 002:LMiddle3,Skeleton 002:LMiddle3,Skeleton 002:LMiddle3,Skeleton 002:LMiddle3,Skeleton 002:LMiddle3,Skeleton 002:LMiddle3,Skeleton 002:LRing1,Skeleton 002:LRing1,Skeleton 002:LRing1,Skeleton 002:LRing1,Skeleton 002:LRing1,Skeleton 002:LRing1,Skeleton 002:LRing1,Skeleton 002:LRing2,Skeleton 002:LRing2,Skeleton 002:LRing2,Skeleton 002:LRing2,Skeleton 002:LRing2,Skeleton 002:LRing2,Skeleton 002:LRing2,Skeleton 002:LRing3,Skeleton 002:LRing3,Skeleton 002:LRing3,Skeleton 002:LRing3,Skeleton 002:LRing3,Skeleton 002:LRing3,Skeleton 002:LRing3,Skeleton 002:LPinky1,Skeleton 002:LPinky1,Skeleton 002:LPinky1,Skeleton 002:LPinky1,Skeleton 002:LPinky1,Skeleton 002:LPinky1,Skeleton 002:LPinky1,Skeleton 002:LPinky2,Skeleton 002:LPinky2,Skeleton 002:LPinky2,Skeleton 002:LPinky2,Skeleton 002:LPinky2,Skeleton 002:LPinky2,Skeleton 002:LPinky2,Skeleton 002:LPinky3,Skeleton 002:LPinky3,Skeleton 002:LPinky3,Skeleton 002:LPinky3,Skeleton 002:LPinky3,Skeleton 002:LPinky3,Skeleton 002:LPinky3,Skeleton 002:RShoulder,Skeleton 002:RShoulder,Skeleton 002:RShoulder,Skeleton 002:RShoulder,Skeleton 002:RShoulder,Skeleton 002:RShoulder,Skeleton 002:RShoulder,Skeleton 002:RUArm,Skeleton 002:RUArm,Skeleton 002:RUArm,Skeleton 002:RUArm,Skeleton 002:RUArm,Skeleton 002:RUArm,Skeleton 002:RUArm,Skeleton 002:RFArm,Skeleton 002:RFArm,Skeleton 002:RFArm,Skeleton 002:RFArm,Skeleton 002:RFArm,Skeleton 002:RFArm,Skeleton 002:RFArm,Skeleton 002:RHand,Skeleton 002:RHand,Skeleton 002:RHand,Skeleton 002:RHand,Skeleton 002:RHand,Skeleton 002:RHand,Skeleton 002:RHand,Skeleton 002:RThumb1,Skeleton 002:RThumb1,Skeleton 002:RThumb1,Skeleton 002:RThumb1,Skeleton 002:RThumb1,Skeleton 002:RThumb1,Skeleton 002:RThumb1,Skeleton 002:RThumb2,Skeleton 002:RThumb2,Skeleton 002:RThumb2,Skeleton 002:RThumb2,Skeleton 002:RThumb2,Skeleton 002:RThumb2,Skeleton 002:RThumb2,Skeleton 002:RThumb3,Skeleton 002:RThumb3,Skeleton 002:RThumb3,Skeleton 002:RThumb3,Skeleton 002:RThumb3,Skeleton 002:RThumb3,Skeleton 002:RThumb3,Skeleton 002:RIndex1,Skeleton 002:RIndex1,Skeleton 002:RIndex1,Skeleton 002:RIndex1,Skeleton 002:RIndex1,Skeleton 002:RIndex1,Skeleton 002:RIndex1,Skeleton 002:RIndex2,Skeleton 002:RIndex2,Skeleton 002:RIndex2,Skeleton 002:RIndex2,Skeleton 002:RIndex2,Skeleton 002:RIndex2,Skeleton 002:RIndex2,Skeleton 002:RIndex3,Skeleton 002:RIndex3,Skeleton 002:RIndex3,Skeleton 002:RIndex3,Skeleton 002:RIndex3,Skeleton 002:RIndex3,Skeleton 002:RIndex3,Skeleton 002:RMiddle1,Skeleton 002:RMiddle1,Skeleton 002:RMiddle1,Skeleton 002:RMiddle1,Skeleton 002:RMiddle1,Skeleton 002:RMiddle1,Skeleton 002:RMiddle1,Skeleton 002:RMiddle2,Skeleton 002:RMiddle2,Skeleton 002:RMiddle2,Skeleton 002:RMiddle2,Skeleton 002:RMiddle2,Skeleton 002:RMiddle2,Skeleton 002:RMiddle2,Skeleton 002:RMiddle3,Skeleton 002:RMiddle3,Skeleton 002:RMiddle3,Skeleton 002:RMiddle3,Skeleton 002:RMiddle3,Skeleton 002:RMiddle3,Skeleton 002:RMiddle3,Skeleton 002:RRing1,Skeleton 002:RRing1,Skeleton 002:RRing1,Skeleton 002:RRing1,Skeleton 002:RRing1,Skeleton 002:RRing1,Skeleton 002:RRing1,Skeleton 002:RRing2,Skeleton 002:RRing2,Skeleton 002:RRing2,Skeleton 002:RRing2,Skeleton 002:RRing2,Skeleton 002:RRing2,Skeleton 002:RRing2,Skeleton 002:RRing3,Skeleton 002:RRing3,Skeleton 002:RRing3,Skeleton 002:RRing3,Skeleton 002:RRing3,Skeleton 002:RRing3,Skeleton 002:RRing3,Skeleton 002:RPinky1,Skeleton 002:RPinky1,Skeleton 002:RPinky1,Skeleton 002:RPinky1,Skeleton 002:RPinky1,Skeleton 002:RPinky1,Skeleton 002:RPinky1,Skeleton 002:RPinky2,Skeleton 002:RPinky2,Skeleton 002:RPinky2,Skeleton 002:RPinky2,Skeleton 002:RPinky2,Skeleton 002:RPinky2,Skeleton 002:RPinky2,Skeleton 002:RPinky3,Skeleton 002:RPinky3,Skeleton 002:RPinky3,Skeleton 002:RPinky3,Skeleton 002:RPinky3,Skeleton 002:RPinky3,Skeleton 002:RPinky3,Skeleton 002:LThigh,Skeleton 002:LThigh,Skeleton 002:LThigh,Skeleton 002:LThigh,Skeleton 002:LThigh,Skeleton 002:LThigh,Skeleton 002:LThigh,Skeleton 002:LShin,Skeleton 002:LShin,Skeleton 002:LShin,Skeleton 002:LShin,Skeleton 002:LShin,Skeleton 002:LShin,Skeleton 002:LShin,Skeleton 002:LFoot,Skeleton 002:LFoot,Skeleton 002:LFoot,Skeleton 002:LFoot,Skeleton 002:LFoot,Skeleton 002:LFoot,Skeleton 002:LFoot,Skeleton 002:LToe,Skeleton 002:LToe,Skeleton 002:LToe,Skeleton 002:LToe,Skeleton 002:LToe,Skeleton 002:LToe,Skeleton 002:LToe,Skeleton 002:RThigh,Skeleton 002:RThigh,Skeleton 002:RThigh,Skeleton 002:RThigh,Skeleton 002:RThigh,Skeleton 002:RThigh,Skeleton 002:RThigh,Skeleton 002:RShin,Skeleton 002:RShin,Skeleton 002:RShin,Skeleton 002:RShin,Skeleton 002:RShin,Skeleton 002:RShin,Skeleton 002:RShin,Skeleton 002:RFoot,Skeleton 002:RFoot,Skeleton 002:RFoot,Skeleton 002:RFoot,Skeleton 002:RFoot,Skeleton 002:RFoot,Skeleton 002:RFoot,Skeleton 002:RToe,Skeleton 002:RToe,Skeleton 002:RToe,Skeleton 002:RToe,Skeleton 002:RToe,Skeleton 002:RToe,Skeleton 002:RToe,Skeleton 002:LFHD,Skeleton 002:LFHD,Skeleton 002:LFHD,Skeleton 002:LBHD,Skeleton 002:LBHD,Skeleton 002:LBHD,Skeleton 002:RBHD,Skeleton 002:RBHD,Skeleton 002:RBHD,Skeleton 002:RFHD,Skeleton 002:RFHD,Skeleton 002:RFHD,Skeleton 002:C7,Skeleton 002:C7,Skeleton 002:C7,Skeleton 002:T10,Skeleton 002:T10,Skeleton 002:T10,Skeleton 002:RBAK,Skeleton 002:RBAK,Skeleton 002:RBAK,Skeleton 002:CLAV,Skeleton 002:CLAV,Skeleton 002:CLAV,Skeleton 002:STRN,Skeleton 002:STRN,Skeleton 002:STRN,Skeleton 002:LSHO,Skeleton 002:LSHO,Skeleton 002:LSHO,Skeleton 002:LUPA,Skeleton 002:LUPA,Skeleton 002:LUPA,Skeleton 002:LELB,Skeleton 002:LELB,Skeleton 002:LELB,Skeleton 002:LFRM,Skeleton 002:LFRM,Skeleton 002:LFRM,Skeleton 002:LWRB,Skeleton 002:LWRB,Skeleton 002:LWRB,Skeleton 002:LWRA,Skeleton 002:LWRA,Skeleton 002:LWRA,Skeleton 002:LFIN,Skeleton 002:LFIN,Skeleton 002:LFIN,Skeleton 002:RSHO,Skeleton 002:RSHO,Skeleton 002:RSHO,Skeleton 002:RUPA,Skeleton 002:RUPA,Skeleton 002:RUPA,Skeleton 002:RELB,Skeleton 002:RELB,Skeleton 002:RELB,Skeleton 002:RFRM,Skeleton 002:RFRM,Skeleton 002:RFRM,Skeleton 002:RWRB,Skeleton 002:RWRB,Skeleton 002:RWRB,Skeleton 002:RWRA,Skeleton 002:RWRA,Skeleton 002:RWRA,Skeleton 002:RFIN,Skeleton 002:RFIN,Skeleton 002:RFIN,Skeleton 002:LASI,Skeleton 002:LASI,Skeleton 002:LASI,Skeleton 002:LPSI,Skeleton 002:LPSI,Skeleton 002:LPSI,Skeleton 002:RPSI,Skeleton 002:RPSI,Skeleton 002:RPSI,Skeleton 002:RASI,Skeleton 002:RASI,Skeleton 002:RASI,Skeleton 002:LTHI,Skeleton 002:LTHI,Skeleton 002:LTHI,Skeleton 002:LKNE,Skeleton 002:LKNE,Skeleton 002:LKNE,Skeleton 002:LTIB,Skeleton 002:LTIB,Skeleton 002:LTIB,Skeleton 002:LANK,Skeleton 002:LANK,Skeleton 002:LANK,Skeleton 002:LHEE,Skeleton 002:LHEE,Skeleton 002:LHEE,Skeleton 002:LTOE,Skeleton 002:LTOE,Skeleton 002:LTOE,Skeleton 002:RTHI,Skeleton 002:RTHI,Skeleton 002:RTHI,Skeleton 002:RKNE,Skeleton 002:RKNE,Skeleton 002:RKNE,Skeleton 002:RTIB,Skeleton 002:RTIB,Skeleton 002:RTIB,Skeleton 002:RANK,Skeleton 002:RANK,Skeleton 002:RANK,Skeleton 002:RHEE,Skeleton 002:RHEE,Skeleton 002:RHEE,Skeleton 002:RTOE,Skeleton 002:RTOE,Skeleton 002:RTOE,Skeleton 002:C7,Skeleton 002:C7,Skeleton 002:C7,Skeleton 002:CLAV,Skeleton 002:CLAV,Skeleton 002:CLAV,Skeleton 002:LANK,Skeleton 002:LANK,Skeleton 002:LANK,Skeleton 002:LASI,Skeleton 002:LASI,Skeleton 002:LASI,Skeleton 002:LBHD,Skeleton 002:LBHD,Skeleton 002:LBHD,Skeleton 002:LELB,Skeleton 002:LELB,Skeleton 002:LELB,Skeleton 002:LFHD,Skeleton 002:LFHD,Skeleton 002:LFHD,Skeleton 002:LFIN,Skeleton 002:LFIN,Skeleton 002:LFIN,Skeleton 002:LFRM,Skeleton 002:LFRM,Skeleton 002:LFRM,Skeleton 002:LHEE,Skeleton 002:LHEE,Skeleton 002:LHEE,Skeleton 002:LKNE,Skeleton 002:LKNE,Skeleton 002:LKNE,Skeleton 002:LPSI,Skeleton 002:LPSI,Skeleton 002:LPSI,Skeleton 002:LSHO,Skeleton 002:LSHO,Skeleton 002:LSHO,Skeleton 002:LTHI,Skeleton 002:LTHI,Skeleton 002:LTHI,Skeleton 002:LTIB,Skeleton 002:LTIB,Skeleton 002:LTIB,Skeleton 002:LTOE,Skeleton 002:LTOE,Skeleton 002:LTOE,Skeleton 002:LUPA,Skeleton 002:LUPA,Skeleton 002:LUPA,Skeleton 002:LWRA,Skeleton 002:LWRA,Skeleton 002:LWRA,Skeleton 002:LWRB,Skeleton 002:LWRB,Skeleton 002:LWRB,Skeleton 002:RANK,Skeleton 002:RANK,Skeleton 002:RANK,Skeleton 002:RASI,Skeleton 002:RASI,Skeleton 002:RASI,Skeleton 002:RBAK,Skeleton 002:RBAK,Skeleton 002:RBAK,Skeleton 002:RBHD,Skeleton 002:RBHD,Skeleton 002:RBHD,Skeleton 002:RELB,Skeleton 002:RELB,Skeleton 002:RELB,Skeleton 002:RFHD,Skeleton 002:RFHD,Skeleton 002:RFHD,Skeleton 002:RFIN,Skeleton 002:RFIN,Skeleton 002:RFIN,Skeleton 002:RFRM,Skeleton 002:RFRM,Skeleton 002:RFRM,Skeleton 002:RHEE,Skeleton 002:RHEE,Skeleton 002:RHEE,Skeleton 002:RKNE,Skeleton 002:RKNE,Skeleton 002:RKNE,Skeleton 002:RPSI,Skeleton 002:RPSI,Skeleton 002:RPSI,Skeleton 002:RSHO,Skeleton 002:RSHO,Skeleton 002:RSHO,Skeleton 002:RTHI,Skeleton 002:RTHI,Skeleton 002:RTHI,Skeleton 002:RTIB,Skeleton 002:RTIB,Skeleton 002:RTIB,Skeleton 002:RTOE,Skeleton 002:RTOE,Skeleton 002:RTOE,Skeleton 002:RUPA,Skeleton 002:RUPA,Skeleton 002:RUPA,Skeleton 002:RWRA,Skeleton 002:RWRA,Skeleton 002:RWRA,Skeleton 002:RWRB,Skeleton 002:RWRB,Skeleton 002:RWRB,Skeleton 002:STRN,Skeleton 002:STRN,Skeleton 002:STRN,Skeleton 002:T10,Skeleton 002:T10,Skeleton 002:T10
