Format Version,1.23,Take Name,Take 2024-04-09 12.23.50 PM_005,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-09 12.43.37.925 PM,Capture Start Frame,198339,Total Frames in Take,3690,Total Exported Frames,3690,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1499,Unlabeled 1499,Unlabeled 1499,Unlabeled 1500,Unlabeled 1500,Unlabeled 1500,Unlabeled 1502,Unlabeled 1502,Unlabeled 1502,Unlabeled 1503,Unlabeled 1503,Unlabeled 1503,Unlabeled 1504,Unlabeled 1504,Unlabeled 1504,Unlabeled 1505,Unlabeled 1505,Unlabeled 1505,Unlabeled 1506,Unlabeled 1506,Unlabeled 1506,Unlabeled 1507,Unlabeled 1507,Unlabeled 1507,Unlabeled 1508,Unlabeled 1508,Unlabeled 1508,Unlabeled 1509,Unlabeled 1509,Unlabeled 1509,Unlabeled 1510,Unlabeled 1510,Unlabeled 1510,Unlabeled 1511,Unlabeled 1511,Unlabeled 1511,Unlabeled 1512,Unlabeled 1512,Unlabeled 1512,Unlabeled 1513,Unlabeled 1513,Unlabeled 1513,Unlabeled 1514,Unlabeled 1514,Unlabeled 1514,Unlabeled 1515,Unlabeled 1515,Unlabeled 1515,Unlabeled 1517,Unlabeled 1517,Unlabeled 1517,Unlabeled 1518,Unlabeled 1518,Unlabeled 1518,Unlabeled 1520,Unlabeled 1520,Unlabeled 1520,Unlabeled 1521,Unlabeled 1521,Unlabeled 1521,Unlabeled 1522,Unlabeled 1522,Unlabeled 1522,Unlabeled 1523,Unlabeled 1523,Unlabeled 1523,Unlabeled 1524,Unlabeled 1524,Unlabeled 1524,Unlabeled 1525,Unlabeled 1525,Unlabeled 1525,Unlabeled 1526,Unlabeled 1526,Unlabeled 1526,Unlabeled 1527,Unlabeled 1527,Unlabeled 1527,Unlabeled 1528,Unlabeled 1528,Unlabeled 1528,Unlabeled 1529,Unlabeled 1529,Unlabeled 1529,Unlabeled 1530,Unlabeled 1530,Unlabeled 1530,Unlabeled 1531,Unlabeled 1531,Unlabeled 1531,Unlabeled 1532,Unlabeled 1532,Unlabeled 1532,Unlabeled 1534,Unlabeled 1534,Unlabeled 1534,Unlabeled 1535,Unlabeled 1535,Unlabeled 1535,Unlabeled 1537,Unlabeled 1537,Unlabeled 1537,Unlabeled 1538,Unlabeled 1538,Unlabeled 1538,Unlabeled 1539,Unlabeled 1539,Unlabeled 1539,Unlabeled 1540,Unlabeled 1540,Unlabeled 1540,Unlabeled 1541,Unlabeled 1541,Unlabeled 1541,Unlabeled 1542,Unlabeled 1542,Unlabeled 1542,Unlabeled 1543,Unlabeled 1543,Unlabeled 1543,Unlabeled 1544,Unlabeled 1544,Unlabeled 1544,Unlabeled 1545,Unlabeled 1545,Unlabeled 1545,Unlabeled 1546,Unlabeled 1546,Unlabeled 1546,Unlabeled 1547,Unlabeled 1547,Unlabeled 1547,Unlabeled 1548,Unlabeled 1548,Unlabeled 1548,Unlabeled 1549,Unlabeled 1549,Unlabeled 1549,Unlabeled 1550,Unlabeled 1550,Unlabeled 1550,Unlabeled 1551,Unlabeled 1551,Unlabeled 1551,Unlabeled 1552,Unlabeled 1552,Unlabeled 1552,Unlabeled 1553,Unlabeled 1553,Unlabeled 1553,Unlabeled 1554,Unlabeled 1554,Unlabeled 1554,Unlabeled 1555,Unlabeled 1555,Unlabeled 1555,Unlabeled 1556,Unlabeled 1556,Unlabeled 1556,Unlabeled 1557,Unlabeled 1557,Unlabeled 1557,Unlabeled 1558,Unlabeled 1558,Unlabeled 1558,Unlabeled 1559,Unlabeled 1559,Unlabeled 1559,Unlabeled 1560,Unlabeled 1560,Unlabeled 1560,Unlabeled 1561,Unlabeled 1561,Unlabeled 1561,Unlabeled 1562,Unlabeled 1562,Unlabeled 1562,Unlabeled 1563,Unlabeled 1563,Unlabeled 1563,Unlabeled 1564,Unlabeled 1564,Unlabeled 1564,Unlabeled 1565,Unlabeled 1565,Unlabeled 1565,Unlabeled 1567,Unlabeled 1567,Unlabeled 1567,Unlabeled 1568,Unlabeled 1568,Unlabeled 1568,Unlabeled 1569,Unlabeled 1569,Unlabeled 1569,Unlabeled 1570,Unlabeled 1570,Unlabeled 1570,Unlabeled 1571,Unlabeled 1571,Unlabeled 1571,Unlabeled 1572,Unlabeled 1572,Unlabeled 1572,Unlabeled 1573,Unlabeled 1573,Unlabeled 1573,Unlabeled 1574,Unlabeled 1574,Unlabeled 1574,Unlabeled 1576,Unlabeled 1576,Unlabeled 1576,Unlabeled 1577,Unlabeled 1577,Unlabeled 1577,Unlabeled 1578,Unlabeled 1578,Unlabeled 1578,Unlabeled 1579,Unlabeled 1579,Unlabeled 1579,Unlabeled 1580,Unlabeled 1580,Unlabeled 1580,Unlabeled 1581,Unlabeled 1581,Unlabeled 1581
,ID,"C6540","C6540","C6540","C6570","C6570","C6570","C64E0","C64E0","C64E0","C64F0","C64F0","C64F0","C65A0","C65A0","C65A0","C6590","C6590","C6590","C65D0","C65D0","C65D0","C65E0","C65E0","C65E0","C65C0","C65C0","C65C0","C65F0","C65F0","C65F0","C6600","C6600","C6600","C6580","C6580","C6580","C65B0","C65B0","C65B0","C6610","C6610","C6610","C6630","C6630","C6630","C6660","C6660","C6660","C6620","C6620","C6620","C6690","C6690","C6690","C6670","C6670","C6670","C6640","C6640","C6640","C66B0","C66B0","C66B0","C66E0","C66E0","C66E0","C66A0","C66A0","C66A0","C66F0","C66F0","C66F0","C6700","C6700","C6700","C66D0","C66D0","C66D0","C66C0","C66C0","C66C0","C6090","C6090","C6090","C6710","C6710","C6710","C6760","C6760","C6760","C6770","C6770","C6770","C6750","C6750","C6750","C67A0","C67A0","C67A0","C6780","C6780","C6780","C6730","C6730","C6730","C67B0","C67B0","C67B0","C67F0","C67F0","C67F0","C67C0","C67C0","C67C0","C67E0","C67E0","C67E0","C67D0","C67D0","C67D0","C6740","C6740","C6740","C6810","C6810","C6810","C6850","C6850","C6850","C6800","C6800","C6800","C6820","C6820","C6820","C6840","C6840","C6840","C6860","C6860","C6860","C6870","C6870","C6870","C6880","C6880","C6880","C6890","C6890","C6890","C68D0","C68D0","C68D0","C68A0","C68A0","C68A0","C68E0","C68E0","C68E0","C6900","C6900","C6900","C6910","C6910","C6910","C68F0","C68F0","C68F0","C6920","C6920","C6920","C6940","C6940","C6940","C6950","C6950","C6950","C6960","C6960","C6960","C6930","C6930","C6930","C68B0","C68B0","C68B0","C6980","C6980","C6980","C69B0","C69B0","C69B0","C69A0","C69A0","C69A0","C69C0","C69C0","C69C0","C69E0","C69E0","C69E0","C69D0","C69D0","C69D0","C6990","C6990","C6990","C6A10","C6A10","C6A10","C69F0","C69F0","C69F0","C6A40","C6A40","C6A40","C6A50","C6A50","C6A50","C6A30","C6A30","C6A30","C6A60","C6A60","C6A60","C6A80","C6A80","C6A80"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
