Format Version,1.22,,,Capture Frame Rate,120,Export Frame Rate,120
,,,,,,,
,,Marker,Marker,Marker,,,
,,MarkerSet 01:index,MarkerSet 01:index,MarkerSet 01:index,,,
,,93A035E647D911E8FE02933ACAB89BAE,93A035E647D911E8FE02933ACAB89BAE,93A035E647D911E8FE02933ACAB89BAE,,,
,,Position,Position,Position,,,
Frame,Time (Seconds),X,Y,Z,,,
491,4.091667,-0.006629,0.052403,-0.002229,,,
492,4.1,-0.006599,0.052265,-0.001739,,,
493,4.108333,-0.006648,0.052021,-0.001136,,,
494,4.116667,-0.006657,0.051991,-0.000322,,,
495,4.125,-0.006677,0.052018,0.000625,,,
496,4.133333,-0.006702,0.052059,0.00155,,,
497,4.141667,-0.006751,0.052002,0.002362,,,
498,4.15,-0.006838,0.051758,0.003138,,,
499,4.158333,-0.006887,0.051506,0.003987,,,
500,4.166667,-0.007004,0.051155,0.004921,,,
501,4.175,-0.007071,0.050795,0.005865,,,
502,4.183333,-0.007134,0.050349,0.006806,,,
503,4.191667,-0.007217,0.049617,0.007851,,,
504,4.2,-0.007315,0.048919,0.009011,,,
505,4.208333,-0.007501,0.047861,0.010302,,,
506,4.216667,-0.007746,0.046684,0.011557,,,
507,4.225,-0.007963,0.04527,0.012577,,,
508,4.233333,-0.008151,0.043922,0.013385,,,
509,4.241667,-0.008437,0.042579,0.014076,,,
510,4.25,-0.008683,0.04137,0.014877,,,
511,4.258333,-0.009116,0.040242,0.015982,,,
512,4.266667,-0.009604,0.039256,0.017117,,,
513,4.275,-0.010025,0.038552,0.017842,,,
514,4.283333,-0.010279,0.038301,0.018053,,,
515,4.291667,-0.010318,0.038354,0.018056,,,
516,4.3,-0.010526,0.038189,0.018319,,,
517,4.308333,-0.011033,0.037789,0.018815,,,
518,4.316667,-0.011551,0.037487,0.019078,,,
519,4.325,-0.011641,0.037673,0.019306,,,
520,4.333333,-0.011749,0.037807,0.019816,,,
521,4.341667,-0.012069,0.037855,0.020319,,,
522,4.35,-0.012403,0.038324,0.020553,,,
523,4.358333,-0.012738,0.03908,0.020591,,,
524,4.366667,-0.013,0.040056,0.020646,,,
525,4.375,-0.01318,0.041374,0.02072,,,
526,4.383333,-0.013426,0.042901,0.02066,,,
527,4.391667,-0.01369,0.044675,0.020477,,,
528,4.4,-0.014043,0.046556,0.020257,,,
529,4.408333,-0.014324,0.048623,0.019965,,,
530,4.416667,-0.014594,0.050712,0.019537,,,
531,4.425,-0.014951,0.052839,0.019072,,,
532,4.433333,-0.015301,0.055113,0.01864,,,
533,4.441667,-0.015635,0.057396,0.018312,,,
534,4.45,-0.01609,0.059375,0.018057,,,
535,4.458333,-0.016458,0.061352,0.017679,,,
536,4.466667,-0.016907,0.063109,0.017181,,,
537,4.475,-0.01736,0.064788,0.016655,,,
538,4.483333,-0.017845,0.066259,0.016195,,,
539,4.491667,-0.018423,0.067479,0.015808,,,
540,4.5,-0.018851,0.068803,0.015342,,,
541,4.508333,-0.019313,0.070006,0.014894,,,
542,4.516667,-0.019829,0.071052,0.014501,,,
543,4.525,-0.020278,0.072064,0.014104,,,
544,4.533333,-0.020723,0.073011,0.013775,,,
545,4.541667,-0.021066,0.073919,0.01349,,,
546,4.55,-0.021347,0.074833,0.013193,,,
547,4.558333,-0.021714,0.075518,0.012873,,,
548,4.566667,-0.022072,0.076128,0.012549,,,
549,4.575,-0.022308,0.076762,0.01227,,,
550,4.583333,-0.022476,0.077282,0.012037,,,
551,4.591667,-0.022586,0.077755,0.011738,,,
552,4.6,-0.022805,0.077925,0.011494,,,
553,4.608333,-0.022845,0.078241,0.011264,,,
554,4.616667,-0.022842,0.078559,0.011052,,,
555,4.625,-0.022929,0.078639,0.010869,,,
556,4.633333,-0.023008,0.078608,0.010663,,,
557,4.641667,-0.022924,0.078742,0.010429,,,
558,4.65,-0.022851,0.078792,0.010207,,,
559,4.658333,-0.022858,0.078722,0.010054,,,
560,4.666667,-0.022878,0.0786,0.009887,,,
561,4.675,-0.022781,0.078625,0.009756,,,
562,4.683333,-0.022682,0.078601,0.00963,,,
563,4.691667,-0.022593,0.078574,0.00953,,,
564,4.7,-0.022546,0.078508,0.00947,,,
565,4.708333,-0.022513,0.078386,0.009432,,,
566,4.716667,-0.022471,0.078268,0.009397,,,
567,4.725,-0.022399,0.078136,0.009356,,,
568,4.733333,-0.022366,0.077977,0.00934,,,
569,4.741667,-0.022319,0.077843,0.009341,,,
570,4.75,-0.022306,0.077672,0.009351,,,
571,4.758333,-0.022273,0.077548,0.009386,,,
572,4.766667,-0.022186,0.077478,0.009438,,,
573,4.775,-0.022189,0.077271,0.009493,,,
574,4.783333,-0.022152,0.077086,0.009553,,,
575,4.791667,-0.022165,0.076845,0.009637,,,
576,4.8,-0.02206,0.076746,0.009715,,,
577,4.808333,-0.021986,0.076552,0.00981,,,
578,4.816667,-0.021901,0.076353,0.009886,,,
579,4.825,-0.021785,0.076102,0.009978,,,
580,4.833333,-0.021722,0.075743,0.010095,,,
581,4.841667,-0.021716,0.075325,0.010217,,,
582,4.85,-0.021539,0.075055,0.010335,,,
583,4.858333,-0.021415,0.074664,0.010445,,,
584,4.866667,-0.021151,0.074387,0.010559,,,
585,4.875,-0.020998,0.073895,0.01071,,,
586,4.883333,-0.020803,0.073354,0.01088,,,
587,4.891667,-0.020488,0.072855,0.011027,,,
588,4.9,-0.020211,0.072189,0.011201,,,
589,4.908333,-0.019977,0.071291,0.011416,,,
590,4.916667,-0.019673,0.070324,0.011619,,,
591,4.925,-0.019347,0.069227,0.011841,,,
592,4.933333,-0.018924,0.068089,0.01211,,,
593,4.941667,-0.0186,0.066656,0.012429,,,
594,4.95,-0.018058,0.06542,0.012723,,,
595,4.958333,-0.017635,0.06393,0.01301,,,
596,4.966667,-0.017057,0.06255,0.013248,,,
597,4.975,-0.016613,0.061002,0.013504,,,
598,4.983333,-0.016056,0.059658,0.013747,,,
599,4.991667,-0.015643,0.058223,0.014024,,,
600,5,-0.01516,0.056934,0.014271,,,
601,5.008333,-0.014775,0.055621,0.014523,,,
602,5.016667,-0.014316,0.054469,0.014708,,,
603,5.025,-0.01397,0.053166,0.014903,,,
604,5.033333,-0.01358,0.05208,0.015048,,,
605,5.041667,-0.013258,0.051022,0.015178,,,
606,5.05,-0.012955,0.04999,0.015355,,,
607,5.058333,-0.012625,0.049035,0.015562,,,
608,5.066667,-0.012363,0.047993,0.015801,,,
609,5.075,-0.01208,0.046943,0.016062,,,
610,5.083333,-0.011881,0.045824,0.016353,,,
611,5.091667,-0.011676,0.04471,0.016682,,,
612,5.1,-0.011538,0.043471,0.017031,,,
613,5.108333,-0.011422,0.042235,0.017358,,,
614,5.116667,-0.011387,0.041391,0.017726,,,
615,5.125,-0.011188,0.040961,0.017888,,,
616,5.133333,-0.010808,0.041009,0.017836,,,
617,5.141667,-0.010653,0.040937,0.01765,,,
618,5.15,-0.010731,0.040508,0.017497,,,
619,5.158333,-0.010808,0.039738,0.017229,,,
620,5.166667,-0.010791,0.038983,0.016882,,,
621,5.175,-0.010681,0.038276,0.016339,,,
622,5.183333,-0.010428,0.037918,0.015534,,,
623,5.191667,-0.0099,0.037976,0.014542,,,
624,5.2,-0.009381,0.037856,0.01341,,,
625,5.208333,-0.00882,0.037652,0.012197,,,
626,5.216667,-0.008284,0.037563,0.010854,,,
627,5.225,-0.007654,0.037728,0.009451,,,
628,5.233333,-0.007199,0.037788,0.008137,,,
629,5.241667,-0.006708,0.037866,0.006965,,,
630,5.25,-0.006368,0.037924,0.005834,,,
631,5.258333,-0.00608,0.038087,0.004791,,,
632,5.266667,-0.005913,0.038215,0.003892,,,
633,5.275,-0.005755,0.03846,0.003123,,,
634,5.283333,-0.005601,0.038767,0.002446,,,
635,5.291667,-0.005554,0.039055,0.001858,,,
636,5.3,-0.005455,0.03948,0.001312,,,
637,5.308333,-0.005448,0.03982,0.000819,,,
638,5.316667,-0.005485,0.040142,0.000388,,,
639,5.325,-0.005497,0.040402,0.000026,,,
640,5.333333,-0.005491,0.040676,-0.000281,,,
641,5.341667,-0.005503,0.040885,-0.000558,,,
642,5.35,-0.005551,0.04109,-0.000856,,,
643,5.358333,-0.00558,0.041374,-0.001098,,,
644,5.366667,-0.00561,0.04162,-0.001333,,,
645,5.375,-0.005625,0.041864,-0.001502,,,
646,5.383333,-0.005631,0.042146,-0.001633,,,
647,5.391667,-0.005684,0.04238,-0.00172,,,
648,5.4,-0.005757,0.042628,-0.001765,,,
649,5.408333,-0.005768,0.04294,-0.001791,,,
650,5.416667,-0.005758,0.043228,-0.001792,,,
651,5.425,-0.005814,0.043402,-0.001784,,,
652,5.433333,-0.005853,0.043595,-0.00178,,,
653,5.441667,-0.005918,0.043742,-0.001766,,,
654,5.45,-0.005962,0.043897,-0.001746,,,
655,5.458333,-0.006005,0.044026,-0.001723,,,
656,5.466667,-0.006006,0.044216,-0.001691,,,
657,5.475,-0.006031,0.04437,-0.001638,,,
658,5.483333,-0.006082,0.044496,-0.001577,,,
659,5.491667,-0.006164,0.044591,-0.001505,,,
660,5.5,-0.006289,0.044658,-0.001423,,,
661,5.508333,-0.006336,0.044836,-0.001347,,,
662,5.516667,-0.006386,0.045001,-0.001264,,,
663,5.525,-0.006441,0.045113,-0.001182,,,
664,5.533333,-0.00655,0.045122,-0.001086,,,
665,5.541667,-0.006594,0.045211,-0.000983,,,
666,5.55,-0.006627,0.045289,-0.000901,,,
667,5.558333,-0.006657,0.04535,-0.00082,,,
668,5.566667,-0.006687,0.045364,-0.000755,,,
669,5.575,-0.006704,0.045381,-0.000694,,,
670,5.583333,-0.006698,0.045405,-0.000619,,,
671,5.591667,-0.006717,0.045351,-0.000542,,,
672,5.6,-0.006751,0.045285,-0.000469,,,
673,5.608333,-0.00674,0.045273,-0.000418,,,
674,5.616667,-0.00674,0.045241,-0.000385,,,
675,5.625,-0.006739,0.045232,-0.000368,,,
676,5.633333,-0.006747,0.045232,-0.000348,,,
677,5.641667,-0.006778,0.045214,-0.00031,,,
678,5.65,-0.006808,0.045277,-0.000288,,,
679,5.658333,-0.006846,0.045318,-0.000284,,,
680,5.666667,-0.006866,0.045386,-0.000288,,,
681,5.675,-0.006882,0.045458,-0.000306,,,
682,5.683333,-0.006912,0.045497,-0.000323,,,
683,5.691667,-0.006915,0.045596,-0.000362,,,
684,5.7,-0.00694,0.045616,-0.000407,,,
685,5.708333,-0.006955,0.045644,-0.000446,,,
686,5.716667,-0.006981,0.045652,-0.000483,,,
687,5.725,-0.006997,0.045669,-0.000499,,,
688,5.733333,-0.006996,0.045707,-0.000494,,,
689,5.741667,-0.007018,0.045678,-0.000503,,,
690,5.75,-0.007027,0.045652,-0.000508,,,
691,5.758333,-0.00704,0.045604,-0.000515,,,
692,5.766667,-0.007062,0.045515,-0.000524,,,
693,5.775,-0.007085,0.04542,-0.00052,,,
694,5.783333,-0.007077,0.045368,-0.000501,,,
695,5.791667,-0.007079,0.045264,-0.000474,,,
696,5.8,-0.007124,0.04511,-0.000426,,,
697,5.808333,-0.007137,0.044991,-0.00039,,,
698,5.816667,-0.007166,0.044881,-0.000348,,,
699,5.825,-0.007176,0.044803,-0.000321,,,
700,5.833333,-0.007182,0.044782,-0.0003,,,
701,5.841667,-0.007156,0.044818,-0.000272,,,
702,5.85,-0.007161,0.044804,-0.00023,,,
703,5.858333,-0.007161,0.044781,-0.000192,,,
704,5.866667,-0.007158,0.044758,-0.000146,,,
705,5.875,-0.007154,0.044705,-0.000114,,,
706,5.883333,-0.007142,0.044676,-0.000077,,,
707,5.891667,-0.007131,0.044659,-0.000025,,,
708,5.9,-0.007151,0.044585,0.000051,,,
709,5.908333,-0.007139,0.044573,0.000108,,,
710,5.916667,-0.007131,0.044551,0.000155,,,
711,5.925,-0.007146,0.044514,0.00021,,,
712,5.933333,-0.007152,0.044508,0.000252,,,
713,5.941667,-0.007181,0.044485,0.000309,,,
714,5.95,-0.007203,0.044467,0.00035,,,
715,5.958333,-0.007178,0.044516,0.00041,,,
716,5.966667,-0.007183,0.044496,0.000466,,,
717,5.975,-0.007176,0.044478,0.00052,,,
718,5.983333,-0.007176,0.044478,0.00052,,,
719,5.991667,-0.007151,0.044461,0.000584,,,
720,6,-0.007167,0.044392,0.000675,,,
721,6.008333,-0.007226,0.044237,0.000793,,,
722,6.016667,-0.007207,0.044192,0.00092,,,
723,6.025,-0.007225,0.044087,0.001065,,,
724,6.033333,-0.007286,0.043958,0.001214,,,
725,6.041667,-0.007263,0.043918,0.001398,,,
726,6.05,-0.007321,0.043775,0.00161,,,
727,6.058333,-0.007355,0.04368,0.001853,,,
728,6.066667,-0.007431,0.043494,0.002107,,,
729,6.075,-0.007433,0.04341,0.002387,,,
730,6.083333,-0.007476,0.043272,0.00274,,,
731,6.091667,-0.007518,0.043156,0.003206,,,
732,6.1,-0.007627,0.042925,0.003869,,,
733,6.108333,-0.007696,0.042796,0.004705,,,
734,6.116667,-0.007762,0.042724,0.005768,,,
735,6.125,-0.007947,0.042579,0.007144,,,
736,6.133333,-0.008214,0.042392,0.008838,,,
737,6.141667,-0.008603,0.042067,0.010661,,,
738,6.15,-0.00899,0.041584,0.01228,,,
739,6.158333,-0.009341,0.040948,0.013569,,,
740,6.166667,-0.009697,0.040083,0.01463,,,
741,6.175,-0.010039,0.03919,0.015685,,,
742,6.183333,-0.010435,0.038383,0.016926,,,
743,6.191667,-0.010932,0.037528,0.018247,,,
744,6.2,-0.011411,0.036802,0.01945,,,
745,6.208333,-0.01184,0.036378,0.020339,,,
746,6.216667,-0.012165,0.03629,0.021032,,,
747,6.225,-0.012353,0.036419,0.021698,,,
748,6.233333,-0.012535,0.036406,0.022429,,,
749,6.241667,-0.012786,0.036227,0.023051,,,
750,6.25,-0.013018,0.036175,0.023417,,,
751,6.258333,-0.013295,0.036147,0.0236,,,
752,6.266667,-0.013595,0.036201,0.023825,,,
753,6.275,-0.013808,0.036415,0.024237,,,
754,6.283333,-0.014076,0.036794,0.024641,,,
755,6.291667,-0.014237,0.037651,0.024987,,,
756,6.3,-0.014632,0.038537,0.025173,,,
757,6.308333,-0.014996,0.039648,0.025314,,,
758,6.316667,-0.015423,0.040799,0.025352,,,
759,6.325,-0.01583,0.042107,0.025246,,,
760,6.333333,-0.016273,0.043494,0.025088,,,
761,6.341667,-0.016784,0.045074,0.024921,,,
762,6.35,-0.017242,0.04683,0.024767,,,
763,6.358333,-0.017654,0.04872,0.024669,,,
764,6.366667,-0.018066,0.050629,0.024509,,,
765,6.375,-0.018471,0.052559,0.024204,,,
766,6.383333,-0.018909,0.054475,0.023818,,,
767,6.391667,-0.019364,0.056492,0.023428,,,
768,6.4,-0.019868,0.05833,0.023013,,,
769,6.408333,-0.020275,0.060273,0.022512,,,
770,6.416667,-0.020712,0.062035,0.021972,,,
771,6.425,-0.021258,0.063672,0.021482,,,
772,6.433333,-0.021782,0.065205,0.021012,,,
773,6.441667,-0.022322,0.066553,0.020561,,,
774,6.45,-0.022835,0.067856,0.020068,,,
775,6.458333,-0.023348,0.069072,0.019539,,,
776,6.466667,-0.023797,0.070375,0.019049,,,
777,6.475,-0.024298,0.071537,0.01857,,,
778,6.483333,-0.024832,0.072505,0.018136,,,
779,6.491667,-0.025112,0.07362,0.017662,,,
780,6.5,-0.025532,0.074446,0.01714,,,
781,6.508333,-0.025771,0.075294,0.016693,,,
782,6.516667,-0.026001,0.075977,0.01627,,,
783,6.525,-0.026147,0.076587,0.015834,,,
784,6.533333,-0.026286,0.077042,0.015464,,,
785,6.541667,-0.026405,0.077401,0.015059,,,
786,6.55,-0.026455,0.077728,0.014763,,,
787,6.558333,-0.026332,0.078118,0.014449,,,
788,6.566667,-0.026423,0.078057,0.014168,,,
789,6.575,-0.026342,0.078181,0.01389,,,
790,6.583333,-0.026188,0.078325,0.013627,,,
791,6.591667,-0.026208,0.078162,0.013418,,,
792,6.6,-0.026092,0.07811,0.013241,,,
793,6.608333,-0.025909,0.078067,0.013109,,,
794,6.616667,-0.025746,0.077971,0.013022,,,
795,6.625,-0.025548,0.077848,0.012934,,,
796,6.633333,-0.025396,0.077652,0.012892,,,
797,6.641667,-0.025294,0.077414,0.012887,,,
798,6.65,-0.025087,0.077266,0.012896,,,
799,6.658333,-0.024967,0.077009,0.012932,,,
800,6.666667,-0.024808,0.076773,0.012983,,,
801,6.675,-0.024661,0.076528,0.013037,,,
802,6.683333,-0.024522,0.076251,0.013088,,,
803,6.691667,-0.024348,0.075998,0.01318,,,
804,6.7,-0.024214,0.075684,0.01327,,,
805,6.708333,-0.02398,0.075434,0.013375,,,
806,6.716667,-0.023754,0.075148,0.013455,,,
807,6.725,-0.023513,0.074825,0.013563,,,
808,6.733333,-0.023349,0.074391,0.013686,,,
809,6.741667,-0.023124,0.07396,0.013803,,,
810,6.75,-0.022868,0.073557,0.01392,,,
811,6.758333,-0.022628,0.073121,0.014006,,,
812,6.766667,-0.022277,0.072747,0.014103,,,
813,6.775,-0.021933,0.072307,0.014237,,,
814,6.783333,-0.021663,0.071683,0.014366,,,
815,6.791667,-0.021345,0.071081,0.014463,,,
816,6.8,-0.021005,0.070438,0.014549,,,
817,6.808333,-0.020579,0.069819,0.014616,,,
818,6.816667,-0.02018,0.069054,0.014687,,,
819,6.825,-0.019826,0.068086,0.014811,,,
820,6.833333,-0.019382,0.067126,0.014913,,,
821,6.841667,-0.0189,0.066058,0.015007,,,
822,6.85,-0.01836,0.064962,0.015089,,,
823,6.858333,-0.017945,0.06363,0.01521,,,
824,6.866667,-0.017437,0.062362,0.015331,,,
825,6.875,-0.016926,0.061108,0.01545,,,
826,6.883333,-0.016446,0.059696,0.015591,,,
827,6.891667,-0.015935,0.058445,0.015694,,,
828,6.9,-0.015474,0.057192,0.015787,,,
829,6.908333,-0.015038,0.055827,0.015994,,,
830,6.916667,-0.014543,0.054576,0.01622,,,
831,6.925,-0.014107,0.053105,0.016487,,,
832,6.933333,-0.013583,0.051689,0.016689,,,
833,6.941667,-0.013094,0.050218,0.01685,,,
834,6.95,-0.01263,0.048752,0.017019,,,
835,6.958333,-0.012215,0.04734,0.017175,,,
836,6.966667,-0.011826,0.04594,0.017367,,,
837,6.975,-0.011422,0.044687,0.017519,,,
838,6.983333,-0.01109,0.043407,0.017671,,,
839,6.991667,-0.010797,0.042129,0.01784,,,
840,7,-0.010494,0.040923,0.018016,,,
841,7.008333,-0.010204,0.03977,0.018176,,,
842,7.016667,-0.01007,0.038459,0.018381,,,
843,7.025,-0.009892,0.037505,0.018632,,,
844,7.033333,-0.009743,0.037205,0.018949,,,
845,7.041667,-0.009401,0.03735,0.01922,,,
846,7.05,-0.009117,0.037713,0.019282,,,
847,7.058333,-0.009268,0.037634,0.019117,,,
848,7.066667,-0.009353,0.037539,0.018758,,,
849,7.075,-0.009266,0.037457,0.018281,,,
850,7.083333,-0.008945,0.037771,0.017897,,,
851,7.091667,-0.008747,0.037961,0.017425,,,
852,7.1,-0.008557,0.038291,0.016705,,,
853,7.108333,-0.008309,0.038677,0.015667,,,
854,7.116667,-0.007987,0.039077,0.014405,,,
855,7.125,-0.007465,0.039734,0.012995,,,
856,7.133333,-0.00687,0.04052,0.011498,,,
857,7.141667,-0.006285,0.041321,0.010044,,,
858,7.15,-0.005917,0.041853,0.008694,,,
859,7.158333,-0.005659,0.0422,0.007399,,,
860,7.166667,-0.005438,0.042456,0.006104,,,
861,7.175,-0.005173,0.042662,0.00488,,,
862,7.183333,-0.004981,0.042713,0.003758,,,
863,7.191667,-0.004798,0.042883,0.002786,,,
864,7.2,-0.004748,0.042951,0.001934,,,
865,7.208333,-0.00471,0.043043,0.00114,,,
866,7.216667,-0.004676,0.043153,0.000413,,,
867,7.225,-0.004632,0.043292,-0.000207,,,
868,7.233333,-0.004647,0.043364,-0.000756,,,
869,7.241667,-0.004674,0.043487,-0.001199,,,
870,7.25,-0.004724,0.04364,-0.001605,,,
871,7.258333,-0.004751,0.043829,-0.001923,,,
872,7.266667,-0.004889,0.043873,-0.0022,,,
873,7.275,-0.004928,0.044119,-0.002367,,,
874,7.283333,-0.00501,0.044275,-0.002467,,,
875,7.291667,-0.005064,0.044421,-0.002455,,,
876,7.3,-0.005129,0.044542,-0.002401,,,
877,7.308333,-0.005283,0.044536,-0.0023,,,
878,7.316667,-0.005389,0.044564,-0.002155,,,
879,7.325,-0.005429,0.044642,-0.002007,,,
880,7.333333,-0.005552,0.044562,-0.001845,,,
881,7.341667,-0.005661,0.044476,-0.00168,,,
882,7.35,-0.005746,0.044409,-0.001519,,,
883,7.358333,-0.005831,0.044345,-0.001376,,,
884,7.366667,-0.005857,0.044382,-0.001252,,,
885,7.375,-0.005925,0.044356,-0.001159,,,
886,7.383333,-0.005971,0.044367,-0.0011,,,
887,7.391667,-0.006015,0.044408,-0.001054,,,
888,7.4,-0.006057,0.044435,-0.001013,,,
889,7.408333,-0.00607,0.044556,-0.00098,,,
890,7.416667,-0.006101,0.044667,-0.000974,,,
891,7.425,-0.006136,0.044838,-0.00099,,,
892,7.433333,-0.006178,0.044978,-0.000988,,,
893,7.441667,-0.006252,0.045101,-0.000981,,,
894,7.45,-0.006283,0.045252,-0.000962,,,
895,7.458333,-0.00635,0.045299,-0.000946,,,
896,7.466667,-0.006374,0.045402,-0.000931,,,
897,7.475,-0.006381,0.04549,-0.00092,,,
898,7.483333,-0.006408,0.045538,-0.000911,,,
899,7.491667,-0.006443,0.045554,-0.000896,,,
900,7.5,-0.006494,0.045538,-0.000897,,,
901,7.508333,-0.006523,0.045528,-0.000895,,,
902,7.516667,-0.006559,0.0455,-0.000895,,,
903,7.525,-0.006576,0.04549,-0.000882,,,
904,7.533333,-0.006585,0.045483,-0.000852,,,
905,7.541667,-0.006596,0.045465,-0.000817,,,
906,7.55,-0.006631,0.045382,-0.000779,,,
907,7.558333,-0.006671,0.045262,-0.00074,,,
908,7.566667,-0.0067,0.045144,-0.000709,,,
909,7.575,-0.006736,0.045009,-0.000659,,,
910,7.583333,-0.006756,0.044891,-0.000604,,,
911,7.591667,-0.006768,0.044799,-0.00055,,,
912,7.6,-0.006748,0.044757,-0.000485,,,
913,7.608333,-0.006748,0.044713,-0.000455,,,
914,7.616667,-0.006764,0.044657,-0.000433,,,
915,7.625,-0.006758,0.044657,-0.000424,,,
916,7.633333,-0.006784,0.044616,-0.000393,,,
917,7.641667,-0.006794,0.044645,-0.000337,,,
918,7.65,-0.00681,0.044668,-0.000298,,,
919,7.658333,-0.006834,0.044683,-0.000263,,,
920,7.666667,-0.006845,0.044714,-0.000243,,,
921,7.675,-0.006847,0.044762,-0.000217,,,
922,7.683333,-0.006846,0.044822,-0.000183,,,
923,7.691667,-0.006851,0.04487,-0.000156,,,
924,7.7,-0.00686,0.044896,-0.000148,,,
925,7.708333,-0.00688,0.044899,-0.00015,,,
926,7.716667,-0.006881,0.044918,-0.000147,,,
927,7.725,-0.006885,0.044935,-0.000137,,,
928,7.733333,-0.006891,0.04494,-0.000123,,,
929,7.741667,-0.006893,0.044956,-0.000103,,,
930,7.75,-0.006909,0.044935,-0.000097,,,
931,7.758333,-0.00692,0.044919,-0.000095,,,
932,7.766667,-0.006941,0.044891,-0.000095,,,
933,7.775,-0.006952,0.044883,-0.000073,,,
934,7.783333,-0.006968,0.044864,-0.000051,,,
935,7.791667,-0.006962,0.044895,-0.000023,,,
936,7.8,-0.006964,0.044908,0.000008,,,
937,7.808333,-0.006991,0.04489,0.000037,,,
938,7.816667,-0.007009,0.044868,0.000061,,,
939,7.825,-0.007038,0.044835,0.000095,,,
940,7.833333,-0.007037,0.044844,0.000115,,,
941,7.841667,-0.00704,0.044855,0.000137,,,
942,7.85,-0.007022,0.044877,0.000173,,,
943,7.858333,-0.00704,0.044861,0.000202,,,
944,7.866667,-0.007052,0.044835,0.000231,,,
945,7.875,-0.007032,0.044841,0.000261,,,
946,7.883333,-0.007025,0.044835,0.00031,,,
947,7.891667,-0.007005,0.044836,0.000358,,,
948,7.9,-0.007032,0.044774,0.000421,,,
949,7.908333,-0.007043,0.044714,0.000501,,,
950,7.916667,-0.007029,0.044707,0.000586,,,
951,7.925,-0.006999,0.044727,0.000678,,,
952,7.933333,-0.007052,0.044643,0.000787,,,
953,7.941667,-0.007068,0.044576,0.000923,,,
954,7.95,-0.007068,0.044555,0.001051,,,
955,7.958333,-0.007096,0.044497,0.001274,,,
956,7.966667,-0.00705,0.044598,0.001602,,,
957,7.975,-0.007115,0.044598,0.002147,,,
958,7.983333,-0.007166,0.044693,0.002843,,,
959,7.991667,-0.007253,0.044792,0.003656,,,
960,8,-0.007372,0.044832,0.00452,,,
961,8.008333,-0.007503,0.044816,0.005325,,,
962,8.016667,-0.007641,0.044737,0.005998,,,
963,8.025,-0.007786,0.044538,0.006631,,,
964,8.033333,-0.007884,0.044328,0.007245,,,
965,8.041667,-0.007994,0.044028,0.007955,,,
966,8.05,-0.00819,0.043743,0.008854,,,
967,8.058333,-0.008429,0.043417,0.009903,,,
968,8.066667,-0.008669,0.043031,0.010978,,,
969,8.075,-0.008981,0.042517,0.01206,,,
970,8.083333,-0.009293,0.041906,0.013184,,,
971,8.091667,-0.009715,0.041179,0.014436,,,
972,8.1,-0.01013,0.040461,0.015717,,,
973,8.108333,-0.010629,0.039538,0.016946,,,
974,8.116667,-0.011253,0.038396,0.018117,,,
975,8.125,-0.0119,0.037132,0.019136,,,
976,8.133333,-0.012664,0.035982,0.019817,,,
977,8.141667,-0.013308,0.035331,0.020274,,,
978,8.15,-0.013776,0.035075,0.020619,,,
979,8.158333,-0.013914,0.035247,0.020938,,,
980,8.166667,-0.013884,0.03562,0.021095,,,
981,8.175,-0.014074,0.035658,0.021104,,,
982,8.183333,-0.014358,0.035612,0.021131,,,
983,8.191667,-0.014483,0.035847,0.021294,,,
984,8.2,-0.014556,0.036384,0.021699,,,
985,8.208333,-0.014678,0.037235,0.02216,,,
986,8.216667,-0.01483,0.038463,0.02251,,,
987,8.225,-0.015068,0.039799,0.022604,,,
988,8.233333,-0.015269,0.041384,0.022632,,,
989,8.241667,-0.015554,0.043065,0.022705,,,
990,8.25,-0.01583,0.045241,0.022846,,,
991,8.258333,-0.016198,0.047502,0.022936,,,
992,8.266667,-0.016597,0.049726,0.022907,,,
993,8.275,-0.017041,0.051796,0.022718,,,
994,8.283333,-0.017477,0.053754,0.022489,,,
995,8.291667,-0.017994,0.055685,0.022249,,,
996,8.3,-0.018527,0.057601,0.022027,,,
997,8.308333,-0.019152,0.059231,0.021816,,,
998,8.316667,-0.019631,0.06091,0.021485,,,
999,8.325,-0.020232,0.06236,0.021141,,,
1000,8.333333,-0.020773,0.063954,0.020803,,,
1001,8.341667,-0.021414,0.065361,0.020508,,,
1002,8.35,-0.022007,0.066853,0.020235,,,
1003,8.358333,-0.022563,0.068307,0.019948,,,
1004,8.366667,-0.023032,0.069749,0.019653,,,
1005,8.375,-0.023567,0.071139,0.01928,,,
1006,8.383333,-0.02415,0.072402,0.01894,,,
1007,8.391667,-0.024609,0.073777,0.01857,,,
1008,8.4,-0.025031,0.075148,0.01819,,,
1009,8.408333,-0.025533,0.076315,0.017828,,,
1010,8.416667,-0.025964,0.077399,0.017416,,,
1011,8.425,-0.026303,0.078431,0.017044,,,
1012,8.433333,-0.026652,0.079236,0.01671,,,
1013,8.441667,-0.02689,0.079989,0.016373,,,
1014,8.45,-0.027187,0.080472,0.016048,,,
1015,8.458333,-0.027348,0.081001,0.015745,,,
1016,8.466667,-0.0275,0.081413,0.015467,,,
1017,8.475,-0.027651,0.081693,0.015219,,,
1018,8.483333,-0.027775,0.081914,0.014973,,,
1019,8.491667,-0.027787,0.082157,0.014798,,,
1020,8.5,-0.027813,0.082283,0.014638,,,
1021,8.508333,-0.027818,0.082412,0.014479,,,
