Format Version,1.23,Take Name,Take 2024-04-16 11.53.33 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.53.34.174 AM,Capture Start Frame,356686,Total Frames in Take,7312,Total Exported Frames,7312,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1003,Unlabeled 1003,Unlabeled 1003,Unlabeled 1004,Unlabeled 1004,Unlabeled 1004,Unlabeled 1005,Unlabeled 1005,Unlabeled 1005,Unlabeled 1006,Unlabeled 1006,Unlabeled 1006
,ID,"C38D0","C38D0","C38D0","C3900","C3900","C3900","C3910","C3910","C3910","C3920","C3920","C3920"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.223779,-0.055350,-0.066152,0.166402,-0.021757,0.000338,0.186807,-0.024658,0.044847,,,
1,0.008333,0.223799,-0.055337,-0.066142,0.166404,-0.021749,0.000348,0.186814,-0.024642,0.044858,,,
2,0.016667,0.223751,-0.055345,-0.066117,0.166389,-0.021739,0.000360,0.186822,-0.024618,0.044872,,,
3,0.025000,0.223733,-0.055373,-0.066089,0.166383,-0.021745,0.000375,0.186918,-0.024595,0.044922,,,
4,0.033333,0.223696,-0.055401,-0.066062,0.166388,-0.021755,0.000394,0.186923,-0.024595,0.044933,,,
5,0.041667,0.223662,-0.055425,-0.066044,0.166378,-0.021760,0.000398,0.186937,-0.024602,0.044950,,,
6,0.050000,0.223666,-0.055429,-0.066032,0.166382,-0.021759,0.000404,0.186944,-0.024589,0.044959,,,
7,0.058333,0.223665,-0.055423,-0.066032,0.166404,-0.021742,0.000403,0.186951,-0.024581,0.044960,,,
8,0.066667,0.223688,-0.055407,-0.066033,0.166378,-0.021735,0.000399,0.186957,-0.024571,0.044958,,,
9,0.075000,0.223680,-0.055414,-0.066039,0.166402,-0.021750,0.000397,0.186938,-0.024591,0.044953,,,
10,0.083333,0.223680,-0.055425,-0.066045,0.166378,-0.021773,0.000393,0.186941,-0.024606,0.044947,,,
11,0.091667,0.223691,-0.055430,-0.066045,0.166377,-0.021780,0.000396,0.186938,-0.024617,0.044953,,,
12,0.100000,0.223704,-0.055415,-0.066045,0.166398,-0.021765,0.000406,0.186907,-0.024621,0.044944,,,
13,0.108333,0.223682,-0.055389,-0.066045,0.166377,-0.021748,0.000408,0.186936,-0.024584,0.044956,,,
14,0.116667,0.223719,-0.055349,-0.066049,0.166391,-0.021720,0.000414,0.186936,-0.024566,0.044958,,,
15,0.125000,0.223768,-0.055323,-0.066056,0.166375,-0.021713,0.000407,0.186926,-0.024562,0.044947,,,
16,0.133333,0.223744,-0.055341,-0.066077,0.166384,-0.021736,0.000394,0.186873,-0.024599,0.044910,,,
17,0.141667,0.223745,-0.055364,-0.066094,0.166381,-0.021765,0.000384,0.186839,-0.024642,0.044887,,,
18,0.150000,0.223767,-0.055381,-0.066097,0.166389,-0.021788,0.000381,0.186847,-0.024662,0.044887,,,
19,0.158333,0.223792,-0.055380,-0.066089,0.166375,-0.021793,0.000383,0.186864,-0.024659,0.044895,,,
20,0.166667,0.223767,-0.055371,-0.066076,0.166377,-0.021766,0.000393,0.186950,-0.024607,0.044941,,,
21,0.175000,0.223728,-0.055347,-0.066062,0.166368,-0.021726,0.000405,0.186942,-0.024577,0.044950,,,
22,0.183333,0.223750,-0.055331,-0.066045,0.166373,-0.021712,0.000416,0.186928,-0.024557,0.044962,,,
23,0.191667,0.223710,-0.055346,-0.066036,0.166359,-0.021715,0.000423,0.186928,-0.024566,0.044964,,,
24,0.200000,0.223740,-0.055360,-0.066033,0.166348,-0.021759,0.000420,0.186902,-0.024596,0.044956,,,
25,0.208333,0.223757,-0.055371,-0.066042,0.166357,-0.021769,0.000415,0.186931,-0.024606,0.044958,,,
26,0.216667,0.223766,-0.055362,-0.066059,0.166382,-0.021764,0.000411,0.186917,-0.024619,0.044937,,,
27,0.225000,0.223716,-0.055354,-0.066077,0.166393,-0.021755,0.000401,0.186932,-0.024610,0.044931,,,
28,0.233333,0.223735,-0.055341,-0.066081,0.166350,-0.021764,0.000397,0.186846,-0.024634,0.044902,,,
29,0.241667,0.223746,-0.055334,-0.066076,0.166345,-0.021765,0.000407,0.186940,-0.024606,0.044938,,,
30,0.250000,0.223711,-0.055346,-0.066074,0.166367,-0.021759,0.000415,0.186847,-0.024631,0.044910,,,
31,0.258333,0.223713,-0.055330,-0.066077,0.166348,-0.021758,0.000417,0.186914,-0.024602,0.044940,,,
32,0.266667,0.223721,-0.055314,-0.066081,0.166350,-0.021747,0.000418,0.186887,-0.024604,0.044928,,,
33,0.275000,0.223722,-0.055293,-0.066094,0.166344,-0.021724,0.000414,0.186960,-0.024571,0.044933,,,
34,0.283333,0.223727,-0.055284,-0.066112,0.166359,-0.021733,0.000400,0.186836,-0.024617,0.044888,,,
35,0.291667,0.223775,-0.055282,-0.066133,0.166374,-0.021747,0.000390,0.186865,-0.024631,0.044877,,,
36,0.300000,0.223801,-0.055289,-0.066141,0.166355,-0.021773,0.000381,0.186849,-0.024652,0.044865,,,
37,0.308333,0.223782,-0.055311,-0.066128,0.166359,-0.021788,0.000390,0.186869,-0.024660,0.044880,,,
38,0.316667,0.223747,-0.055316,-0.066111,0.166389,-0.021773,0.000411,0.186830,-0.024667,0.044887,,,
39,0.325000,0.223750,-0.055298,-0.066095,0.166376,-0.021759,0.000419,0.186970,-0.024598,0.044939,,,
40,0.333333,0.223763,-0.055270,-0.066084,0.166345,-0.021729,0.000421,0.186950,-0.024569,0.044941,,,
41,0.341667,0.223741,-0.055264,-0.066079,0.166377,-0.021702,0.000422,0.186891,-0.024563,0.044927,,,
42,0.350000,0.223791,-0.055270,-0.066075,0.166357,-0.021732,0.000412,0.186932,-0.024576,0.044928,,,
43,0.358333,0.223761,-0.055313,-0.066084,0.166373,-0.021763,0.000410,0.186934,-0.024612,0.044928,,,
44,0.366667,0.223760,-0.055346,-0.066089,0.166376,-0.021792,0.000399,0.186844,-0.024671,0.044894,,,
45,0.375000,0.223751,-0.055353,-0.066083,0.166356,-0.021802,0.000398,0.186943,-0.024646,0.044930,,,
46,0.383333,0.223748,-0.055334,-0.066064,0.166370,-0.021774,0.000412,0.186917,-0.024627,0.044939,,,
47,0.391667,0.223770,-0.055297,-0.066040,0.166359,-0.021745,0.000429,0.186948,-0.024582,0.044966,,,
48,0.400000,0.223743,-0.055281,-0.066027,0.166336,-0.021723,0.000442,0.186949,-0.024557,0.044973,,,
49,0.408333,0.223749,-0.055279,-0.066027,0.166353,-0.021719,0.000445,0.186912,-0.024567,0.044967,,,
50,0.416667,0.223758,-0.055295,-0.066038,0.166342,-0.021755,0.000431,0.186940,-0.024586,0.044959,,,
51,0.425000,0.223775,-0.055313,-0.066049,0.166367,-0.021775,0.000429,0.186927,-0.024617,0.044953,,,
52,0.433333,0.223769,-0.055314,-0.066055,0.166375,-0.021780,0.000429,0.186909,-0.024638,0.044941,,,
53,0.441667,0.223812,-0.055290,-0.066062,0.166385,-0.021770,0.000422,0.186937,-0.024611,0.044942,,,
54,0.450000,0.223793,-0.055264,-0.066071,0.166364,-0.021746,0.000421,0.186927,-0.024590,0.044939,,,
55,0.458333,0.223754,-0.055252,-0.066074,0.166354,-0.021724,0.000422,0.186931,-0.024578,0.044942,,,
56,0.466667,0.223759,-0.055258,-0.066072,0.166341,-0.021739,0.000419,0.186940,-0.024587,0.044948,,,
57,0.475000,0.223798,-0.055268,-0.066072,0.166323,-0.021772,0.000418,0.186943,-0.024600,0.044943,,,
58,0.483333,0.223783,-0.055282,-0.066080,0.166369,-0.021768,0.000421,0.186906,-0.024627,0.044938,,,
59,0.491667,0.223757,-0.055284,-0.066081,0.166365,-0.021761,0.000418,0.186914,-0.024615,0.044933,,,
60,0.500000,0.223784,-0.055260,-0.066076,0.166347,-0.021750,0.000419,0.186912,-0.024603,0.044938,,,
61,0.508333,0.223766,-0.055253,-0.066077,0.166354,-0.021742,0.000423,0.186960,-0.024580,0.044947,,,
62,0.516667,0.223779,-0.055257,-0.066077,0.166348,-0.021750,0.000422,0.186927,-0.024600,0.044935,,,
63,0.525000,0.223805,-0.055268,-0.066083,0.166353,-0.021761,0.000420,0.186928,-0.024609,0.044933,,,
64,0.533333,0.223786,-0.055282,-0.066085,0.166359,-0.021772,0.000417,0.186939,-0.024613,0.044935,,,
65,0.541667,0.223728,-0.055291,-0.066078,0.166376,-0.021765,0.000426,0.186926,-0.024629,0.044938,,,
66,0.550000,0.223746,-0.055276,-0.066075,0.166345,-0.021759,0.000435,0.186961,-0.024597,0.044950,,,
67,0.558333,0.223740,-0.055248,-0.066076,0.166336,-0.021744,0.000433,0.186949,-0.024587,0.044950,,,
68,0.566667,0.223765,-0.055230,-0.066092,0.166329,-0.021732,0.000427,0.186945,-0.024579,0.044938,,,
69,0.575000,0.223768,-0.055227,-0.066105,0.166312,-0.021743,0.000415,0.186855,-0.024619,0.044900,,,
70,0.583333,0.223765,-0.055242,-0.066119,0.166326,-0.021761,0.000412,0.186861,-0.024642,0.044891,,,
71,0.591667,0.223764,-0.055250,-0.066125,0.166350,-0.021775,0.000414,0.186807,-0.024674,0.044879,,,
72,0.600000,0.223751,-0.055239,-0.066130,0.166332,-0.021772,0.000409,0.186849,-0.024657,0.044881,,,
73,0.608333,0.223756,-0.055209,-0.066136,0.166340,-0.021750,0.000413,0.186841,-0.024640,0.044880,,,
74,0.616667,0.223775,-0.055190,-0.066141,0.166327,-0.021726,0.000411,0.186868,-0.024619,0.044881,,,
75,0.625000,0.223754,-0.055193,-0.066150,0.166324,-0.021733,0.000411,0.186868,-0.024617,0.044882,,,
76,0.633333,0.223759,-0.055199,-0.066158,0.166337,-0.021743,0.000411,0.186911,-0.024620,0.044888,,,
77,0.641667,0.223785,-0.055206,-0.066164,0.166365,-0.021759,0.000409,0.186816,-0.024663,0.044851,,,
78,0.650000,0.223792,-0.055198,-0.066169,0.166332,-0.021764,0.000399,0.186830,-0.024667,0.044849,,,
79,0.658333,0.223783,-0.055197,-0.066173,0.166361,-0.021753,0.000406,0.186807,-0.024670,0.044846,,,
80,0.666667,0.223754,-0.055192,-0.066173,0.166334,-0.021752,0.000400,0.186879,-0.024643,0.044864,,,
81,0.675000,0.223772,-0.055186,-0.066180,0.166338,-0.021748,0.000400,0.186872,-0.024636,0.044858,,,
82,0.683333,0.223781,-0.055180,-0.066181,0.166345,-0.021742,0.000394,0.186836,-0.024647,0.044849,,,
83,0.691667,0.223771,-0.055186,-0.066184,0.166368,-0.021739,0.000398,0.186886,-0.024633,0.044857,,,
84,0.700000,0.223783,-0.055185,-0.066177,0.166330,-0.021747,0.000394,0.186818,-0.024661,0.044843,,,
85,0.708333,0.223740,-0.055197,-0.066177,0.166331,-0.021750,0.000400,0.186872,-0.024644,0.044860,,,
86,0.716667,0.223767,-0.055185,-0.066178,0.166333,-0.021750,0.000394,0.186870,-0.024644,0.044859,,,
87,0.725000,0.223803,-0.055169,-0.066186,0.166362,-0.021731,0.000395,0.186820,-0.024654,0.044837,,,
88,0.733333,0.223788,-0.055173,-0.066189,0.166340,-0.021746,0.000388,0.186849,-0.024651,0.044840,,,
89,0.741667,0.223779,-0.055181,-0.066191,0.166345,-0.021752,0.000390,0.186894,-0.024640,0.044853,,,
90,0.750000,0.223771,-0.055177,-0.066196,0.166353,-0.021752,0.000389,0.186840,-0.024669,0.044833,,,
91,0.758333,0.223818,-0.055169,-0.066198,0.166345,-0.021751,0.000386,0.186804,-0.024678,0.044829,,,
92,0.766667,0.223793,-0.055167,-0.066203,0.166345,-0.021743,0.000379,0.186819,-0.024662,0.044823,,,
93,0.775000,0.223811,-0.055159,-0.066201,0.166356,-0.021731,0.000385,0.186825,-0.024655,0.044826,,,
94,0.783333,0.223782,-0.055163,-0.066199,0.166353,-0.021738,0.000389,0.186862,-0.024645,0.044844,,,
95,0.791667,0.223787,-0.055167,-0.066204,0.166361,-0.021739,0.000386,0.186854,-0.024658,0.044828,,,
96,0.800000,0.223789,-0.055168,-0.066212,0.166356,-0.021743,0.000379,0.186795,-0.024676,0.044810,,,
97,0.808333,0.223785,-0.055173,-0.066211,0.166326,-0.021756,0.000373,0.186854,-0.024667,0.044827,,,
98,0.816667,0.223781,-0.055181,-0.066198,0.166355,-0.021751,0.000386,0.186841,-0.024674,0.044832,,,
99,0.825000,0.223790,-0.055174,-0.066189,0.166343,-0.021747,0.000391,0.186858,-0.024658,0.044841,,,
100,0.833333,0.223775,-0.055172,-0.066184,0.166334,-0.021739,0.000390,0.186846,-0.024655,0.044846,,,
101,0.841667,0.223758,-0.055180,-0.066176,0.166340,-0.021732,0.000390,0.186841,-0.024646,0.044844,,,
102,0.850000,0.223773,-0.055180,-0.066180,0.166337,-0.021731,0.000391,0.186841,-0.024645,0.044843,,,
103,0.858333,0.223783,-0.055188,-0.066176,0.166345,-0.021749,0.000396,0.186879,-0.024650,0.044857,,,
104,0.866667,0.223764,-0.055202,-0.066175,0.166370,-0.021752,0.000398,0.186850,-0.024668,0.044847,,,
105,0.875000,0.223734,-0.055211,-0.066186,0.166356,-0.021757,0.000394,0.186842,-0.024681,0.044841,,,
106,0.883333,0.223730,-0.055206,-0.066192,0.166354,-0.021749,0.000395,0.186847,-0.024668,0.044838,,,
107,0.891667,0.223761,-0.055189,-0.066190,0.166363,-0.021740,0.000395,0.186847,-0.024658,0.044839,,,
108,0.900000,0.223744,-0.055187,-0.066188,0.166347,-0.021739,0.000399,0.186864,-0.024642,0.044851,,,
109,0.908333,0.223747,-0.055189,-0.066195,0.166356,-0.021736,0.000404,0.186838,-0.024665,0.044841,,,
110,0.916667,0.223726,-0.055193,-0.066201,0.166341,-0.021739,0.000395,0.186904,-0.024643,0.044844,,,
111,0.925000,0.223745,-0.055183,-0.066205,0.166335,-0.021749,0.000390,0.186839,-0.024657,0.044830,,,
112,0.933333,0.223747,-0.055181,-0.066211,0.166357,-0.021745,0.000397,0.186809,-0.024673,0.044821,,,
113,0.941667,0.223727,-0.055180,-0.066214,0.166343,-0.021744,0.000392,0.186844,-0.024656,0.044831,,,
114,0.950000,0.223768,-0.055168,-0.066220,0.166355,-0.021742,0.000388,0.186796,-0.024672,0.044813,,,
115,0.958333,0.223730,-0.055176,-0.066229,0.166333,-0.021747,0.000382,0.186861,-0.024660,0.044820,,,
116,0.966667,0.223730,-0.055181,-0.066234,0.166339,-0.021752,0.000380,0.186841,-0.024673,0.044817,,,
117,0.975000,0.223717,-0.055190,-0.066226,0.166354,-0.021752,0.000388,0.186852,-0.024675,0.044824,,,
118,0.983333,0.223724,-0.055183,-0.066224,0.166323,-0.021758,0.000383,0.186839,-0.024673,0.044827,,,
119,0.991667,0.223735,-0.055188,-0.066223,0.166347,-0.021746,0.000383,0.186826,-0.024671,0.044816,,,
120,1.000000,0.223736,-0.055168,-0.066222,0.166347,-0.021721,0.000381,0.186830,-0.024654,0.044814,,,
121,1.008333,0.223736,-0.055176,-0.066221,0.166316,-0.021753,0.000383,0.186833,-0.024658,0.044819,,,
122,1.016667,0.223707,-0.055192,-0.066222,0.166372,-0.021741,0.000389,0.186863,-0.024661,0.044827,,,
123,1.025000,0.223725,-0.055187,-0.066222,0.166373,-0.021740,0.000390,0.186883,-0.024659,0.044829,,,
124,1.033333,0.223739,-0.055190,-0.066221,0.166361,-0.021749,0.000384,0.186843,-0.024672,0.044820,,,
125,1.041667,0.223742,-0.055183,-0.066219,0.166353,-0.021741,0.000386,0.186792,-0.024673,0.044799,,,
126,1.050000,0.223704,-0.055189,-0.066217,0.166357,-0.021738,0.000386,0.186884,-0.024641,0.044824,,,
127,1.058333,0.223709,-0.055185,-0.066213,0.166355,-0.021733,0.000391,0.186862,-0.024650,0.044833,,,
128,1.066667,0.223730,-0.055185,-0.066215,0.166341,-0.021738,0.000386,0.186879,-0.024647,0.044833,,,
129,1.075000,0.223710,-0.055194,-0.066223,0.166371,-0.021744,0.000381,0.186844,-0.024670,0.044819,,,
130,1.083333,0.223724,-0.055191,-0.066228,0.166339,-0.021748,0.000377,0.186853,-0.024665,0.044811,,,
131,1.091667,0.223719,-0.055195,-0.066221,0.166336,-0.021742,0.000380,0.186836,-0.024669,0.044815,,,
132,1.100000,0.223710,-0.055193,-0.066216,0.166332,-0.021743,0.000385,0.186846,-0.024665,0.044824,,,
133,1.108333,0.223718,-0.055181,-0.066217,0.166319,-0.021740,0.000385,0.186842,-0.024657,0.044824,,,
134,1.116667,0.223701,-0.055186,-0.066216,0.166350,-0.021727,0.000388,0.186839,-0.024655,0.044820,,,
135,1.125000,0.223697,-0.055199,-0.066215,0.166354,-0.021728,0.000390,0.186867,-0.024655,0.044830,,,
136,1.133333,0.223697,-0.055213,-0.066206,0.166343,-0.021749,0.000393,0.186884,-0.024660,0.044831,,,
137,1.141667,0.223692,-0.055221,-0.066199,0.166353,-0.021753,0.000397,0.186839,-0.024674,0.044836,,,
138,1.150000,0.223679,-0.055223,-0.066200,0.166323,-0.021757,0.000398,0.186792,-0.024684,0.044824,,,
139,1.158333,0.223687,-0.055216,-0.066192,0.166338,-0.021737,0.000405,0.186885,-0.024634,0.044852,,,
140,1.166667,0.223642,-0.055219,-0.066185,0.166324,-0.021724,0.000410,0.186855,-0.024631,0.044851,,,
141,1.175000,0.223671,-0.055216,-0.066178,0.166311,-0.021731,0.000416,0.186879,-0.024637,0.044865,,,
142,1.183333,0.223640,-0.055235,-0.066185,0.166338,-0.021737,0.000414,0.186890,-0.024641,0.044867,,,
143,1.191667,0.223651,-0.055243,-0.066195,0.166340,-0.021751,0.000408,0.186849,-0.024661,0.044848,,,
144,1.200000,0.223649,-0.055243,-0.066194,0.166324,-0.021749,0.000402,0.186856,-0.024659,0.044847,,,
145,1.208333,0.223635,-0.055248,-0.066182,0.166310,-0.021751,0.000407,0.186833,-0.024657,0.044853,,,
146,1.216667,0.223638,-0.055245,-0.066171,0.166283,-0.021757,0.000419,0.186890,-0.024631,0.044878,,,
147,1.225000,0.223631,-0.055246,-0.066163,0.166292,-0.021738,0.000424,0.186860,-0.024637,0.044875,,,
148,1.233333,0.223597,-0.055262,-0.066169,0.166295,-0.021733,0.000423,0.186870,-0.024630,0.044879,,,
149,1.241667,0.223605,-0.055270,-0.066171,0.166301,-0.021734,0.000419,0.186879,-0.024624,0.044879,,,
150,1.250000,0.223593,-0.055286,-0.066165,0.166279,-0.021748,0.000420,0.186881,-0.024635,0.044882,,,
151,1.258333,0.223559,-0.055307,-0.066161,0.166288,-0.021755,0.000423,0.186895,-0.024632,0.044886,,,
152,1.266667,0.223562,-0.055318,-0.066163,0.166307,-0.021752,0.000423,0.186896,-0.024637,0.044887,,,
153,1.275000,0.223588,-0.055324,-0.066160,0.166295,-0.021753,0.000417,0.186876,-0.024631,0.044882,,,
154,1.283333,0.223568,-0.055351,-0.066158,0.166314,-0.021740,0.000421,0.186892,-0.024634,0.044890,,,
155,1.291667,0.223558,-0.055365,-0.066147,0.166325,-0.021750,0.000426,0.186917,-0.024625,0.044900,,,
156,1.300000,0.223549,-0.055388,-0.066128,0.166294,-0.021760,0.000427,0.186993,-0.024604,0.044933,,,
157,1.308333,0.223508,-0.055408,-0.066116,0.166308,-0.021743,0.000435,0.186964,-0.024598,0.044936,,,
158,1.316667,0.223539,-0.055409,-0.066105,0.166334,-0.021730,0.000443,0.186947,-0.024594,0.044938,,,
159,1.325000,0.223517,-0.055437,-0.066098,0.166316,-0.021734,0.000438,0.186996,-0.024572,0.044952,,,
160,1.333333,0.223523,-0.055472,-0.066083,0.166348,-0.021751,0.000440,0.186978,-0.024594,0.044943,,,
161,1.341667,0.223516,-0.055507,-0.066072,0.166326,-0.021777,0.000446,0.187001,-0.024601,0.044949,,,
162,1.350000,0.223514,-0.055541,-0.066063,0.166349,-0.021781,0.000440,0.186952,-0.024621,0.044935,,,
163,1.358333,0.223491,-0.055568,-0.066055,0.166326,-0.021785,0.000447,0.186971,-0.024608,0.044950,,,
164,1.366667,0.223476,-0.055594,-0.066041,0.166337,-0.021774,0.000454,0.187004,-0.024592,0.044970,,,
165,1.375000,0.223466,-0.055620,-0.066021,0.166312,-0.021778,0.000458,0.186992,-0.024585,0.044976,,,
166,1.383333,0.223430,-0.055658,-0.066014,0.166322,-0.021772,0.000457,0.186987,-0.024578,0.044978,,,
167,1.391667,0.223433,-0.055698,-0.066010,0.166323,-0.021766,0.000430,0.186980,-0.024588,0.044973,,,
168,1.400000,0.223439,-0.055763,-0.066004,0.166310,-0.021794,0.000419,0.186994,-0.024594,0.044981,,,
169,1.408333,0.223446,-0.055821,-0.065989,0.166332,-0.021806,0.000418,0.187028,-0.024590,0.044991,,,
170,1.416667,0.223476,-0.055881,-0.065963,0.166363,-0.021823,0.000410,0.187027,-0.024600,0.045005,,,
171,1.425000,0.223515,-0.055957,-0.065936,0.166330,-0.021850,0.000383,0.187021,-0.024604,0.045010,,,
172,1.433333,0.223575,-0.056042,-0.065902,0.166355,-0.021870,0.000348,0.186992,-0.024606,0.045020,,,
173,1.441667,0.223478,-0.056194,-0.065846,0.166328,-0.021915,0.000308,0.187015,-0.024598,0.045043,,,
174,1.450000,0.223527,-0.056329,-0.065788,0.166367,-0.021961,0.000285,0.187049,-0.024594,0.045073,,,
175,1.458333,0.223498,-0.056471,-0.065734,0.166383,-0.022011,0.000243,0.187030,-0.024587,0.045098,,,
176,1.466667,0.223552,-0.056621,-0.065684,0.166337,-0.022082,0.000111,0.187047,-0.024560,0.045123,,,
177,1.475000,0.223676,-0.056833,-0.065618,0.166234,-0.022229,0.000062,0.187015,-0.024555,0.045133,,,
178,1.483333,0.223778,-0.057075,-0.065556,0.166135,-0.022438,-0.000031,0.186982,-0.024563,0.045145,,,
179,1.491667,0.223761,-0.057351,-0.065516,0.165995,-0.022623,-0.000170,0.186958,-0.024587,0.045159,,,
180,1.500000,0.223813,-0.057587,-0.065482,0.165949,-0.022797,-0.000240,0.186927,-0.024597,0.045165,,,
181,1.508333,0.223884,-0.057793,-0.065410,0.165877,-0.023004,-0.000265,0.186922,-0.024590,0.045179,,,
182,1.516667,0.223843,-0.058059,-0.065315,0.165765,-0.023293,-0.000268,0.186864,-0.024602,0.045190,,,
183,1.525000,0.223774,-0.058361,-0.065208,0.165657,-0.023631,-0.000230,0.186850,-0.024580,0.045223,,,
184,1.533333,0.223871,-0.058665,-0.065079,0.165604,-0.024011,-0.000151,0.186837,-0.024579,0.045247,,,
185,1.541667,0.223795,-0.059039,-0.064948,0.165569,-0.024412,-0.000060,0.186832,-0.024587,0.045262,,,
186,1.550000,0.223807,-0.059369,-0.064823,0.165552,-0.024868,0.000057,0.186880,-0.024592,0.045282,,,
187,1.558333,0.223984,-0.059742,-0.064682,0.165503,-0.025380,0.000181,0.186891,-0.024617,0.045312,,,
188,1.566667,0.224094,-0.060143,-0.064526,0.165512,-0.025866,0.000330,0.186932,-0.024660,0.045386,,,
189,1.575000,0.224244,-0.060520,-0.064340,0.165453,-0.026404,0.000482,0.186953,-0.024702,0.045483,,,
190,1.583333,0.224271,-0.060964,-0.064150,0.165471,-0.026957,0.000696,0.187092,-0.024709,0.045618,,,
191,1.591667,0.224366,-0.061433,-0.063932,0.165545,-0.027514,0.000950,0.187092,-0.024729,0.045736,,,
192,1.600000,0.224311,-0.061940,-0.063724,0.165579,-0.028139,0.001161,0.187193,-0.024730,0.045897,,,
193,1.608333,0.224399,-0.062516,-0.063540,0.165569,-0.028775,0.001345,0.187319,-0.024747,0.046070,,,
194,1.616667,0.224413,-0.063096,-0.063368,0.165433,-0.029516,0.001513,0.187552,-0.024749,0.046246,,,
195,1.625000,0.224524,-0.063736,-0.063165,0.165344,-0.030252,0.001687,0.187691,-0.024765,0.046386,,,
196,1.633333,0.224389,-0.064440,-0.062995,0.165292,-0.031045,0.001888,0.187715,-0.024824,0.046498,,,
197,1.641667,0.224240,-0.065208,-0.062829,0.165283,-0.031876,0.002083,0.187797,-0.024915,0.046620,,,
198,1.650000,0.224301,-0.065901,-0.062648,0.165042,-0.032785,0.002270,0.187664,-0.025139,0.046728,,,
199,1.658333,0.224144,-0.066714,-0.062507,0.164752,-0.033792,0.002451,0.187504,-0.025484,0.046904,,,
200,1.666667,0.223818,-0.067586,-0.062372,0.164390,-0.034823,0.002607,0.187368,-0.025928,0.047077,,,
201,1.675000,0.223455,-0.068507,-0.062240,0.164041,-0.035856,0.002763,0.187126,-0.026457,0.047248,,,
202,1.683333,0.223093,-0.069478,-0.062127,0.163541,-0.037021,0.002889,0.186972,-0.027080,0.047451,,,
203,1.691667,0.222652,-0.070494,-0.062052,0.163131,-0.038198,0.003032,0.186627,-0.027813,0.047643,,,
204,1.700000,0.222242,-0.071520,-0.061972,0.162629,-0.039418,0.003159,0.185950,-0.028725,0.047738,,,
205,1.708333,0.221656,-0.072627,-0.061899,0.161878,-0.040755,0.003268,0.185356,-0.029659,0.047858,,,
206,1.716667,0.220872,-0.073836,-0.061844,0.161113,-0.042160,0.003385,0.184644,-0.030763,0.047942,,,
207,1.725000,0.219997,-0.075110,-0.061834,0.159995,-0.043760,0.003464,0.183583,-0.032021,0.047980,,,
208,1.733333,0.219063,-0.076408,-0.061834,0.158791,-0.045472,0.003482,0.182406,-0.033412,0.048005,,,
209,1.741667,0.217953,-0.077753,-0.061866,0.157268,-0.047286,0.003434,0.180856,-0.035059,0.047996,,,
210,1.750000,0.216652,-0.079155,-0.061946,0.155742,-0.049115,0.003318,0.179325,-0.036799,0.047999,,,
211,1.758333,0.215173,-0.080606,-0.062080,0.153930,-0.050970,0.003121,0.177145,-0.038805,0.047902,,,
212,1.766667,0.213476,-0.082117,-0.062280,0.151963,-0.052854,0.002847,0.174964,-0.040920,0.047799,,,
213,1.775000,0.211554,-0.083732,-0.062530,0.149712,-0.054835,0.002440,0.172558,-0.043213,0.047662,,,
214,1.783333,0.209707,-0.085410,-0.062773,0.147273,-0.056946,0.002031,0.170023,-0.045610,0.047515,,,
215,1.791667,0.207574,-0.087209,-0.063061,0.145051,-0.059088,0.001585,0.167202,-0.048110,0.047363,,,
216,1.800000,0.205386,-0.089096,-0.063343,0.142302,-0.061417,0.001073,0.164359,-0.050769,0.047223,,,
217,1.808333,0.203131,-0.091026,-0.063605,0.139533,-0.063836,0.000524,0.161154,-0.053521,0.047019,,,
218,1.816667,0.200578,-0.093056,-0.063938,0.136689,-0.066286,-0.000072,0.158017,-0.056363,0.046847,,,
219,1.825000,0.198194,-0.095065,-0.064234,0.133495,-0.068859,-0.000720,0.154588,-0.059241,0.046628,,,
220,1.833333,0.195562,-0.097156,-0.064594,0.130466,-0.071399,-0.001392,0.151032,-0.062205,0.046423,,,
221,1.841667,0.192821,-0.099237,-0.064933,0.127087,-0.074026,-0.002097,0.147386,-0.065045,0.046182,,,
222,1.850000,0.189870,-0.101321,-0.065297,0.123751,-0.076619,-0.002841,0.143601,-0.067900,0.045859,,,
223,1.858333,0.187015,-0.103396,-0.065631,0.120176,-0.079194,-0.003627,0.139772,-0.070661,0.045505,,,
224,1.866667,0.183901,-0.105441,-0.065991,0.116445,-0.081698,-0.004451,0.135732,-0.073367,0.045144,,,
225,1.875000,0.180799,-0.107400,-0.066291,0.112799,-0.084078,-0.005286,0.131627,-0.075946,0.044802,,,
226,1.883333,0.177462,-0.109310,-0.066588,0.108906,-0.086374,-0.006129,0.127399,-0.078356,0.044426,,,
227,1.891667,0.174216,-0.111124,-0.066852,0.104930,-0.088560,-0.007010,0.123059,-0.080685,0.043981,,,
