Format Version,1.23,Take Name,Take 2024-04-16 11.47.16 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.47.16.236 AM,Capture Start Frame,311328,Total Frames in Take,6967,Total Exported Frames,6967,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1245,Unlabeled 1245,Unlabeled 1245,Unlabeled 1246,Unlabeled 1246,Unlabeled 1246,Unlabeled 1247,Unlabeled 1247,Unlabeled 1247,Unlabeled 1248,Unlabeled 1248,Unlabeled 1248,Unlabeled 1249,Unlabeled 1249,Unlabeled 1249
,ID,"D0880","D0880","D0880","D08E0","D08E0","D08E0","D0900","D0900","D0900","D0910","D0910","D0910","D0920","D0920","D0920"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1589,13.241667,,,,0.255221,-0.025131,0.012841,0.229228,-0.021143,-0.040644,,,,,,
1590,13.250000,,,,0.255514,-0.025230,0.013179,0.229450,-0.021189,-0.040185,,,,,,
1591,13.258333,,,,0.255714,-0.025382,0.013350,0.229409,-0.021309,-0.039730,,,,,,
1592,13.266667,,,,0.255902,-0.025462,0.013403,0.229738,-0.021305,-0.039279,,,,,,
1593,13.275000,,,,0.256133,-0.025457,0.013468,0.230002,-0.021260,-0.038877,,,,,,
1594,13.283333,,,,0.256250,-0.025536,0.013497,0.230125,-0.021253,-0.038599,,,,,,
1595,13.291667,,,,0.256406,-0.025571,0.013496,0.230311,-0.021271,-0.038391,,,,,,
1596,13.300000,,,,0.256492,-0.025604,0.013434,0.230546,-0.021286,-0.038251,,,,,,
1597,13.308333,,,,0.256632,-0.025609,0.013366,0.230719,-0.021292,-0.038158,,,,,,
1598,13.316667,,,,0.256725,-0.025585,0.013272,0.230866,-0.021280,-0.038108,,,,,,
1599,13.325000,,,,0.256783,-0.025558,0.013172,0.230991,-0.021262,-0.038101,,,,,,
1600,13.333333,,,,0.256804,-0.025539,0.013086,0.231011,-0.021254,-0.038137,,,,,,
1601,13.341667,,,,0.256814,-0.025525,0.013009,0.231103,-0.021226,-0.038169,,,,,,
1602,13.350000,,,,0.256825,-0.025503,0.012961,0.231095,-0.021222,-0.038209,,,,,,
1603,13.358333,,,,0.256796,-0.025512,0.012906,0.231049,-0.021232,-0.038246,,,,,,
1604,13.366667,,,,0.256818,-0.025505,0.012876,0.231023,-0.021217,-0.038268,,,,,,
1605,13.375000,,,,0.256794,-0.025486,0.012846,0.230983,-0.021197,-0.038264,,,,,,
1606,13.383333,,,,0.256800,-0.025456,0.012837,0.230894,-0.021179,-0.038233,,,,,,
1607,13.391667,,,,0.256858,-0.025428,0.012846,0.230904,-0.021148,-0.038168,,,,,,
1608,13.400000,,,,0.256869,-0.025449,0.012859,0.230877,-0.021150,-0.038114,,,,,,
1609,13.408333,,,,0.256856,-0.025497,0.012874,0.230879,-0.021161,-0.038060,,,,,,
1610,13.416667,,,,0.256878,-0.025525,0.012903,0.230923,-0.021169,-0.037966,,,,,,
1611,13.425000,,,,0.256890,-0.025547,0.012930,0.230955,-0.021162,-0.037863,,,,,,
1612,13.433333,,,,0.256921,-0.025536,0.012946,0.230983,-0.021135,-0.037787,,,,,,
1613,13.441667,,,,0.256894,-0.025533,0.012953,0.230991,-0.021115,-0.037725,,,,,,
1614,13.450000,,,,0.256974,-0.025510,0.012973,0.230967,-0.021104,-0.037670,,,,,,
1615,13.458333,,,,0.256963,-0.025515,0.012981,0.230970,-0.021106,-0.037632,,,,,,
1616,13.466667,,,,0.256983,-0.025547,0.012988,0.230957,-0.021136,-0.037615,,,,,,
1617,13.475000,,,,0.256988,-0.025579,0.012991,0.230955,-0.021174,-0.037597,,,,,,
1618,13.483333,,,,0.256973,-0.025604,0.012986,0.230961,-0.021180,-0.037595,,,,,,
1619,13.491667,,,,0.256969,-0.025601,0.012976,0.230952,-0.021171,-0.037606,,,,,,
1620,13.500000,,,,0.256982,-0.025559,0.012966,0.230934,-0.021138,-0.037616,,,,,,
1621,13.508333,,,,0.256933,-0.025543,0.012960,0.230936,-0.021108,-0.037625,,,,,,
1622,13.516667,,,,0.256970,-0.025530,0.012952,0.230942,-0.021093,-0.037636,,,,,,
1623,13.525000,,,,0.256955,-0.025550,0.012940,0.230924,-0.021112,-0.037646,,,,,,
1624,13.533333,,,,0.256942,-0.025559,0.012927,0.230953,-0.021104,-0.037652,,,,,,
1625,13.541667,,,,0.256955,-0.025551,0.012913,0.230893,-0.021102,-0.037661,,,,,,
1626,13.550000,,,,0.256938,-0.025534,0.012908,0.230889,-0.021077,-0.037651,,,,,,
1627,13.558333,,,,0.256953,-0.025511,0.012907,0.230859,-0.021057,-0.037645,,,,,,
1628,13.566667,,,,0.256961,-0.025490,0.012900,0.230807,-0.021049,-0.037639,,,,,,
1629,13.575000,,,,0.256893,-0.025512,0.012887,0.230804,-0.021033,-0.037630,,,,,,
1630,13.583333,,,,0.256896,-0.025515,0.012889,0.230811,-0.021031,-0.037623,,,,,,
1631,13.591667,,,,0.256892,-0.025521,0.012892,0.230755,-0.021040,-0.037622,,,,,,
1632,13.600000,,,,0.256891,-0.025512,0.012893,0.230761,-0.021026,-0.037624,,,,,,
1633,13.608333,,,,0.256875,-0.025498,0.012882,0.230750,-0.020993,-0.037639,,,,,,
1634,13.616667,,,,0.256856,-0.025479,0.012876,0.230744,-0.020963,-0.037645,,,,,,
1635,13.625000,,,,0.256866,-0.025464,0.012875,0.230715,-0.020956,-0.037647,,,,,,
1636,13.633333,,,,0.256824,-0.025490,0.012868,0.230721,-0.020956,-0.037647,,,,,,
1637,13.641667,,,,0.256855,-0.025509,0.012873,0.230734,-0.020982,-0.037648,,,,,,
1638,13.650000,,,,0.256839,-0.025522,0.012865,0.230719,-0.020998,-0.037645,,,,,,
1639,13.658333,,,,0.256848,-0.025511,0.012870,0.230720,-0.020995,-0.037648,,,,,,
1640,13.666667,,,,0.256837,-0.025488,0.012865,0.230741,-0.020970,-0.037645,,,,,,
1641,13.675000,,,,0.256819,-0.025475,0.012861,0.230737,-0.020950,-0.037643,,,,,,
1642,13.683333,,,,0.256825,-0.025472,0.012870,0.230724,-0.020957,-0.037638,,,,,,
1643,13.691667,,,,0.256868,-0.025479,0.012881,0.230746,-0.020964,-0.037636,,,,,,
1644,13.700000,,,,0.256870,-0.025496,0.012881,0.230726,-0.020988,-0.037632,,,,,,
1645,13.708333,,,,0.256817,-0.025531,0.012887,0.230725,-0.021007,-0.037623,,,,,,
1646,13.716667,,,,0.256832,-0.025526,0.012891,0.230705,-0.021009,-0.037615,,,,,,
1647,13.725000,,,,0.256830,-0.025503,0.012896,0.230686,-0.020993,-0.037592,,,,,,
1648,13.733333,,,,0.256851,-0.025475,0.012905,0.230677,-0.020968,-0.037579,,,,,,
1649,13.741667,,,,0.256821,-0.025464,0.012910,0.230640,-0.020964,-0.037555,,,,,,
1650,13.750000,,,,0.256818,-0.025470,0.012918,0.230629,-0.020970,-0.037530,,,,,,
1651,13.758333,,,,0.256800,-0.025494,0.012928,0.230595,-0.020995,-0.037513,,,,,,
1652,13.766667,,,,0.256785,-0.025507,0.012937,0.230577,-0.021000,-0.037490,,,,,,
1653,13.775000,,,,0.256757,-0.025505,0.012949,0.230518,-0.021001,-0.037465,,,,,,
1654,13.783333,,,,0.256794,-0.025479,0.012967,0.230495,-0.020982,-0.037425,,,,,,
1655,13.791667,,,,0.256729,-0.025495,0.012972,0.230475,-0.020973,-0.037381,,,,,,
1656,13.800000,,,,0.256733,-0.025493,0.012983,0.230464,-0.020968,-0.037341,,,,,,
1657,13.808333,,,,0.256726,-0.025512,0.012989,0.230446,-0.020970,-0.037312,,,,,,
1658,13.816667,,,,0.256715,-0.025507,0.012992,0.230435,-0.020967,-0.037282,,,,,,
1659,13.825000,,,,0.256752,-0.025489,0.012999,0.230398,-0.020966,-0.037248,,,,,,
1660,13.833333,,,,0.256759,-0.025481,0.013003,0.230448,-0.020933,-0.037205,,,,,,
1661,13.841667,,,,0.256746,-0.025471,0.012995,0.230393,-0.020947,-0.037190,,,,,,
1662,13.850000,,,,0.256759,-0.025479,0.012996,0.230427,-0.020940,-0.037186,,,,,,
1663,13.858333,,,,0.256749,-0.025483,0.012990,0.230434,-0.020938,-0.037191,,,,,,
1664,13.866667,,,,0.256744,-0.025502,0.012979,0.230451,-0.020943,-0.037204,,,,,,
1665,13.875000,,,,0.256764,-0.025513,0.012981,0.230432,-0.020960,-0.037210,,,,,,
1666,13.883333,,,,0.256798,-0.025511,0.012979,0.230441,-0.020959,-0.037226,,,,,,
1667,13.891667,,,,0.256776,-0.025505,0.012973,0.230439,-0.020941,-0.037239,,,,,,
1668,13.900000,,,,0.256785,-0.025482,0.012976,0.230436,-0.020923,-0.037243,,,,,,
1669,13.908333,,,,0.256755,-0.025491,0.012979,0.230464,-0.020906,-0.037244,,,,,,
1670,13.916667,,,,0.256802,-0.025483,0.012988,0.230421,-0.020919,-0.037244,,,,,,
1671,13.925000,,,,0.256774,-0.025512,0.012986,0.230441,-0.020920,-0.037240,,,,,,
1672,13.933333,,,,0.256768,-0.025510,0.012986,0.230448,-0.020918,-0.037239,,,,,,
1673,13.941667,,,,0.256794,-0.025510,0.012990,0.230427,-0.020924,-0.037234,,,,,,
1674,13.950000,,,,0.256815,-0.025496,0.013001,0.230405,-0.020931,-0.037229,,,,,,
1675,13.958333,,,,0.256782,-0.025510,0.012993,0.230377,-0.020932,-0.037223,,,,,,
1676,13.966667,,,,0.256765,-0.025500,0.012992,0.230377,-0.020925,-0.037213,,,,,,
1677,13.975000,,,,0.256720,-0.025493,0.012994,0.230366,-0.020918,-0.037198,,,,,,
1678,13.983333,,,,0.256709,-0.025467,0.013001,0.230300,-0.020917,-0.037182,,,,,,
1679,13.991667,,,,0.256674,-0.025472,0.013012,0.230270,-0.020917,-0.037161,,,,,,
1680,14.000000,,,,0.256629,-0.025466,0.013019,0.230217,-0.020930,-0.037146,,,,,,
1681,14.008333,,,,0.256571,-0.025463,0.013023,0.230128,-0.020941,-0.037135,,,,,,
1682,14.016667,,,,0.256467,-0.025464,0.013016,0.230044,-0.020935,-0.037117,,,,,,
1683,14.025000,,,,0.256337,-0.025456,0.012967,0.229953,-0.020931,-0.037079,,,,,,
1684,14.033333,,,,0.256205,-0.025457,0.012944,0.229835,-0.020957,-0.037067,,,,,,
1685,14.041667,,,,0.256078,-0.025489,0.012937,0.229677,-0.020975,-0.037085,,,,,,
1686,14.050000,,,,0.255899,-0.025517,0.012894,0.229513,-0.020989,-0.037089,,,,,,
1687,14.058333,,,,0.255666,-0.025554,0.012801,0.229338,-0.021022,-0.037074,,,,,,
1688,14.066667,,,,0.255383,-0.025674,0.012733,0.229131,-0.021150,-0.037046,,,,,,
1689,14.075000,,,,0.255134,-0.025848,0.012704,0.228916,-0.021350,-0.036999,,,,,,
1690,14.083333,,,,0.254797,-0.026178,0.012703,0.228611,-0.021695,-0.036941,,,,,,
1691,14.091667,,,,0.254417,-0.026571,0.012715,0.228177,-0.022129,-0.036881,,,,,,
1692,14.100000,,,,0.253976,-0.027046,0.012736,0.227740,-0.022563,-0.036819,,,,,,
1693,14.108333,,,,0.253365,-0.027695,0.012708,0.227297,-0.023067,-0.036781,,,,,,
1694,14.116667,,,,0.252768,-0.028330,0.012679,0.226890,-0.023605,-0.036770,,,,,,
1695,14.125000,,,,0.252086,-0.028932,0.012573,0.226458,-0.024147,-0.036786,,,,,,
1696,14.133333,,,,0.251394,-0.029569,0.012418,0.226003,-0.024707,-0.036822,,,,,,
1697,14.141667,,,,0.250724,-0.030161,0.012311,0.225428,-0.025341,-0.036862,,,,,,
1698,14.150000,,,,0.250085,-0.030812,0.012251,0.224919,-0.025975,-0.036871,,,,,,
1699,14.158333,,,,0.249407,-0.031568,0.012270,0.224291,-0.026661,-0.036866,,,,,,
1700,14.166667,,,,0.248854,-0.032282,0.012372,0.223552,-0.027408,-0.036837,,,,,,
1701,14.175000,,,,0.247986,-0.033145,0.012450,0.222820,-0.028142,-0.036782,,,,,,
1702,14.183333,,,,0.247127,-0.033981,0.012572,0.222011,-0.028896,-0.036749,,,,,,
1703,14.191667,,,,0.246163,-0.034883,0.012675,0.221264,-0.029661,-0.036687,,,,,,
1704,14.200000,,,,0.245118,-0.035803,0.012787,0.220193,-0.030550,-0.036656,,,,,,
1705,14.208333,,,,0.243959,-0.036789,0.012888,0.219034,-0.031517,-0.036605,,,,,,
1706,14.216667,,,,0.242579,-0.037917,0.013004,0.217847,-0.032566,-0.036573,,,,,,
1707,14.225000,,,,0.241139,-0.039092,0.013124,0.216593,-0.033686,-0.036514,,,,,,
1708,14.233333,,,,0.239510,-0.040408,0.013265,0.215089,-0.034935,-0.036441,,,,,,
1709,14.241667,,,,0.237861,-0.041703,0.013426,0.213571,-0.036207,-0.036401,,,,,,
1710,14.250000,,,,0.235952,-0.043061,0.013562,0.211826,-0.037533,-0.036373,,,,,,
1711,14.258333,,,,0.234055,-0.044459,0.013735,0.210104,-0.038893,-0.036313,,,,,,
1712,14.266667,,,,0.232013,-0.045887,0.013891,0.208306,-0.040283,-0.036279,,,,,,
1713,14.275000,,,,0.229884,-0.047373,0.014056,0.206158,-0.041792,-0.036247,,,,,,
1714,14.283333,,,,0.227663,-0.048901,0.014210,0.204297,-0.043224,-0.036248,,,,,,
1715,14.291667,,,,0.225355,-0.050422,0.014349,0.202080,-0.044761,-0.036233,,,,,,
1716,14.300000,,,,0.222827,-0.052011,0.014486,0.199860,-0.046268,-0.036238,,,,,,
1717,14.308333,,,,0.220147,-0.053667,0.014605,0.197370,-0.047815,-0.036251,,,,,,
1718,14.316667,,,,0.217486,-0.055356,0.014769,0.194990,-0.049360,-0.036233,,,,,,
1719,14.325000,,,,0.214757,-0.057093,0.014960,0.192448,-0.050988,-0.036177,,,,,,
1720,14.333333,,,,0.211882,-0.058911,0.015180,0.189828,-0.052685,-0.036104,,,,,,
1721,14.341667,,,,0.208899,-0.060814,0.015454,0.187062,-0.054463,-0.035984,,,,,,
1722,14.350000,,,,0.205594,-0.062821,0.015745,0.184149,-0.056288,-0.035827,,,,,,
1723,14.358333,,,,0.202292,-0.064838,0.016123,0.181140,-0.058143,-0.035620,,,,,,
1724,14.366667,,,,0.199035,-0.066827,0.016604,0.178009,-0.059988,-0.035361,,,,,,
1725,14.375000,,,,0.195352,-0.068901,0.017105,0.174759,-0.061832,-0.035077,,,,,,
1726,14.383333,,,,0.191943,-0.070869,0.017728,0.171406,-0.063668,-0.034765,,,,,,
1727,14.391667,,,,0.188243,-0.072896,0.018376,0.167992,-0.065468,-0.034439,,,,,,
1728,14.400000,,,,0.184656,-0.074810,0.019075,0.164490,-0.067261,-0.034117,,,,,,
1729,14.408333,,,,0.180875,-0.076718,0.019821,0.160808,-0.068987,-0.033808,,,,,,
1730,14.416667,,,,0.176995,-0.078556,0.020558,0.157073,-0.070659,-0.033512,,,,,,
1731,14.425000,,,,0.172969,-0.080340,0.021326,0.153189,-0.072393,-0.033248,,,,,,
1732,14.433333,,,,0.168957,-0.082106,0.022162,0.149240,-0.074094,-0.032994,,,,,,
1733,14.441667,,,,0.164791,-0.083893,0.023016,0.145210,-0.075841,-0.032752,,,,,,
1734,14.450000,,,,0.160553,-0.085582,0.023923,0.141056,-0.077643,-0.032483,,,,,,
1735,14.458333,,,,0.156257,-0.087277,0.024879,0.136742,-0.079474,-0.032176,,,,,,
1736,14.466667,,,,0.151801,-0.088874,0.025873,0.132419,-0.081222,-0.031847,,,,,,
1737,14.475000,,,,0.147226,-0.090463,0.026894,0.128010,-0.082955,-0.031490,,,,,,
1738,14.483333,,,,0.142751,-0.091914,0.027967,0.123598,-0.084541,-0.031090,,,,0.193338,-0.105156,-0.087698
1739,14.491667,,,,0.138065,-0.093373,0.029071,0.119159,-0.086071,-0.030660,,,,0.188585,-0.106474,-0.086746
1740,14.500000,,,,0.133491,-0.094783,0.030258,0.114534,-0.087579,-0.030200,,,,0.183829,-0.107699,-0.085766
1741,14.508333,,,,0.128822,-0.096117,0.031509,0.109977,-0.088978,-0.029748,,,,0.179108,-0.108852,-0.084754
1742,14.516667,,,,0.124077,-0.097337,0.032756,0.105285,-0.090298,-0.029256,,,,0.174394,-0.109903,-0.083699
1743,14.525000,,,,0.119332,-0.098432,0.034063,0.100525,-0.091492,-0.028750,,,,0.169846,-0.110795,-0.082594
1744,14.533333,,,,0.114496,-0.099403,0.035425,0.095763,-0.092512,-0.028225,,,,0.165448,-0.111541,-0.081427
1745,14.541667,,,,0.109568,-0.100325,0.036771,0.090953,-0.093395,-0.027682,,,,0.161165,-0.112173,-0.080215
1746,14.550000,,,,0.104672,-0.101109,0.038166,0.086235,-0.094157,-0.027057,,,,0.156739,-0.112744,-0.078969
1747,14.558333,,,,0.099640,-0.101767,0.039502,0.081379,-0.094847,-0.026410,,,,0.152298,-0.113221,-0.077692
1748,14.566667,,,,0.094664,-0.102251,0.040861,0.076380,-0.095482,-0.025738,,,,0.147880,-0.113588,-0.076353
1749,14.575000,,,,0.089544,-0.102597,0.042193,0.071577,-0.095952,-0.024974,,,,0.143369,-0.113872,-0.074975
1750,14.583333,,,,0.084510,-0.102778,0.043603,0.066572,-0.096340,-0.024236,,,,0.138746,-0.114023,-0.073578
1751,14.591667,,,,0.079393,-0.102877,0.045033,0.061669,-0.096574,-0.023401,,,,0.134182,-0.114056,-0.072146
1752,14.600000,,,,0.074383,-0.102818,0.046572,0.056727,-0.096712,-0.022537,,,,0.129602,-0.113956,-0.070689
1753,14.608333,,,,0.069337,-0.102723,0.048160,0.051784,-0.096730,-0.021669,,,,0.124978,-0.113777,-0.069215
1754,14.616667,,,,0.064239,-0.102531,0.049766,0.046840,-0.096605,-0.020774,,,,0.120389,-0.113522,-0.067732
1755,14.625000,,,,0.059259,-0.102132,0.051371,0.042006,-0.096280,-0.019883,,,,0.115752,-0.113195,-0.066246
1756,14.633333,,,,0.054243,-0.101551,0.052952,0.037129,-0.095845,-0.018973,,,,0.111223,-0.112726,-0.064751
1757,14.641667,,,,0.049296,-0.100784,0.054517,0.032415,-0.095171,-0.018047,,,,0.106553,-0.112179,-0.063271
1758,14.650000,,,,0.044395,-0.099825,0.056060,0.027546,-0.094384,-0.017168,,,,0.101986,-0.111533,-0.061782
1759,14.658333,,,,0.039431,-0.098711,0.057568,0.022818,-0.093451,-0.016327,,,,0.097463,-0.110803,-0.060319
1760,14.666667,,,,0.034639,-0.097382,0.059080,0.018210,-0.092373,-0.015542,,,,0.093016,-0.110018,-0.058863
1761,14.675000,,,,0.029722,-0.095950,0.060491,0.013558,-0.091252,-0.014898,,,,0.088561,-0.109220,-0.057457
1762,14.683333,,,,0.024994,-0.094319,0.061878,0.009084,-0.090020,-0.014301,,,,0.084220,-0.108397,-0.056118
1763,14.691667,,,,0.020268,-0.092578,0.063205,0.004541,-0.088753,-0.013764,,,,0.079770,-0.107558,-0.054809
1764,14.700000,,,,0.015665,-0.090700,0.064525,0.000232,-0.087363,-0.013198,,,,0.075531,-0.106615,-0.053579
1765,14.708333,,,,0.011325,-0.088762,0.065871,-0.004131,-0.085907,-0.012676,,,,0.071281,-0.105627,-0.052385
1766,14.716667,,,,0.007014,-0.086824,0.067193,-0.008308,-0.084359,-0.012141,,,,0.067096,-0.104539,-0.051239
1767,14.725000,,,,0.002977,-0.084809,0.068533,-0.012411,-0.082736,-0.011615,,,,0.063019,-0.103401,-0.050136
1768,14.733333,,,,-0.001125,-0.082863,0.069796,-0.016417,-0.081024,-0.011105,,,,0.059029,-0.102195,-0.049069
1769,14.741667,,,,-0.004933,-0.080864,0.071026,-0.020202,-0.079227,-0.010560,,,,0.055117,-0.101001,-0.048046
1770,14.750000,,,,-0.008689,-0.078838,0.072229,-0.023942,-0.077430,-0.010057,,,,0.051251,-0.099734,-0.047076
1771,14.758333,,,,-0.012388,-0.076896,0.073344,-0.027527,-0.075599,-0.009542,,,,0.047588,-0.098468,-0.046128
1772,14.766667,,,,-0.015875,-0.074922,0.074443,-0.031029,-0.073769,-0.009117,,,,0.044014,-0.097216,-0.045225
1773,14.775000,,,,-0.019289,-0.073020,0.075507,-0.034424,-0.071963,-0.008716,,,,0.040367,-0.096036,-0.044382
1774,14.783333,,,,-0.022536,-0.071109,0.076468,-0.037615,-0.070205,-0.008302,,,,0.037100,-0.094861,-0.043556
1775,14.791667,,,,-0.025710,-0.069242,0.077316,-0.040819,-0.068547,-0.007905,,,,0.033944,-0.093723,-0.042768
1776,14.800000,,,,-0.028676,-0.067380,0.078149,-0.043823,-0.066918,-0.007474,,,,0.030671,-0.092655,-0.042028
1777,14.808333,,,,-0.031450,-0.065511,0.078977,-0.046770,-0.065361,-0.007072,,,,0.027685,-0.091563,-0.041287
1778,14.816667,,,,-0.034109,-0.063695,0.079768,-0.049513,-0.063818,-0.006644,,,,0.024724,-0.090495,-0.040584
1779,14.825000,,,,-0.036589,-0.061934,0.080556,-0.052255,-0.062324,-0.006175,,,,0.021924,-0.089429,-0.039887
1780,14.833333,,,,-0.038898,-0.060211,0.081314,-0.054715,-0.060770,-0.005660,,,,0.019166,-0.088365,-0.039224
1781,14.841667,,,,-0.041146,-0.058561,0.082057,-0.057200,-0.059251,-0.005139,,,,0.016597,-0.087303,-0.038575
1782,14.850000,,,,-0.043193,-0.056965,0.082743,-0.059442,-0.057698,-0.004629,,,,0.014000,-0.086275,-0.037963
1783,14.858333,,,,-0.045189,-0.055415,0.083371,-0.061637,-0.056187,-0.004127,,,,0.011721,-0.085219,-0.037381
1784,14.866667,,,,-0.046992,-0.053878,0.083920,-0.063665,-0.054658,-0.003626,,,,0.009401,-0.084216,-0.036859
1785,14.875000,,,,-0.048715,-0.052323,0.084318,-0.065509,-0.053142,-0.003150,,,,0.007301,-0.083229,-0.036358
1786,14.883333,,,,-0.050304,-0.050781,0.084620,-0.067239,-0.051726,-0.002711,,,,0.005270,-0.082354,-0.035931
1787,14.891667,,,,-0.051716,-0.049255,0.084851,-0.068886,-0.050387,-0.002287,,,,0.003356,-0.081535,-0.035529
1788,14.900000,,,,-0.052916,-0.047779,0.085103,-0.070469,-0.049125,-0.001880,,,,0.001551,-0.080787,-0.035148
1789,14.908333,,,,-0.054184,-0.046424,0.085262,-0.071910,-0.047869,-0.001485,,,,-0.000175,-0.080087,-0.034838
1790,14.916667,,,,-0.055255,-0.045081,0.085435,-0.073258,-0.046676,-0.001127,,,,-0.001808,-0.079422,-0.034550
1791,14.925000,,,,-0.056192,-0.043762,0.085615,-0.074514,-0.045497,-0.000771,,,,-0.003284,-0.078775,-0.034313
1792,14.933333,,,,-0.057126,-0.042558,0.085715,-0.075691,-0.044331,-0.000481,,,,-0.004636,-0.078045,-0.034067
1793,14.941667,,,,-0.058023,-0.041470,0.085766,-0.076686,-0.043105,-0.000209,,,,-0.005955,-0.077387,-0.033889
1794,14.950000,,,,-0.058907,-0.040459,0.085801,-0.077711,-0.041954,0.000030,,,,-0.007226,-0.076764,-0.033755
1795,14.958333,,,,-0.059684,-0.039545,0.085827,-0.078542,-0.040777,0.000251,,,,-0.008393,-0.076127,-0.033653
1796,14.966667,,,,-0.060441,-0.038666,0.085827,-0.079467,-0.039677,0.000451,,,,-0.009475,-0.075463,-0.033576
1797,14.975000,,,,-0.061131,-0.037840,0.085743,-0.080156,-0.038531,0.000685,,,,-0.010464,-0.074809,-0.033525
1798,14.983333,,,,-0.061813,-0.037032,0.085577,-0.080915,-0.037514,0.000911,,,,-0.011381,-0.074176,-0.033488
1799,14.991667,,,,-0.062382,-0.036199,0.085382,-0.081646,-0.036706,0.001021,,,,-0.012298,-0.073592,-0.033464
1800,15.000000,,,,-0.062931,-0.035388,0.085141,-0.082480,-0.036229,0.001066,,,,-0.013092,-0.073097,-0.033471
1801,15.008333,,,,-0.063494,-0.034667,0.084803,-0.083315,-0.035881,0.001161,,,,-0.013901,-0.072735,-0.033507
1802,15.016667,,,,-0.064047,-0.034012,0.084391,-0.084031,-0.035519,0.001252,,,,-0.014639,-0.072461,-0.033554
1803,15.025000,,,,-0.064474,-0.033328,0.084034,-0.084754,-0.035183,0.001312,,,,-0.015359,-0.072179,-0.033620
1804,15.033333,,,,-0.065044,-0.032755,0.083560,-0.085406,-0.034804,0.001308,,,,-0.016018,-0.071884,-0.033704
1805,15.041667,,,,-0.065431,-0.032116,0.083109,-0.085975,-0.034396,0.001230,,,,-0.016586,-0.071647,-0.033822
1806,15.050000,,,,-0.065915,-0.031520,0.082491,-0.086456,-0.033940,0.001102,,,,-0.017120,-0.071341,-0.033975
1807,15.058333,,,,-0.066321,-0.030934,0.081692,-0.086902,-0.033480,0.000909,,,,-0.017680,-0.071153,-0.034206
1808,15.066667,,,,-0.066800,-0.030369,0.080736,-0.087309,-0.033003,0.000646,,,,-0.018182,-0.070946,-0.034455
1809,15.075000,,,,-0.067316,-0.029852,0.079688,-0.087691,-0.032531,0.000284,,,,-0.018617,-0.070798,-0.034758
1810,15.083333,,,,-0.067944,-0.029383,0.078529,-0.088075,-0.032034,-0.000133,,,,-0.018966,-0.070640,-0.035121
1811,15.091667,,,,-0.068546,-0.028912,0.077355,-0.088299,-0.031409,-0.000582,,,,-0.019416,-0.070469,-0.035526
1812,15.100000,,,,-0.069030,-0.028460,0.076296,-0.088614,-0.030794,-0.001077,,,,-0.019768,-0.070274,-0.035952
1813,15.108333,,,,-0.069469,-0.028029,0.075209,-0.088786,-0.030070,-0.001541,,,,-0.020169,-0.070026,-0.036424
1814,15.116667,,,,-0.069861,-0.027522,0.073985,-0.088962,-0.029334,-0.001978,,,,-0.020510,-0.069718,-0.036873
1815,15.125000,,,,-0.070122,-0.026961,0.072844,-0.089185,-0.028644,-0.002377,,,,-0.020921,-0.069414,-0.037346
1816,15.133333,,,,-0.070438,-0.026467,0.071743,-0.089310,-0.027907,-0.002719,,,,-0.021304,-0.069097,-0.037797
1817,15.141667,,,,-0.070828,-0.026141,0.070717,-0.089525,-0.027238,-0.003050,,,,-0.021640,-0.068733,-0.038237
1818,15.150000,,,,-0.071078,-0.025741,0.069888,-0.089701,-0.026532,-0.003374,,,,-0.022065,-0.068412,-0.038685
1819,15.158333,,,,-0.071407,-0.025410,0.069149,-0.089870,-0.025823,-0.003690,,,,-0.022364,-0.068011,-0.039107
1820,15.166667,,,,-0.071621,-0.025015,0.068452,-0.090039,-0.025085,-0.003961,,,,-0.022766,-0.067653,-0.039523
1821,15.175000,,,,-0.071799,-0.024533,0.067690,-0.090137,-0.024336,-0.004210,,,,-0.023025,-0.067223,-0.039917
1822,15.183333,,,,-0.071960,-0.024064,0.066957,-0.090264,-0.023605,-0.004404,,,,-0.023384,-0.066873,-0.040282
1823,15.191667,,,,-0.072060,-0.023690,0.066660,-0.090378,-0.022883,-0.004553,,,,-0.023618,-0.066468,-0.040637
1824,15.200000,,,,-0.072058,-0.023469,0.066691,-0.090384,-0.022109,-0.004656,,,,-0.023906,-0.066097,-0.040964
1825,15.208333,,,,-0.072102,-0.023315,0.066737,-0.090453,-0.021413,-0.004685,,,,-0.024187,-0.065650,-0.041222
1826,15.216667,,,,-0.072113,-0.023201,0.066783,-0.090588,-0.020851,-0.004621,,,,-0.024365,-0.065166,-0.041435
1827,15.225000,,,,-0.072132,-0.023119,0.066826,-0.090794,-0.020472,-0.004473,,,,-0.024598,-0.064769,-0.041596
1828,15.233333,,,,-0.072148,-0.023058,0.066845,-0.090989,-0.020163,-0.004314,,,,-0.024795,-0.064392,-0.041718
