Format Version,1.23,Take Name,jon dominant hand,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-03-05 10.43.18.665 AM,Capture Start Frame,130477,Total Frames in Take,934,Total Exported Frames,934,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1000,Unlabeled 1000,Unlabeled 1000,Unlabeled 1001,Unlabeled 1001,Unlabeled 1001,Unlabeled 1002,Unlabeled 1002,Unlabeled 1002,Unlabeled 1003,Unlabeled 1003,Unlabeled 1003,Unlabeled 1005,Unlabeled 1005,Unlabeled 1005
,ID,"F00A0","F00A0","F00A0","F0110","F0110","F0110","F0380","F0380","F0380","F03D0","F03D0","F03D0","F03E0","F03E0","F03E0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
190,1.583333,0.020575,0.038922,0.097959,-0.072766,-0.004862,0.164083,-0.067135,0.050932,0.188173,,,,,,
191,1.591667,0.020390,0.038987,0.097804,-0.072356,-0.004787,0.164536,-0.066573,0.050882,0.188812,,,,,,
192,1.600000,0.020447,0.038960,0.097921,-0.071841,-0.004830,0.165197,-0.066015,0.050911,0.189411,,,,,,
193,1.608333,0.020363,0.039024,0.097844,-0.071409,-0.004721,0.165753,-0.065627,0.050997,0.189814,,,,,,
194,1.616667,0.020441,0.039044,0.097989,-0.070895,-0.004753,0.166404,-0.065103,0.051021,0.190467,,,,,,
195,1.625000,0.020601,0.039029,0.098140,-0.070697,-0.004698,0.166661,-0.064891,0.051101,0.190685,,,,,,
196,1.633333,0.020701,0.039137,0.098220,-0.070707,-0.004600,0.166640,-0.064787,0.051100,0.190800,,,,,,
197,1.641667,0.020875,0.039082,0.098389,-0.070634,-0.004680,0.166703,-0.064804,0.051077,0.190820,,,,,,
198,1.650000,0.020803,0.039116,0.098362,-0.070538,-0.004796,0.166692,-0.064909,0.051005,0.190760,,,,,,
199,1.658333,0.021052,0.039098,0.098651,-0.070820,-0.004791,0.166174,-0.065202,0.050892,0.190537,,,,,,
200,1.666667,0.021117,0.039124,0.098673,-0.071329,-0.004769,0.165472,-0.065560,0.050762,0.190202,,,,,,
201,1.675000,0.021053,0.039119,0.098637,-0.071935,-0.004716,0.164651,-0.066129,0.050682,0.189621,,,,,,
202,1.683333,0.021220,0.039085,0.098820,-0.072469,-0.004692,0.163942,-0.066688,0.050609,0.189084,,,,,,
203,1.691667,0.021181,0.039114,0.098760,-0.072994,-0.004773,0.163222,-0.067232,0.050537,0.188472,,,,,,
204,1.700000,0.021287,0.039098,0.098835,-0.073308,-0.004812,0.162555,-0.067731,0.050406,0.187916,,,,,,
205,1.708333,0.021274,0.039155,0.098815,-0.073760,-0.004776,0.161608,-0.068250,0.050261,0.187337,,,,,,
206,1.716667,0.021288,0.039170,0.098823,-0.073835,-0.004922,0.161071,-0.068719,0.050214,0.186687,,,,,,
207,1.725000,0.021316,0.039271,0.098813,-0.073912,-0.004852,0.160438,-0.068943,0.050082,0.186394,,,,,,
208,1.733333,0.021293,0.039417,0.098771,-0.073754,-0.004868,0.160227,-0.068998,0.050014,0.186291,,,,,,
209,1.741667,0.021335,0.039463,0.098822,-0.073566,-0.004873,0.160273,-0.068969,0.050017,0.186263,,,,,,
210,1.750000,0.021398,0.039489,0.098864,-0.073404,-0.004759,0.160290,-0.068695,0.050017,0.186546,,,,,,
211,1.758333,0.021330,0.039583,0.098837,-0.072744,-0.004684,0.160639,-0.068384,0.050123,0.186817,,,,,,
212,1.766667,0.021448,0.039599,0.098946,-0.072053,-0.004737,0.161360,-0.067899,0.050173,0.187348,,,,,,
213,1.775000,0.021322,0.039649,0.098896,-0.071551,-0.004729,0.161873,-0.067400,0.050237,0.187895,,,,,,
214,1.783333,0.021429,0.039656,0.098995,-0.071151,-0.004608,0.162399,-0.066940,0.050279,0.188378,,,,,,
215,1.791667,0.021472,0.039663,0.099018,-0.070531,-0.004699,0.162804,-0.066630,0.050312,0.188676,,,,,,
216,1.800000,0.021629,0.039687,0.099223,-0.070503,-0.004602,0.162805,-0.066512,0.050277,0.188799,,,,,,
217,1.808333,0.021987,0.039659,0.099502,-0.070287,-0.004582,0.162534,-0.066561,0.050292,0.188702,,,,,,
218,1.816667,0.021946,0.039752,0.099489,-0.070084,-0.004552,0.162195,-0.066695,0.050224,0.188546,,,,,,
219,1.825000,0.022118,0.039752,0.099625,-0.069675,-0.004614,0.161629,-0.067056,0.050092,0.188096,,,,,,
220,1.833333,0.022171,0.039713,0.099694,-0.069594,-0.004548,0.160826,-0.067492,0.049974,0.187478,,,,,,
221,1.841667,0.022495,0.039676,0.099870,-0.069489,-0.004650,0.160212,-0.067889,0.049821,0.186979,,,,,,
222,1.850000,0.022449,0.039733,0.099798,-0.069660,-0.004571,0.159426,-0.068252,0.049678,0.186456,,,,,,
223,1.858333,0.022537,0.039729,0.099824,-0.069915,-0.004542,0.158748,-0.068761,0.049668,0.185756,,,,,,
224,1.866667,0.022518,0.039772,0.099782,-0.070308,-0.004484,0.157936,-0.069295,0.049640,0.184966,,,,,,
225,1.875000,0.022675,0.039703,0.099847,-0.070585,-0.004540,0.157250,-0.069715,0.049550,0.184392,,,,,,
226,1.883333,0.022858,0.039666,0.099945,-0.070900,-0.004515,0.156619,-0.070148,0.049519,0.183748,,,,,,
227,1.891667,0.023068,0.039537,0.100041,-0.071294,-0.004512,0.156098,-0.070436,0.049438,0.183304,,,,,,
228,1.900000,0.022922,0.039554,0.099886,-0.071605,-0.004589,0.155654,-0.070570,0.049299,0.183105,,,,,,
229,1.908333,0.022881,0.039548,0.099782,-0.071641,-0.004692,0.155628,-0.070776,0.049298,0.182795,,,,,,
230,1.916667,0.022792,0.039530,0.099653,-0.071692,-0.004694,0.155617,-0.070819,0.049297,0.182728,,,,,,
231,1.925000,0.022849,0.039351,0.099657,-0.071709,-0.004691,0.155655,-0.070794,0.049308,0.182748,,,,,,
232,1.933333,0.022768,0.039381,0.099590,-0.071732,-0.004648,0.155694,-0.070675,0.049290,0.182894,,,,,,
233,1.941667,0.022714,0.039382,0.099545,-0.071633,-0.004616,0.155974,-0.070468,0.049279,0.183212,,,,,,
234,1.950000,0.022472,0.039475,0.099427,-0.071545,-0.004472,0.156324,-0.070164,0.049314,0.183569,,,,,,
235,1.958333,0.022423,0.039453,0.099526,-0.071266,-0.004483,0.156916,-0.069978,0.049392,0.183917,,,,,,
236,1.966667,0.022301,0.039470,0.099541,-0.070959,-0.004528,0.157372,-0.069752,0.049383,0.184370,,,,,,
237,1.975000,0.022214,0.039731,0.099573,-0.070926,-0.004464,0.157474,-0.069557,0.049259,0.184769,,,,,,
238,1.983333,0.022160,0.039826,0.099579,-0.070879,-0.004440,0.157541,-0.069474,0.049184,0.184969,,,,,,
239,1.991667,0.021927,0.039896,0.099533,-0.070739,-0.004432,0.157611,-0.069294,0.049083,0.185332,,,,,,
240,2.000000,0.022147,0.039845,0.099696,-0.070778,-0.004398,0.157622,-0.069269,0.049048,0.185412,,,,,,
241,2.008333,0.022011,0.039837,0.099658,-0.070762,-0.004423,0.157622,-0.069315,0.049047,0.185370,,,,,,
242,2.016667,0.022345,0.039700,0.099870,-0.070722,-0.004483,0.157638,-0.069356,0.049040,0.185327,,,,,,
243,2.025000,0.022442,0.039628,0.099942,-0.070742,-0.004496,0.157609,-0.069388,0.049032,0.185280,,,,,,
244,2.033333,0.022329,0.039723,0.099754,-0.070901,-0.004492,0.157522,-0.069438,0.049028,0.185223,,,,,,
245,2.041667,0.022330,0.039697,0.099693,-0.071585,-0.004347,0.157202,-0.069501,0.049009,0.185164,,,,,,
246,2.050000,0.022253,0.039643,0.099601,-0.072065,-0.004343,0.157270,-0.069518,0.048975,0.185199,,,,,,
247,2.058333,0.022106,0.039422,0.099449,-0.072649,-0.004302,0.157372,-0.069524,0.049051,0.185210,,,,,,
248,2.066667,0.021901,0.039456,0.099269,-0.073259,-0.004293,0.157737,-0.069486,0.049081,0.185332,,,,,,
249,2.075000,0.021782,0.039322,0.099101,-0.073865,-0.004245,0.158185,-0.069290,0.049096,0.185690,,,,,,
250,2.083333,0.021633,0.039186,0.098982,-0.074405,-0.004151,0.158720,-0.068963,0.049107,0.186217,,,,,,
251,2.091667,0.021238,0.039192,0.098725,-0.074718,-0.004104,0.159420,-0.068678,0.049235,0.186642,,,,,,
252,2.100000,0.021184,0.039100,0.098700,-0.074490,-0.004159,0.160514,-0.068258,0.049330,0.187297,,,,,,
253,2.108333,0.020892,0.039119,0.098489,-0.074155,-0.004142,0.161414,-0.067671,0.049378,0.188060,,,,,,
254,2.116667,0.020951,0.039066,0.098618,-0.073665,-0.004196,0.162230,-0.067151,0.049439,0.188845,,,,,,
255,2.125000,0.020957,0.039060,0.098623,-0.073371,-0.004137,0.162489,-0.066926,0.049458,0.189116,,,,,,
256,2.133333,0.020882,0.039345,0.098525,-0.072783,-0.004133,0.162593,-0.066803,0.049469,0.189204,,,,,,
257,2.141667,0.021054,0.039348,0.098644,-0.072044,-0.004207,0.162509,-0.066871,0.049570,0.188923,,,,,,
258,2.150000,0.021047,0.039475,0.098612,-0.071319,-0.004326,0.162360,-0.067063,0.049612,0.188554,,,,,,
259,2.158333,0.021133,0.039548,0.098656,-0.070954,-0.004335,0.161630,-0.067408,0.049555,0.187965,,,,,,
260,2.166667,0.021544,0.039428,0.098962,-0.071022,-0.004303,0.160391,-0.067700,0.049279,0.187518,,,,,,
261,2.175000,0.021878,0.039431,0.099219,-0.071384,-0.004184,0.158908,-0.068347,0.048990,0.186646,,,,,,
262,2.183333,0.022078,0.039456,0.099409,-0.071963,-0.004114,0.157240,-0.069099,0.048634,0.185717,,,,,,
263,2.191667,0.022263,0.039528,0.099531,-0.072748,-0.004015,0.155747,-0.070059,0.048296,0.184608,,,,,,
264,2.200000,0.022423,0.039493,0.099688,-0.073733,-0.003872,0.154124,-0.071003,0.048028,0.183416,,,,,,
265,2.208333,0.022114,0.039603,0.099407,-0.074580,-0.004003,0.152916,-0.071820,0.047716,0.182479,,,,,,
266,2.216667,0.021899,0.039619,0.099285,-0.075753,-0.003905,0.151580,-0.072846,0.047603,0.181383,,,,,,
267,2.225000,0.021769,0.039519,0.099254,-0.077008,-0.003937,0.150299,-0.073858,0.047432,0.180178,,,,,,
268,2.233333,0.021619,0.039407,0.099118,-0.078527,-0.003898,0.148963,-0.074762,0.047238,0.179150,,,,,,
269,2.241667,0.021594,0.039287,0.099048,-0.080102,-0.003917,0.147624,-0.075755,0.047071,0.177963,,,,,,
270,2.250000,0.021567,0.039176,0.099002,-0.081458,-0.003953,0.146495,-0.076513,0.046864,0.176967,,,,,,
271,2.258333,0.021318,0.039047,0.098673,-0.082529,-0.003962,0.145745,-0.077070,0.046721,0.176265,,,,,,
272,2.266667,0.021042,0.038969,0.098314,-0.083127,-0.003974,0.145199,-0.077468,0.046675,0.175717,,,,,,
273,2.275000,0.021070,0.038791,0.098286,-0.083165,-0.004053,0.145179,-0.077614,0.046717,0.175527,,,,,,
274,2.283333,0.020848,0.038758,0.097900,-0.083107,-0.004059,0.145649,-0.077434,0.046741,0.175756,,,,,,
275,2.291667,0.020751,0.038702,0.097757,-0.082806,-0.003989,0.146412,-0.076928,0.046882,0.176426,,,,,,
276,2.300000,0.020463,0.038740,0.097435,-0.081750,-0.004072,0.147910,-0.076235,0.047146,0.177363,,,,,,
277,2.308333,0.020387,0.038756,0.097343,-0.080490,-0.004094,0.149722,-0.075180,0.047426,0.178788,,,,,,
278,2.316667,0.020244,0.038808,0.097218,-0.078764,-0.004114,0.152023,-0.073735,0.047752,0.180615,,,,,,
279,2.325000,0.020004,0.038785,0.097033,-0.076946,-0.004099,0.154702,-0.071973,0.048172,0.182787,,,,,,
280,2.333333,0.019958,0.038531,0.097044,-0.075264,-0.004052,0.157697,-0.070014,0.048513,0.185133,,,,,,
281,2.341667,0.020026,0.038477,0.097331,-0.073968,-0.003915,0.160091,-0.068091,0.048686,0.187370,,,,,,
282,2.350000,0.020467,0.038464,0.097920,-0.072902,-0.003769,0.161988,-0.066534,0.048783,0.189236,,,,,,
283,2.358333,0.020681,0.038621,0.098332,-0.072164,-0.003558,0.163087,-0.065135,0.048706,0.190979,,,,,,
284,2.366667,0.020893,0.038819,0.098700,-0.071835,-0.003337,0.163701,-0.064347,0.048690,0.191984,,,,,,
285,2.375000,0.020955,0.038976,0.098955,-0.071503,-0.003311,0.164346,-0.063924,0.048721,0.192550,,,,,,
286,2.383333,0.021172,0.038884,0.099428,-0.071629,-0.003267,0.164607,-0.063745,0.048697,0.192882,,,,,,
287,2.391667,0.021257,0.038927,0.099584,-0.072062,-0.003265,0.164710,-0.063771,0.048697,0.192988,,,,,,
288,2.400000,0.021298,0.038839,0.099633,-0.072546,-0.003466,0.164944,-0.064024,0.048744,0.192802,,,,,,
289,2.408333,0.021200,0.038722,0.099544,-0.073668,-0.003371,0.164535,-0.064449,0.048858,0.192428,,,,,,
290,2.416667,0.021095,0.038581,0.099426,-0.074826,-0.003405,0.164353,-0.065021,0.049033,0.191831,,,,,,
291,2.425000,0.020735,0.038502,0.099026,-0.076002,-0.003384,0.163897,-0.065796,0.049201,0.191027,,,,,,
292,2.433333,0.020381,0.038521,0.098542,-0.077098,-0.003368,0.163060,-0.066423,0.049158,0.190311,,,,,,
293,2.441667,0.020395,0.038333,0.098484,-0.077671,-0.003631,0.162429,-0.067092,0.048946,0.189551,,,,,,
294,2.450000,0.020290,0.038310,0.098258,-0.078297,-0.003804,0.161519,-0.067801,0.048730,0.188779,,,,,,
295,2.458333,0.020382,0.038207,0.098249,-0.078853,-0.003790,0.160814,-0.068342,0.048672,0.188121,,,,,,
296,2.466667,0.020691,0.038097,0.098327,-0.079142,-0.003841,0.160141,-0.068793,0.048576,0.187476,,,,,,
297,2.475000,0.020354,0.038248,0.097965,-0.079180,-0.003921,0.159654,-0.069045,0.048464,0.187134,,,,,,
298,2.483333,0.020318,0.038301,0.097880,-0.079370,-0.003780,0.158855,-0.069308,0.048357,0.186787,,,,,,
299,2.491667,0.020432,0.038336,0.097906,-0.079301,-0.003827,0.158381,-0.069579,0.048184,0.186404,,,,,,
300,2.500000,0.020853,0.038289,0.098287,-0.079441,-0.003732,0.157583,-0.069914,0.048081,0.185997,,,,,,
301,2.508333,0.021044,0.038325,0.098472,-0.079411,-0.003855,0.157010,-0.070178,0.047888,0.185702,,,,,,
302,2.516667,0.020997,0.038533,0.098452,-0.079784,-0.003665,0.155954,-0.070505,0.047712,0.185194,,,,,,
303,2.525000,0.021192,0.038589,0.098639,-0.079964,-0.003659,0.155224,-0.070908,0.047558,0.184685,,,,,,
304,2.533333,0.021294,0.038659,0.098830,-0.080344,-0.003501,0.154126,-0.071417,0.047395,0.184034,,,,,,
305,2.541667,0.021504,0.038669,0.099124,-0.080479,-0.003583,0.153456,-0.071862,0.047249,0.183378,,,,,,
306,2.550000,0.021501,0.038761,0.099109,-0.080885,-0.003435,0.152314,-0.072254,0.047046,0.182786,,,,,,
307,2.558333,0.021675,0.038781,0.099247,-0.081024,-0.003535,0.151552,-0.072682,0.046863,0.182195,,,,,,
308,2.566667,0.021778,0.038795,0.099276,-0.081324,-0.003449,0.150544,-0.073193,0.046837,0.181404,,,,,,
309,2.575000,0.022054,0.038705,0.099381,-0.081245,-0.003556,0.150042,-0.073516,0.046834,0.180780,,,,,,
310,2.583333,0.022260,0.038641,0.099408,-0.081045,-0.003546,0.149523,-0.073732,0.046807,0.180218,,,,,,
311,2.591667,0.022249,0.038685,0.099292,-0.080639,-0.003534,0.149128,-0.073933,0.046956,0.179659,,,,,,
312,2.600000,0.022527,0.038647,0.099270,-0.079734,-0.003608,0.148977,-0.073868,0.047068,0.179455,,,,,,
313,2.608333,0.022326,0.038783,0.098939,-0.078437,-0.003764,0.149207,-0.073548,0.047245,0.179447,,,,,,
314,2.616667,0.022379,0.038761,0.098860,-0.076814,-0.003809,0.149830,-0.073161,0.047476,0.179581,,,,,,
315,2.625000,0.022280,0.038848,0.098642,-0.075234,-0.003825,0.150857,-0.072433,0.047787,0.180180,,,,,,
316,2.633333,0.022288,0.038908,0.098575,-0.073457,-0.004005,0.152393,-0.071337,0.047943,0.181318,,,,,,
317,2.641667,0.022297,0.038996,0.098516,-0.071763,-0.004137,0.154241,-0.070315,0.048168,0.182525,,,,,,
318,2.650000,0.022602,0.039077,0.098854,-0.070905,-0.003921,0.155481,-0.069219,0.048251,0.183868,,,,,,
319,2.658333,0.022608,0.039213,0.098995,-0.070264,-0.003775,0.156277,-0.068454,0.048181,0.184908,,,,,,
320,2.666667,0.022990,0.039310,0.099505,-0.069865,-0.003676,0.156638,-0.067987,0.048094,0.185597,,,,,,
321,2.675000,0.023174,0.039377,0.099835,-0.069666,-0.003644,0.156654,-0.067868,0.048029,0.185788,,,,,,
322,2.683333,0.023271,0.039548,0.100049,-0.069536,-0.003673,0.156649,-0.067983,0.048022,0.185712,,,,,,
323,2.691667,0.023503,0.039528,0.100327,-0.069527,-0.003748,0.156417,-0.068253,0.048022,0.185466,,,,,,
324,2.700000,0.023494,0.039410,0.100386,-0.069864,-0.003668,0.155476,-0.068799,0.047951,0.184845,,,,,,
325,2.708333,0.023461,0.039598,0.100422,-0.070205,-0.003771,0.154607,-0.069524,0.047841,0.184034,,,,,,
326,2.716667,0.023615,0.039474,0.100525,-0.070697,-0.003680,0.153362,-0.070306,0.047761,0.183021,,,,,,
327,2.725000,0.023515,0.039510,0.100381,-0.071008,-0.003856,0.152528,-0.070948,0.047655,0.182012,,,,,,
328,2.733333,0.023362,0.039423,0.100195,-0.071073,-0.003887,0.151835,-0.071436,0.047612,0.181292,,,,,,
329,2.741667,0.023325,0.039336,0.100060,-0.071016,-0.003952,0.151724,-0.071873,0.047715,0.180605,,,,,,
330,2.750000,0.023158,0.039342,0.099815,-0.071009,-0.003894,0.151682,-0.071847,0.047674,0.180584,,,,,,
331,2.758333,0.022940,0.039406,0.099517,-0.070532,-0.003956,0.152126,-0.071576,0.047698,0.180902,,,,,,
332,2.766667,0.022745,0.039545,0.099256,-0.069951,-0.003981,0.152841,-0.071172,0.047810,0.181366,,,,,,
333,2.775000,0.022660,0.039627,0.099143,-0.069556,-0.003998,0.153665,-0.070617,0.047876,0.182056,,,,,,
334,2.783333,0.022713,0.039797,0.099100,-0.069314,-0.003902,0.154150,-0.070027,0.047827,0.182736,,,,,,
335,2.791667,0.022873,0.039840,0.099180,-0.069031,-0.003859,0.154374,-0.069533,0.047771,0.183183,,,,,,
336,2.800000,0.023211,0.039898,0.099359,-0.068685,-0.003909,0.154508,-0.069413,0.047799,0.183132,,,,,,
337,2.808333,0.023517,0.039884,0.099513,-0.068593,-0.003970,0.154388,-0.069456,0.047825,0.182958,,,,,,
338,2.816667,0.023518,0.039927,0.099385,-0.068413,-0.003964,0.153866,-0.069735,0.047912,0.182328,,,,,,
339,2.825000,0.024174,0.039773,0.099744,-0.068386,-0.003925,0.152948,-0.070070,0.047881,0.181474,,,,,,
340,2.833333,0.024273,0.039742,0.099625,-0.068609,-0.003873,0.151600,-0.070713,0.047830,0.180280,,,,,,
341,2.841667,0.024363,0.039669,0.099517,-0.068639,-0.003880,0.150251,-0.071353,0.047815,0.178938,,,,,,
342,2.850000,0.024367,0.039710,0.099275,-0.068400,-0.003977,0.149258,-0.071948,0.047719,0.177710,,,,,,
343,2.858333,0.024432,0.039590,0.098953,-0.068183,-0.004130,0.148296,-0.072623,0.047769,0.176298,,,,,,
344,2.866667,0.024751,0.039522,0.098953,-0.067874,-0.004274,0.147714,-0.073066,0.047677,0.175348,,,,,,
345,2.875000,0.024850,0.039411,0.098862,-0.067613,-0.004272,0.147112,-0.073543,0.047743,0.174311,,,,,,
346,2.883333,0.024836,0.039464,0.098743,-0.067189,-0.004426,0.147084,-0.073521,0.047601,0.174128,,,,,,
347,2.891667,0.024668,0.039607,0.098504,-0.067233,-0.004256,0.146713,-0.073557,0.047560,0.173947,,,,,,
348,2.900000,0.024748,0.039696,0.098589,-0.067070,-0.004201,0.146801,-0.073236,0.047455,0.174332,,,,,,
349,2.908333,0.024707,0.039948,0.098583,-0.066691,-0.004204,0.147223,-0.072999,0.047430,0.174722,,,,,,
350,2.916667,0.024820,0.040108,0.098729,-0.066400,-0.004207,0.147797,-0.072524,0.047311,0.175450,,,,,,
351,2.925000,0.024808,0.040200,0.098849,-0.066045,-0.004152,0.148451,-0.071972,0.047260,0.176407,,,,,,
352,2.933333,0.024913,0.040292,0.099035,-0.065991,-0.003994,0.148729,-0.071524,0.047203,0.177139,,,,,,
353,2.941667,0.024926,0.040478,0.099054,-0.065939,-0.003901,0.148944,-0.071233,0.047210,0.177539,,,,,,
354,2.950000,0.025075,0.040442,0.099211,-0.065922,-0.003858,0.148923,-0.071101,0.047189,0.177742,,,,,,
355,2.958333,0.025141,0.040399,0.099294,-0.065803,-0.003918,0.148994,-0.071103,0.047183,0.177743,,,,,,
356,2.966667,0.025067,0.040436,0.099289,-0.066124,-0.003947,0.148806,-0.071293,0.047192,0.177574,,,,,,
357,2.975000,0.025045,0.040350,0.099333,-0.066635,-0.004057,0.148839,-0.071629,0.047176,0.177243,,,,,,
358,2.983333,0.024978,0.040165,0.099308,-0.067116,-0.004093,0.148637,-0.072171,0.047336,0.176772,,,,,,
359,2.991667,0.024910,0.040063,0.099234,-0.068099,-0.004018,0.148366,-0.072494,0.047385,0.176518,,,,,,
360,3.000000,0.024385,0.040159,0.098851,-0.068516,-0.004247,0.148665,-0.072671,0.047442,0.176533,,,,,,
361,3.008333,0.024118,0.040033,0.098630,-0.068947,-0.004206,0.148955,-0.072764,0.047528,0.176764,,,,,,
362,3.016667,0.023774,0.039916,0.098411,-0.069216,-0.004306,0.149572,-0.072662,0.047642,0.177112,,,,,,
363,3.025000,0.023551,0.039960,0.098305,-0.069337,-0.004329,0.150501,-0.072394,0.047749,0.177732,,,,,,
364,3.033333,0.023064,0.040024,0.097989,-0.069368,-0.004302,0.151581,-0.071980,0.047892,0.178611,,,,,,
365,3.041667,0.023037,0.039996,0.098006,-0.069290,-0.004313,0.152714,-0.071280,0.047921,0.179754,,,,,,
366,3.050000,0.023145,0.040028,0.098152,-0.069290,-0.004091,0.153437,-0.070632,0.047953,0.180714,,,,,,
367,3.058333,0.023324,0.040141,0.098280,-0.069074,-0.004116,0.154036,-0.070226,0.048027,0.181207,,,,,,
368,3.066667,0.023450,0.040224,0.098293,-0.068964,-0.004148,0.154268,-0.069956,0.047984,0.181446,,,,,,
369,3.075000,0.023660,0.040237,0.098275,-0.069040,-0.004039,0.154018,-0.069784,0.048005,0.181397,,,,,,
370,3.083333,0.023953,0.040134,0.098358,-0.068960,-0.004010,0.153707,-0.069875,0.048036,0.181003,,,,,,
371,3.091667,0.024426,0.040017,0.098532,-0.068975,-0.004055,0.152936,-0.070352,0.048038,0.180018,,,,,,
372,3.100000,0.024690,0.040057,0.098568,-0.069292,-0.004036,0.151515,-0.070825,0.047883,0.178989,,,,,,
373,3.108333,0.024822,0.040031,0.098482,-0.069449,-0.003964,0.150071,-0.071343,0.047660,0.177812,,,,,,
374,3.116667,0.024968,0.039901,0.098486,-0.069545,-0.004071,0.148848,-0.071955,0.047533,0.176695,,,,,,
375,3.125000,0.024931,0.039836,0.098338,-0.069538,-0.004029,0.147799,-0.072798,0.047596,0.175327,,,,,,
376,3.133333,0.024985,0.039864,0.098282,-0.069359,-0.004113,0.147099,-0.073261,0.047537,0.174451,,,,,,
377,3.141667,0.024692,0.039990,0.097988,-0.069188,-0.004134,0.146579,-0.073607,0.047457,0.173863,,,,,,
378,3.150000,0.024800,0.039951,0.098176,-0.069008,-0.004070,0.146361,-0.073787,0.047472,0.173559,,,,,,
379,3.158333,0.024621,0.040173,0.098047,-0.068269,-0.004231,0.146808,-0.073708,0.047415,0.173749,,,,,,
380,3.166667,0.024598,0.040274,0.098108,-0.068036,-0.004119,0.147089,-0.073519,0.047438,0.174099,,,,,,
381,3.175000,0.024410,0.040448,0.097959,-0.067273,-0.004281,0.148095,-0.073265,0.047546,0.174626,,,,,,
382,3.183333,0.024317,0.040554,0.097917,-0.066608,-0.004387,0.149076,-0.072891,0.047578,0.175300,,,,,,
383,3.191667,0.024216,0.040697,0.097866,-0.066461,-0.004379,0.149428,-0.072548,0.047570,0.175856,,,,,,
384,3.200000,0.024259,0.040790,0.097907,-0.066328,-0.004384,0.149487,-0.072288,0.047483,0.176060,,,,,,
385,3.208333,0.024667,0.040795,0.098193,-0.066155,-0.004479,0.149337,-0.072532,0.047580,0.175442,,,,,,
386,3.216667,0.025034,0.040633,0.098309,-0.066416,-0.004343,0.148341,-0.072654,0.047528,0.174870,,,,,,
387,3.225000,0.025441,0.040621,0.098437,-0.066815,-0.004276,0.146865,-0.073290,0.047511,0.173534,,,,,,
388,3.233333,0.025842,0.040548,0.098521,-0.067289,-0.004177,0.145204,-0.073767,0.047297,0.172433,,,,,,
389,3.241667,0.025870,0.040657,0.098330,-0.067792,-0.004056,0.143369,-0.074470,0.047187,0.170807,,,,,,
390,3.250000,0.026011,0.040574,0.098199,-0.068002,-0.004153,0.141944,-0.074958,0.046946,0.169651,,,,,,
391,3.258333,0.026341,0.040514,0.098220,-0.068216,-0.004075,0.140664,-0.075589,0.046970,0.168189,,,,,,
392,3.266667,0.026499,0.040494,0.098067,-0.068145,-0.004197,0.140132,-0.076026,0.046968,0.167186,,,,,,
393,3.275000,0.026331,0.040482,0.097833,-0.067909,-0.004296,0.140197,-0.076037,0.046960,0.166881,,,,,,
394,3.283333,0.026140,0.040697,0.097609,-0.067467,-0.004354,0.140599,-0.075941,0.046979,0.167062,,,,,,
395,3.291667,0.026073,0.040794,0.097535,-0.066932,-0.004326,0.141427,-0.075643,0.047054,0.167887,,,,,,
396,3.300000,0.025937,0.041042,0.097538,-0.066112,-0.004307,0.142736,-0.074990,0.047095,0.169057,,,,,,
397,3.308333,0.025610,0.041419,0.097423,-0.065258,-0.004432,0.144601,-0.074153,0.047136,0.170783,,,,,,
398,3.316667,0.025462,0.041667,0.097481,-0.064673,-0.004382,0.146430,-0.073129,0.047165,0.172840,,,,,,
399,3.325000,0.025176,0.041967,0.097350,-0.064207,-0.004412,0.147982,-0.072148,0.047215,0.174371,,,,,,
400,3.333333,0.025360,0.042003,0.097476,-0.063806,-0.004406,0.148777,-0.071721,0.047335,0.174906,,,,,,
401,3.341667,0.025687,0.041916,0.097578,-0.063905,-0.004342,0.148569,-0.071649,0.047366,0.174822,,,,,,
402,3.350000,0.025848,0.041727,0.097439,-0.063932,-0.004569,0.148311,-0.071882,0.047514,0.174234,,,,,,
403,3.358333,0.025964,0.041449,0.097211,-0.064761,-0.004503,0.147212,-0.072508,0.047648,0.172868,,,,,,
404,3.366667,0.026166,0.041066,0.096958,-0.065664,-0.004458,0.145522,-0.072975,0.047551,0.171677,,,,,,
405,3.375000,0.025905,0.040943,0.096063,-0.066712,-0.004136,0.143961,-0.074009,0.048185,0.169415,,,,,,
406,3.383333,0.025948,0.040760,0.095365,-0.068058,-0.003159,0.142334,-0.074746,0.049392,0.167339,,,,,,
407,3.391667,0.025758,0.041025,0.094349,-0.069337,-0.001947,0.140667,-0.075676,0.050971,0.164816,,,,,,
408,3.400000,0.025808,0.041345,0.093558,-0.070599,-0.000641,0.138658,-0.076458,0.052496,0.162547,,,,,,
409,3.408333,0.026143,0.041797,0.092805,-0.071672,0.000669,0.136904,-0.077270,0.054134,0.159911,,,,,,
