Format Version,1.23,Take Name,jon dominant hand,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-03-05 10.43.18.665 AM,Capture Start Frame,130477,Total Frames in Take,934,Total Exported Frames,934,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1000,Unlabeled 1000,Unlabeled 1000,Unlabeled 1001,Unlabeled 1001,Unlabeled 1001,Unlabeled 1002,Unlabeled 1002,Unlabeled 1002,Unlabeled 1003,Unlabeled 1003,Unlabeled 1003,Unlabeled 1005,Unlabeled 1005,Unlabeled 1005
,ID,"F00A0","F00A0","F00A0","F0110","F0110","F0110","F0380","F0380","F0380","F03D0","F03D0","F03D0","F03E0","F03E0","F03E0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
410,3.416667,0.025623,0.042547,0.091443,-0.072804,0.002060,0.135185,-0.077531,0.055627,0.158293,,,,,,
411,3.425000,0.025976,0.043242,0.090706,-0.074142,0.003696,0.133269,-0.078092,0.057381,0.156040,,,,,,
412,3.433333,0.026573,0.043902,0.090200,-0.075264,0.005168,0.131911,-0.077860,0.058748,0.155371,,,,,,
413,3.441667,0.026596,0.044770,0.089254,-0.076672,0.006734,0.130410,-0.077660,0.060097,0.154522,,,,,,
414,3.450000,0.026968,0.045646,0.088568,-0.077802,0.007981,0.129458,-0.095251,0.070770,0.118461,,,,,,
415,3.458333,0.027311,0.046351,0.087744,-0.078733,0.008985,0.128567,-0.077128,0.062160,0.153183,,,,,,
416,3.466667,0.027488,0.047027,0.086804,-0.079077,0.009495,0.127975,-0.076588,0.062500,0.153121,,,,,,
417,3.475000,0.027522,0.047654,0.085728,-0.079248,0.009536,0.127728,-0.095391,0.072351,0.115192,,,,,,
418,3.483333,0.027586,0.048038,0.084729,-0.079239,0.009098,0.128003,-0.093887,0.071330,0.117186,,,,,,
419,3.491667,0.027889,0.048213,0.083891,-0.079160,0.008190,0.128406,-0.092984,0.070314,0.118167,,,,,,
420,3.500000,0.028220,0.048259,0.083038,-0.078920,0.006810,0.129183,-0.073825,0.059661,0.154758,,,,,,
421,3.508333,0.028372,0.048086,0.082025,-0.078648,0.005255,0.129965,-0.072802,0.058068,0.155611,,,,,,
422,3.516667,0.028607,0.047539,0.081034,-0.078509,0.003738,0.130620,-0.071733,0.056448,0.156378,,,,,,
423,3.525000,0.029002,0.046708,0.080194,-0.078020,0.002237,0.131186,-0.070793,0.055066,0.156715,,,,,,
424,3.533333,0.029404,0.045711,0.079359,-0.077601,0.000938,0.131217,-0.069927,0.053822,0.156504,,,,,,
425,3.541667,0.030001,0.044819,0.078525,-0.077167,-0.000278,0.130971,-0.068985,0.052576,0.156312,,,,,,
426,3.550000,0.030640,0.043848,0.077699,-0.077011,-0.001181,0.130260,-0.068152,0.051444,0.155890,,,,,,
427,3.558333,0.031176,0.042837,0.076852,-0.076690,-0.001997,0.129692,-0.067279,0.050435,0.155529,,,,,,
428,3.566667,0.031346,0.042317,0.075713,-0.076354,-0.002569,0.128961,-0.066485,0.049634,0.155086,,,,,,
429,3.575000,0.032405,0.041384,0.075493,-0.075854,-0.002990,0.128274,-0.065859,0.049162,0.154459,,,,,,
430,3.583333,0.032828,0.040918,0.074836,-0.075543,-0.002877,0.127531,-0.065366,0.049095,0.153922,,,,,,
431,3.591667,0.032819,0.040601,0.074013,-0.075143,-0.002447,0.127027,-0.065024,0.049424,0.153272,,,,,,
432,3.600000,0.033243,0.040282,0.073876,-0.075118,-0.001699,0.126316,-0.064968,0.050107,0.152513,,,,,,
433,3.608333,0.033495,0.040231,0.073837,-0.075056,-0.001022,0.125851,-0.064889,0.050618,0.152139,,,,,,
434,3.616667,0.033478,0.040259,0.073741,-0.075076,-0.000527,0.125542,-0.064774,0.050986,0.151971,,,,,,
435,3.625000,0.033486,0.040220,0.073776,-0.075398,-0.000052,0.125180,-0.064757,0.051171,0.151883,,,,,,
436,3.633333,0.033627,0.039976,0.073995,-0.075669,-0.000010,0.125163,-0.064654,0.050953,0.152090,,,,,,
437,3.641667,0.033485,0.039820,0.074055,-0.076028,-0.000208,0.125093,-0.064778,0.050501,0.152248,,,,,,
438,3.650000,0.033288,0.039667,0.074228,-0.076468,-0.000798,0.125138,-0.064783,0.049616,0.152684,,,,,,
439,3.658333,0.033308,0.039468,0.074732,-0.076668,-0.001698,0.125621,-0.064697,0.048464,0.153461,,,,,,
440,3.666667,0.033061,0.039550,0.074930,-0.077065,-0.002486,0.126044,-0.064778,0.047432,0.154241,,,,,,
441,3.675000,0.032607,0.039735,0.075020,-0.077194,-0.003323,0.126697,-0.064773,0.046645,0.154959,,,,,,
442,3.683333,0.032452,0.039839,0.075455,-0.077673,-0.003649,0.127054,-0.064761,0.045976,0.155729,,,,,,
443,3.691667,0.032417,0.039826,0.075731,-0.078377,-0.003588,0.127569,-0.064755,0.045897,0.156388,,,,,,
444,3.700000,0.032087,0.039991,0.075757,-0.078701,-0.003688,0.128086,-0.064848,0.045798,0.156756,,,,,,
445,3.708333,0.032090,0.039889,0.076126,-0.079196,-0.003654,0.128208,-0.064843,0.045648,0.157185,,,,,,
446,3.716667,0.031757,0.039969,0.075990,-0.079476,-0.003702,0.128541,-0.064863,0.045525,0.157517,,,,,,
447,3.725000,0.031553,0.040014,0.075923,-0.079752,-0.003684,0.128691,-0.065110,0.045616,0.157423,,,,,,
448,3.733333,0.031364,0.040025,0.075778,-0.079884,-0.003669,0.128950,-0.065017,0.045560,0.157770,,,,,,
449,3.741667,0.031059,0.040083,0.075507,-0.079835,-0.003739,0.129407,-0.064896,0.045504,0.158087,,,,,,
450,3.750000,0.030698,0.040216,0.075020,-0.079711,-0.003720,0.129614,-0.064731,0.045502,0.158345,,,,,,
451,3.758333,0.030715,0.040158,0.074896,-0.079146,-0.003680,0.130166,-0.064463,0.045606,0.158695,,,,,,
452,3.766667,0.030642,0.040097,0.074685,-0.078077,-0.003766,0.130886,-0.064332,0.045870,0.158860,,,,,,
453,3.775000,0.030504,0.040104,0.074516,-0.076894,-0.003665,0.131553,-0.063991,0.046257,0.159323,,,,,,
454,3.783333,0.030434,0.040194,0.074377,-0.075309,-0.003754,0.132311,-0.063491,0.046436,0.159834,,,,,,
455,3.791667,0.030343,0.040201,0.074261,-0.073917,-0.003524,0.132729,-0.063138,0.046783,0.160123,,,,,,
456,3.800000,0.030264,0.040261,0.074194,-0.072425,-0.003419,0.133153,-0.062775,0.046876,0.160496,,,,,,
457,3.808333,0.030285,0.040254,0.074262,-0.071143,-0.003383,0.133446,-0.062366,0.046922,0.160931,,,,,,
458,3.816667,0.030131,0.040260,0.074186,-0.070038,-0.003378,0.133833,-0.061914,0.046861,0.161517,,,,,,
459,3.825000,0.030099,0.040259,0.074197,-0.069559,-0.003246,0.134184,-0.061387,0.046826,0.162142,,,,,,
460,3.833333,0.030034,0.040291,0.074191,-0.068665,-0.003378,0.135058,-0.060882,0.046833,0.162818,,,,,,
461,3.841667,0.029980,0.040337,0.074253,-0.068267,-0.003283,0.135697,-0.060492,0.046911,0.163404,,,,,,
462,3.850000,0.029879,0.040429,0.074301,-0.067766,-0.003381,0.136738,-0.060013,0.047039,0.164119,,,,,,
463,3.858333,0.029838,0.040493,0.074315,-0.067758,-0.003270,0.137422,-0.059577,0.047306,0.164674,,,,,,
464,3.866667,0.029700,0.040459,0.074243,-0.067437,-0.003394,0.138699,-0.059032,0.047448,0.165499,,,,,,
465,3.875000,0.029619,0.040435,0.074214,-0.067624,-0.003379,0.139777,-0.058516,0.047679,0.166173,,,,,,
466,3.883333,0.029652,0.040401,0.074221,-0.067744,-0.003554,0.141005,-0.058119,0.047830,0.166661,,,,,,
467,3.891667,0.029808,0.040293,0.074328,-0.067894,-0.003638,0.141784,-0.057821,0.047997,0.166957,,,,,,
468,3.900000,0.029702,0.040332,0.074115,-0.068269,-0.003700,0.142187,-0.057547,0.048081,0.167130,,,,,,
469,3.908333,0.029898,0.040158,0.074109,-0.068588,-0.003680,0.142259,-0.057314,0.048112,0.167244,,,,,,
470,3.916667,0.030095,0.039872,0.073997,-0.069077,-0.003595,0.142118,-0.057240,0.048204,0.166909,,,,,,
471,3.925000,0.030359,0.039637,0.073652,-0.069261,-0.003653,0.141875,-0.057193,0.048264,0.166487,,,,,,
472,3.933333,0.030606,0.039301,0.073324,-0.069237,-0.003768,0.141427,-0.056889,0.048075,0.166288,,,,,,
473,3.941667,0.030723,0.039035,0.073027,-0.069201,-0.003680,0.140307,-0.057178,0.048184,0.165266,,,,,,
474,3.950000,0.031174,0.038744,0.072758,-0.068982,-0.003669,0.139041,-0.057216,0.048084,0.164668,,,,,,
475,3.958333,0.031438,0.038489,0.072562,-0.068776,-0.003523,0.137792,-0.057635,0.048314,0.163481,,,,,,
476,3.966667,0.031966,0.038105,0.072475,-0.068545,-0.003288,0.136849,-0.057850,0.048584,0.162494,,,,,,
477,3.975000,0.032203,0.038000,0.072198,-0.068482,-0.002909,0.135723,-0.058153,0.048901,0.161576,,,,,,
478,3.983333,0.032296,0.037925,0.072070,-0.068479,-0.002566,0.134563,-0.058692,0.049253,0.160357,,,,,,
479,3.991667,0.032484,0.037859,0.072015,-0.068305,-0.002483,0.133674,-0.059198,0.049377,0.159405,,,,,,
480,4.000000,0.032704,0.037766,0.072079,-0.068365,-0.002412,0.132704,-0.059499,0.049289,0.158763,,,,,,
481,4.008333,0.032816,0.037735,0.072165,-0.068425,-0.002370,0.131831,-0.060024,0.049249,0.158029,,,,,,
482,4.016667,0.032798,0.037887,0.072199,-0.068234,-0.002665,0.131433,-0.060275,0.048929,0.157814,,,,,,
483,4.025000,0.032722,0.038007,0.072319,-0.068226,-0.002969,0.130692,-0.060894,0.048584,0.157271,,,,,,
484,4.033333,0.032798,0.038071,0.072621,-0.067792,-0.003529,0.130387,-0.061298,0.047967,0.157086,,,,,,
485,4.041667,0.032777,0.038196,0.072912,-0.067619,-0.003767,0.129952,-0.061462,0.047562,0.157167,,,,,,
486,4.050000,0.033110,0.038050,0.073415,-0.067223,-0.003766,0.130188,-0.061447,0.047614,0.157284,,,,,,
487,4.058333,0.032987,0.038220,0.073511,-0.066555,-0.003800,0.130513,-0.061254,0.047577,0.157675,,,,,,
488,4.066667,0.032637,0.038587,0.073422,-0.066051,-0.003716,0.130942,-0.060912,0.047572,0.158157,,,,,,
489,4.075000,0.032787,0.038741,0.073671,-0.065234,-0.003721,0.131661,-0.060408,0.047593,0.158890,,,,,,
490,4.083333,0.033018,0.038832,0.073965,-0.064629,-0.003612,0.132149,-0.059977,0.047636,0.159403,,,,,,
491,4.091667,0.033203,0.038912,0.074098,-0.063982,-0.003581,0.132793,-0.059236,0.047551,0.160220,,,,,,
492,4.100000,0.033265,0.039001,0.074211,-0.063199,-0.003574,0.133259,-0.058811,0.047585,0.160575,,,,,,
493,4.108333,0.033556,0.039098,0.074307,-0.062809,-0.003464,0.133283,-0.058535,0.047651,0.160663,,,,,,
494,4.116667,0.033837,0.038906,0.074362,-0.062356,-0.003514,0.133341,-0.058386,0.047695,0.160626,,,,,,
495,4.125000,0.033868,0.038905,0.074206,-0.061973,-0.003548,0.132914,-0.058542,0.047773,0.160075,,,,,,
496,4.133333,0.034118,0.038751,0.074197,-0.061579,-0.003674,0.132506,-0.058798,0.047846,0.159280,,,,,,
497,4.141667,0.034534,0.038454,0.074174,-0.061754,-0.003595,0.131326,-0.058877,0.047702,0.158674,,,,,,
498,4.150000,0.034581,0.038355,0.073853,-0.061794,-0.003660,0.130287,-0.059542,0.047749,0.157366,,,,,,
499,4.158333,0.034684,0.038265,0.073620,-0.062083,-0.003632,0.129212,-0.059898,0.047661,0.156498,,,,,,
500,4.166667,0.034776,0.038025,0.073427,-0.062390,-0.003518,0.128261,-0.060554,0.047910,0.155191,,,,,,
501,4.175000,0.034941,0.037939,0.073339,-0.062677,-0.003356,0.127277,-0.060928,0.048063,0.154447,,,,,,
502,4.183333,0.035149,0.037800,0.073366,-0.062595,-0.003448,0.126864,-0.061326,0.048092,0.153614,,,,,,
503,4.191667,0.034980,0.037915,0.073129,-0.062640,-0.003563,0.126226,-0.061782,0.047989,0.152933,,,,,,
504,4.200000,0.035020,0.037943,0.073264,-0.062450,-0.003917,0.125951,-0.062101,0.047675,0.152580,,,,,,
505,4.208333,0.034846,0.038093,0.073237,-0.062396,-0.003852,0.126027,-0.062072,0.047668,0.152651,,,,,,
506,4.216667,0.035025,0.038197,0.073473,-0.062153,-0.003865,0.126235,-0.061659,0.047435,0.153415,,,,,,
507,4.225000,0.034837,0.038408,0.073567,-0.061601,-0.003878,0.126805,-0.061375,0.047366,0.153960,,,,,,
508,4.233333,0.034565,0.038763,0.073578,-0.061141,-0.003836,0.127359,-0.061090,0.047389,0.154463,,,,,,
509,4.241667,0.034868,0.038940,0.074036,-0.060560,-0.003885,0.128282,-0.060768,0.047447,0.155127,,,,,,
510,4.250000,0.034871,0.039040,0.074189,-0.060060,-0.003898,0.129158,-0.060082,0.047339,0.156292,,,,,,
511,4.258333,0.034792,0.039159,0.074359,-0.059705,-0.003910,0.129610,-0.059876,0.047381,0.156611,,,,,,
512,4.266667,0.034709,0.039219,0.074383,-0.059524,-0.003890,0.129880,-0.059714,0.047353,0.156911,,,,,,
513,4.275000,0.034695,0.039229,0.074483,-0.059487,-0.003874,0.129916,-0.059738,0.047347,0.156964,,,,,,
514,4.283333,0.034765,0.039178,0.074607,-0.059487,-0.003942,0.129856,-0.059856,0.047357,0.156885,,,,,,
515,4.291667,0.034773,0.039130,0.074613,-0.059554,-0.004012,0.129701,-0.060212,0.047461,0.156518,,,,,,
516,4.300000,0.034763,0.038957,0.074652,-0.060269,-0.003908,0.129276,-0.060733,0.047557,0.156009,,,,,,
517,4.308333,0.034638,0.038879,0.074543,-0.061086,-0.003885,0.128813,-0.061031,0.047543,0.155747,,,,,,
518,4.316667,0.034377,0.038675,0.074366,-0.061578,-0.004003,0.128851,-0.061207,0.047505,0.155624,,,,,,
519,4.325000,0.034245,0.038554,0.074363,-0.062324,-0.003889,0.128616,-0.061306,0.047529,0.155672,,,,,,
520,4.333333,0.034241,0.038497,0.074447,-0.062541,-0.004001,0.129193,-0.061439,0.047700,0.155728,,,,,,
521,4.341667,0.033866,0.038595,0.074334,-0.062819,-0.003818,0.129525,-0.060994,0.047629,0.156628,,,,,,
522,4.350000,0.033641,0.038672,0.074243,-0.062585,-0.003836,0.130638,-0.060840,0.047846,0.157086,,,,,,
523,4.358333,0.033589,0.038720,0.074480,-0.062477,-0.003808,0.131640,-0.060235,0.047913,0.158072,,,,,,
524,4.366667,0.033861,0.038792,0.074991,-0.062232,-0.003697,0.132471,-0.059562,0.047830,0.159247,,,,,,
525,4.375000,0.033893,0.038898,0.075119,-0.061905,-0.003685,0.133220,-0.059092,0.047817,0.159908,,,,,,
526,4.383333,0.033981,0.038915,0.075249,-0.061523,-0.003739,0.133775,-0.058566,0.047761,0.160564,,,,,,
527,4.391667,0.033995,0.039138,0.075221,-0.061439,-0.003643,0.133798,-0.058459,0.047797,0.160559,,,,,,
528,4.400000,0.034136,0.039129,0.075261,-0.061268,-0.003470,0.133411,-0.058446,0.047817,0.160378,,,,,,
529,4.408333,0.034631,0.039024,0.075462,-0.060995,-0.003551,0.132781,-0.058623,0.047752,0.159805,,,,,,
530,4.416667,0.034788,0.039049,0.075310,-0.060953,-0.003465,0.131538,-0.058793,0.047546,0.158984,,,,,,
531,4.425000,0.035272,0.038862,0.075283,-0.060899,-0.003462,0.129952,-0.059514,0.047460,0.157551,,,,,,
532,4.433333,0.035116,0.038937,0.074954,-0.061019,-0.003381,0.128441,-0.060005,0.047291,0.156432,,,,,,
533,4.441667,0.035218,0.038859,0.074732,-0.060912,-0.003474,0.127197,-0.060678,0.047205,0.155046,,,,,,
534,4.450000,0.035317,0.038779,0.074560,-0.060528,-0.003687,0.126454,-0.061213,0.047130,0.154058,,,,,,
535,4.458333,0.035192,0.038844,0.074352,-0.060502,-0.003591,0.125533,-0.061819,0.047110,0.152934,,,,,,
536,4.466667,0.035211,0.038956,0.074337,-0.059995,-0.003744,0.125380,-0.062198,0.047038,0.152330,,,,,,
537,4.475000,0.034993,0.039100,0.074240,-0.059770,-0.003616,0.125124,-0.062319,0.046951,0.152186,,,,,,
538,4.483333,0.035050,0.039109,0.074529,-0.058987,-0.003796,0.125738,-0.062245,0.046913,0.152482,,,,,,
539,4.491667,0.035009,0.039203,0.074672,-0.058332,-0.003932,0.126774,-0.061690,0.046724,0.153492,,,,,,
540,4.500000,0.035034,0.039232,0.074823,-0.057897,-0.003875,0.127519,-0.061489,0.046831,0.154044,,,,,,
541,4.508333,0.034914,0.039507,0.074879,-0.057721,-0.003794,0.127925,-0.061196,0.046902,0.154553,,,,,,
542,4.516667,0.035090,0.039639,0.075162,-0.057330,-0.003813,0.128447,-0.060800,0.046831,0.155222,,,,,,
543,4.525000,0.035407,0.039670,0.075480,-0.057324,-0.003736,0.128428,-0.060757,0.046809,0.155353,,,,,,
544,4.533333,0.035576,0.039650,0.075700,-0.057285,-0.003808,0.128343,-0.060946,0.046847,0.155089,,,,,,
545,4.541667,0.035608,0.039625,0.075716,-0.057310,-0.003946,0.128159,-0.061265,0.046917,0.154596,,,,,,
546,4.550000,0.035667,0.039528,0.075762,-0.057598,-0.003975,0.127716,-0.061541,0.046840,0.154248,,,,,,
547,4.558333,0.035521,0.039518,0.075606,-0.058214,-0.003890,0.126728,-0.062403,0.046850,0.153173,,,,,,
548,4.566667,0.035562,0.039457,0.075697,-0.059009,-0.003841,0.125518,-0.062716,0.046643,0.152714,,,,,,
549,4.575000,0.035570,0.039397,0.075732,-0.059743,-0.003868,0.124472,-0.063500,0.046563,0.151599,,,,,,
550,4.583333,0.035620,0.039193,0.075820,-0.060734,-0.003731,0.122896,-0.064455,0.046568,0.150292,,,,,,
551,4.591667,0.035646,0.039213,0.075889,-0.061574,-0.003696,0.121420,-0.065102,0.046323,0.149316,,,,,,
552,4.600000,0.035864,0.039125,0.076176,-0.062079,-0.003729,0.120068,-0.065971,0.046241,0.147852,,,,,,
553,4.608333,0.035989,0.039098,0.076298,-0.062443,-0.003665,0.118794,-0.066501,0.046163,0.146830,,,,,,
554,4.616667,0.036173,0.039027,0.076388,-0.062449,-0.003778,0.117820,-0.067195,0.046166,0.145464,,,,,,
555,4.625000,0.036169,0.039108,0.076254,-0.062466,-0.003774,0.117030,-0.067611,0.046212,0.144397,,,,,,
556,4.633333,0.036205,0.039220,0.076154,-0.062235,-0.003778,0.116418,,,,,,,,,
557,4.641667,0.036465,0.039283,0.076265,-0.062175,-0.003718,0.115583,-0.068275,0.046323,0.142307,,,,,,
558,4.650000,0.036688,0.039298,0.076385,-0.061618,-0.003803,0.115286,,,,,,,,,
559,4.658333,0.036956,0.039300,0.076499,-0.061332,-0.003699,0.115020,,,,,,,,,
560,4.666667,0.037307,0.039275,0.076649,-0.060666,-0.003720,0.115166,,,,,,,,,
561,4.675000,0.037683,0.039246,0.076885,-0.060077,-0.003662,0.115331,,,,,,,,,
562,4.683333,0.037869,0.039304,0.077025,-0.059257,-0.003664,0.115775,,,,,,,,,
563,4.691667,0.038146,0.039417,0.077191,-0.058489,-0.003599,0.116487,,,,,,,,,
564,4.700000,0.038106,0.039590,0.077216,-0.057686,-0.003559,0.117236,,,,,,,,,
565,4.708333,0.038292,0.039688,0.077328,-0.056970,-0.003549,0.118074,,,,,,,,,
566,4.716667,0.038382,0.039681,0.077388,-0.056583,-0.003528,0.118461,,,,,,,,,
567,4.725000,0.038267,0.039766,0.077316,-0.056353,-0.003496,0.118636,,,,,,,,,
568,4.733333,0.038241,0.039769,0.077353,-0.056341,-0.003500,0.118645,,,,,,,,,
569,4.741667,0.038190,0.039832,0.077411,-0.056363,-0.003519,0.118479,,,,,,,,,
570,4.750000,0.037700,0.039891,0.077280,-0.056653,-0.003602,0.118249,,,,,,,,,
571,4.758333,0.037206,0.039980,0.077133,-0.056999,-0.003729,0.117996,,,,,,,,,
572,4.766667,0.037111,0.039785,0.077215,-0.057977,-0.003775,0.117624,,,,,,,,,
573,4.775000,0.036684,0.039643,0.076975,-0.058613,-0.003898,0.117385,,,,,,,,,
574,4.783333,0.036542,0.039496,0.076926,-0.059360,-0.003944,0.117271,,,,,,,,,
575,4.791667,0.036193,0.039488,0.076764,-0.060137,-0.003887,0.117133,,,,,,,,,
576,4.800000,0.035849,0.039470,0.076672,-0.060470,-0.004025,0.117637,,,,,,,,,
577,4.808333,0.035467,0.039565,0.076558,-0.060860,-0.003937,0.118234,,,,-0.067670,0.045678,0.145075,,,
578,4.816667,0.035459,0.039567,0.076714,-0.061029,-0.003824,0.118961,,,,-0.067761,0.045976,0.145449,,,
579,4.825000,0.035255,0.039681,0.076639,-0.060697,-0.003849,0.120219,,,,-0.066831,0.045762,0.147151,,,
580,4.833333,0.035468,0.039682,0.076856,-0.060242,-0.003882,0.121656,,,,-0.066005,0.045755,0.148757,,,
581,4.841667,0.035623,0.039857,0.076995,-0.060060,-0.003689,0.122417,,,,-0.065288,0.045780,0.149798,,,
582,4.850000,0.035839,0.040069,0.077109,-0.059506,-0.003593,0.122940,,,,-0.064453,0.045705,0.150692,,,
583,4.858333,0.036182,0.040098,0.077124,-0.059153,-0.003517,0.123059,,,,-0.063902,0.045700,0.151000,,,
584,4.866667,0.036799,0.039959,0.077334,-0.058887,-0.003417,0.123025,,,,-0.081914,0.056891,0.116814,,,
585,4.875000,0.036751,0.040046,0.077005,-0.058434,-0.003477,0.122889,,,,-0.063458,0.045791,0.150612,,,
586,4.883333,0.036947,0.039981,0.076919,-0.058157,-0.003452,0.122329,,,,-0.063386,0.045756,0.150277,,,
587,4.891667,0.037182,0.039896,0.076824,-0.057835,-0.003582,0.121761,,,,-0.063658,0.045779,0.149459,,,
588,4.900000,0.037517,0.039611,0.076893,-0.057593,-0.003661,0.120868,,,,-0.064124,0.045733,0.148237,,,
589,4.908333,0.037495,0.039579,0.076541,-0.057620,-0.003697,0.119949,,,,-0.064784,0.045933,0.146533,,,
590,4.916667,0.037523,0.039544,0.076455,-0.057406,-0.003839,0.119301,,,,-0.065093,0.045874,0.145761,,,
591,4.925000,0.037687,0.039503,0.076456,-0.057630,-0.003704,0.118252,,,,-0.065470,0.045919,0.144831,,,
592,4.933333,0.037864,0.039480,0.076386,-0.057918,-0.003437,0.117368,,,,,,,,,
593,4.941667,0.038076,0.039423,0.076410,-0.057930,-0.003177,0.116753,,,,,,,,,
594,4.950000,0.038292,0.039431,0.076392,-0.058164,-0.002788,0.115880,,,,,,,,,
595,4.958333,0.038566,0.039569,0.076373,-0.058541,-0.002388,0.114712,,,,,,,,,
596,4.966667,0.038640,0.039752,0.076117,-0.058499,-0.002280,0.113763,,,,,,,,,
597,4.975000,0.038907,0.039793,0.075963,-0.058862,-0.001852,0.112559,,,,,,,,,
598,4.983333,0.039214,0.039784,0.075571,-0.058938,-0.001670,0.111594,,,,,,,,,
599,4.991667,0.039359,0.039919,0.075237,-0.058929,-0.001612,0.110631,,,,,,,,,
600,5.000000,0.039397,0.040093,0.074627,-0.058826,-0.001648,0.109626,,,,,,,,,
601,5.008333,0.039773,0.040065,0.074273,-0.058900,-0.001636,0.108612,,,,,,,,,
602,5.016667,0.039974,0.040027,0.073833,-0.058751,-0.001738,0.108050,,,,,,,,,
603,5.025000,0.040292,0.039925,0.073529,-0.058849,-0.001710,0.107525,,,,,,,,,
604,5.033333,0.040387,0.039887,0.073111,-0.058962,-0.001658,0.107189,,,,,,,,,
605,5.041667,0.040762,0.039681,0.072949,-0.059095,-0.001557,0.107054,,,,,,,,,
606,5.050000,0.040662,0.039638,0.072585,-0.059358,-0.001379,0.107093,,,,,,,,,
607,5.058333,0.040843,0.039477,0.072587,-0.059745,-0.001145,0.107247,,,,,,,,,
608,5.066667,0.040721,0.039471,0.072447,-0.059978,-0.001020,0.107571,,,,,,,,,
609,5.075000,0.040524,0.039448,0.072336,-0.060380,-0.000976,0.107798,,,,,,,,,
610,5.083333,0.040293,0.039464,0.072569,-0.060452,-0.001254,0.108232,,,,,,,,,
611,5.091667,0.039757,0.039528,0.072422,-0.060614,-0.001616,0.108728,,,,,,,,,
612,5.100000,0.039794,0.039393,0.072835,-0.060773,-0.002034,0.109229,,,,,,,,,
613,5.108333,0.039394,0.039542,0.072918,-0.060739,-0.002639,0.109842,,,,,,,,,
614,5.116667,0.038976,0.039696,0.073109,-0.060581,-0.003430,0.110457,,,,,,,,,
615,5.125000,0.038877,0.039736,0.073412,-0.060378,-0.004310,0.111094,,,,,,,,,
616,5.133333,0.038455,0.039894,0.073473,-0.060486,-0.004393,0.111703,,,,,,,,,
617,5.141667,0.038143,0.040119,0.073481,-0.060459,-0.004456,0.112588,,,,,,,,,
618,5.150000,0.038357,0.040227,0.073908,-0.060263,-0.004342,0.112975,,,,,,,,,
619,5.158333,0.038401,0.040524,0.074055,-0.059551,-0.004472,0.113850,,,,,,,,,
620,5.166667,0.038287,0.040627,0.073956,-0.059112,-0.004465,0.114339,,,,,,,,,
621,5.175000,0.038214,0.040708,0.073751,-0.058361,-0.004515,0.114908,,,,,,,,,
622,5.183333,0.038504,0.040685,0.073705,-0.057574,-0.004441,0.115188,,,,,,,,,
623,5.191667,0.038928,0.040715,0.073662,-0.057083,-0.004444,0.115072,,,,,,,,,
624,5.200000,0.038642,0.040737,0.073146,-0.056496,-0.004406,0.114783,,,,,,,,,
625,5.208333,0.039061,0.040442,0.073251,-0.055728,-0.004621,0.114645,,,,,,,,,
626,5.216667,0.038801,0.040388,0.072709,-0.055688,-0.004512,0.113807,,,,,,,,,
627,5.225000,0.039279,0.040072,0.072847,-0.055524,-0.004657,0.112869,,,,,,,,,
628,5.233333,0.039469,0.039916,0.072859,-0.055911,-0.004568,0.111702,,,,,,,,,
629,5.241667,0.039303,0.039855,0.072687,-0.055968,-0.004768,0.110971,,,,,,,,,
630,5.250000,0.039370,0.039644,0.072758,-0.056517,-0.004634,0.109890,,,,,,,,,
631,5.258333,0.038842,0.039584,0.072346,-0.056909,-0.004723,0.109295,,,,,,,,,
632,5.266667,0.038487,0.039593,0.072181,-0.057341,-0.004781,0.108661,,,,,,,,,
633,5.275000,0.038239,0.039556,0.072145,-0.057865,-0.004690,0.108023,,,,,,,,,
634,5.283333,0.038284,0.039415,0.072350,-0.058374,-0.004537,0.107482,,,,,,,,,
635,5.291667,0.038272,0.039355,0.072430,-0.058784,-0.004342,0.107047,,,,,,,,,
636,5.300000,0.038271,0.039315,0.072583,-0.059150,-0.004063,0.106514,,,,,,,,,
637,5.308333,0.038364,0.039273,0.072622,-0.059252,-0.003929,0.106272,,,,,,,,,
638,5.316667,0.038510,0.039230,0.072675,-0.059262,-0.003777,0.105955,,,,,,,,,
639,5.325000,0.038569,0.039226,0.072442,-0.059071,-0.003605,0.105669,,,,,,,,,
640,5.333333,0.038790,0.039195,0.072422,-0.059022,-0.003299,0.105243,,,,,,,,,
641,5.341667,0.039354,0.039118,0.072482,-0.058702,-0.003020,0.104986,,,,,,,,,
642,5.350000,0.039768,0.039069,0.072569,-0.058260,-0.002862,0.104787,,,,,,,,,
643,5.358333,0.040382,0.038960,0.072800,-0.058117,-0.002482,0.104199,,,,,,,,,
644,5.366667,0.040779,0.039027,0.072799,-0.057692,-0.002274,0.103880,,,,,,,,,
645,5.375000,0.041249,0.039078,0.072793,-0.057348,-0.002037,0.103452,,,,,,,,,
