Format Version,1.23,Take Name,jon non dominant,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-03-05 10.47.35.894 AM,Capture Start Frame,161350,Total Frames in Take,2060,Total Exported Frames,2060,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1006,Unlabeled 1006,Unlabeled 1006,Unlabeled 1007,Unlabeled 1007,Unlabeled 1007,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012
,ID,"F3260","F3260","F3260","F32B0","F32B0","F32B0","F32E0","F32E0","F32E0","F3320","F3320","F3320","F3330","F3330","F3330","F3340","F3340","F3340"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
223,1.858333,,,,0.018573,0.021386,0.142141,,,,,,,,,,,,
224,1.866667,0.049242,0.045697,0.180919,0.018488,0.021282,0.141998,,,,,,,,,,,,
225,1.875000,0.049143,0.045587,0.180705,0.018433,0.021113,0.141912,,,,,,,,,,,,
226,1.883333,,,,0.018594,0.020916,0.142016,,,,,,,,,,,,
227,1.891667,,,,0.018566,0.020733,0.141962,,,,,,,,,,,,
228,1.900000,,,,0.018418,0.020595,0.141768,,,,,,,,,,,,
229,1.908333,,,,0.018353,0.020481,0.141642,,,,,,,,,,,,
230,1.916667,,,,0.018301,0.020331,0.141566,,,,,,,,,,,,
231,1.925000,,,,0.018329,0.020022,0.141728,,,,,,,,,,,,
232,1.933333,,,,0.018142,0.019843,0.141617,,,,,,,,,,,,
233,1.941667,,,,0.018009,0.019651,0.141568,,,,,,,,,,,,
234,1.950000,,,,0.017923,0.019336,0.141674,,,,,,,,,,,,
235,1.958333,,,,0.017762,0.019165,0.141540,,,,,,,,,,,,
236,1.966667,,,,0.017852,0.018933,0.141656,,,,,,,,,,,,
237,1.975000,0.049143,0.043564,0.179567,0.017735,0.018805,0.141582,,,,,,,,,,,,
238,1.983333,0.049152,0.043518,0.179526,0.017588,0.018709,0.141500,,,,,,,,,,,,
239,1.991667,0.049179,0.043482,0.179477,0.017652,0.018603,0.141558,,,,,,,,,,,,
240,2.000000,0.049272,0.043410,0.179547,0.017690,0.018463,0.141673,,,,,,,,,,,,
241,2.008333,0.049356,0.043317,0.179627,0.017703,0.018405,0.141720,,,,,,,,,,,,
242,2.016667,0.049302,0.043273,0.179623,0.017775,0.018289,0.141889,,,,,,,,,,,,
243,2.025000,0.049321,0.043229,0.179666,0.017789,0.018192,0.142089,,,,,,,,,,,,
244,2.033333,0.049282,0.043244,0.179665,0.017792,0.018161,0.142154,,,,,,,,,,,,
245,2.041667,0.049261,0.043276,0.179680,0.017461,0.018298,0.141964,,,,,,,,,,,,
246,2.050000,0.049396,0.043252,0.179876,0.017417,0.018301,0.142006,,,,,,,,,,,,
247,2.058333,0.049485,0.043241,0.179960,0.017449,0.018295,0.142078,,,,,,,,,,,,
248,2.066667,0.049769,0.043120,0.180321,0.017517,0.018284,0.142173,,,,,,,,,,,,
249,2.075000,0.049893,0.043077,0.180403,0.017581,0.018264,0.142230,,,,,,,,,,,,
250,2.083333,0.049989,0.043038,0.180400,0.017706,0.018235,0.142369,,,,,,,,,,,,
251,2.091667,0.050407,0.042981,0.180703,0.018037,0.018169,0.142663,,,,,,,,,,,,
252,2.100000,0.050757,0.042920,0.180976,0.018186,0.018156,0.142841,,,,,,,,,,,,
253,2.108333,0.051045,0.042875,0.181172,0.018190,0.018163,0.142980,,,,,,,,,,,,
254,2.116667,0.051591,0.042770,0.181611,0.018021,0.018220,0.142969,,,,,,,,,,,,
255,2.125000,0.051740,0.042897,0.181577,0.018106,0.018213,0.143190,,,,,,,,,,,,
256,2.133333,0.051994,0.042867,0.181754,0.018119,0.018200,0.143367,,,,,,,,,,,,
257,2.141667,0.052249,0.042862,0.181934,0.018256,0.018094,0.143746,,,,,,,,,,,,
258,2.150000,0.052483,0.042856,0.182144,0.018338,0.018090,0.144002,,,,,,,,,,,,
259,2.158333,0.052758,0.042814,0.182447,0.018394,0.018079,0.144189,,,,,,,,,,,,
260,2.166667,0.052964,0.042838,0.182635,0.018301,0.018153,0.144203,,,,,,,,,,,,
261,2.175000,0.053111,0.042888,0.182732,0.018296,0.018155,0.144321,,,,,,,,,,,,
262,2.183333,0.053293,0.042922,0.182866,0.018364,0.018152,0.144453,,,,,,,,,,,,
263,2.191667,0.053413,0.042992,0.182970,0.018550,0.018138,0.144707,,,,,,,,,,,,
264,2.200000,0.053742,0.042950,0.183226,0.018664,0.018170,0.144823,,,,,,,,,,,,
265,2.208333,0.054239,0.042852,0.183739,0.018865,0.018130,0.145026,,,,,,,,,,,,
266,2.216667,0.054431,0.042898,0.183845,0.019043,0.018121,0.145252,,,,,,,,,,,,
267,2.225000,0.054728,0.042880,0.184117,0.019094,0.018143,0.145335,,,,,,,,,,,,
268,2.233333,0.054837,0.042888,0.184215,0.019138,0.018140,0.145411,,,,,,,,,,,,
269,2.241667,0.055017,0.042947,0.184360,0.019379,0.018081,0.145672,,,,,,,,,,,,
270,2.250000,0.055217,0.042962,0.184527,0.019447,0.018100,0.145733,,,,,,,,,,,,
271,2.258333,0.055344,0.043047,0.184621,0.019567,0.018159,0.145736,,,,,,,,,,,,
272,2.266667,0.055484,0.043136,0.184729,0.019759,0.018237,0.145729,,,,,,,,,,,,
273,2.275000,0.055628,0.043213,0.184747,0.020494,0.018178,0.146072,,,,,,,,,,,,
274,2.283333,0.055717,0.043334,0.184676,0.020675,0.018305,0.145929,,,,,,,,,,,,
275,2.291667,0.055781,0.043507,0.184609,0.021335,0.018227,0.146152,,,,,,,,,,,,
276,2.300000,0.055964,0.043700,0.184572,0.021975,0.018225,0.146231,,,,,,,,,,,,
277,2.308333,0.056453,0.043738,0.184831,0.022412,0.018393,0.146040,,,,,,,,,,,,
278,2.316667,0.056670,0.043875,0.184788,0.023101,0.018283,0.146285,,,,,,,,,,,,
279,2.325000,0.056929,0.043851,0.184912,0.023386,0.018506,0.145996,,,,,,,,,,,,
280,2.333333,0.056599,0.044053,0.184335,0.023844,0.018509,0.145937,,,,,,,,,,,,
281,2.341667,0.056568,0.044045,0.184127,0.024396,0.018560,0.145972,,,,,,,,,,,,
282,2.350000,0.056462,0.044008,0.183857,0.024635,0.018557,0.145770,,,,,,,,,,,,
283,2.358333,0.056377,0.043923,0.183678,0.024869,0.018566,0.145626,,,,,,,,,,,,
284,2.366667,0.056097,0.043949,0.183289,0.025206,0.018491,0.145524,,,,,,,,,,,,
285,2.375000,0.055579,0.043961,0.182683,0.025117,0.018580,0.145121,,,,,,,,,,,,
286,2.383333,0.055350,0.043871,0.182460,0.025075,0.018587,0.144822,,,,,,,,,,,,
287,2.391667,0.055010,0.043833,0.182149,0.024953,0.018638,0.144492,,,,,,,,,,,,
288,2.400000,0.054727,0.043790,0.181939,0.024789,0.018717,0.144151,,,,,,,,,,,,
289,2.408333,0.054653,0.043634,0.182000,0.024728,0.018661,0.143961,,,,,,,,,,,,
290,2.416667,0.054035,0.043708,0.181538,0.024282,0.018731,0.143538,,,,,,,,,,,,
291,2.425000,0.053591,0.043702,0.181262,0.024054,0.018756,0.143327,,,,,,,,,,,,
292,2.433333,0.053373,0.043698,0.181157,0.023810,0.018749,0.143178,,,,,,,,,,,,
293,2.441667,0.053037,0.043700,0.180999,0.023408,0.018829,0.142880,,,,,,,,,,,,
294,2.450000,0.052651,0.043612,0.180815,0.022969,0.018779,0.142821,,,,,,,,,,,,
295,2.458333,,,,0.022435,0.018759,0.142565,,,,,,,,,,,,
296,2.466667,,,,0.021899,0.018559,0.142432,,,,,,,,,,,,
297,2.475000,,,,0.021261,0.018379,0.142265,,,,,,,,,,,,
298,2.483333,0.050997,0.042994,0.179962,0.020682,0.018280,0.142083,,,,,,,,,,,,
299,2.491667,0.050693,0.042914,0.179782,0.020199,0.018277,0.141816,,,,,,,,,,,,
300,2.500000,,,,0.020017,0.018220,0.141729,,,,,,,,,,,,
301,2.508333,,,,0.019472,0.018268,0.141383,,,,,,,,,,,,
302,2.516667,,,,0.019316,0.018225,0.141303,,,,,,,,,,,,
303,2.525000,,,,0.019140,0.018183,0.141174,,,,,,,,,,,,
304,2.533333,,,,0.019023,0.018122,0.141121,,,,,,,,,,,,
305,2.541667,,,,0.018884,0.018135,0.141029,,,,,,,,,,,,
306,2.550000,,,,0.018789,0.018169,0.140953,,,,,,,,,,,,
307,2.558333,,,,0.018779,0.018175,0.140950,,,,,,,,,,,,
308,2.566667,,,,0.018742,0.018188,0.140955,,,,,,,,,,,,
309,2.575000,,,,0.018716,0.018197,0.140965,,,,,,,,,,,,
310,2.583333,,,,0.018532,0.018283,0.140860,,,,,,,,,,,,
311,2.591667,,,,0.018431,0.018369,0.140831,,,,,,,,,,,,
312,2.600000,,,,0.018464,0.018440,0.140908,,,,,,,,,,,,
313,2.608333,0.048956,0.043280,0.178617,0.018353,0.018705,0.140763,,,,,,,,,,,,
314,2.616667,,,,0.018498,0.018936,0.140809,,,,,,,,,,,,
315,2.625000,,,,0.018567,0.019158,0.140810,,,,,,,,,,,,
316,2.633333,,,,0.018548,0.019520,0.140629,,,,,,,,,,,,
317,2.641667,,,,0.018768,0.019785,0.140684,,,,,,,,,,,,
318,2.650000,,,,0.019106,0.020107,0.140677,,,,,,,,,,,,
319,2.658333,,,,0.019455,0.020414,0.140494,,,,,,,,,,,,
320,2.666667,,,,0.020013,0.020613,0.140351,,,,,,,,,,,,
321,2.675000,,,,0.020676,0.020779,0.140188,,,,,,,,,,,,
322,2.683333,,,,0.021396,0.020905,0.140087,,,,,,,,,,,,
323,2.691667,,,,0.022067,0.020966,0.139904,,,,,,,,,,,,
324,2.700000,,,,0.022594,0.021024,0.139622,,,,,,,,,,,,
325,2.708333,,,,0.023136,0.021080,0.139322,,,,,,,,,,,,
326,2.716667,,,,0.023954,0.020893,0.139358,,,,,,,,,,,,
327,2.725000,,,,0.024733,0.020801,0.139235,,,,,,,,,,,,
328,2.733333,,,,0.025461,0.020658,0.139271,,,,,,,,,,,,
329,2.741667,,,,0.026059,0.020576,0.139180,,,,,,,,,,,,
330,2.750000,,,,0.026515,0.020476,0.139181,,,,,,,,,,,,
331,2.758333,,,,0.026924,0.020375,0.139166,,,,,,,,,,,,
332,2.766667,,,,0.027533,0.020150,0.139377,,,,,,,,,,,,
333,2.775000,,,,0.027816,0.020044,0.139411,,,,,,,,,,,,
334,2.783333,,,,0.028082,0.019795,0.139666,0.057382,0.046299,0.177716,,,,,,,,,
335,2.791667,,,,0.028068,0.019660,0.139730,0.057595,0.046019,0.177881,,,,,,,,,
336,2.800000,,,,0.028114,0.019357,0.139952,0.057588,0.045901,0.177872,,,,,,,,,
337,2.808333,,,,0.028041,0.019231,0.140098,0.057750,0.045711,0.178219,,,,,,,,,
338,2.816667,,,,0.028221,0.018991,0.140624,0.057875,0.045703,0.178554,,,,,,,,,
339,2.825000,,,,0.027880,0.019047,0.140720,0.058112,0.045638,0.179151,,,,,,,,,
340,2.833333,,,,0.027794,0.019084,0.141005,0.058359,0.045668,0.179670,,,,,,,,,
341,2.841667,,,,0.027643,0.019238,0.141213,0.058512,0.045737,0.180210,,,,,,,,,
342,2.850000,,,,0.027672,0.019306,0.141636,0.058223,0.046007,0.180333,,,,,,,,,
343,2.858333,,,,0.027263,0.019501,0.141707,0.058181,0.046069,0.180625,,,,,,,,,
344,2.866667,,,,0.026946,0.019691,0.141727,0.058264,0.046114,0.181150,,,,,,,,,
345,2.875000,,,,0.026432,0.019934,0.141621,0.058042,0.046202,0.181289,,,,,,,,,
346,2.883333,,,,0.026067,0.020041,0.141639,0.057397,0.046362,0.181016,,,,,,,,,
347,2.891667,,,,0.025876,0.020021,0.141796,0.056927,0.046371,0.180796,,,,,,,,,
348,2.900000,,,,0.025201,0.020066,0.141517,0.056665,0.046265,0.180738,,,,,,,,,
349,2.908333,,,,0.024989,0.020054,0.141397,0.056583,0.046086,0.180779,,,,,,,,,
350,2.916667,,,,0.024790,0.020069,0.141247,0.056072,0.046050,0.180336,,,,,,,,,
351,2.925000,,,,0.024462,0.020166,0.140972,0.055554,0.046085,0.179895,,,,,,,,,
352,2.933333,,,,0.024410,0.020156,0.140865,0.055244,0.046078,0.179552,,,,,,,,,
353,2.941667,,,,0.024489,0.020101,0.140802,0.054875,0.046134,0.179174,,,,,,,,,
354,2.950000,,,,0.024158,0.020265,0.140241,0.054735,0.046081,0.178999,,,,,,,,,
355,2.958333,,,,0.024126,0.020331,0.139943,0.054425,0.046147,0.178549,,,,,,,,,
356,2.966667,,,,0.024131,0.020366,0.139671,0.054297,0.046132,0.178298,,,,,,,,,
357,2.975000,,,,0.024138,0.020323,0.139512,,,,,,,,,,,,
358,2.983333,,,,0.024072,0.020220,0.139274,,,,,,,,,,,,
359,2.991667,,,,0.023885,0.020069,0.139011,,,,,,,,,,,,
360,3.000000,,,,0.023669,0.019948,0.138697,,,,,,,,,,,,
361,3.008333,,,,0.023524,0.019825,0.138473,,,,,,,,,,,,
362,3.016667,,,,0.023586,0.019630,0.138447,,,,,,,,,,,,
363,3.025000,,,,0.023439,0.019552,0.138265,,,,,,,,,,,,
364,3.033333,,,,0.023403,0.019418,0.138245,,,,,,,,,,,,
365,3.041667,,,,0.023220,0.019316,0.138114,,,,,,,,,,,,
366,3.050000,,,,0.023221,0.019232,0.138141,,,,,,,,,,,,
367,3.058333,,,,0.023237,0.019131,0.138178,,,,,,,,,,,,
368,3.066667,,,,0.023211,0.019066,0.138152,,,,,,,,,,,,
369,3.075000,,,,0.023158,0.018989,0.138142,,,,,,,,,,,,
370,3.083333,,,,0.023206,0.018807,0.138269,,,,,,,,,,,,
371,3.091667,,,,0.023295,0.018656,0.138469,,,,,,,,,,,,
372,3.100000,,,,0.023205,0.018660,0.138423,,,,,,,,,,,,
373,3.108333,,,,0.023255,0.018635,0.138488,,,,,,,,,,,,
374,3.116667,,,,0.023276,0.018613,0.138521,,,,,,,,,,,,
375,3.125000,,,,0.023275,0.018568,0.138581,,,,,,,,,,,,
376,3.133333,,,,0.023443,0.018537,0.138675,,,,,,,,,,,,
377,3.141667,,,,0.023549,0.018499,0.138731,,,,,,,,,,,,
378,3.150000,,,,0.023621,0.018480,0.138720,,,,,,,,,,,,
379,3.158333,,,,0.023745,0.018458,0.138779,,,,,,,,,,,,
380,3.166667,,,,0.023925,0.018473,0.138806,,,,,,,,,,,,
381,3.175000,,,,0.024113,0.018453,0.138895,,,,,,,,,,,,
382,3.183333,,,,0.024177,0.018536,0.138859,,,,,,,,,,,,
383,3.191667,,,,0.024659,0.018415,0.139211,,,,,,,,,,,,
384,3.200000,,,,0.024755,0.018410,0.139276,,,,,,,,,,,,
385,3.208333,,,,0.024909,0.018398,0.139376,,,,,,,,,,,,
386,3.216667,,,,0.024988,0.018485,0.139368,,,,,,,,,,,,
387,3.225000,,,,0.025198,0.018443,0.139519,,,,,,,,,,,,
388,3.233333,,,,0.025403,0.018462,0.139629,,,,,,,,,,,,
389,3.241667,,,,0.025772,0.018408,0.139904,,,,,,,,,,,,
390,3.250000,,,,0.025989,0.018446,0.140097,,,,,,,,,,,,
391,3.258333,,,,0.026128,0.018450,0.140228,,,,,,,,,,,,
392,3.266667,,,,0.026391,0.018446,0.140485,,,,,,,,,,,,
393,3.275000,,,,0.026789,0.018483,0.140765,,,,,,,,,,,,
394,3.283333,,,,0.027074,0.018443,0.140995,,,,,,,,,,,,
395,3.291667,,,,0.027491,0.018393,0.141329,,,,,,,,,,,,
396,3.300000,,,,0.027626,0.018437,0.141430,,,,,,,,,,,,
397,3.308333,,,,0.027844,0.018426,0.141619,,,,,,,,,,,,
398,3.316667,,,,0.027917,0.018477,0.141716,,,,,,,,,,,,
399,3.325000,,,,0.028047,0.018470,0.141916,,,,,,,,,,,,
400,3.333333,,,,0.028219,0.018349,0.142201,,,,,,,,,,,,
401,3.341667,,,,0.028164,0.018350,0.142204,,,,,,,,,,,,
402,3.350000,,,,0.028084,0.018358,0.142196,,,,,,,,,,,,
403,3.358333,,,,0.028020,0.018303,0.142228,,,,,,,,,,,,
404,3.366667,,,,0.027804,0.018291,0.142138,,,,,,,,,,,,
405,3.375000,,,,0.027610,0.018305,0.142000,,,,,,,,,,,,
406,3.383333,,,,0.027391,0.018314,0.141790,,,,,,,,,,,,
407,3.391667,,,,0.027133,0.018348,0.141554,,,,,,,,,,,,
408,3.400000,,,,0.027108,0.018286,0.141481,,,,,,,,,,,,
409,3.408333,,,,0.027098,0.018273,0.141367,,,,,,,,,,,,
410,3.416667,,,,0.027019,0.018313,0.141016,,,,,,,,,,,,
411,3.425000,,,,0.027059,0.018199,0.140868,,,,,,,,,,,,
412,3.433333,,,,0.026818,0.018219,0.140518,,,,,,,,,,,,
413,3.441667,,,,0.026588,0.018231,0.140159,,,,,,,,,,,,
414,3.450000,,,,0.026448,0.018165,0.139920,,,,,,,,,,,,
415,3.458333,,,,0.026296,0.018118,0.139684,,,,,,,,,,,,
416,3.466667,,,,0.026135,0.018110,0.139423,,,,,,,,,,,,
417,3.475000,,,,0.025995,0.018122,0.139183,,,,,,,,,,,,
418,3.483333,,,,0.025567,0.018233,0.138574,,,,,,,,,,,,
419,3.491667,,,,0.025475,0.018210,0.138251,,,,,,,,,,,,
420,3.500000,,,,0.025415,0.018246,0.137953,,,,,,,,,,,,
421,3.508333,,,,0.025658,0.018194,0.137848,,,,,,,,,,,,
422,3.516667,,,,0.025686,0.018197,0.137664,,,,,,,,,,,,
423,3.525000,,,,0.025663,0.018229,0.137460,,,,,,,,,,,,
424,3.533333,,,,0.025552,0.018258,0.137218,,,,,,,,,,,,
425,3.541667,,,,0.025595,0.018178,0.137220,,,,,,,,,,,,
426,3.550000,,,,0.025574,0.018174,0.137199,,,,,,,,,,,,
427,3.558333,,,,0.025589,0.018165,0.137208,,,,,,,,,,,,
428,3.566667,,,,0.025573,0.018173,0.137202,,,,,,,,,,,,
429,3.575000,,,,0.025568,0.018190,0.137194,,,,,,,,,,,,
430,3.583333,,,,0.025824,0.018153,0.137349,,,,,,,,,,,,
431,3.591667,,,,0.025784,0.018240,0.137306,,,,,,,,,,,,
432,3.600000,,,,0.025928,0.018208,0.137359,,,,,,,,,,,,
433,3.608333,,,,0.026139,0.018174,0.137472,,,,,,,,,,,,
434,3.616667,,,,0.026092,0.018328,0.137256,,,,,,,,,,,,
435,3.625000,,,,0.026458,0.018384,0.137331,,,,,,,,,,,,
436,3.633333,,,,0.026817,0.018396,0.137408,,,,,,,,,,,,
437,3.641667,,,,0.027289,0.018366,0.137473,,,,,,,,,,,,
438,3.650000,,,,0.027681,0.018403,0.137520,,,,,,,,,,,,
439,3.658333,,,,0.028056,0.018429,0.137484,,,,,,,,,,,,
440,3.666667,,,,0.028535,0.018449,0.137625,,,,,,,,,,,,
441,3.675000,,,,0.028970,0.018494,0.137733,,,,,,,,,,,,
442,3.683333,,,,0.029035,0.018602,0.137645,,,,,,,,,,,,
443,3.691667,,,,0.029526,0.018569,0.137851,,,,,,,,,,,,
444,3.700000,,,,0.029712,0.018645,0.137881,,,,,,,,,,,,
445,3.708333,,,,0.030075,0.018638,0.138057,,,,,,,,,,,,
446,3.716667,,,,0.030439,0.018641,0.138196,,,,,,,,,,,,
447,3.725000,,,,0.030772,0.018725,0.138317,,,,,,,,,,,,
448,3.733333,,,,0.030949,0.018865,0.138321,,,,0.021183,0.051562,0.292718,,,,,,
449,3.741667,,,,0.031422,0.018833,0.138617,,,,0.021186,0.051486,0.292973,,,,,,
450,3.750000,,,,0.031667,0.018935,0.138685,,,,0.021524,0.051242,0.293613,,,,,,
451,3.758333,,,,0.032112,0.018888,0.138952,,,,0.021191,0.051194,0.293500,,,,,,
452,3.766667,,,,0.032425,0.018894,0.139145,,,,0.021193,0.051175,0.293708,,,,,,
453,3.775000,,,,0.032580,0.018898,0.139250,,,,0.020632,0.051354,0.293296,,,,,,
454,3.783333,,,,0.032726,0.018891,0.139360,,,,0.020618,0.051336,0.293369,,,,,,
455,3.791667,,,,0.032736,0.018901,0.139376,,,,0.020638,0.051322,0.293422,,,,,,
456,3.800000,,,,0.032704,0.018926,0.139382,,,,0.020570,0.051304,0.293362,,,,,,
457,3.808333,,,,0.032628,0.019000,0.139367,,,,0.020860,0.051323,0.293642,,,,,,
458,3.816667,,,,0.032522,0.019083,0.139319,,,,0.020949,0.051306,0.293696,,,,,,
459,3.825000,,,,0.032397,0.019210,0.139255,,,,,,,,,,,,
460,3.833333,,,,0.032377,0.019317,0.139246,,,,,,,,,,,,
461,3.841667,,,,0.032299,0.019443,0.139198,,,,,,,,,,,,
462,3.850000,,,,0.032027,0.019669,0.138972,,,,,,,,,,,,
463,3.858333,,,,0.031894,0.019842,0.138792,,,,,,,,,,,,
464,3.866667,,,,0.031797,0.019963,0.138610,,,,,,,,,,,,
465,3.875000,,,,0.031826,0.020065,0.138457,,,,,,,,,,,,
466,3.883333,,,,0.031830,0.020181,0.138293,,,,,,,,,,,,
467,3.891667,,,,0.031829,0.020312,0.138087,,,,,,,,,,,,
468,3.900000,,,,0.031778,0.020534,0.137731,,,,,,,,,,,,
469,3.908333,,,,0.031944,0.020592,0.137606,,,,,,,,,,,,
470,3.916667,,,,0.032195,0.020582,0.137598,,,,,,,,,,,,
471,3.925000,,,,0.032339,0.020688,0.137317,,,,,,,,,,,,
472,3.933333,,,,0.032141,0.020888,0.136865,,,,,,,,,,,,
473,3.941667,,,,0.032361,0.020961,0.136805,,,,,,,,,,,,
474,3.950000,,,,0.032433,0.021198,0.136459,,,,,,,,,,,,
475,3.958333,,,,0.032678,0.021446,0.136243,,,,,,,,,,,,
476,3.966667,,,,0.032761,0.021840,0.135794,,,,,,,,,,,,
477,3.975000,,,,0.032879,0.022237,0.135378,,,,,,,,,,,,
478,3.983333,,,,0.033192,0.022520,0.135077,,,,,,,,,,,,
479,3.991667,,,,0.033295,0.022860,0.134675,,,,,,,,,,,,
480,4.000000,,,,0.033292,0.023136,0.134254,,,,,,,,,,,,
481,4.008333,,,,0.033163,0.023439,0.133673,,,,,,,,,,,,
482,4.016667,,,,0.033204,0.023550,0.133372,,,,,,,,,,,,
483,4.025000,,,,0.033228,0.023706,0.132986,,,,,,,,,,,,
484,4.033333,,,,0.033177,0.023945,0.132508,,,,,,,,,,,,
485,4.041667,,,,0.033254,0.024166,0.132058,,,,,,,,,,,,
486,4.050000,,,,0.033395,0.024360,0.131668,,,,,,,,,,,,
487,4.058333,,,,0.033634,0.024395,0.131515,,,,,,,,,,,,
488,4.066667,,,,0.033642,0.024456,0.131126,,,,,,,,,,,,
489,4.075000,,,,0.033509,0.024494,0.130749,,,,,,,,,,,,
490,4.083333,,,,0.033323,0.024483,0.130501,,,,,,,,,,,,
491,4.091667,,,,0.033187,0.024437,0.130315,,,,,,,,,,,,
492,4.100000,,,,0.032829,0.024316,0.130056,,,,,,,,,,,,
493,4.108333,,,,0.032634,0.024100,0.129932,,,,,,,,,,,,
494,4.116667,,,,0.032336,0.023854,0.129771,,,,,,,,,,,,
495,4.125000,,,,0.032304,0.023585,0.129768,,,,,,,,,,,,
496,4.133333,,,,0.032286,0.023396,0.129674,,,,,,,,,,,,
497,4.141667,,,,0.032547,0.023096,0.129819,,,,,,,,,,,,
498,4.150000,,,,0.032708,0.022853,0.129857,,,,,,,,,,,,
499,4.158333,,,,0.032816,0.022665,0.129872,,,,,,,,,,,,
500,4.166667,,,,0.033015,0.022421,0.130055,,,,,,,,,,,,
501,4.175000,,,,0.033154,0.022188,0.130158,,,,,,,0.022760,0.059343,0.283866,,,
502,4.183333,,,,0.033241,0.021981,0.130215,,,,,,,0.022764,0.059057,0.283920,,,
503,4.191667,,,,0.033213,0.021807,0.130217,,,,,,,0.022816,0.058931,0.284026,,,
504,4.200000,,,,0.033286,0.021545,0.130331,,,,,,,0.023102,0.058707,0.284327,,,
505,4.208333,,,,0.033317,0.021360,0.130421,,,,,,,0.023126,0.058632,0.284340,,,
506,4.216667,,,,0.033286,0.021228,0.130510,,,,,,,0.023241,0.058520,0.284447,,,
507,4.225000,,,,0.033297,0.021148,0.130617,,,,,,,0.023314,0.058386,0.284558,,,
508,4.233333,,,,0.033392,0.021132,0.130686,,,,,,,0.023309,0.058296,0.284560,,,
509,4.241667,,,,0.033386,0.021122,0.130666,,,,,,,0.023208,0.058249,0.284460,,,
510,4.250000,,,,0.033271,0.021110,0.130530,,,,,,,0.023183,0.058224,0.284424,,,
511,4.258333,,,,0.033224,0.021001,0.130480,,,,,,,0.023057,0.058131,0.284257,,,
512,4.266667,,,,0.033276,0.020794,0.130526,,,,,,,0.023021,0.058145,0.284167,,,
513,4.275000,,,,0.033341,0.020580,0.130545,,,,,,,0.022985,0.058161,0.284070,,,
514,4.283333,,,,0.033429,0.020312,0.130598,,,,,,,0.023536,0.057933,0.284549,,,
515,4.291667,,,,0.033622,0.019979,0.130875,,,,,,,0.023560,0.057925,0.284513,,,
516,4.300000,,,,0.033569,0.019841,0.130833,,,,,,,0.023548,0.057889,0.284468,,,
517,4.308333,,,,0.033479,0.019691,0.130725,,,,,,,0.023183,0.057860,0.284083,,,
518,4.316667,,,,0.033559,0.019452,0.130833,,,,,,,0.023240,0.057741,0.284153,,,
519,4.325000,,,,0.033681,0.019246,0.130949,,,,,,,0.023428,0.057601,0.284374,,,
520,4.333333,,,,0.033806,0.019153,0.131028,,,,,,,0.023334,0.057545,0.284367,,,
521,4.341667,,,,0.033887,0.019100,0.131096,,,,,,,0.023317,0.057508,0.284422,,,
522,4.350000,,,,0.033951,0.019071,0.131170,,,,,,,0.023364,0.057445,0.284547,,,
523,4.358333,,,,0.034016,0.019034,0.131266,,,,,,,0.023310,0.057462,0.284567,,,
524,4.366667,,,,0.034067,0.019033,0.131372,,,,,,,0.023479,0.057341,0.284893,,,
525,4.375000,,,,0.034139,0.019017,0.131480,,,,,,,0.023542,0.057309,0.285034,,,
526,4.383333,,,,0.034225,0.019053,0.131603,,,,,,,0.023539,0.057316,0.285141,,,
527,4.391667,,,,0.034269,0.019064,0.131678,,,,,,,0.023606,0.057300,0.285281,,,
528,4.400000,,,,0.034388,0.019013,0.131905,,,,,,,0.023701,0.057229,0.285446,,,
529,4.408333,,,,0.034537,0.018965,0.132136,,,,,,,0.023792,0.057152,0.285616,,,
530,4.416667,,,,0.034621,0.018943,0.132256,,,,,,,0.023919,0.057052,0.285791,,,
531,4.425000,,,,0.034706,0.018922,0.132379,,,,,,,0.023978,0.056986,0.285916,,,
532,4.433333,,,,0.034771,0.018903,0.132505,,,,,,,0.024106,0.056924,0.286169,,,
533,4.441667,,,,0.034793,0.018894,0.132617,,,,,,,0.024085,0.056938,0.286236,,,
534,4.450000,,,,0.034771,0.018897,0.132712,,,,,,,0.024137,0.056903,0.286416,,,
535,4.458333,,,,0.034786,0.018870,0.132890,,,,,,,0.024141,0.056877,0.286530,,,
536,4.466667,,,,0.034796,0.018901,0.132997,,,,,,,0.024099,0.056829,0.286630,,,
537,4.475000,,,,0.034817,0.018896,0.133114,,,,,,,0.023909,0.056848,0.286586,,,
538,4.483333,,,,0.034861,0.018869,0.133244,,,,,,,0.023890,0.056817,0.286692,,,
539,4.491667,,,,0.034837,0.018889,0.133317,,,,,,,0.023934,0.056748,0.286859,,,
