Format Version,1.23,Take Name,jon non dominant,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-03-05 10.47.35.894 AM,Capture Start Frame,161350,Total Frames in Take,2060,Total Exported Frames,2060,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1006,Unlabeled 1006,Unlabeled 1006,Unlabeled 1007,Unlabeled 1007,Unlabeled 1007,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012
,ID,"F3260","F3260","F3260","F32B0","F32B0","F32B0","F32E0","F32E0","F32E0","F3320","F3320","F3320","F3330","F3330","F3330","F3340","F3340","F3340"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
540,4.500000,,,,0.034814,0.018859,0.133416,,,,,,,0.023779,0.056730,0.286818,,,
541,4.508333,,,,0.034617,0.018867,0.133467,,,,,,,0.023673,0.056707,0.286769,,,
542,4.516667,,,,0.034557,0.018827,0.133591,,,,,,,0.023756,0.056607,0.286870,,,
543,4.525000,,,,0.034292,0.018834,0.133528,,,,,,,0.023418,0.056750,0.286539,,,
544,4.533333,,,,0.033914,0.018847,0.133489,,,,,,,0.023836,0.056567,0.286960,,,
545,4.541667,,,,0.033749,0.018820,0.133547,,,,,,,,,,,,
546,4.550000,,,,0.033268,0.018851,0.133416,,,,,,,,,,,,
547,4.558333,,,,0.032615,0.018870,0.133091,,,,,,,,,,,,
548,4.566667,,,,0.032204,0.018848,0.133159,,,,,,,,,,,,
549,4.575000,,,,0.031703,0.018753,0.133222,,,,,,,,,,,,
550,4.583333,,,,0.030823,0.018857,0.132874,,,,,,,,,,,,
551,4.591667,,,,0.030125,0.018821,0.132800,,,,,,,,,,,,
552,4.600000,,,,0.029461,0.018759,0.132744,,,,,,,,,,,,
553,4.608333,,,,0.029138,0.018637,0.132792,,,,,,,,,,,,
554,4.616667,,,,0.028502,0.018744,0.132523,,,,,,,,,,,,
555,4.625000,,,,0.028286,0.018694,0.132645,,,,,,,,,,,,
556,4.633333,,,,0.027975,0.018715,0.132631,,,,,,,,,,,,
557,4.641667,,,,0.027899,0.018659,0.132703,,,,,,,,,,,,
558,4.650000,,,,0.028017,0.018487,0.133035,,,,,,,,,,,,
559,4.658333,,,,0.027830,0.018542,0.132988,,,,,,,,,,,,
560,4.666667,,,,0.027708,0.018587,0.133012,,,,,,,,,,,,
561,4.675000,,,,0.027568,0.018647,0.133017,,,,,,,,,,,,
562,4.683333,,,,0.027435,0.018676,0.133060,,,,,,,,,,,,
563,4.691667,,,,0.027562,0.018582,0.133310,,,,,,,,,,,,
564,4.700000,,,,0.027554,0.018585,0.133382,,,,,,,,,,,,
565,4.708333,,,,0.027594,0.018546,0.133579,,,,,,,,,,,,
566,4.716667,,,,0.027606,0.018552,0.133687,,,,,,,,,,,,
567,4.725000,,,,0.027620,0.018588,0.133753,,,,,,,,,,,,
568,4.733333,,,,0.027791,0.018548,0.134017,,,,,,,,,,,,
569,4.741667,,,,0.028048,0.018483,0.134297,,,,,,,,,,,,
570,4.750000,,,,0.028180,0.018548,0.134386,,,,,,,,,,,,
571,4.758333,,,,0.028590,0.018465,0.134671,,,,,,,,,,,,
572,4.766667,,,,0.028688,0.018540,0.134641,,,,,,,,,,,,
573,4.775000,,,,0.028843,0.018524,0.134748,,,,,,,,,,,,
574,4.783333,,,,0.028877,0.018600,0.134785,,,,,,,,,,,,
575,4.791667,,,,0.029306,0.018545,0.135117,,,,,,,,,,,,
576,4.800000,,,,0.029558,0.018548,0.135210,,,,,,,,,,,,
577,4.808333,,,,0.029882,0.018569,0.135358,,,,,,,,,,,,
578,4.816667,,,,0.030305,0.018568,0.135523,,,,,,,,,,,,
579,4.825000,,,,0.030712,0.018537,0.135676,,,,,,,,,,,,
580,4.833333,,,,0.031283,0.018573,0.135864,,,,,,,,,,,,
581,4.841667,,,,0.031652,0.018638,0.135937,,,,,,,,,,,,
582,4.850000,,,,0.032320,0.018589,0.136250,,,,,,,,,,,,
583,4.858333,,,,0.032730,0.018636,0.136222,,,,,,,,,,,,
584,4.866667,,,,0.033223,0.018608,0.136368,,,,,,,,,,0.021718,0.055285,0.289363
585,4.875000,,,,0.033476,0.018691,0.136224,,,,,,,,,,0.021210,0.055483,0.288916
586,4.883333,,,,0.033901,0.018630,0.136379,,,,,,,,,,0.021603,0.055401,0.289321
587,4.891667,,,,0.034366,0.018591,0.136467,,,,,,,,,,0.021476,0.055483,0.289093
588,4.900000,,,,0.034446,0.018613,0.136320,,,,,,,,,,0.021628,0.055427,0.289100
589,4.908333,,,,0.034368,0.018722,0.136004,,,,,,,,,,0.021595,0.055455,0.288908
590,4.916667,,,,0.034453,0.018742,0.135727,,,,,,,,,,0.021568,0.055492,0.288694
591,4.925000,,,,0.034611,0.018725,0.135626,,,,,,,,,,0.021465,0.055601,0.288315
592,4.933333,,,,0.034626,0.018774,0.135362,,,,,,,,,,0.021705,0.055630,0.288198
593,4.941667,,,,0.034778,0.018802,0.135044,,,,,,,,,,0.021605,0.055778,0.287773
594,4.950000,,,,0.034742,0.018885,0.134559,,,,,,,,,,0.021688,0.055826,0.287459
595,4.958333,,,,0.034986,0.018789,0.134507,,,,,,,,,,0.021900,0.055917,0.287336
596,4.966667,,,,0.034774,0.018966,0.133909,,,,,,,,,,0.021760,0.056111,0.286826
597,4.975000,,,,0.035073,0.018885,0.133834,,,,,,,,,,0.021722,0.056242,0.286473
598,4.983333,,,,0.034836,0.019007,0.133404,,,,,,,,,,0.021636,0.056367,0.286118
599,4.991667,,,,0.034691,0.019000,0.133197,,,,,,,,,,0.021475,0.056535,0.285705
600,5.000000,,,,0.034465,0.018957,0.133038,,,,,,,,,,0.021471,0.056628,0.285591
601,5.008333,,,,0.034077,0.019033,0.132734,,,,,,,,,,0.021410,0.056762,0.285492
602,5.016667,,,,0.033789,0.019009,0.132637,,,,,,,,,,0.021345,0.056927,0.285414
603,5.025000,,,,0.033434,0.019027,0.132661,,,,,,,,,,0.021431,0.057148,0.285554
604,5.033333,,,,0.033017,0.019131,0.132616,,,,,,,,,,0.021423,0.057365,0.285614
605,5.041667,,,,0.032546,0.019358,0.132533,,,,,,,,,,0.021260,0.057660,0.285523
606,5.050000,,,,0.032117,0.019697,0.132441,,,,,,,,,,0.021499,0.057804,0.285865
607,5.058333,,,,0.031642,0.020090,0.132241,,,,,,,,,,0.020974,0.058147,0.285495
608,5.066667,,,,0.031340,0.020398,0.132146,,,,,,,,,,0.020541,0.058600,0.285160
609,5.075000,,,,0.031077,0.020748,0.132020,,,,,,,,,,,,
610,5.083333,,,,0.030599,0.021108,0.131661,,,,,,,,,,,,
611,5.091667,,,,0.030404,0.021269,0.131511,,,,,,,,,,,,
612,5.100000,,,,0.030187,0.021433,0.131202,,,,,,,,,,,,
613,5.108333,,,,0.030408,0.021311,0.131198,,,,,,,,,,,,
614,5.116667,,,,0.030327,0.021280,0.130925,,,,,,,,,,,,
615,5.125000,,,,0.030209,0.021140,0.130560,,,,,,,,,,0.019987,0.060218,0.283375
616,5.133333,,,,0.029974,0.021133,0.130100,,,,,,,,,,0.020692,0.060097,0.283813
617,5.141667,,,,0.030074,0.020942,0.129923,,,,,,,,,,0.020505,0.060143,0.283293
618,5.150000,,,,0.030087,0.020789,0.129707,,,,,,,,,,0.020636,0.059892,0.283137
619,5.158333,,,,0.030031,0.020627,0.129378,,,,,,,,,,0.020455,0.059846,0.282735
620,5.166667,,,,0.029810,0.020430,0.129041,,,,,,,,,,0.020499,0.059730,0.282534
621,5.175000,,,,0.029713,0.020204,0.128828,,,,,,,,,,0.020550,0.059562,0.282382
622,5.183333,,,,0.029591,0.019937,0.128657,,,,,,,,,,0.020381,0.059534,0.282065
623,5.191667,,,,0.029436,0.019662,0.128459,,,,,,,,,,0.020537,0.059451,0.282096
624,5.200000,,,,0.029486,0.019422,0.128450,,,,,,,,,,0.020463,0.059452,0.281927
625,5.208333,,,,0.029258,0.019470,0.128098,,,,,,,,,,0.020250,0.059584,0.281569
626,5.216667,,,,0.029338,0.019512,0.127965,,,,,,,,,,0.020094,0.059671,0.281329
627,5.225000,,,,0.029536,0.019555,0.127977,,,,,,,,,,0.019973,0.059755,0.281214
628,5.233333,,,,0.029473,0.019695,0.127875,,,,,,,,,,0.019821,0.059869,0.281069
629,5.241667,,,,0.029360,0.020008,0.127591,,,,,,,,,,0.019777,0.059911,0.281032
630,5.250000,,,,0.029207,0.020346,0.127362,,,,,,,,,,0.019546,0.060049,0.280814
631,5.258333,,,,0.029248,0.020528,0.127364,,,,,,,,,,0.019499,0.060069,0.280827
632,5.266667,,,,0.029123,0.020715,0.127204,,,,,,,,,,0.019400,0.060136,0.280742
633,5.275000,,,,0.029120,0.020780,0.127179,,,,,,,,,,0.019361,0.060150,0.280726
634,5.283333,,,,0.029057,0.020817,0.127119,,,,,,,,,,0.019314,0.060152,0.280748
635,5.291667,,,,0.029025,0.020792,0.127097,,,,,,,,,,0.019237,0.060152,0.280730
636,5.300000,,,,0.028994,0.020723,0.126990,,,,,,,,,,0.019129,0.060160,0.280610
637,5.308333,,,,0.028952,0.020638,0.126847,,,,,,,,,,0.018993,0.060188,0.280425
638,5.316667,,,,0.028900,0.020470,0.126731,,,,,,,,,,0.019094,0.060080,0.280520
639,5.325000,,,,0.028944,0.020359,0.126606,,,,,,,,,,0.018922,0.060002,0.280316
640,5.333333,,,,0.029175,0.020229,0.126612,,,,,,,,,,0.018747,0.059984,0.280066
641,5.341667,,,,0.029207,0.020213,0.126472,,,,,,,,,,0.018591,0.060041,0.279757
642,5.350000,,,,0.029263,0.020230,0.126267,,,,,,,,,,0.018750,0.060004,0.279839
643,5.358333,,,,0.029344,0.020276,0.126154,,,,,,,,,,0.018712,0.060034,0.279724
644,5.366667,,,,0.029501,0.020278,0.126108,,,,,,,,,,0.018697,0.060094,0.279620
645,5.375000,,,,0.029679,0.020307,0.126061,,,,,,,,,,0.018809,0.060126,0.279601
646,5.383333,,,,0.029800,0.020362,0.125938,,,,,,,,,,0.018791,0.060196,0.279505
647,5.391667,,,,0.029937,0.020383,0.125960,,,,,,,,,,0.018761,0.060315,0.279425
648,5.400000,,,,0.030005,0.020410,0.125956,,,,,,,,,,0.018681,0.060357,0.279293
649,5.408333,,,,0.029994,0.020455,0.125821,,,,,,,,,,0.018631,0.060458,0.279149
650,5.416667,,,,0.030151,0.020387,0.125867,,,,,,,,,,0.018525,0.060526,0.278984
651,5.425000,,,,0.030225,0.020332,0.125754,,,,,,,,,,0.018497,0.060535,0.278915
652,5.433333,,,,0.030487,0.020194,0.125795,,,,,,,,,,0.018644,0.060446,0.279012
653,5.441667,,,,0.030559,0.020130,0.125679,,,,,,,,,,0.018641,0.060382,0.278949
654,5.450000,,,,0.030749,0.020005,0.125705,,,,,,,,,,0.018531,0.060371,0.278801
655,5.458333,,,,0.030991,0.019859,0.125823,,,,,,,,,,,,
656,5.466667,,,,0.031060,0.019791,0.125826,,,,,,,,,,0.018575,0.060228,0.278805
657,5.475000,,,,0.030974,0.019753,0.125658,,,,,,,,,,,,
658,5.483333,,,,0.030897,0.019749,0.125546,,,,,,,,,,,,
659,5.491667,,,,0.030914,0.019632,0.125587,,,,,,,,,,,,
660,5.500000,,,,0.030817,0.019606,0.125458,,,,,,,,,,0.018479,0.060212,0.278673
661,5.508333,,,,0.030757,0.019558,0.125335,,,,,,,,,,0.018441,0.060217,0.278617
662,5.516667,,,,0.030729,0.019508,0.125269,,,,,,,,,,0.018383,0.060210,0.278543
663,5.525000,,,,0.030741,0.019459,0.125227,,,,,,,,,,0.018311,0.060206,0.278483
664,5.533333,,,,0.030765,0.019443,0.125139,,,,,,,,,,0.018253,0.060196,0.278443
665,5.541667,,,,0.030677,0.019503,0.124852,,,,,,,,,,0.018147,0.060221,0.278254
666,5.550000,,,,0.030770,0.019487,0.124710,,,,,,,,,,0.018055,0.060239,0.278055
667,5.558333,,,,0.030956,0.019405,0.124620,,,,,,,,,,0.017995,0.060269,0.277925
668,5.566667,,,,0.031049,0.019412,0.124504,,,,,,,,,,0.017974,0.060250,0.277781
669,5.575000,,,,0.030956,0.019547,0.124142,,,,,,,,,,0.017864,0.060282,0.277524
670,5.583333,,,,0.031219,0.019508,0.124115,,,,,,,,,,0.017841,0.060307,0.277351
671,5.591667,,,,0.031094,0.019620,0.123768,,,,,,,,,,0.017892,0.060308,0.277279
672,5.600000,,,,0.030996,0.019682,0.123476,,,,,,,,,,0.017870,0.060334,0.277129
673,5.608333,,,,0.031225,0.019597,0.123495,,,,,,,,,,0.017793,0.060386,0.276931
674,5.616667,,,,0.031463,0.019531,0.123508,,,,,,,,,,0.017795,0.060395,0.276837
675,5.625000,,,,0.031461,0.019577,0.123345,,,,,,,,,,0.017731,0.060429,0.276698
676,5.633333,,,,0.031401,0.019621,0.123153,,,,,,,,,,0.017611,0.060475,0.276492
677,5.641667,,,,0.031409,0.019589,0.123094,,,,,,,,,,0.017553,0.060476,0.276403
678,5.650000,,,,0.031441,0.019535,0.123042,,,,,,,,,,0.017548,0.060416,0.276388
679,5.658333,,,,0.031520,0.019458,0.122944,,,,,,,,,,0.017638,0.060304,0.276485
680,5.666667,,,,0.031602,0.019378,0.122924,,,,,,,,,,0.017667,0.060173,0.276557
681,5.675000,,,,0.031686,0.019311,0.122972,,,,,,,,,,0.017662,0.060107,0.276578
682,5.683333,,,,0.031710,0.019302,0.122932,,,,,,,,,,0.017670,0.060071,0.276598
683,5.691667,,,,0.031796,0.019308,0.122988,,,,,,,,,,0.017740,0.060016,0.276711
684,5.700000,,,,0.031752,0.019334,0.122984,,,,,,,,,,0.017775,0.059973,0.276827
685,5.708333,,,,0.031856,0.019266,0.123148,,,,,,,,,,0.017750,0.059974,0.276890
686,5.716667,,,,0.032048,0.019149,0.123433,,,,,,,,,,0.017767,0.059953,0.276999
687,5.725000,,,,0.032094,0.019169,0.123550,,,,,,,,,,0.017828,0.059921,0.277176
688,5.733333,,,,0.032143,0.019192,0.123657,,,,,,,,,,0.017867,0.059913,0.277324
689,5.741667,,,,0.032370,0.019132,0.123944,,,,,,,,,,0.017975,0.059865,0.277602
690,5.750000,,,,0.032588,0.019096,0.124171,,,,,,,,,,0.018079,0.059841,0.277818
691,5.758333,,,,0.032784,0.019078,0.124324,,,,,,,,,,0.018144,0.059835,0.277947
692,5.766667,,,,0.032961,0.019080,0.124454,,,,,,,,,,0.018258,0.059792,0.278162
693,5.775000,,,,0.033528,0.019001,0.124840,,,,,,,,,,0.018299,0.059757,0.278281
694,5.783333,,,,0.033963,0.018983,0.125055,,,,,,,,,,0.018396,0.059716,0.278462
695,5.791667,,,,0.034351,0.019059,0.125197,,,,,,,,,,0.018502,0.059655,0.278677
696,5.800000,,,,0.035032,0.019008,0.125627,,,,,,,,,,0.018589,0.059589,0.278911
697,5.808333,,,,0.035471,0.019026,0.125867,,,,,,,,,,0.018722,0.059481,0.279266
698,5.816667,,,,0.036093,0.018991,0.126269,,,,,,,,,,0.018779,0.059425,0.279486
699,5.825000,,,,0.036551,0.018953,0.126590,,,,,,,,,,0.018826,0.059365,0.279704
700,5.833333,,,,0.036871,0.018992,0.126878,,,,,,,,,,0.018836,0.059283,0.279945
701,5.841667,,,,0.037326,0.018986,0.127216,,,,,,,,,,0.018985,0.059171,0.280351
702,5.850000,,,,0.037733,0.019011,0.127486,,,,,,,,,,0.019094,0.059044,0.280716
703,5.858333,,,,0.038148,0.018981,0.127806,,,,,,,,,,0.019154,0.058942,0.281030
704,5.866667,,,,0.038644,0.018994,0.128112,,,,,,,,,,0.019060,0.058896,0.281209
705,5.875000,,,,0.039264,0.018940,0.128538,,,,,,,,,,0.018913,0.058881,0.281302
706,5.883333,,,,0.039561,0.019034,0.128745,,,,,,,,,,0.018831,0.058893,0.281451
707,5.891667,,,,0.039729,0.019124,0.128952,,,,,,,,,,0.018886,0.058863,0.281787
708,5.900000,,,,0.039872,0.019146,0.129194,,,,,,,,,,0.018858,0.058866,0.281985
709,5.908333,,,,0.039958,0.019174,0.129446,,,,,,,,,,0.018843,0.058842,0.282167
710,5.916667,,,,0.039761,0.019247,0.129567,,,,,,,,,,0.018587,0.058893,0.282092
711,5.925000,,,,0.039517,0.019303,0.129600,,,,,,,,,,0.018562,0.058837,0.282231
712,5.933333,,,,0.039275,0.019324,0.129739,,,,,,,,,,0.018323,0.058837,0.282063
713,5.941667,,,,0.038740,0.019369,0.129598,,,,,,,,,,0.018201,0.058841,0.281988
714,5.950000,,,,0.038153,0.019442,0.129522,,,,,,,,,,0.018077,0.058784,0.281895
715,5.958333,,,,0.037567,0.019562,0.129315,,,,,,,,,,0.018048,0.058680,0.281916
716,5.966667,,,,0.037262,0.019597,0.129319,,,,,,,,,,0.017853,0.058601,0.281735
717,5.975000,,,,0.036745,0.019666,0.129179,,,,,,,,,,,,
718,5.983333,,,,0.036388,0.019680,0.129081,,,,,,,,,,,,
719,5.991667,,,,0.035993,0.019679,0.128944,,,,,,,,,,,,
720,6.000000,,,,0.035520,0.019714,0.128759,,,,,,,,,,,,
721,6.008333,,,,0.035215,0.019775,0.128765,,,,,,,,,,,,
722,6.016667,,,,0.034854,0.019845,0.128698,,,,,,,,,,,,
723,6.025000,,,,0.034413,0.019974,0.128611,,,,,,,,,,,,
724,6.033333,,,,0.033993,0.020086,0.128571,,,,,,,,,,,,
725,6.041667,,,,0.033394,0.020301,0.128406,,,,,,,,,,,,
726,6.050000,,,,0.033028,0.020341,0.128471,,,,,,,,,,,,
727,6.058333,,,,0.032561,0.020470,0.128379,,,,,,,,,,,,
728,6.066667,,,,0.032293,0.020529,0.128462,,,,,,,,,,0.016900,0.057852,0.281302
729,6.075000,,,,0.032175,0.020415,0.128629,,,,,,,,,,0.016714,0.057800,0.281263
730,6.083333,,,,0.031968,0.020303,0.128640,,,,,,,,,,0.016654,0.057770,0.281304
731,6.091667,,,,0.031835,0.020161,0.128672,,,,,,,,,,0.016695,0.057694,0.281436
732,6.100000,,,,0.031609,0.020017,0.128699,,,,,,,,,,0.016775,0.057628,0.281566
733,6.108333,,,,0.031741,0.019762,0.128919,,,,,,,,,,0.016764,0.057626,0.281559
734,6.116667,,,,0.031716,0.019665,0.128888,,,,,,,,,,0.017020,0.057560,0.281807
735,6.125000,,,,0.031645,0.019512,0.128791,,,,,,,,,,0.017014,0.057582,0.281751
736,6.133333,,,,0.031585,0.019339,0.128686,,,,,,,,,,,,
737,6.141667,,,,0.031753,0.019121,0.128744,,,,,,,,,,0.017171,0.057502,0.281668
738,6.150000,,,,0.031929,0.018986,0.128641,,,,,,,,,,0.017103,0.057560,0.281415
739,6.158333,,,,0.032021,0.018938,0.128502,,,,,,,,,,0.017079,0.057562,0.281184
740,6.166667,,,,0.032382,0.018863,0.128481,,,,,,,,,,0.017235,0.057568,0.281138
741,6.175000,,,,0.032556,0.018903,0.128209,,,,,,,,,,,,
742,6.183333,,,,0.032805,0.018943,0.128006,,,,,,,,,,0.017319,0.057627,0.280750
743,6.191667,,,,0.033126,0.018875,0.127910,,,,,,,,,,0.017320,0.057708,0.280464
744,6.200000,,,,0.033446,0.018906,0.127631,,,,,,,,,,,,
745,6.208333,,,,0.033704,0.018977,0.127296,,,,,,,,,,0.017681,0.057817,0.280162
746,6.216667,,,,0.034282,0.018899,0.127194,,,,,,,,,,0.017774,0.057850,0.279925
747,6.225000,,,,0.034667,0.018885,0.127009,,,,,,,,,,0.017671,0.058009,0.279409
748,6.233333,,,,0.034974,0.018928,0.126651,,,,,,,,,,,,
749,6.241667,,,,0.035507,0.018893,0.126446,,,,,,,,,,,,
750,6.250000,,,,0.035705,0.018974,0.126034,,,,,,,,,,0.018097,0.058234,0.278653
751,6.258333,,,,0.036062,0.018981,0.125727,,,,,,,,,,,,
752,6.266667,,,,0.036329,0.018986,0.125506,,,,,,,,,,0.018376,0.058364,0.278198
753,6.275000,,,,0.036469,0.018981,0.125249,,,,,,,,,,0.018380,0.058473,0.277792
754,6.283333,,,,0.036699,0.018981,0.124986,,,,,,,,,,0.018449,0.058517,0.277579
755,6.291667,,,,0.036808,0.018991,0.124843,,,,,,,,,,0.018411,0.058596,0.277269
756,6.300000,,,,0.036952,0.019000,0.124703,,,,,,,,,,0.018555,0.058614,0.277220
757,6.308333,,,,0.036847,0.019094,0.124449,,,,,,,,,,0.018584,0.058661,0.277151
758,6.316667,,,,0.036946,0.019067,0.124448,,,,,,,,,,0.018565,0.058717,0.277084
759,6.325000,,,,0.036908,0.019090,0.124418,,,,,,,,,,0.018523,0.058774,0.277072
760,6.333333,,,,0.036772,0.019159,0.124366,,,,,,,,,,0.018559,0.058776,0.277230
761,6.341667,,,,0.036728,0.019189,0.124413,,,,,,,,,,0.018443,0.058853,0.277285
762,6.350000,,,,0.036663,0.019135,0.124657,,,,,,,,,,0.018358,0.058959,0.277362
763,6.358333,,,,0.036538,0.019162,0.124759,,,,,,,,,,,,
764,6.366667,,,,0.036114,0.019304,0.124735,,,,,,,,,,0.018131,0.059210,0.277483
765,6.375000,,,,0.035898,0.019388,0.124917,,,,,,,,,,0.018204,0.059373,0.277855
766,6.383333,,,,0.035659,0.019526,0.124986,,,,,,,,,,,,
767,6.391667,,,,0.035383,0.019761,0.125128,,,,,,,,,,0.017595,0.059801,0.277745
768,6.400000,,,,0.034980,0.019985,0.125176,,,,,,,,,,,,
769,6.408333,,,,0.034659,0.020134,0.125287,,,,,,,,,,0.017180,0.060155,0.277851
770,6.416667,,,,0.034135,0.020398,0.125086,,,,,,,,,,,,
771,6.425000,,,,0.033728,0.020555,0.124941,,,,,,,,,,,,
772,6.433333,,,,0.033522,0.020627,0.124959,,,,,,,,,,,,
773,6.441667,,,,0.033209,0.020817,0.124629,,,,,,,,,,,,
774,6.450000,,,,0.033172,0.020908,0.124468,,,,,,,,,,,,
775,6.458333,,,,0.033165,0.021058,0.124166,,,,,,,,,,,,
776,6.466667,,,,0.033375,0.021190,0.123898,,,,,,,,,,,,
777,6.475000,,,,0.033656,0.021445,0.123509,,,,,,,,,,,,
778,6.483333,,,,0.033961,0.021682,0.123089,,,,,,,,,,,,
779,6.491667,,,,0.034373,0.021902,0.122732,,,,,,,,,,0.016905,0.062579,0.274648
780,6.500000,,,,0.034865,0.022117,0.122295,,,,,,,,,,0.017087,0.062907,0.274146
781,6.508333,,,,0.035035,0.022443,0.121612,,,,,,,,,,,,
782,6.516667,,,,0.035566,0.022560,0.121233,,,,,,,,,,,,
783,6.525000,,,,0.035597,0.022920,0.120500,,,,,,,,,,0.017253,0.063853,0.272063
784,6.533333,,,,0.035806,0.023222,0.119877,,,,,,,,,,0.017491,0.064161,0.271561
785,6.541667,,,,0.035838,0.023552,0.119269,,,,,,,,,,0.017433,0.064519,0.270807
786,6.550000,,,,0.036178,0.023812,0.118777,,,,,,,,,,0.017478,0.064752,0.270234
787,6.558333,,,,0.036175,0.024222,0.118107,,,,,,,,,,0.017411,0.064936,0.269580
788,6.566667,,,,0.036385,0.024487,0.117541,,,,,,,,,,0.017486,0.065073,0.269059
789,6.575000,,,,0.036473,0.024726,0.117014,,,,,,,,,,0.017292,0.065289,0.268311
790,6.583333,,,,0.036199,0.025019,0.116229,,,,,,,,,,0.017411,0.065355,0.268003
791,6.591667,,,,0.036529,0.024957,0.115941,,,,,,,,,,0.017307,0.065479,0.267419
792,6.600000,,,,0.036334,0.025013,0.115295,,,,,,,,,,0.017302,0.065593,0.266965
793,6.608333,,,,0.036282,0.024916,0.114977,,,,,,,,,,0.017250,0.065660,0.266506
794,6.616667,,,,0.036205,0.024802,0.114588,,,,,,,,,,0.017322,0.065619,0.266284
795,6.625000,,,,0.035915,0.024758,0.114071,,,,,,,,,,0.017219,0.065670,0.265814
796,6.633333,,,,0.035946,0.024478,0.113911,,,,,,,,,,0.017164,0.065625,0.265470
797,6.641667,,,,0.036186,0.024226,0.113832,,,,,,,,,,0.017081,0.065609,0.265115
798,6.650000,,,,0.036209,0.024086,0.113689,,,,,,,,,,0.017163,0.065487,0.265025
799,6.658333,,,,0.036313,0.023903,0.113621,,,,,,,,,,0.017401,0.065266,0.265109
800,6.666667,,,,0.036381,0.023706,0.113554,,,,,,,,,,0.017510,0.065119,0.265156
801,6.675000,,,,0.036475,0.023410,0.113646,,,,,,,,,,0.017511,0.065032,0.265094
802,6.683333,,,,0.036541,0.023173,0.113709,,,,,,,,,,0.017596,0.064918,0.265187
803,6.691667,,,,0.036624,0.022956,0.113837,,,,,,,,,,0.017610,0.064836,0.265250
804,6.700000,,,,0.036675,0.022826,0.113943,,,,,,,,,,0.017713,0.064720,0.265435
805,6.708333,,,,0.036754,0.022719,0.114158,,,,,,,,,,0.017737,0.064662,0.265546
806,6.716667,,,,0.036728,0.022651,0.114316,,,,,,,,,,0.017643,0.064663,0.265559
807,6.725000,,,,0.036749,0.022596,0.114569,,,,,,,,,,0.017708,0.064625,0.265775
808,6.733333,,,,0.036708,0.022529,0.114841,,,,,,,,,,0.017758,0.064569,0.266043
809,6.741667,,,,0.036643,0.022515,0.114984,,,,,,,,,,0.017570,0.064600,0.265991
810,6.750000,,,,0.036474,0.022567,0.115019,,,,,,,,,,0.017470,0.064627,0.266039
811,6.758333,,,,0.036419,0.022567,0.115203,,,,,,,,,,0.017548,0.064591,0.266347
812,6.766667,,,,0.036352,0.022630,0.115341,,,,,,,,,,0.017557,0.064569,0.266503
813,6.775000,,,,0.036414,0.022591,0.115554,,,,,,,,,,0.017492,0.064559,0.266549
814,6.783333,,,,0.036255,0.022645,0.115554,,,,,,,,,,0.017462,0.064545,0.266622
815,6.791667,,,,0.036319,0.022535,0.115765,,,,,,,,,,0.017496,0.064503,0.266747
816,6.800000,,,,0.036245,0.022429,0.115816,,,,,,,,,,0.017509,0.064471,0.266807
817,6.808333,,,,0.036252,0.022346,0.115873,,,,,,,,,,0.017553,0.064442,0.266865
818,6.816667,,,,0.036284,0.022161,0.115956,,,,,,,,,,0.017653,0.064400,0.266952
819,6.825000,,,,0.036371,0.021916,0.116035,,,,,,,,,,0.017752,0.064346,0.267004
820,6.833333,,,,0.036609,0.021621,0.116261,,,,,,,,,,0.017815,0.064309,0.267006
821,6.841667,,,,0.036653,0.021399,0.116250,,,,,,,,,,0.017960,0.064220,0.267062
822,6.850000,,,,0.036783,0.021148,0.116349,,,,,,,,,,0.018221,0.064118,0.267234
823,6.858333,,,,0.037112,0.020765,0.116641,,,,,,,,,,0.018459,0.063982,0.267395
824,6.866667,,,,0.037456,0.020380,0.116915,,,,,,,,,,0.018607,0.063902,0.267465
825,6.875000,,,,0.037600,0.020085,0.116976,,,,,,,,,,0.018675,0.063869,0.267463
826,6.883333,,,,0.037835,0.019778,0.117186,,,,,,,,,,0.018680,0.063866,0.267307
827,6.891667,,,,0.038238,0.019356,0.117604,,,,,,,,,,0.018850,0.063782,0.267397
828,6.900000,,,,0.038441,0.019058,0.117884,,,,,,,,,,0.019139,0.063691,0.267629
829,6.908333,,,,0.038496,0.018957,0.117928,,,,,,,,,,0.019454,0.063607,0.267907
830,6.916667,,,,0.038525,0.018904,0.117917,,,,,,,,,,0.019449,0.063596,0.267898
831,6.925000,,,,0.038525,0.018835,0.118030,,,,,,,,,,0.019425,0.063599,0.267922
