Format Version,1.23,Take Name,Lab7-Task2-Subject3-001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.28.09.855 AM,Capture Start Frame,416449,Total Frames in Take,4461,Total Exported Frames,4461,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1060,Unlabeled 1060,Unlabeled 1060,Unlabeled 1061,Unlabeled 1061,Unlabeled 1061,Unlabeled 1062,Unlabeled 1062,Unlabeled 1062,Unlabeled 1063,Unlabeled 1063,Unlabeled 1063
,ID,"C7BD0","C7BD0","C7BD0","C7BE0","C7BE0","C7BE0","C7BF0","C7BF0","C7BF0","C7C00","C7C00","C7C00"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1294,10.783333,0.053884,0.044532,-0.091498,0.169906,0.050283,-0.091296,,,,0.138666,0.110786,-0.223539
1295,10.791667,0.054021,0.044257,-0.091582,0.169842,0.049895,-0.091298,,,,0.138757,0.110617,-0.223477
1296,10.800000,0.054087,0.043932,-0.091650,0.169712,0.049504,-0.091193,,,,0.138787,0.110432,-0.223393
1297,10.808333,0.054058,0.043587,-0.091619,0.169571,0.049098,-0.091198,,,,0.138768,0.110209,-0.223399
1298,10.816667,0.054008,0.043180,-0.091579,0.169400,0.048681,-0.091184,,,,0.138714,0.109952,-0.223377
1299,10.825000,0.054000,0.042703,-0.091671,0.169190,0.048253,-0.091008,,,,0.138633,0.109719,-0.223204
1300,10.833333,0.053981,0.042174,-0.091741,0.168903,0.047819,-0.090848,,,,0.138544,0.109486,-0.223200
1301,10.841667,0.053928,0.041679,-0.091609,0.168510,0.047263,-0.090939,,,,0.138378,0.109309,-0.223006
1302,10.850000,0.053896,0.041161,-0.091644,0.168021,0.046647,-0.090989,,,,0.138200,0.109173,-0.222793
1303,10.858333,0.053846,0.040627,-0.091635,0.167490,0.045916,-0.090942,,,,0.138070,0.109027,-0.222725
1304,10.866667,0.053755,0.040140,-0.091514,0.167010,0.045096,-0.091033,,,,0.137989,0.108886,-0.222582
1305,10.875000,0.053598,0.039708,-0.091373,0.166596,0.044214,-0.091117,,,,0.137904,0.108714,-0.222528
1306,10.883333,0.053455,0.039270,-0.091344,0.166193,0.043383,-0.091365,,,,0.137802,0.108523,-0.222449
1307,10.891667,0.053343,0.038779,-0.091442,0.165737,0.042652,-0.091355,,,,0.137672,0.108330,-0.222279
1308,10.900000,0.053238,0.038299,-0.091499,0.165322,0.041969,-0.091438,,,,0.137606,0.108150,-0.222263
1309,10.908333,0.053165,0.037803,-0.091487,0.164994,0.041179,-0.091586,,,,0.137571,0.107965,-0.222215
1310,10.916667,0.053141,0.037147,-0.091664,0.164677,0.040337,-0.091816,,,,0.137527,0.107801,-0.222118
1311,10.925000,0.053121,0.036363,-0.091795,0.164300,0.039428,-0.091849,,,,0.137491,0.107625,-0.222021
1312,10.933333,0.053121,0.035446,-0.091959,0.164030,0.038393,-0.092082,,,,0.137445,0.107407,-0.221909
1313,10.941667,0.053157,0.034395,-0.092038,0.163796,0.037336,-0.092108,,,,0.137391,0.107146,-0.221752
1314,10.950000,0.053307,0.033122,-0.092280,0.163690,0.036151,-0.092378,,,,0.137369,0.106811,-0.221635
1315,10.958333,0.053507,0.031709,-0.092544,0.163585,0.034915,-0.092584,,,,0.137295,0.106460,-0.221386
1316,10.966667,0.053747,0.030144,-0.092793,0.163984,0.033893,-0.092965,,,,0.137222,0.106085,-0.221094
1317,10.975000,0.054053,0.028412,-0.093160,0.164231,0.032777,-0.093120,,,,0.137151,0.105649,-0.220890
1318,10.983333,0.054423,0.026547,-0.093379,0.164464,0.031437,-0.093519,,,,0.137073,0.105187,-0.220626
1319,10.991667,0.054814,0.024592,-0.093612,0.164654,0.029984,-0.093812,,,,0.136996,0.104670,-0.220290
1320,11.000000,0.055214,0.022552,-0.094024,0.164646,0.028409,-0.093802,,,,0.136933,0.104037,-0.220020
1321,11.008333,0.055535,0.020600,-0.094069,0.164562,0.026639,-0.094046,,,,0.136865,0.103343,-0.219634
1322,11.016667,0.055947,0.018544,-0.094390,0.164504,0.024929,-0.094231,,,,0.136817,0.102593,-0.219262
1323,11.025000,0.056631,0.016321,-0.095038,0.164489,0.023350,-0.094228,,,,0.136770,0.101789,-0.218876
1324,11.033333,0.057822,0.013855,-0.095552,0.164529,0.021820,-0.094284,,,,0.136785,0.100992,-0.218559
1325,11.041667,0.059785,0.011184,-0.096489,0.164421,0.020507,-0.094093,,,,0.136690,0.100241,-0.218115
1326,11.050000,0.062909,0.008353,-0.097168,0.163980,0.019571,-0.093574,,,,0.136547,0.099490,-0.217796
1327,11.058333,0.064778,0.007176,-0.097625,0.163220,0.018976,-0.092958,,,,0.136363,0.098781,-0.217622
1328,11.066667,0.065154,0.007122,-0.097424,0.162414,0.018569,-0.092166,,,,0.136318,0.098041,-0.217500
1329,11.075000,0.065450,0.007126,-0.097941,0.161819,0.018095,-0.091331,,,,0.136587,0.097361,-0.217094
1330,11.083333,0.065653,0.007293,-0.098487,0.161482,0.017685,-0.090762,,,,0.137122,0.096781,-0.216852
1331,11.091667,0.065791,0.007654,-0.098715,0.161118,0.017598,-0.090218,,,,0.137635,0.096438,-0.216717
1332,11.100000,0.065991,0.007982,-0.098987,0.160830,0.017629,-0.089934,,,,0.137958,0.096367,-0.216479
1333,11.108333,0.066197,0.008246,-0.098968,0.160559,0.017768,-0.089454,,,,0.138129,0.096481,-0.215972
1334,11.116667,0.066406,0.008447,-0.098657,0.160364,0.017888,-0.089079,,,,0.138214,0.096603,-0.215481
1335,11.125000,0.066579,0.008576,-0.098200,0.160192,0.018020,-0.088500,,,,0.138145,0.096681,-0.214964
1336,11.133333,0.066726,0.008676,-0.097528,0.160131,0.018099,-0.087953,,,,0.137984,0.096723,-0.214389
1337,11.141667,0.066933,0.008696,-0.096884,0.160172,0.018199,-0.087139,,,,0.137831,0.096681,-0.213765
1338,11.150000,0.067141,0.008739,-0.095999,0.160328,0.018190,-0.086395,,,,0.137705,0.096599,-0.212994
1339,11.158333,0.067265,0.008841,-0.094883,0.160434,0.018121,-0.085461,,,,0.137620,0.096510,-0.212060
1340,11.166667,0.067290,0.008979,-0.093746,0.160466,0.017967,-0.084615,,,,0.137536,0.096421,-0.211030
1341,11.175000,0.067224,0.009147,-0.092542,0.160370,0.017822,-0.083566,,,,0.137458,0.096364,-0.209780
1342,11.183333,0.067153,0.009368,-0.091261,0.160298,0.017684,-0.082422,,,,0.137427,0.096353,-0.208553
1343,11.191667,0.067096,0.009593,-0.089907,0.160240,0.017610,-0.081195,,,,0.137326,0.096470,-0.207020
1344,11.200000,0.067006,0.009827,-0.088612,0.160119,0.017661,-0.079723,,,,0.137206,0.096628,-0.205670
1345,11.208333,0.066855,0.010218,-0.086919,0.159972,0.017820,-0.078266,,,,0.136964,0.096917,-0.204044
1346,11.216667,0.066664,0.010684,-0.085199,0.159758,0.018118,-0.076706,,,,0.136690,0.097284,-0.202462
1347,11.225000,0.066482,0.011211,-0.083408,0.159571,0.018554,-0.074920,,,,0.136412,0.097727,-0.200770
1348,11.233333,0.066332,0.011788,-0.081611,0.159389,0.019093,-0.073071,,,,0.136074,0.098278,-0.198776
1349,11.241667,0.066168,0.012477,-0.079725,0.159168,0.019769,-0.071007,,,,0.135652,0.098922,-0.196680
1350,11.250000,0.065983,0.013319,-0.077634,0.158979,0.020550,-0.068969,,,,0.135202,0.099670,-0.194530
1351,11.258333,0.065813,0.014345,-0.075317,0.158831,0.021490,-0.066921,,,,0.134805,0.100509,-0.192452
1352,11.266667,0.065703,0.015522,-0.072869,0.158682,0.022663,-0.064606,,,,0.134448,0.101473,-0.190215
1353,11.275000,0.065516,0.016984,-0.070084,0.158553,0.023996,-0.062199,,,,0.134142,0.102590,-0.187934
1354,11.283333,0.065328,0.018617,-0.067354,0.158405,0.025533,-0.059616,,,,0.133869,0.103787,-0.185650
1355,11.291667,0.065108,0.020491,-0.064289,0.158223,0.027227,-0.056891,,,,0.133571,0.105104,-0.183104
1356,11.300000,0.064886,0.022447,-0.061255,0.158096,0.029034,-0.054177,,,,0.133370,0.106494,-0.180466
1357,11.308333,0.064681,0.024528,-0.058233,0.157902,0.031048,-0.051122,,,,0.133135,0.108028,-0.177557
1358,11.316667,0.064484,0.026752,-0.055067,0.157702,0.033164,-0.048021,,,,0.132935,0.109608,-0.174784
1359,11.325000,0.064239,0.029079,-0.051625,0.157442,0.035474,-0.044594,,,,0.132707,0.111338,-0.171785
1360,11.333333,0.063987,0.031424,-0.048231,0.157209,0.037876,-0.041201,,,,0.132383,0.113250,-0.168385
1361,11.341667,0.063731,0.033833,-0.044438,0.156991,0.040408,-0.037669,,,,0.132073,0.115144,-0.165315
1362,11.350000,0.063551,0.036130,-0.040852,0.156780,0.042990,-0.034065,,,,0.131733,0.117118,-0.161952
1363,11.358333,0.063391,0.038342,-0.037326,0.156569,0.045607,-0.030291,,,,0.131367,0.119115,-0.158481
1364,11.366667,0.063217,0.040606,-0.033417,0.156329,0.048206,-0.026410,,,,0.130953,0.121135,-0.154940
1365,11.375000,0.063045,0.042753,-0.029786,0.156104,0.050733,-0.022590,,,,0.130528,0.123147,-0.151434
1366,11.383333,0.062840,0.044952,-0.025801,0.155902,0.053220,-0.018728,,,,0.130112,0.125133,-0.147771
1367,11.391667,0.062483,0.047238,-0.021269,0.155660,0.055639,-0.014684,,,,0.129689,0.127051,-0.143912
1368,11.400000,0.061904,0.049688,-0.015904,0.155389,0.057989,-0.010606,,,,0.129346,0.128830,-0.140172
1369,11.408333,0.060986,0.052241,-0.009219,0.155069,0.060229,-0.006453,,,,0.129051,0.130574,-0.136225
1370,11.416667,0.061522,0.053938,-0.008727,0.154695,0.062344,-0.002181,,,,0.128815,0.132215,-0.132343
1371,11.425000,0.061803,0.055859,-0.007261,0.154344,0.064264,0.001964,,,,0.128609,0.133751,-0.128256
1372,11.433333,0.061316,0.057996,-0.002570,0.153916,0.066145,0.006277,,,,0.128481,0.135243,-0.124345
1373,11.441667,0.060644,0.060057,0.002813,0.153522,0.067931,0.010594,,,,0.128310,0.136710,-0.120064
1374,11.450000,0.060292,0.061762,0.006706,0.153094,0.069720,0.014981,,,,0.128112,0.138143,-0.115943
1375,11.458333,0.060037,0.063474,0.010629,0.152742,0.071405,0.019163,,,,0.127847,0.139554,-0.111685
1376,11.466667,0.059861,0.064932,0.014242,0.152412,0.073063,0.023420,,,,0.127557,0.140926,-0.107528
1377,11.475000,0.059639,0.066330,0.018323,0.152088,0.074701,0.027862,,,,0.127226,0.142229,-0.103235
1378,11.483333,0.059381,0.067440,0.022169,0.151780,0.076295,0.032385,,,,0.126907,0.143428,-0.098977
1379,11.491667,0.058983,0.068280,0.025948,0.151503,0.077747,0.036759,,,,0.126565,0.144529,-0.094722
1380,11.500000,0.058493,0.068948,0.029670,0.151270,0.079074,0.041092,,,,0.126279,0.145541,-0.090515
1381,11.508333,0.058074,0.069922,0.034045,0.151029,0.080340,0.045523,,,,0.126047,0.146476,-0.086271
1382,11.516667,,,,0.150867,0.081476,0.049773,,,,0.125907,0.147340,-0.082089
1383,11.525000,0.057518,0.075274,0.051001,0.150650,0.082532,0.054165,,,,0.125832,0.148121,-0.077943
1384,11.533333,0.057309,0.076121,0.055021,0.150426,0.083489,0.058569,,,,0.125779,0.148811,-0.073815
1385,11.541667,0.057118,0.076401,0.057656,0.150257,0.084287,0.062716,,,,0.125698,0.149435,-0.069675
1386,11.550000,0.056951,0.076671,0.060442,0.150129,0.084971,0.066767,,,,0.125597,0.150022,-0.065378
1387,11.558333,0.056774,0.076975,0.063844,0.149909,0.085634,0.071029,,,,0.125530,0.150559,-0.061213
1388,11.566667,0.056619,0.077391,0.067668,0.149689,0.086177,0.075169,,,,0.125468,0.151039,-0.057236
1389,11.575000,0.056420,0.077834,0.071896,0.149473,0.086670,0.079219,,,,0.125403,0.151494,-0.053249
1390,11.583333,0.056269,0.078075,0.075770,0.149371,0.087032,0.082980,,,,0.125325,0.151903,-0.049251
1391,11.591667,0.056137,0.078209,0.079655,0.149184,0.087351,0.087009,,,,0.125233,0.152221,-0.045483
1392,11.600000,0.056038,0.078204,0.083455,0.148977,0.087629,0.091000,,,,0.125112,0.152497,-0.041454
1393,11.608333,0.055903,0.078051,0.087144,0.148793,0.087762,0.094932,,,,0.124969,0.152701,-0.037435
1394,11.616667,0.055761,0.077808,0.090821,0.148613,0.087811,0.098768,,,,0.124823,0.152779,-0.033568
1395,11.625000,0.055613,0.077531,0.094560,0.148437,0.087761,0.102617,,,,0.124715,0.152726,-0.029739
1396,11.633333,0.055426,0.077184,0.098198,0.148214,0.087608,0.106549,,,,0.124597,0.152634,-0.025767
1397,11.641667,0.055218,0.076814,0.101948,0.147963,0.087356,0.110474,,,,0.124532,0.152427,-0.022011
1398,11.650000,0.054969,0.076381,0.105602,0.147719,0.086950,0.114231,,,,0.124480,0.152146,-0.018296
1399,11.658333,0.054684,0.075859,0.109217,0.147429,0.086412,0.117981,,,,0.124361,0.151849,-0.014123
1400,11.666667,0.054402,0.075240,0.112788,0.147112,0.085771,0.121713,,,,0.124280,0.151452,-0.010292
1401,11.675000,0.054106,0.074535,0.116383,0.146789,0.085021,0.125424,,,,0.124196,0.150949,-0.006476
1402,11.683333,0.053753,0.073779,0.120031,0.146445,0.084228,0.129138,,,,0.124099,0.150416,-0.002629
1403,11.691667,0.053424,0.072890,0.123505,0.146134,0.083306,0.132672,,,,0.123970,0.149852,0.001264
1404,11.700000,0.053095,0.071939,0.126977,0.145781,0.082378,0.136253,,,,0.123889,0.149219,0.004893
1405,11.708333,0.052757,0.070866,0.130358,0.145402,0.081336,0.139845,,,,0.123768,0.148534,0.008682
1406,11.716667,0.052406,0.069737,0.133644,0.145016,0.080239,0.143400,,,,0.123615,0.147811,0.012475
1407,11.725000,0.051988,0.068605,0.137113,0.144548,0.079068,0.147060,,,,0.123502,0.147015,0.016096
1408,11.733333,0.051537,0.067436,0.140449,0.144084,0.077774,0.150526,,,,0.123396,0.146146,0.019813
1409,11.741667,0.051120,0.066215,0.143627,0.143603,0.076479,0.154046,,,,0.123259,0.145204,0.023596
1410,11.750000,0.050643,0.064988,0.146826,0.143093,0.075153,0.157554,,,,0.123145,0.144198,0.027230
1411,11.758333,0.050107,0.063807,0.150111,0.142592,0.073790,0.160882,,,,0.123071,0.143106,0.030598
1412,11.766667,0.049653,0.062554,0.153107,0.142090,0.072431,0.164224,,,,0.122974,0.142032,0.034078
1413,11.775000,0.049181,0.061270,0.156128,0.141597,0.071036,0.167449,,,,0.122890,0.140928,0.037458
1414,11.783333,0.048712,0.059936,0.159070,0.141134,0.069580,0.170531,,,,0.122791,0.139842,0.040760
1415,11.791667,0.048327,0.058522,0.161845,0.140683,0.068145,0.173602,,,,0.122685,0.138746,0.044035
1416,11.800000,0.048014,0.057015,0.164513,0.140292,0.066739,0.176544,,,,0.122534,0.137682,0.047294
1417,11.808333,0.047745,0.055443,0.167113,0.139951,0.065378,0.179441,,,,0.122369,0.136587,0.050398
1418,11.816667,0.047513,0.053837,0.169753,0.139640,0.064086,0.182321,,,,0.122193,0.135455,0.053300
1419,11.825000,0.047297,0.052179,0.172278,0.139364,0.062769,0.185082,,,,0.122003,0.134286,0.056093
1420,11.833333,0.047081,0.050482,0.174757,0.139091,0.061419,0.187771,,,,0.121811,0.133113,0.058885
1421,11.841667,0.046874,0.048767,0.177046,0.138815,0.059957,0.190306,,,,0.121706,0.131878,0.061503
1422,11.850000,0.046638,0.047021,0.179134,0.138491,0.058419,0.192827,,,,0.121685,0.130558,0.064062
1423,11.858333,0.046359,0.045334,0.181200,0.138155,0.056728,0.195207,,,,0.121666,0.129218,0.066729
1424,11.866667,0.046056,0.043674,0.183223,0.137825,0.054902,0.197417,,,,0.121749,0.127792,0.069179
1425,11.875000,0.045677,0.042046,0.185272,0.137470,0.052980,0.199568,,,,0.121895,0.126257,0.071425
1426,11.883333,0.045322,0.040366,0.187162,0.137127,0.050958,0.201607,,,,0.122023,0.124756,0.073791
1427,11.891667,0.045026,0.038602,0.188869,0.136830,0.048868,0.203477,,,,0.122139,0.123208,0.076003
1428,11.900000,0.044799,0.036748,0.190445,0.136602,0.046741,0.205198,,,,0.122274,0.121614,0.078064
1429,11.908333,0.044630,0.034814,0.191956,0.136486,0.044527,0.206670,,,,0.122393,0.120004,0.079983
1430,11.916667,0.044496,0.032782,0.193331,0.136312,0.042358,0.208288,,,,0.122471,0.118367,0.081838
1431,11.925000,0.044349,0.030700,0.194620,0.136187,0.040101,0.209630,,,,0.122504,0.116722,0.083638
1432,11.933333,0.044186,0.028561,0.195737,0.136029,0.037823,0.210933,,,,0.122538,0.115044,0.085306
1433,11.941667,0.043998,0.026372,0.196740,0.135843,0.035496,0.212122,,,,0.122599,0.113357,0.086758
1434,11.950000,0.043765,0.024181,0.197620,0.135623,0.033116,0.213201,,,,0.122659,0.111643,0.088286
1435,11.958333,0.043449,0.021987,0.198445,0.135345,0.030691,0.214175,,,,0.122717,0.109909,0.089577
1436,11.966667,0.043101,0.019768,0.199109,0.134972,0.028223,0.215120,,,,0.122741,0.108168,0.090881
1437,11.975000,0.042752,0.017463,0.199470,0.134616,0.025665,0.215806,,,,0.122747,0.106410,0.092115
1438,11.983333,0.042393,0.015153,0.199759,0.134243,0.023050,0.216384,,,,0.122762,0.104587,0.093107
1439,11.991667,0.041951,0.012900,0.200080,0.133850,0.020421,0.216913,,,,0.122770,0.102780,0.093988
1440,12.000000,0.041488,0.010674,0.200447,0.133691,0.018279,0.217073,,,,0.122727,0.100999,0.094951
1441,12.008333,0.041083,0.009081,0.200551,0.132842,0.017776,0.218076,,,,0.122604,0.099562,0.095687
1442,12.016667,0.040715,0.007769,0.200682,0.132301,0.017378,0.219531,,,,0.122111,0.098175,0.096203
1443,12.025000,0.040469,0.007674,0.201235,0.132029,0.017063,0.220456,,,,0.121529,0.097334,0.096714
1444,12.033333,0.040164,0.007596,0.201203,0.131758,0.017512,0.221181,,,,0.121290,0.097297,0.097018
1445,12.041667,0.039944,0.007644,0.201173,0.131425,0.017436,0.221625,,,,0.121392,0.097351,0.097278
1446,12.050000,0.039867,0.007584,0.201228,0.131195,0.017454,0.222005,,,,0.121586,0.097431,0.097547
1447,12.058333,0.039926,0.007463,0.201456,0.131240,0.017338,0.222312,,,,0.121691,0.097442,0.097878
1448,12.066667,0.039990,0.007454,0.201649,0.131341,0.017218,0.222543,,,,0.121833,0.097576,0.098162
1449,12.075000,0.040049,0.007589,0.201827,0.131536,0.017240,0.222552,,,,0.122166,0.097936,0.098365
1450,12.083333,0.040161,0.007740,0.202022,0.131788,0.017247,0.222466,,,,0.122617,0.098326,0.098506
1451,12.091667,0.040300,0.007889,0.202188,0.132076,0.017313,0.222437,,,,0.123098,0.098803,0.098714
1452,12.100000,0.040432,0.007944,0.202299,0.132378,0.017313,0.222290,,,,0.123617,0.099269,0.098806
1453,12.108333,0.040479,0.007904,0.202374,0.132613,0.017239,0.222095,,,,0.124113,0.099686,0.098747
1454,12.116667,0.040443,0.007873,0.202427,0.132792,0.017158,0.221791,,,,0.124497,0.100184,0.098920
1455,12.125000,0.040425,0.007862,0.202481,0.133005,0.017119,0.221488,,,,0.124874,0.100712,0.098982
1456,12.133333,0.040442,0.007889,0.202521,0.133283,0.017129,0.221186,,,,0.125286,0.101242,0.098891
1457,12.141667,0.040400,0.008039,0.202706,0.133546,0.017247,0.220962,,,,0.125636,0.101837,0.098963
1458,12.150000,0.040242,0.008302,0.202929,0.133796,0.017433,0.220661,,,,0.125873,0.102462,0.099034
1459,12.158333,0.039870,0.008778,0.203286,0.134185,0.017647,0.220243,,,,0.126084,0.102953,0.098910
1460,12.166667,0.039322,0.009511,0.203891,0.134727,0.017974,0.219909,,,,0.126268,0.103415,0.098863
1461,12.175000,0.038538,0.010362,0.204197,0.135856,0.018593,0.219667,,,,0.126461,0.103851,0.098708
1462,12.183333,0.037017,0.011919,0.204771,0.137336,0.019828,0.219560,,,,0.126601,0.104414,0.098514
1463,12.191667,0.035436,0.013774,0.205215,0.139034,0.021138,0.219324,,,,0.126631,0.105188,0.098348
1464,12.200000,0.034183,0.015612,0.205652,0.140959,0.022622,0.218944,,,,0.126626,0.106164,0.098130
1465,12.208333,0.033211,0.017482,0.206054,0.142843,0.024397,0.218661,,,,0.126600,0.107257,0.097855
1466,12.216667,0.032446,0.019522,0.206596,0.144630,0.026471,0.218455,,,,0.126509,0.108450,0.097566
1467,12.225000,0.031837,0.021588,0.207021,0.146311,0.028759,0.218259,,,,0.126398,0.109690,0.097196
1468,12.233333,0.031424,0.023701,0.207497,0.147676,0.031272,0.218379,,,,0.126309,0.110956,0.096878
1469,12.241667,0.031064,0.025899,0.208117,0.148837,0.033888,0.218508,,,,0.126234,0.112243,0.096492
1470,12.250000,0.030715,0.028278,0.208785,0.149813,0.036564,0.218561,,,,0.126136,0.113655,0.096194
1471,12.258333,0.030446,0.030757,0.209360,0.150499,0.039261,0.218670,,,,0.126014,0.115198,0.095986
1472,12.266667,0.030245,0.033350,0.210001,0.151045,0.041870,0.218797,,,,0.125924,0.116790,0.095745
1473,12.275000,0.030109,0.035978,0.210623,0.151470,0.044323,0.218915,,,,0.125885,0.118421,0.095590
1474,12.283333,0.030020,0.038552,0.211175,0.151746,0.046638,0.219072,,,,0.125908,0.120015,0.095381
1475,12.291667,0.029938,0.041030,0.211693,0.151888,0.048818,0.219320,,,,0.125959,0.121558,0.095199
1476,12.300000,0.029919,0.043395,0.212149,0.152050,0.050787,0.219398,,,,0.126015,0.123081,0.095095
1477,12.308333,0.029976,0.045695,0.212593,0.152212,0.052696,0.219535,,,,0.126098,0.124572,0.095004
1478,12.316667,0.030088,0.048026,0.213178,0.152432,0.054560,0.219635,,,,0.126237,0.126076,0.094870
1479,12.325000,0.030269,0.050206,0.213626,0.152639,0.056376,0.219809,,,,0.126417,0.127552,0.094722
1480,12.333333,0.030490,0.052245,0.214068,0.152879,0.058047,0.219884,,,,0.126631,0.128956,0.094551
1481,12.341667,0.030680,0.054205,0.214495,0.153118,0.059606,0.220017,,,,0.126851,0.130272,0.094445
1482,12.350000,0.030887,0.056034,0.214990,0.153396,0.060991,0.220047,,,,0.127053,0.131473,0.094458
1483,12.358333,0.031194,0.057617,0.215219,0.153628,0.062256,0.220141,,,,0.127275,0.132549,0.094406
1484,12.366667,0.031485,0.059074,0.215456,0.153877,0.063395,0.220145,,,,0.127491,0.133548,0.094352
1485,12.375000,0.031685,0.060474,0.215625,0.154069,0.064478,0.220258,,,,0.127710,0.134498,0.094271
1486,12.383333,0.031826,0.061884,0.215953,0.154214,0.065462,0.220340,,,,0.127916,0.135423,0.094264
1487,12.391667,0.031963,0.063136,0.216211,0.154318,0.066346,0.220423,,,,0.128117,0.136284,0.094240
1488,12.400000,0.032066,0.064224,0.216412,0.154391,0.067070,0.220494,,,,0.128300,0.137030,0.094253
1489,12.408333,0.032123,0.065121,0.216614,0.154377,0.067698,0.220600,,,,0.128421,0.137683,0.094320
1490,12.416667,0.032171,0.065839,0.216734,0.154344,0.068206,0.220632,,,,0.128457,0.138237,0.094374
1491,12.425000,0.032163,0.066501,0.216959,0.154243,0.068728,0.220769,,,,0.128421,0.138741,0.094469
1492,12.433333,0.032118,0.067058,0.217031,0.154171,0.069186,0.220855,,,,0.128392,0.139206,0.094498
1493,12.441667,0.031999,0.067618,0.217200,0.154057,0.069601,0.220975,,,,0.128337,0.139661,0.094648
1494,12.450000,0.031848,0.068126,0.217412,0.153897,0.069952,0.221097,,,,0.128256,0.140078,0.094790
1495,12.458333,0.031667,0.068516,0.217590,0.153683,0.070221,0.221219,,,,0.128122,0.140423,0.094915
1496,12.466667,0.031476,0.068776,0.217689,0.153392,0.070467,0.221458,,,,0.127958,0.140666,0.095006
1497,12.475000,0.031294,0.068928,0.217849,0.153112,0.070560,0.221557,,,,0.127804,0.140779,0.095061
1498,12.483333,0.031117,0.068957,0.217953,0.152867,0.070561,0.221627,,,,0.127606,0.140853,0.095232
1499,12.491667,0.030894,0.068863,0.217965,0.152545,0.070503,0.221814,,,,0.127383,0.140879,0.095459
1500,12.500000,0.030607,0.068682,0.218042,0.152146,0.070334,0.222013,,,,0.127200,0.140854,0.095591
1501,12.508333,0.030356,0.068344,0.217987,0.151782,0.070045,0.222117,,,,0.127003,0.140781,0.095812
1502,12.516667,0.030135,0.067865,0.217904,0.151469,0.069638,0.222097,,,,0.126800,0.140621,0.095959
1503,12.525000,0.029969,0.067231,0.217767,0.151156,0.069202,0.222232,,,,0.126599,0.140352,0.096111
1504,12.533333,0.029827,0.066467,0.217768,0.150910,0.068662,0.222367,,,,0.126423,0.139952,0.096217
1505,12.541667,0.029758,0.065542,0.217761,0.150755,0.067958,0.222405,,,,0.126269,0.139434,0.096297
1506,12.550000,0.029731,0.064501,0.217759,0.150664,0.067123,0.222382,,,,0.126140,0.138792,0.096396
1507,12.558333,0.029746,0.063376,0.217703,0.150617,0.066140,0.222368,,,,0.126063,0.138059,0.096467
1508,12.566667,0.029801,0.062180,0.217646,0.150616,0.065020,0.222307,,,,0.126057,0.137225,0.096510
1509,12.575000,0.029896,0.060900,0.217603,0.150651,0.063736,0.222178,,,,0.126081,0.136305,0.096607
1510,12.583333,0.030028,0.059525,0.217580,0.150736,0.062259,0.221894,,,,0.126154,0.135297,0.096655
1511,12.591667,0.030201,0.058019,0.217506,0.150819,0.060686,0.221727,,,,0.126243,0.134195,0.096730
1512,12.600000,0.030455,0.056311,0.217297,0.150931,0.058997,0.221482,,,,0.126359,0.133015,0.096821
1513,12.608333,0.030716,0.054513,0.217255,0.151082,0.057223,0.221193,,,,0.126506,0.131765,0.096821
1514,12.616667,0.031080,0.052553,0.216963,0.151208,0.055437,0.220949,,,,0.126636,0.130490,0.096791
1515,12.625000,0.031470,0.050530,0.216725,0.151349,0.053646,0.220655,,,,0.126720,0.129226,0.096833
1516,12.633333,0.031911,0.048401,0.216505,0.151534,0.051805,0.220262,,,,0.126805,0.127936,0.096776
1517,12.641667,0.032415,0.046163,0.216286,0.151660,0.049966,0.220004,,,,0.126901,0.126612,0.096697
1518,12.650000,0.032987,0.043799,0.216010,0.151770,0.047994,0.219606,,,,0.126992,0.125229,0.096569
1519,12.658333,0.033568,0.041395,0.215794,0.151825,0.045886,0.219175,,,,0.127066,0.123825,0.096501
1520,12.666667,0.034155,0.038898,0.215413,0.151792,0.043680,0.218753,,,,0.127161,0.122373,0.096357
1521,12.675000,0.034679,0.036471,0.215150,0.151672,0.041409,0.218342,,,,0.127250,0.120903,0.096299
1522,12.683333,0.035193,0.033988,0.214667,0.151437,0.039082,0.217916,,,,0.127343,0.119430,0.096246
1523,12.691667,0.035683,0.031460,0.214120,0.151068,0.036703,0.217420,,,,0.127405,0.117952,0.096101
1524,12.700000,0.036212,0.028922,0.213595,0.150549,0.034311,0.217002,,,,0.127424,0.116472,0.096011
1525,12.708333,0.036720,0.026351,0.212993,0.149974,0.031878,0.216528,,,,0.127446,0.114945,0.095843
1526,12.716667,0.037208,0.023739,0.212322,0.149284,0.029424,0.216060,,,,0.127437,0.113358,0.095697
1527,12.725000,0.037676,0.021139,0.211632,0.148535,0.026929,0.215470,,,,0.127412,0.111728,0.095481
1528,12.733333,0.038122,0.018598,0.211115,0.147613,0.024470,0.215004,,,,0.127360,0.110079,0.095318
1529,12.741667,0.038552,0.016165,0.210595,0.146563,0.021946,0.214420,,,,0.127326,0.108429,0.095137
