Format Version,1.23,Take Name,Lab7- Task 2_Take1_Sub 1_002,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-16 11.21.45.505 AM,Capture Start Frame,370323,Total Frames in Take,4920,Total Exported Frames,4920,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1047,Unlabeled 1047,Unlabeled 1047,Unlabeled 1048,Unlabeled 1048,Unlabeled 1048,Unlabeled 1049,Unlabeled 1049,Unlabeled 1049,Unlabeled 1050,Unlabeled 1050,Unlabeled 1050
,ID,"C7290","C7290","C7290","C73E0","C73E0","C73E0","C7460","C7460","C7460","C7480","C7480","C7480"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1066,8.883333,0.165973,0.018088,-0.151269,,,,0.127965,0.090462,-0.276709,,,
1067,8.891667,0.166210,0.018166,-0.150853,,,,0.127830,0.090568,-0.276067,,,
1068,8.900000,0.166342,0.018151,-0.150523,,,,0.127709,0.090730,-0.275437,,,
1069,8.908333,0.166369,0.018164,-0.150063,,,,0.127585,0.090979,-0.274651,,,
1070,8.916667,0.166391,0.018180,-0.149635,,,,0.127455,0.091268,-0.273960,,,
1071,8.925000,0.166357,0.018293,-0.149017,,,,0.127258,0.091596,-0.273193,,,
1072,8.933333,0.166317,0.018447,-0.148355,,,,0.126950,0.091992,-0.272173,,,
1073,8.941667,0.166182,0.018693,-0.147455,,,,0.126610,0.092378,-0.270980,,,
1074,8.950000,0.165997,0.018983,-0.146401,,,,0.126362,0.092713,-0.270017,,,
1075,8.958333,0.165758,0.019291,-0.145170,0.073637,0.012338,-0.130329,0.126182,0.093051,-0.268938,,,
1076,8.966667,0.165474,0.019545,-0.143912,0.073330,0.012862,-0.129008,0.126084,0.093364,-0.267725,,,
1077,8.975000,0.165101,0.019746,-0.142513,0.072972,0.013421,-0.127550,0.125997,0.093668,-0.266454,,,
1078,8.983333,0.164644,0.019959,-0.141044,0.072517,0.014052,-0.125737,0.125833,0.093976,-0.265056,,,
1079,8.991667,0.164213,0.020193,-0.139780,0.072101,0.014608,-0.124095,0.125562,0.094329,-0.263600,,,
1080,9.000000,0.163760,0.020652,-0.138254,0.071706,0.014488,-0.124794,0.125190,0.094746,-0.262007,,,
1081,9.008333,0.163358,0.021361,-0.136469,0.071366,0.015071,-0.123064,0.124788,0.095190,-0.260412,,,
1082,9.016667,0.162968,0.022257,-0.134576,0.071024,0.015587,-0.121471,0.124313,0.095652,-0.258862,,,
1083,9.025000,0.162512,0.023314,-0.132488,0.070623,0.015988,-0.119745,0.123656,0.096253,-0.256918,,,
1084,9.033333,0.162025,0.024353,-0.130497,0.070158,0.016620,-0.117773,0.122942,0.096890,-0.254941,,,
1085,9.041667,0.161472,0.025465,-0.128350,0.069608,0.017232,-0.116248,0.122294,0.097588,-0.253062,,,
1086,9.050000,0.160855,0.026576,-0.126136,0.069024,0.018004,-0.114592,0.121688,0.098418,-0.250790,,,
1087,9.058333,0.160182,0.027718,-0.123849,0.068403,0.018842,-0.113120,0.121145,0.099299,-0.248545,,,
1088,9.066667,0.159430,0.028920,-0.121416,0.067657,0.020050,-0.110985,0.120650,0.100232,-0.246364,,,
1089,9.075000,0.158669,0.030195,-0.118903,0.066923,0.021331,-0.109045,0.120180,0.101275,-0.244182,,,
1090,9.083333,0.157948,0.031543,-0.116387,0.066185,0.022730,-0.106864,0.119757,0.102335,-0.241945,,,
1091,9.091667,0.157353,0.032951,-0.113871,0.065527,0.024283,-0.104501,0.119312,0.103548,-0.239319,,,
1092,9.100000,0.156740,0.034539,-0.111108,0.064903,0.025879,-0.102101,0.118892,0.104798,-0.236793,,,
1093,9.108333,0.156143,0.036298,-0.108193,0.064313,0.027543,-0.099683,0.118444,0.106168,-0.234188,,,
1094,9.116667,0.155584,0.038208,-0.105140,0.063837,0.029139,-0.097867,0.117982,0.107578,-0.231493,,,
1095,9.125000,0.155119,0.040228,-0.102065,0.063348,0.030797,-0.095788,0.117611,0.108995,-0.229012,,,
1096,9.133333,0.154693,0.042325,-0.098899,0.062914,0.032627,-0.093221,0.117223,0.110487,-0.226136,,,
1097,9.141667,0.154276,0.044459,-0.095691,0.062500,0.034625,-0.090219,0.116818,0.111983,-0.223195,,,
1098,9.150000,0.153876,0.046581,-0.092658,0.062066,0.036729,-0.086960,0.116399,0.113489,-0.220236,,,
1099,9.158333,0.153415,0.048818,-0.089236,0.061549,0.038867,-0.083370,0.116018,0.114982,-0.217297,,,
1100,9.166667,0.153022,0.051011,-0.086021,0.061116,0.040923,-0.080066,0.115725,0.116528,-0.214262,,,
1101,9.175000,0.152591,0.053223,-0.082566,0.060741,0.042931,-0.077012,0.115466,0.118132,-0.210966,,,
1102,9.183333,0.152131,0.055373,-0.079091,0.060251,0.045003,-0.073526,0.115246,0.119702,-0.207927,,,
1103,9.191667,0.151639,0.057432,-0.075618,0.059800,0.046963,-0.070159,0.115006,0.121334,-0.204843,,,
1104,9.200000,0.151159,0.059427,-0.072060,0.059381,0.048842,-0.066819,0.114769,0.122920,-0.201671,,,
1105,9.208333,0.150666,0.061356,-0.068434,0.058942,0.050733,-0.063326,0.114501,0.124528,-0.198208,,,
1106,9.216667,0.150283,0.063212,-0.064941,0.058493,0.052600,-0.059543,0.114261,0.126107,-0.194994,,,
1107,9.225000,0.149868,0.065042,-0.061218,0.058154,0.054319,-0.056266,0.113947,0.127621,-0.191516,,,
1108,9.233333,0.149487,0.066838,-0.057616,0.057788,0.056074,-0.052579,0.113572,0.129169,-0.187888,,,
1109,9.241667,0.149127,0.068621,-0.053908,0.057369,0.057859,-0.048582,0.113132,0.130614,-0.184113,,,
1110,9.250000,0.148709,0.070369,-0.049973,0.056973,0.059545,-0.044796,0.112739,0.132012,-0.180508,,,
1111,9.258333,0.148374,0.072018,-0.046202,0.056611,0.061135,-0.041155,0.112434,0.133279,-0.176874,,,
1112,9.266667,0.147907,0.073563,-0.042259,0.056164,0.062734,-0.037297,0.112110,0.134610,-0.172928,,,
1113,9.275000,0.147415,0.075007,-0.038317,0.055616,0.064308,-0.033306,0.111836,0.135751,-0.169405,,,
1114,9.283333,0.146902,0.076355,-0.034500,0.055083,0.065738,-0.029597,0.111565,0.136985,-0.165513,,,
1115,9.291667,0.146323,0.077677,-0.030308,0.054488,0.067155,-0.025628,0.111288,0.138114,-0.161511,,,
1116,9.300000,0.145733,0.078940,-0.026232,0.053892,0.068460,-0.021709,0.111013,0.139152,-0.157623,,,
1117,9.308333,0.145100,0.080214,-0.021995,0.053262,0.069697,-0.017662,0.110683,0.140233,-0.153481,,,
1118,9.316667,0.144416,0.081472,-0.017635,0.052601,0.070798,-0.013657,0.110336,0.141179,-0.149551,,,
1119,9.325000,0.143715,0.082641,-0.013181,0.051885,0.071835,-0.009468,0.109927,0.142092,-0.145254,,,
1120,9.333333,0.143044,0.083660,-0.008950,0.051209,0.072772,-0.005447,0.109489,0.142934,-0.140823,,,
1121,9.341667,0.142296,0.084699,-0.004291,0.050455,0.073712,-0.001064,0.109093,0.143658,-0.136687,,,
1122,9.350000,0.141516,0.085593,0.000146,0.049708,0.074553,0.002959,0.108682,0.144337,-0.132319,,,
1123,9.358333,0.140743,0.086384,0.004701,0.048882,0.075421,0.007270,0.108320,0.144915,-0.128019,,,
1124,9.366667,0.139938,0.087079,0.009222,0.048042,0.076215,0.011564,0.107981,0.145417,-0.123534,,,
1125,9.375000,0.139122,0.087670,0.013819,0.047230,0.076933,0.015718,0.107680,0.145809,-0.119210,,,
1126,9.383333,0.138306,0.088172,0.018342,0.046358,0.077574,0.020116,0.107348,0.146134,-0.114682,,,
1127,9.391667,0.137538,0.088564,0.022735,0.045560,0.077984,0.024181,0.106998,0.146404,-0.110224,,,
1128,9.400000,0.136760,0.088886,0.027155,0.044711,0.078344,0.028451,0.106597,0.146587,-0.105752,,,
1129,9.408333,0.135894,0.089169,0.031715,0.043859,0.078525,0.032724,0.106186,0.146723,-0.101425,,,
1130,9.416667,0.135031,0.089351,0.036260,0.043093,0.078530,0.036710,0.105744,0.146861,-0.096863,,,
1131,9.425000,0.134241,0.089372,0.040553,0.042247,0.078414,0.040969,0.105339,0.146923,-0.092533,,,
1132,9.433333,0.133410,0.089287,0.044901,0.041516,0.078032,0.044753,0.104933,0.146892,-0.088169,,,
1133,9.441667,0.132484,0.089142,0.049502,0.040677,0.077582,0.048910,0.104531,0.146724,-0.083983,,,
1134,9.450000,0.131659,0.088827,0.053776,0.039843,0.076980,0.052852,0.104077,0.146476,-0.079581,,,
1135,9.458333,0.130840,0.088396,0.058080,0.039039,0.076300,0.056605,0.103667,0.146077,-0.075294,,,
1136,9.466667,0.129949,0.087900,0.062583,0.038189,0.075630,0.060565,0.103279,0.145640,-0.070853,,,
1137,9.475000,0.129099,0.087232,0.066923,0.037402,0.074882,0.064283,0.102955,0.145071,-0.066602,,,
1138,9.483333,0.128324,0.086335,0.070958,0.036545,0.074151,0.068193,0.102670,0.144399,-0.062400,,,
1139,9.491667,0.127510,0.085340,0.075006,0.035721,0.073259,0.071884,0.102404,0.143658,-0.058261,,,
1140,9.500000,0.126682,0.084306,0.079190,0.034948,0.072281,0.075499,0.102149,0.142893,-0.054002,,,
1141,9.508333,0.125935,0.083141,0.083088,0.034156,0.071296,0.079371,0.101933,0.142020,-0.050141,,,
1142,9.516667,0.125213,0.081931,0.086982,0.033475,0.070072,0.082789,0.101696,0.141149,-0.045980,,,
1143,9.525000,0.124487,0.080710,0.090818,0.032736,0.068869,0.086475,0.101469,0.140183,-0.042238,,,
1144,9.533333,0.123725,0.079442,0.094695,0.032065,0.067480,0.089747,0.101208,0.139237,-0.038160,,,
1145,9.541667,0.123039,0.078047,0.098362,0.031359,0.066081,0.093205,0.100990,0.138187,-0.034492,,,
1146,9.550000,0.122351,0.076593,0.101945,0.030723,0.064562,0.096358,0.100767,0.137125,-0.030543,,,
1147,9.558333,0.121666,0.075081,0.105580,0.030086,0.062995,0.099521,0.100577,0.135960,-0.026955,,,
1148,9.566667,0.120989,0.073503,0.109053,0.029459,0.061405,0.102629,0.100376,0.134815,-0.023179,,,
1149,9.575000,0.120321,0.071930,0.112512,0.028853,0.059781,0.105650,0.100178,0.133614,-0.019696,,,
1150,9.583333,0.119709,0.070374,0.115958,0.028272,0.058113,0.108551,0.099984,0.132414,-0.016082,,,
1151,9.591667,0.119158,0.068733,0.119093,0.027716,0.056491,0.111559,0.099829,0.131181,-0.012690,,,
1152,9.600000,0.118555,0.067144,0.122422,0.027169,0.054815,0.114381,0.099705,0.129919,-0.009310,,,
1153,9.608333,0.118000,0.065412,0.125405,0.026625,0.053191,0.117146,0.099604,0.128674,-0.006047,,,
1154,9.616667,0.117441,0.063649,0.128347,0.026098,0.051516,0.119702,0.099528,0.127448,-0.002814,,,
1155,9.625000,0.116895,0.061894,0.131265,0.025571,0.049884,0.122318,0.099505,0.126202,0.000306,,,
1156,9.633333,0.116375,0.060154,0.134097,0.025090,0.048248,0.124811,0.099503,0.124947,0.003246,,,
1157,9.641667,0.115881,0.058424,0.136857,0.024596,0.046662,0.127319,0.099452,0.123732,0.006304,,,
1158,9.650000,0.115414,0.056688,0.139498,0.024165,0.044986,0.129492,0.099386,0.122509,0.009149,,,
1159,9.658333,0.114973,0.054945,0.141997,0.023754,0.043345,0.131702,0.099355,0.121284,0.011936,,,
1160,9.666667,0.114542,0.053202,0.144433,0.023347,0.041682,0.133850,0.099359,0.120065,0.014509,,,
1161,9.675000,0.114093,0.051487,0.146850,0.022923,0.040001,0.135918,0.099333,0.118876,0.017197,,,
1162,9.683333,0.113604,0.049751,0.149183,0.022473,0.038335,0.137984,0.099338,0.117642,0.019612,,,
1163,9.691667,0.113093,0.048004,0.151427,0.022028,0.036605,0.139807,0.099283,0.116455,0.022123,,,
1164,9.700000,0.112570,0.046272,0.153612,0.021568,0.034862,0.141630,0.099221,0.115242,0.024489,,,
1165,9.708333,0.112114,0.044522,0.155650,0.021156,0.033025,0.143222,0.099158,0.114024,0.026867,,,
1166,9.716667,0.111659,0.042766,0.157638,0.020740,0.031180,0.144840,0.099079,0.112792,0.029164,,,
1167,9.725000,0.111204,0.041016,0.159575,0.020348,0.029302,0.146382,0.098982,0.111535,0.031411,,,
1168,9.733333,0.110751,0.039236,0.161400,0.019984,0.027341,0.147741,0.098937,0.110225,0.033428,,,
1169,9.741667,0.110310,0.037395,0.163156,0.019625,0.025361,0.148992,0.098918,0.108896,0.035415,,,
1170,9.750000,0.109928,0.035421,0.164731,0.019284,0.023384,0.150180,0.098961,0.107519,0.037275,,,
1171,9.758333,0.109570,0.033341,0.166129,0.018944,0.021389,0.151210,0.099092,0.106073,0.038953,,,
1172,9.766667,0.109220,0.031156,0.167388,0.018574,0.019414,0.152237,0.099234,0.104613,0.040655,,,
1173,9.775000,0.108828,0.028886,0.168607,0.018201,0.017401,0.153052,0.099377,0.103165,0.042356,,,
1174,9.783333,0.108437,0.026528,0.169641,0.017836,0.015338,0.153700,0.099572,0.101660,0.043868,,,
1175,9.791667,0.108043,0.024128,0.170622,0.017454,0.013302,0.154410,0.099861,0.100086,0.045083,,,
1176,9.800000,0.107692,0.021642,0.171440,0.017116,0.011096,0.154812,0.100102,0.098549,0.046435,,,
1177,9.808333,0.107389,0.019045,0.172054,0.016747,0.008985,0.155148,0.100328,0.096990,0.047680,,,
1178,9.816667,0.107098,0.018777,0.173148,0.016486,0.007428,0.155743,0.100585,0.095379,0.048736,,,
1179,9.825000,0.106640,0.018892,0.174518,0.016228,0.007523,0.156220,0.100788,0.094387,0.049298,,,
1180,9.833333,0.106334,0.018670,0.175813,0.015905,0.007459,0.156631,0.100967,0.093657,0.049896,,,
1181,9.841667,0.106441,0.018773,0.176631,0.015797,0.007569,0.157055,0.101527,0.093311,0.050637,,,
1182,9.850000,0.106595,0.018669,0.177327,0.015818,0.007490,0.157520,0.102338,0.092670,0.050944,,,
1183,9.858333,0.106696,0.018551,0.177986,0.015911,0.007440,0.157957,0.102922,0.092245,0.051566,,,
1184,9.866667,0.106879,0.018571,0.178504,0.016005,0.007491,0.158415,0.103553,0.091983,0.051787,,,
1185,9.875000,0.107090,0.018691,0.178805,0.016049,0.007633,0.158794,0.104108,0.092017,0.052225,,,
1186,9.883333,0.107478,0.018685,0.178778,0.016110,0.007780,0.159223,0.104644,0.092096,0.052292,,,
1187,9.891667,0.107921,0.018768,0.178883,0.016216,0.007830,0.159670,0.105065,0.092300,0.052467,,,
1188,9.900000,0.108490,0.018835,0.178843,0.016308,0.007803,0.160122,0.105384,0.092614,0.052714,,,
1189,9.908333,0.109172,0.018850,0.178501,0.016296,0.007630,0.160491,0.105526,0.092885,0.052757,,,
1190,9.916667,0.109891,0.019014,0.178203,0.016159,0.007528,0.160789,0.105517,0.093331,0.052745,,,
1191,9.925000,0.110657,0.019164,0.177902,0.015905,0.007471,0.161106,0.105443,0.093783,0.052678,,,
1192,9.933333,0.111810,0.019530,0.177617,0.015450,0.007560,0.161148,0.105340,0.094298,0.052546,,,
1193,9.941667,0.113728,0.020002,0.177147,0.014528,0.008008,0.161159,0.105185,0.094934,0.052331,,,
1194,9.950000,0.115912,0.020829,0.176637,0.013092,0.008842,0.161037,0.104954,0.095717,0.052029,,,
1195,9.958333,0.118144,0.021897,0.176219,0.011700,0.009698,0.160796,0.104639,0.096595,0.051867,,,
1196,9.966667,0.120292,0.023056,0.175588,0.010537,0.010553,0.160549,0.104319,0.097439,0.051597,,,
1197,9.975000,0.122119,0.024470,0.175196,0.009660,0.011493,0.160490,0.104059,0.098110,0.051104,,,
1198,9.983333,0.123780,0.025962,0.174716,0.008993,0.012485,0.160309,0.103795,0.098803,0.050553,,,
1199,9.991667,0.125113,0.027567,0.174327,0.008445,0.013681,0.160408,0.103492,0.099559,0.050225,,,
1200,10.000000,0.126193,0.029297,0.174006,0.008089,0.014991,0.160526,0.103224,0.100429,0.049840,,,
1201,10.008333,0.127057,0.031148,0.173863,0.007872,0.016500,0.160750,0.103051,0.101378,0.049397,,,
1202,10.016667,0.127842,0.032988,0.173501,0.007814,0.018153,0.161050,0.102906,0.102374,0.048835,,,
1203,10.025000,0.128331,0.035046,0.173419,0.007882,0.019919,0.161294,0.102718,0.103429,0.048303,,,
1204,10.033333,0.128685,0.037116,0.173261,0.007984,0.021797,0.161490,0.102516,0.104502,0.047865,,,
1205,10.041667,0.128962,0.039128,0.173071,0.008119,0.023743,0.161752,0.102353,0.105571,0.047428,,,
1206,10.050000,0.129156,0.041077,0.172943,0.008327,0.025677,0.161920,0.102255,0.106645,0.046963,,,
1207,10.058333,0.129299,0.042897,0.172802,0.008529,0.027527,0.162095,0.102172,0.107786,0.046459,,,
1208,10.066667,0.129429,0.044630,0.172642,0.008680,0.029409,0.162096,0.102121,0.108962,0.045948,,,
1209,10.075000,0.129602,0.046231,0.172452,0.008773,0.031171,0.162225,0.102110,0.110168,0.045487,,,
1210,10.083333,0.129842,0.047684,0.172246,0.008930,0.032781,0.162365,0.102140,0.111339,0.045076,,,
1211,10.091667,0.130105,0.048963,0.172030,0.009130,0.034206,0.162393,0.102178,0.112399,0.044750,,,
1212,10.100000,0.130405,0.050067,0.171695,0.009314,0.035481,0.162430,0.102225,0.113348,0.044320,,,
1213,10.108333,0.130746,0.051106,0.171281,0.009489,0.036669,0.162513,0.102241,0.114245,0.043922,,,
1214,10.116667,0.131030,0.052172,0.171024,0.009697,0.037825,0.162652,0.102278,0.115113,0.043623,,,
1215,10.125000,0.131304,0.053242,0.170848,0.009939,0.038943,0.162762,0.102336,0.115984,0.043313,,,
1216,10.133333,0.131555,0.054237,0.170648,0.010211,0.039982,0.162805,0.102421,0.116821,0.042994,,,
1217,10.141667,0.131736,0.055188,0.170529,0.010423,0.040968,0.162844,0.102484,0.117581,0.042770,,,
1218,10.150000,0.131890,0.055992,0.170326,0.010635,0.041761,0.162745,0.102552,0.118266,0.042523,,,
1219,10.158333,0.132075,0.056584,0.170084,0.010827,0.042509,0.162734,0.102623,0.118804,0.042383,,,
1220,10.166667,0.132220,0.057176,0.169909,0.011012,0.043131,0.162628,0.102711,0.119276,0.042171,,,
1221,10.175000,0.132323,0.057671,0.169733,0.011146,0.043753,0.162636,0.102779,0.119715,0.041998,,,
1222,10.183333,0.132408,0.058221,0.169590,0.011268,0.044358,0.162681,0.102825,0.120128,0.041857,,,
1223,10.191667,0.132430,0.058736,0.169622,0.011374,0.044941,0.162727,0.102857,0.120558,0.041799,,,
1224,10.200000,0.132537,0.059177,0.169521,0.011440,0.045408,0.162713,0.102923,0.120881,0.041643,,,
1225,10.208333,0.132575,0.059509,0.169521,0.011481,0.045842,0.162866,0.102965,0.121090,0.041532,,,
1226,10.216667,0.132583,0.059699,0.169512,0.011502,0.046144,0.162889,0.102972,0.121230,0.041520,,,
1227,10.225000,0.132589,0.059790,0.169498,0.011539,0.046337,0.162924,0.102992,0.121305,0.041480,,,
1228,10.233333,0.132604,0.059846,0.169490,0.011583,0.046477,0.162951,0.103049,0.121385,0.041445,,,
1229,10.241667,0.132623,0.059921,0.169508,0.011641,0.046598,0.162950,0.103101,0.121486,0.041497,,,
1230,10.250000,0.132622,0.060008,0.169513,0.011693,0.046719,0.163032,0.103110,0.121590,0.041546,,,
1231,10.258333,0.132608,0.060079,0.169548,0.011733,0.046792,0.163089,0.103104,0.121661,0.041521,,,
1232,10.266667,0.132590,0.060069,0.169569,0.011788,0.046790,0.163165,0.103089,0.121680,0.041533,,,
1233,10.275000,0.132608,0.060005,0.169612,0.011854,0.046735,0.163282,0.103115,0.121615,0.041550,,,
1234,10.283333,0.132640,0.059877,0.169654,0.011927,0.046626,0.163353,0.103163,0.121491,0.041600,,,
1235,10.291667,0.132655,0.059681,0.169729,0.012036,0.046474,0.163379,0.103221,0.121315,0.041583,,,
1236,10.300000,0.132680,0.059401,0.169734,0.012132,0.046320,0.163425,0.103264,0.121144,0.041673,,,
1237,10.308333,0.132688,0.059086,0.169829,0.012256,0.046147,0.163492,0.103335,0.120957,0.041706,,,
1238,10.316667,0.132759,0.058704,0.169855,0.012403,0.045880,0.163529,0.103466,0.120727,0.041688,,,
1239,10.325000,0.132852,0.058288,0.169955,0.012571,0.045612,0.163762,0.103627,0.120449,0.041696,,,
1240,10.333333,0.132978,0.057735,0.169980,0.012750,0.045242,0.163895,0.103777,0.120109,0.041749,,,
1241,10.341667,0.133077,0.057189,0.170052,0.012908,0.044782,0.164066,0.103888,0.119746,0.041881,,,
1242,10.350000,0.133214,0.056516,0.170029,0.013092,0.044216,0.164067,0.103999,0.119316,0.041967,,,
1243,10.358333,0.133374,0.055929,0.169961,0.013300,0.043662,0.164016,0.104093,0.118882,0.042112,,,
1244,10.366667,0.133524,0.055334,0.169984,0.013485,0.043070,0.164107,0.104198,0.118455,0.042223,,,
1245,10.375000,0.133637,0.054811,0.170035,0.013661,0.042543,0.164273,0.104280,0.118050,0.042381,,,
1246,10.383333,0.133708,0.054253,0.170110,0.013784,0.041945,0.164360,0.104363,0.117614,0.042537,,,
1247,10.391667,0.133770,0.053650,0.170175,0.013887,0.041353,0.164460,0.104449,0.117150,0.042613,,,
1248,10.400000,0.133809,0.053013,0.170303,0.013989,0.040722,0.164567,0.104543,0.116647,0.042730,,,
1249,10.408333,0.133868,0.052327,0.170377,0.014073,0.040112,0.164622,0.104642,0.116099,0.042803,,,
1250,10.416667,0.133878,0.051651,0.170496,0.014133,0.039427,0.164650,0.104715,0.115590,0.042916,,,
1251,10.425000,0.133864,0.051002,0.170627,0.014151,0.038822,0.164674,0.104758,0.115092,0.043032,,,
1252,10.433333,0.133910,0.050313,0.170643,0.014168,0.038179,0.164775,0.104808,0.114604,0.043166,,,
1253,10.441667,0.133900,0.049693,0.170815,0.014226,0.037554,0.164780,0.104846,0.114165,0.043385,,,
1254,10.450000,0.133945,0.048985,0.170880,0.014257,0.036878,0.164946,0.104894,0.113664,0.043559,,,
1255,10.458333,0.133990,0.048218,0.170954,0.014322,0.036131,0.164942,0.104911,0.113145,0.043784,,,
1256,10.466667,0.134011,0.047422,0.171048,0.014361,0.035384,0.165096,0.104940,0.112605,0.043980,,,
1257,10.475000,0.134081,0.046556,0.171044,0.014430,0.034583,0.165171,0.104984,0.112038,0.044222,,,
1258,10.483333,0.134128,0.045674,0.171105,0.014505,0.033804,0.165249,0.105078,0.111478,0.044351,,,
1259,10.491667,0.134157,0.044780,0.171139,0.014567,0.033003,0.165271,0.105143,0.110917,0.044655,,,
1260,10.500000,0.134125,0.043869,0.171236,0.014624,0.032203,0.165433,0.105218,0.110330,0.044791,,,
1261,10.508333,0.134092,0.042837,0.171251,0.014685,0.031311,0.165520,0.105276,0.109682,0.045036,,,
1262,10.516667,0.134049,0.041693,0.171318,0.014800,0.030239,0.165457,0.105347,0.108972,0.045242,,,
1263,10.525000,0.134031,0.040388,0.171306,0.014948,0.028988,0.165298,0.105457,0.108132,0.045329,,,
1264,10.533333,0.133986,0.038969,0.171300,0.015078,0.027667,0.165247,0.105575,0.107274,0.045515,,,
1265,10.541667,0.133912,0.037393,0.171280,0.015202,0.026270,0.165244,0.105686,0.106336,0.045703,,,
1266,10.550000,0.133741,0.035732,0.171364,0.015318,0.024789,0.165203,0.105801,0.105357,0.045955,,,
1267,10.558333,0.133482,0.033927,0.171430,0.015425,0.023214,0.165137,0.105919,0.104344,0.046263,,,
1268,10.566667,0.133177,0.031821,0.171347,0.015356,0.021652,0.164936,0.106022,0.103264,0.046618,,,
1269,10.575000,0.132671,0.029488,0.171232,0.015276,0.019871,0.164655,0.106143,0.102082,0.046972,,,
1270,10.583333,0.131878,0.026986,0.171303,0.015155,0.017934,0.164370,0.106289,0.100765,0.047181,,,
1271,10.591667,0.130841,0.024210,0.171201,0.015163,0.015670,0.163842,0.106429,0.099371,0.047403,,,
1272,10.600000,0.129361,0.021244,0.171278,0.015311,0.013217,0.163298,0.106520,0.097928,0.047626,,,
1273,10.608333,0.127527,0.018023,0.171037,0.015382,0.010921,0.162509,0.106570,0.096441,0.047900,,,
1274,10.616667,0.125324,0.017239,0.171684,0.015363,0.009216,0.162070,0.106589,0.094941,0.048065,,,
1275,10.625000,0.123174,0.017399,0.172843,0.015493,0.008707,0.162242,0.106503,0.093532,0.048149,,,
1276,10.633333,0.119948,0.017383,0.173728,0.015712,0.008917,0.162015,0.106305,0.092410,0.048069,,,
1277,10.641667,0.115928,0.017520,0.174621,0.015950,0.009204,0.161618,0.106123,0.091663,0.048141,,,
1278,10.650000,0.111627,0.017804,0.175164,0.016276,0.009292,0.160861,0.106193,0.091097,0.048197,,,
1279,10.658333,0.110568,0.018103,0.175643,0.016709,0.009092,0.159846,0.106168,0.090776,0.048357,,,
1280,10.666667,0.110077,0.018302,0.175750,0.016948,0.008929,0.159273,0.105732,0.090914,0.048530,,,
1281,10.675000,0.109564,0.018421,0.175763,0.017005,0.008860,0.158881,0.105407,0.091345,0.048641,,,
1282,10.683333,0.109092,0.018549,0.175700,0.016976,0.008791,0.158535,0.105317,0.091887,0.048871,,,
1283,10.691667,0.108653,0.018703,0.175642,0.017016,0.008766,0.158092,0.105268,0.092443,0.048933,,,
1284,10.700000,0.108345,0.018796,0.175505,0.017113,0.008785,0.157612,0.105060,0.093034,0.049080,,,
1285,10.708333,0.108070,0.018817,0.175204,0.017174,0.008812,0.157261,0.104751,0.093580,0.049209,,,
1286,10.716667,0.107774,0.018912,0.174969,0.017182,0.008840,0.156970,0.104402,0.094145,0.049395,,,
1287,10.725000,0.107551,0.019039,0.174698,0.017215,0.008858,0.156648,0.104074,0.094594,0.049337,,,
1288,10.733333,0.107457,0.019309,0.174441,0.017279,0.008915,0.156398,0.103739,0.094986,0.049167,,,
1289,10.741667,0.107389,0.019642,0.174166,0.017330,0.009049,0.156048,0.103287,0.095427,0.049063,,,
1290,10.750000,0.107287,0.020064,0.173679,0.017311,0.009216,0.155607,0.102833,0.095862,0.048788,,,
1291,10.758333,0.107078,0.020604,0.173188,0.017250,0.009408,0.155150,0.102422,0.096249,0.048254,,,
1292,10.766667,0.106869,0.021328,0.172814,0.017233,0.009623,0.154531,0.101919,0.096715,0.047939,,,
1293,10.775000,0.106647,0.022171,0.172489,0.017203,0.009830,0.153773,0.101531,0.097132,0.047284,,,
1294,10.783333,0.106391,0.023073,0.171913,0.017122,0.010229,0.152943,0.101167,0.097628,0.046402,,,
1295,10.791667,0.106158,0.024073,0.171167,0.017018,0.010825,0.152116,0.100722,0.098318,0.045740,,,
1296,10.800000,0.105924,0.025304,0.170550,0.016971,0.011634,0.151212,0.100412,0.099044,0.044580,,,
1297,10.808333,0.105848,0.026585,0.169661,0.016979,0.012658,0.150315,0.100173,0.099867,0.043337,,,
1298,10.816667,0.105854,0.028053,0.168661,0.017041,0.013880,0.149380,0.099949,0.100836,0.042017,,,
1299,10.825000,0.106000,0.029586,0.167366,0.017143,0.015304,0.148379,0.099697,0.101925,0.040624,,,
1300,10.833333,0.106194,0.031309,0.166026,0.017276,0.016847,0.147375,0.099517,0.103042,0.038940,,,
1301,10.841667,0.106480,0.033158,0.164593,0.017490,0.018495,0.146318,0.099404,0.104181,0.037001,,,
1302,10.850000,0.106834,0.035123,0.162995,0.017754,0.020191,0.145152,0.099223,0.105460,0.035231,,,
1303,10.858333,0.107196,0.037188,0.161270,0.018068,0.021910,0.143798,0.099017,0.106840,0.033306,,,
1304,10.866667,0.107573,0.039322,0.159401,0.018388,0.023704,0.142338,0.098869,0.108285,0.031038,,,
